Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,Z_8,Z_9
0.0323849108424178,0.04569215822638829,0.1106420884215742,0.06836893943000907,0.2044694422303568,0.008602760620043039,0.023696809135155067,0.055244358051758626,0.06366244721415112,0.014394167259737007
0.28433331820588476,0.3952745328582246,3.3780350304347007,2.5349404705744845,1.7980776019106162,5.126835995433336,13.27489041737509,1.170144345700331,15.753639613096333,3.0311101559375397
0.1362645280581139,0.010059381035870767,0.07588273884944333,0.22054005573587301,0.053297332844951986,0.24528282145667402,0.032309685044280285,0.03290489627787159,0.0006072243907251191,0.0881285877751338
0.05807724756037092,0.9650623679820245,0.18050629892745457,0.4724448873882614,0.5258241522884711,0.0882876067405884,0.02179396361749522,0.1162697304437883,0.07715523750646515,0.8753524482203585
0.4158252779566512,0.5900128011364402,0.13643313135859805,0.12215564024218438,0.9750942304729514,0.07623434077542865,0.08152151765443719,1.3612853537143685,0.41743254116921247,2.1721604810478436
3.033417991214784,3.653969764511796,0.7435269306415699,0.8021483825045596,1.8992784244471463,2.5394190011554576,6.072909773198072,0.5910303098823085,1.4712236089269572,0.11700276233140873
0.4170088300339333,0.03702420300899657,3.6211958329044875e-06,1.1050785224937174,0.2673432738572621,0.05560294096028599,0.21117925520205424,0.7558994999316666,0.8757335983400676,0.15333539460150195
2.8857167674655724,1.3734178735208287,0.30792934293329544,0.4857917080991442,5.374910282564622,14.347903984583978,2.343970709721814,7.3137873280152,5.97750172822537,15.05385528028581
0.0004964001334139601,4.406636216269256e-06,0.004508595769137047,0.0011034496387900981,0.006373702056590749,0.0016527125327662753,0.001107839718146341,0.00094608634101079,0.006713028942989974,0.0008592588401126485
1.2566662318217392,0.0008557965192532536,0.23321217666071742,0.7032758791322775,0.20999153077191268,0.4292704495097978,0.8581933632796211,0.8213234445012796,0.006476842102824008,1.2814361223497195
1.4628104395544244,2.0719758571234976,0.7300301630841936,0.35713752359801804,2.4916698911231547,3.8947833804622496,1.552868343372609,0.18986569632864514,0.150513882981731,0.23043142447196818
0.04228796892477038,0.238872573512223,0.17833786613835362,0.015498423711835798,0.012634629848496419,0.003018855281275699,0.04658125281394287,0.018441425631913873,0.037642168263665836,0.2948508201978768
1.3689384161140963,0.8291277031613996,0.29956568892625834,0.4821228837086314,1.6364230870435224,2.181357871027471,0.7651908335626928,4.358843200637879,0.20561378113057469,0.04262102327244054
0.007007172127189306,0.012746566104819414,0.0025539634469501165,0.12010292826237157,0.0024836762142535127,0.002015969186554999,0.003293843813583151,0.024707222075493918,0.021683647580558574,0.02300036954468016
0.022474498464262534,0.014557280579111377,0.03279353938265795,0.0206279645415895,0.007153502118224879,0.16274760562834487,0.09611096641195077,0.0839778154638415,0.13738031859820724,0.21069264622566908
0.046343615069707335,0.0643293632262965,0.1555580900561064,0.0005118473408906676,0.26322764637601503,0.0327389274929968,0.024670483126654527,0.06789692903039794,0.03337647415972376,0.00960766186733349
0.5898544932871495,0.7543908406580287,0.0005632225360356329,1.9502776507930353,0.18043562077688632,0.1889138368247777,0.10709022074288634,0.690776567908405,1.2834711876109834,0.08485302994284431
0.0782033395019394,0.022896605374910787,0.016326649758977213,0.7764828770798343,0.23504074025569918,1.1411779291034674,0.08755314794303605,0.18528050841244445,9.259333193564464e-06,0.3352174498449937
1.1684471607824618,0.3044356548641587,0.335805084534555,0.6665185463939284,0.5251425960178371,1.03904259846026,0.31492713362946134,4.764303589235184,0.16417388866969373,0.15154850228540914
1.5324397077971426,1.3432677608602062,1.2596289973487247,0.3656062165589376,0.14240407622387524,3.4543890003826623,2.247733495570301,3.4934187083403065,2.6304787716766667,1.478572955558558
0.8147071996110723,0.33658310608795,1.043971113267473,0.2553076669135097,2.1852762272786186,0.9417880934575106,0.19809361742725123,1.5962901745576166,0.31366214094709194,2.9340310354780015
2.9865868018003434,0.9117073608393496,0.09483333640321459,7.139402439775062,0.9618097550059269,9.653357685451905,1.6810582955164572,1.2350958861844332,0.8596456055221813,3.7630101570559367
1.1479823835733447,0.9375341165093981,0.3004375034603958,2.397348525027164,1.3481895920825666,0.4839739536147659,1.5223786070794474,1.2473122752303742,0.23903814079165633,0.7150378161401764
2.2134008329178267,1.8956276848544094,0.4276495453326683,0.10232787328530779,1.6217879576673262,0.470231496321683,0.1635594037538489,3.094450341898145,0.8024831051717234,3.830050624876214
0.02524136420478492,0.0032101799543712457,0.13768952733898465,0.05093129441494544,0.04618899822692561,0.0006623472983518545,0.012259111263073063,0.05910146222975187,0.0409029815010117,0.05678422064282955
0.268174465982518,2.692522395371027,0.15616281125970582,3.030903847692896,4.16577624569336,4.211007529866933,0.48022769165870993,1.85342495096415,1.2769711119324423,1.039314238612342
0.15515247193034787,0.021452100267424504,0.36572620643641585,1.0455012942025328,0.10931848008405123,0.05481886195006272,0.1677155518268949,0.2237794241717331,0.06690317571734954,0.388104150445268
0.545421886618506,0.3025990135319666,0.8601722889705643,0.206019777610956,0.039841591792521204,0.3860964461305349,0.026713606294598867,0.2851086796540137,0.5038610962040316,0.8284283073147712
0.08062229101918925,0.1256249473191079,0.1225507325756693,0.3090921238027743,0.2639286614578464,0.4731122899127926,0.08978894652163115,1.5000336332998203,0.01791550106833542,0.0036886102487149047
0.06686455996352202,0.013473998081185684,0.005090725753194028,0.2383937936415757,0.03666341918408948,0.3064718319889903,0.13586143371671294,0.02694634081973544,0.00017302774747113265,0.19806997898472137
0.4118959367599178,3.297382958871852,0.9420376878461396,0.7391475367711445,3.323991120493414,3.5133644599244387,0.2731228799035851,5.305033090293278,0.3112512071285166,0.5185151480774821
0.022345635822087,0.9821662394264337,0.5560665238855879,0.06100610379240402,0.4090168185612263,0.18641836546257406,0.032451894480045554,0.416135102390508,0.4665164196433616,0.17828966094760856
0.023932801784068612,0.017345678664039202,0.008629818084904534,0.0027162113214834285,0.03155971421995469,0.011442700609394283,0.0008729633980798638,0.049552777560331496,0.01989915914828675,0.037836242180040745
0.05859307014357636,0.0019210798875218486,0.0059021811395737695,1.5606610975394148,0.010587955063182766,0.07821788598275976,0.15201229993048126,0.3571099915566191,0.3465282673249768,0.05662596748471012
0.0911058309733823,0.35925720621005164,0.7250526429902644,0.2664171963238452,0.008400330840999889,0.3851307576542302,0.6996430385413746,0.9324143075401998,0.7829541906235676,0.28923826533472907
7.221294477155661,9.736633171804044,2.5465290967518164,1.8707711699381477,5.452065280346467,4.081174724743613,6.319702553182188,2.6882302205179696,9.012982421410856,0.03774366163236654
0.017740102047067836,0.05320042002020478,0.013903578412657346,0.053564371669304695,0.0067972339493982585,0.10939453102459096,0.004486609236780734,0.0535250359010562,0.03140571835825435,0.027101944646253404
0.012353891464711405,1.1228924373769869,0.06286983508517616,0.13902607387263582,0.3170377159678308,0.2847695434158587,0.06158727111575209,0.0223025273132741,0.003897352713596833,0.4065442552336177
0.047927692998792626,0.011159423623273896,0.012002962289394235,0.014000975784398777,0.007384103679919848,0.020643164006792676,0.006272065843623606,0.004833465509461572,0.00572165784364983,0.0010195053078732638
1.644381394623256,111.9177108830764,17.397029116798034,41.11735886393419,52.32434153095543,14.008876599954943,20.60503727375129,0.6565262781552003,2.666467825874708,68.10658368449549
0.001314312179740683,0.002557276774106068,0.02277351999598909,0.0013839088671016365,0.021709401224718584,0.0196903815775338,0.018051255086537564,0.006563878400332573,0.004231010099536612,0.0026218822774602126
0.012616202825047726,3.640313377909331e-05,2.4299742487488426e-06,0.027850311718015493,0.006644255243637166,0.002807175102840545,0.03245865515068366,0.027354478132962615,0.03798615686724505,0.01478650525519003
0.05167701860426462,0.29835623753967117,0.6512829640570599,0.12690856355214244,0.030375260871773637,0.3207869833775114,0.423575663496968,0.23631119031716774,0.6858842828754512,0.2495636407650825
0.13631522990967296,0.28991695347025825,0.46127085587321065,0.23003738906710997,0.10668282535562296,0.5201140542309988,1.3638583442149068,0.5108906888145435,0.8319421417416483,0.49471137377683644
0.012063260005518387,0.39759029878641783,0.046432355825814044,0.7385700718927701,0.1427767721447733,0.07923713173358077,0.08318413322771266,0.13376222101975296,0.020978130033044974,0.17281718137254798
0.3170526656044641,1.485988245782052,0.397071197587095,0.09599782801294379,2.09108032310939,0.47698005246535313,0.3466672884999283,1.7921171690047615,0.6748465552446827,0.20439358091809093
0.03294622495425472,0.03771505216657796,0.04119674107577291,0.008658703817265691,0.04744833836839511,0.06089112982696082,0.05326203148310849,0.055748875371924175,0.004357059750515326,0.13490327507859812
0.000402254209632279,0.0004314217100013755,0.00017746270670164987,0.0002978890521801458,0.0004518289189775524,0.0012318944071007555,0.001545242908240889,0.009144218887352062,0.0004159946522787404,0.003553301568137702
0.05748773107223589,0.024501381672406772,0.09235567470898723,0.0011587540973177033,0.31134038571061606,0.09596682184553923,0.048730200822373455,0.32605656449280185,0.1661853232863384,1.0602568808530335
0.4870193940715739,0.07781619238888965,0.024370954631386225,0.11648255920026332,0.0033735555450358223,0.09959379633271986,0.06847994798969938,0.015329153140360605,0.006608727618784645,0.07459203981708555
1.2909284025104546,0.29848426511415227,0.964660826884518,0.15500384445467907,0.2694609280543939,2.044218370151887,1.0210289606770455,0.007455098752558252,0.3583376198265894,0.00015314661679710848
