Z_0,Z_1,Z_2,Z_3,Z_4
1.8760500098532202,0.09239610232480523,0.13376889801651745,1.4193597061463823,0.5584559969631174
1.787774927156452,1.6594568973521053,8.150876150598894,1.2245717057668277,0.5683686752506346
0.10405006536548786,0.03340660343637019,0.1106003580013361,0.38226341468575264,0.2064668823391892
0.0432801284019816,0.3079974946858907,0.10946236807474222,0.0766685644411267,0.3180711386478854
0.02661379518656374,0.10831815009955496,0.023703419981780584,0.05346641400239404,0.16501126392803722
0.042610071787100474,0.1297747002262728,0.47852752128378695,0.00021070228536855835,0.0018307296185998568
1.0592751869977812,0.13218076963855802,0.1416401435926478,1.5504456637074489,0.37011103024341774
0.4608992023976803,1.2005502809776945,3.028998881005367,0.21783960065617883,0.07331257636991456
0.016981975625226565,0.06495394180141861,0.007777742264979874,0.11587670414228834,0.34676551009645307
1.047418048681527,8.912940806172205,8.501392527713614,2.5302352963469557,0.3043583013776943
0.4509230265145912,1.0636431457244633,3.4858950133876005,0.6553013215801832,2.245598123413129e-05
0.10059088705403481,1.639420737320166,0.1729397566955221,0.6745033196452545,2.3243685520972623
5.169842531854195,0.015625441283920835,0.20147865460055106,3.9569144802836647,1.855167474116047
4.005670379856502,0.3081145379721387,0.26457780992776697,0.35116504805331716,0.5809987963679263
6.010809450809473,2.1421824641103,0.4127828805629406,2.8905552755383486,1.3411046679490468
0.6637109349927433,0.004306494867885469,11.220601327717933,1.695403376111125,0.6082758126948354
0.019640515765634935,0.0015226584267003973,0.040089658903234904,0.017094459833180992,0.005998105943724714
2.7836691767145703,0.338149978188394,0.39199673496841214,0.31650199375719174,0.8246404307784742
0.1870480344337998,0.43791907435743105,0.9383289414436272,2.843069211033626,2.2176920006829217
0.10184961623627492,0.5874037610189544,0.16165382362583583,0.5586589417784976,0.5384683701533928
0.03488580324001821,1.8273412370085431,0.10847849428561558,0.6762487486807369,0.09507169217679055
0.07067149787502432,0.29191900076885924,0.1671142665990329,0.7039371981179559,0.1970083293051035
0.9541192923285983,2.1498416469751054,12.74290017264874,0.1726528217666124,4.175598663986624
1.6912276489689893,0.16665081284097613,0.10776260909957634,0.4815943163099445,0.21094326674027353
1.8472170148349498,0.010642393071918117,0.011537291928312125,1.0532400276263352,0.10307794396271677
1.4330638852164257,0.37821860031944565,0.9735091313836415,1.8582253738925514,0.4861359395816833
1.7639217498759217,7.010382351308393,1.2151042393538045,10.252643839396281,9.830553530009674
0.018796202241034295,0.06951449559731245,0.0002021487114931856,0.0441772097385208,0.2383120440886466
0.35456974636150407,0.04790676818359984,0.018954941058164372,0.3323068450562373,0.03236204905379895
1.2506915010343946,0.4898192123480761,0.04582520883813643,3.037639543020539,3.023937661374618
1.1791553211593109,0.18187619210498274,0.4202159615202417,0.8004418552110372,0.7591442850992884
0.017094662457899132,0.1291947133552339,1.0440879481725291,0.09174946186878685,0.19701092011280608
0.2913172753282119,0.033141719543920756,1.1323199011144474,0.04488327991200863,0.004974908663644917
1.1363883961580454,0.9962712678798274,3.868198609352678,0.7352077565604922,1.4115478209032313
0.011152062978941588,0.025651671881545924,0.07903581011208938,0.005309382236654472,0.024963080149960105
44.82442695807666,40.202238744500924,143.68644221179076,5.5660703018756985,0.5243842384131334
0.44058379659476987,0.04162214689322248,0.006363455357647585,0.08742400356823966,0.030038968129957717
0.023224052413938687,0.04206690007873676,0.00014717255038367464,0.1360283199404233,0.4297352435648538
0.011421924760228122,0.017081209305631048,0.12937861934387263,0.009736168668226384,0.0026699084967009325
0.01626623253687978,0.031248463512655342,0.11896656201400568,0.04382518210266759,0.02198880300675482
0.011696110879148276,0.010019165505475559,0.07940101759628737,0.00012610296314740217,0.001707005986398464
0.0003525996461935237,0.016494234281714926,0.002693397955123623,0.015529836799860544,0.0034234059636046635
0.053635384851726337,0.14848969110951574,0.03074519472237718,0.23946672724188092,0.6902983904142121
0.028891820658174007,0.39750250354306377,0.05056176518688671,0.739173915436061,0.6022710357813317
0.17909870070085449,1.5174266522301068,0.1705780639154695,0.636743422817694,0.25114294432789064
