"","X1","X2","X3"
"1",1.91701798498256,3.216030179024,7.32513399855189
"2",1.36470538399788,2.97257080192481,7.75378787558594
"3",1.24491654536535,6.29026784113925,9.84355861633519
"4",2.10433269578422,3.45467464345156,7.81868102117856
"5",1.75175403748183,10.6259895454308,8.12225275856229
"6",1.71788924719409,3.43147386625296,9.02847034470662
"7",1.73833128252918,5.24696128453653,10.3041766751397
"8",1.9595844072024,4.23524207150564,8.89114138302188
"9",0.789322047429329,2.7207997649937,10.3700899263352
"10",1.81275700867586,6.92185229581777,12.6428185711976
"11",1.93886556455505,5.26994883525473,8.73439431532052
"12",0.878575697726924,5.56692066919946,13.2419756115842
"13",1.22135216494568,2.19360300856602,12.8418814783469
"14",1.73856976921215,4.49796016048329,11.6847332994276
"15",2.0598048567449,6.43885154258399,10.4037268743464
"16",1.01923607384733,7.99867401840824,7.46079267816473
"17",1.31953714766714,4.87459465111979,10.63049784071
"18",0.996910363466703,6.07201898009912,10.3530636807459
"19",0.832237624008817,2.65782801178393,10.5598431928605
"20",1.28940314501641,5.81328778688097,11.720672892945
"21",1.00823783030391,8.79212384799364,10.0032988636749
"22",0.879977831859802,1.51963953833659,11.2123372941029
"23",0.497590501632282,2.57884466697064,8.82629920229865
"24",1.4454201843958,5.74610079323136,5.14407111714062
"25",1.03156930344433,2.39254431034906,15.1435408116642
"26",1.62821627319417,2.63360096326099,10.2972196091466
"27",1.47038036793836,6.56821685736723,12.2434708466423
"28",0.870035366432559,3.77246515989406,12.3643196595776
"29",0.956377737885652,2.01912989745067,9.12518374086917
"30",1.63267358658085,2.00301042786794,11.3600647938998
"31",1.12217760770384,2.76880727126351,8.44698718694
"32",1.27966040641551,1.56694998065278,8.84803950102599
"33",1.08356472221296,4.10920747322182,7.64129727194075
"34",1.04823263317324,3.4968649620909,9.54083367089973
"35",2.22185044463309,3.72283172871092,15.3370254257179
"36",2.48924853098069,4.01238456021017,15.8900996860906
"37",0.986052333821455,2.20386490605755,8.8223695441972
"38",0.802143829955294,3.43148457235759,8.25802844981873
"39",2.73322198085746,15.116549288424,7.42122601106837
"40",1.69583733572604,4.83137783975614,7.00621657555991
"41",1.28945392951062,3.38062477505038,6.90792607153214
"42",1.03719775934954,1.90983539409386,9.18441748000831
"43",0.69780874397969,3.51096616540123,8.73438676526337
"44",2.07275597954025,2.76455719273439,8.89382060735287
"45",1.81992310164303,6.07266295710702,9.08524984373894
"46",0.59351803082709,2.88545850185811,7.35343698183569
"47",1.93932496441686,5.35532963231298,8.13119481149582
"48",1.03364090615521,4.05906279434697,11.8077121394936
"49",1.70515924968522,4.85423675765131,8.9568373711107
"50",0.978656190677834,3.38350680082541,10.0015412935017
"51",1.87294550244478,3.86167936939598,10.5467274577143
"52",2.2611121630025,4.42817516940614,15.2776366501231
"53",0.719918046552903,6.71021609059202,11.3179482518517
"54",1.37054600529933,6.79604391983843,11.7769992082521
"55",1.59686549182555,15.9525649997124,10.9913950761708
"56",2.25981446151781,6.88099516435124,10.8958126673033
"57",1.94166236993791,6.42313046249211,10.3576434234629
"58",1.11629093931767,9.45794502626165,10.7320927451338
"59",2.08303459789745,14.421011154787,14.2926039306173
"60",1.1183742079102,8.0589862881679,16.0337378967439
"61",1.43688230336256,5.89612410431454,9.34196360354789
"62",0.724762750870556,5.94767525854457,8.01696566696824
"63",1.83271078926552,6.21427609589199,6.95414802420929
"64",1.21651354711651,1.6609658117735,7.04600447801919
"65",1.63826191898806,1.93968411632184,11.0657578322446
"66",1.91295987954228,12.2361563607636,11.7705810588333
