theta_1,theta_2,theta_3,theta_4
1.0605534634259326,1.5608878901802559,1.5180149412955763,0.09614933596425378
1.5060179951781985,0.7600606066865696,0.9721079634100828,0.29960739453954793
1.5208206687605585,1.4477915707641458,1.5252396796493624,1.3328431160217307
1.1157527647738816,1.0385872786832546,0.38462929150231573,1.5678781902501726
1.5557888761058307,1.5530383653951114,0.416119220859836,1.5536372919814856
1.5043375735146618,1.4777334808420812,1.5539285640504024,0.25253822513677965
1.5126438695433673,1.567882077497888,0.4961352968604992,0.04588670604377862
1.5263161607499076,1.3679399894385997,1.4781144826848855,0.23084645960079372
0.983679173967666,1.3856690151829552,1.136752824721682,1.03301674939529
1.3440147612419502,0.47686995462206305,1.4984376122657774,1.1943954698494261
1.3716410284336165,1.1456151988929077,1.1245749526503774,0.7393117929633418
1.5560571344631893,0.8188906653109548,1.4802821246126867,0.5969925888450077
1.1208441870130308,1.5230416178737591,1.3946047380436084,0.06607507975431731
1.4585256764732495,0.7458065843887512,0.9524000806632915,0.8671003580471938
1.0111890629434297,0.9045384781526752,1.546144252395663,1.1331564133307386
0.739804173340962,1.4372251471238804,1.5047771981120706,0.6607493786605897
0.9090104847700996,0.6849343882053895,0.3786708248077323,1.3266695818689553
1.532875079918141,1.2845144024517037,0.21954174049674538,1.3512190631258523
1.502761609059611,1.5327083206869812,1.5171144694576675,0.5958747689289308
1.3740039136921758,1.3853947187070763,1.5694172020425614,0.16502607913215134
1.527091704923543,1.143923349139135,1.4630239423594393,0.38674129884243774
1.5107649685213012,1.3108471051543504,1.504739279347997,1.037301248630701
1.4191635841522563,1.1651117710117942,1.4159403642063761,0.5236647870294019
1.546326157725858,1.170459174707436,1.3837509902912555,0.8838041188390912
1.4916089400556132,1.4299832095994403,0.07766335599303734,1.2641078570185056
1.5219287983234033,0.3524153900843182,1.2802150905247947,1.2213029319527042
1.4259194488607756,0.59863830231227,1.4772800179553425,1.412727194269497
1.3085473334905309,0.37236664689598326,0.5292807083915521,0.26465692480909914
0.9913578229196618,1.5056619921230852,1.4340436991851568,0.5373723203974892
0.895106242797309,1.2452950953075494,1.472893454799355,0.9225430126218235
0.693168849512483,1.360418893937446,1.3051784941356201,0.7004570568881195
0.836931172894156,1.506622653508651,1.546734468524805,0.2467055117127346
1.4947490280200733,1.3939375560385816,0.0063364461652153006,1.5612350034508709
1.421889501401325,1.3074605383931954,0.018126086492588445,0.2374692095532681
1.5602038196405295,0.7308881474241465,1.5703365415028154,0.4444485221427436
1.5640195538429544,1.506582881493535,1.281273419393267,1.0069240207646295
0.9991546820257686,1.5494077656172194,1.325838284091021,0.11298046897219045
1.4419337133483532,1.4967871757855296,0.33252779665003573,0.02207794727890849
1.1833856824277313,1.4956401943777597,1.5068186450221404,0.8244188690987759
1.2689404294211588,1.3979845086855704,1.2598996260873516,0.5344434935991178
0.8465343895936289,1.4864496375364349,1.494370621114064,0.1319471485678418
1.5377753036624593,1.2917702356421787,0.1270410951785375,1.4583532133235328
1.4723126265157915,1.5310621038217225,1.5626878180039678,0.031462624385562056
1.5465361979454155,1.0151593925448963,1.1843586455804667,0.2530371507846989
