,iso,lof,svm,kedp,ckedp,khdp,ckhdp,cone,ccone,ekde,cekde,hkde,chkde,lhkde,clhkde,lekde,clekde,Metric,EnergyScore,path,InSamp
0,0.7067204500037008,0.4634001924357931,0.8412589741691955,0.3067685589519651,0.30604692472799944,0.4764636222337355,0.6892161942121235,0.6610354525941825,0.7240119162164163,0.31193101916956556,0.6467322922063504,0.3486233439419732,0.6622566797424322,0.6860336022500185,0.703075272000592,0.3013655539930427,0.6533010139886017,AuROC,5.928380210487244,./ad/cardio/results_xv1.pkl,True
1,0.36727843349466394,0.19465380123283554,0.569301698853955,0.14774738883958696,0.14863689572013752,0.20701311429129354,0.31953631576373476,0.45263827812752006,0.4022621453402407,0.1477780765181534,0.2774029394995343,0.1672413130184345,0.297932809844142,0.39975872219024977,0.34079494360866447,0.14249358846735524,0.28699219771927126,AuPRC,5.928380210487244,./ad/cardio/results_xv1.pkl,True
0,0.606052036199095,0.4923642533936652,0.7590497737556561,0.17901583710407237,0.16968325791855204,0.27177601809954754,0.6244343891402715,0.6882070135746606,0.7208710407239819,0.19626696832579188,0.5571266968325792,0.2231334841628959,0.6080316742081449,0.6380090497737557,0.6761877828054298,0.1976809954751131,0.5752262443438914,AuROC,5.944159028606604,./ad/cardio/results_xv1.pkl,False
1,0.30555137669812094,0.24070820791066275,0.45399692508202455,0.1498662793603725,0.1483761705255132,0.16496952464887404,0.3186831082864321,0.49244446746579335,0.4205575797125203,0.15247034770879864,0.2656586678546744,0.15558859958517335,0.29785284985007493,0.4207014197483073,0.34874961347250366,0.15230282727882738,0.2785226269149389,AuPRC,5.944159028606604,./ad/cardio/results_xv1.pkl,False
0,0.6749642857142857,0.4655535714285714,0.8188571428571427,0.3518928571428571,0.35441071428571425,0.40239285714285716,0.6184285714285714,0.5611607142857142,0.6748214285714286,0.40625,0.7037499999999999,0.3828035714285714,0.6000357142857142,0.5431964285714286,0.6977499999999999,0.40251785714285715,0.7044642857142857,AuROC,5.794562425380895,./ad/cardio/results_xv2.pkl,True
1,0.3404739262678555,0.20045262549467616,0.5332545612853304,0.292564004560078,0.29278562956568477,0.32751571927033,0.3181404742690628,0.39690226154145936,0.365177252992223,0.3024286064899677,0.40869589811728646,0.32831318020393285,0.30608508399701695,0.2884508140131028,0.3573964436169383,0.29035941623132133,0.4007772689673885,AuPRC,5.794562425380895,./ad/cardio/results_xv2.pkl,True
0,0.5960648148148148,0.46566358024691357,0.7704475308641976,0.39004629629629634,0.39814814814814814,0.39236111111111105,0.6500771604938271,0.6267361111111112,0.7154706790123457,0.38888888888888884,0.7268518518518517,0.402391975308642,0.6651234567901234,0.5162037037037037,0.7148919753086419,0.38618827160493824,0.7260802469135803,AuROC,5.8009661643244925,./ad/cardio/results_xv2.pkl,False
1,0.2709150430726923,0.19467746596868873,0.4402731615878681,0.2030045543926799,0.2066957980866114,0.2693056920105942,0.26087209084425567,0.40703458890657085,0.4143572654959698,0.2016192015661879,0.31959444829631384,0.2127663204411429,0.26474066788015344,0.2897224017411275,0.31347594972819615,0.19277621605994955,0.3251907408025712,AuPRC,5.8009661643244925,./ad/cardio/results_xv2.pkl,False
0,0.6504799760011999,0.44434340782960846,0.8087970601469927,0.588776811159442,0.637224388780561,0.32688990550472474,0.5749587520623969,0.5911766911654417,0.6775161241937904,0.48012599370031495,0.6748725063746812,0.4074733763311834,0.6696790160491976,0.5192365381730913,0.6860656967151642,0.47418254087295636,0.6733350832458378,AuROC,5.718074079316948,./ad/cardio/results_xv3.pkl,True
1,0.33885393017067433,0.1949196774411422,0.5438808303270425,0.24781620194019663,0.2796711329838778,0.15697793941214744,0.26328324237483663,0.4253147587472493,0.3815566470527608,0.24457398557930526,0.34347720680657234,0.24424687024191633,0.322962482158084,0.24662547225051556,0.33646902239162163,0.191579586283949,0.32080325513261576,AuPRC,5.718074079316948,./ad/cardio/results_xv3.pkl,True
0,0.7614678899082569,0.5062061521856449,0.8518618456556935,0.4465731246627091,0.44711279007015653,0.33054506206152184,0.6332973556395034,0.5890447922288182,0.6697247706422018,0.4754452239611441,0.708041014570966,0.39395574743658934,0.6999460334592553,0.48111171073934156,0.7137075013491635,0.4611440906637884,0.7023745277927684,AuROC,5.71537133614391,./ad/cardio/results_xv3.pkl,False
1,0.37883307059195875,0.22488464195218916,0.520746366013847,0.24327288126451183,0.25739696620803165,0.17591196180478483,0.2791157893600183,0.40379103317808857,0.37819763567259995,0.24995967700040478,0.3554257551293694,0.2465186519335158,0.32533449155693794,0.27437354187258434,0.3413054615776943,0.21807120106288091,0.3374328664482313,AuPRC,5.71537133614391,./ad/cardio/results_xv3.pkl,False
0,0.6613228223981901,0.4714720022624434,0.7900346436651584,0.4015130090497737,0.41333781108597284,0.4086891968325792,0.6274038461538461,0.5248692024886877,0.6103913320135748,0.42258201357466063,0.6612874717194569,0.37245475113122173,0.6688878676470589,0.6350926187782805,0.6962846436651584,0.40264423076923084,0.6592901583710407,AuROC,5.868926954271012,./ad/cardio/results_xv4.pkl,True
1,0.3414835258765686,0.20656600998322583,0.4949119978887412,0.20849709914971254,0.21441501831702237,0.19392746662263977,0.3018834792944134,0.3766477677014649,0.2949742032987803,0.21278361939388507,0.34143820403059927,0.18392273924655667,0.338141163245146,0.4214407832706345,0.36427536010996064,0.18032529440718378,0.3171171752817099,AuPRC,5.868926954271012,./ad/cardio/results_xv4.pkl,True
