iso,lof,svm,kedp,ckedp,khdp,ckhdp,cone,ccone,ekde,cekde,hkde,chkde,lhkde,clhkde,lekde,clekde,lskde,clskde,lmkde,clmkde,sde,Metric,EnergyScore,path
0.5484714068275712,0.5349684714068276,0.7973124592302675,0.31457273320287016,0.3833355077190694,0.28590563165905636,0.8108197434224832,0.22044792346162204,0.3459056316590563,0.5684192215699064,0.8227005870841486,0.5,0.8230832789736899,0.3685322896281801,0.8232224396607959,0.6576560121765601,0.8293455098934552,0.5969645575125027,0.8216220917590782,0.5820047836486193,0.8212915851272015,0.47357251576429654,AuROC,2.8787469464839868,./ad/annthyroid/rank_results_1e-1_1e-1.pkl
0.09076104546403985,0.12755632109576942,0.21313044587369137,0.05965748884776666,0.06805024429840432,0.06091373588759232,0.20336363989148318,0.21366077421024293,0.07273951042454954,0.115104795876292,0.22259188491307452,0.54375,0.2203199082600032,0.06319232433809253,0.21747595383095417,0.14588844025937228,0.22648474158186213,0.1103264578280267,0.21275728729095278,0.10681869272036515,0.21246554127737294,0.08709817858404255,AuPRC,2.8787469464839868,./ad/annthyroid/rank_results_1e-1_1e-1.pkl
0.5184213959556425,0.5349684714068276,0.7973124592302675,0.3558860621874321,0.40221787345075016,0.42564905414220483,0.8209610784953252,0.3775864318330072,0.5751859099804305,0.5441269841269841,0.824353120243531,0.5,0.8230832789736899,0.3772994129158513,0.8231615568601869,0.6724418351815613,0.8261187214611871,0.5918851924331376,0.8213089802130898,0.581178517068928,0.820734942378778,0.47265057621222006,AuROC,2.874482255031763,./ad/annthyroid/rank_results_1e-1_1e0.pkl
0.08802891967490589,0.12755632109576942,0.21313044587369137,0.06478367537750655,0.07080230078727937,0.08431858143211243,0.209855587690125,0.3763468531671884,0.12141313857259475,0.12289378856695457,0.2286527914478576,0.54375,0.2203199082600032,0.06486889008769282,0.21735616823973242,0.1380860087895986,0.22207956898372927,0.11030902228392134,0.21315777518452383,0.10688105503350397,0.21254650319246737,0.08648834641171871,AuPRC,2.874482255031763,./ad/annthyroid/rank_results_1e-1_1e0.pkl
0.5388780169602088,0.5349684714068276,0.7973124592302675,0.3702544031311155,0.5600173950858882,0.282426614481409,0.8119069362904979,0.26789736899325944,0.428675799086758,0.5587736464448794,0.8257969123722548,0.5,0.8230832789736899,0.3421091541639487,0.8231180691454664,0.6444705370732768,0.8270145683844314,0.5690019569471625,0.8205783866057837,0.5766731898238748,0.8206392694063926,0.46650141335072837,AuROC,2.8689598135588184,./ad/annthyroid/rank_results_1e-1_1e1.pkl
0.08959942937910041,0.12755632109576942,0.21313044587369137,0.0631652479782467,0.10444055140029221,0.061244557001047854,0.20481954539624803,0.2707390092247998,0.09644880176859225,0.10780969873126355,0.2247645117712921,0.54375,0.2203199082600032,0.06058737605439169,0.2171288649229253,0.1249654273803143,0.22453948590281173,0.10202364137256166,0.21239501689078558,0.10368441427881678,0.21229443785000662,0.08470510364294181,AuPRC,2.8689598135588184,./ad/annthyroid/rank_results_1e-1_1e1.pkl
0.887675089261192,0.5686212578961823,0.684856495468278,0.6433122768470201,0.6720406481735788,0.16698709145839055,0.8462716286734413,0.401707978577314,0.6228783301290854,0.3610100247184839,0.8316980225212854,0.3849491897830266,0.8662592694314749,0.5655966767371602,0.8473942598187311,0.34505287009063446,0.8344891513320516,0.7380492996429552,0.8960828069211755,0.7463059599011261,0.8942529524855809,0.3948365833562208,AuROC,1.6946209940394468,./ad/cardio/rank_results_1e-1_1e-1.pkl
0.38417492769203304,0.16429677045580543,0.15795823908024698,0.16525390108837687,0.18275055314128005,0.05418480044372835,0.28487362779418546,0.17513517237004395,0.1707047614037074,0.07162225642068246,0.2556406862716892,0.07388323487122504,0.3061867678398409,0.11647910782708705,0.2826612908439203,0.06950692670833236,0.2649157984015954,0.5698093631901999,0.3575787140346997,0.5622342266159065,0.3524234486795483,0.07519657128596996,AuPRC,1.6946209940394468,./ad/cardio/rank_results_1e-1_1e-1.pkl
0.8998523757209558,0.5686212578961823,0.684856495468278,0.6439851689096402,0.6852856358143367,0.19654971161768744,0.8453824498764076,0.369450357044768,0.5746910189508377,0.34456536665751164,0.8086171381488603,0.5900576764625103,0.8411768744850316,0.5296930788244988,0.8476895083768196,0.3289274924471299,0.8261809942323537,0.7225281516067015,0.8976620433946717,0.723503158472947,0.8975968140620708,0.3824670420214227,AuROC,1.7453744807488896,./ad/cardio/rank_results_1e-1_1e1.pkl
0.4369442991956774,0.16429677045580543,0.15795823908024698,0.16486689347230626,0.2180519726002905,0.057337739168909024,0.2788891189749773,0.1547803348712972,0.1298941668716816,0.06920949414373864,0.22029280181355795,0.12688098293732786,0.2813566256175655,0.1045346456695872,0.2817519929827004,0.06698142958591156,0.26070012743184406,0.5693749713316061,0.36989905340037355,0.5676015884371536,0.36888955587818634,0.07384504223669289,AuPRC,1.7453744807488896,./ad/cardio/rank_results_1e-1_1e1.pkl
