iso,lof,svm,kedp,ckedp,khdp,ckhdp,cone,ccone,ekde,cekde,hkde,chkde,lhkde,clhkde,lekde,clekde,lskde,clskde,lmkde,clmkde,sde,Metric,EnergyScore,path
0.5170880331907171,0.5683586153247764,0.7810968494749124,0.40248930377285097,0.47422533385193827,0.3079087255283288,0.7987942434850251,0.359898872034228,0.5412485414235706,0.5540127058213405,0.7986256968754051,0.5,0.8040645663166083,0.47736289381563596,0.8042007001166861,0.6728121353558927,0.809788668481784,0.5283676909114482,0.8005315700764942,0.526682224815247,0.8009334889148192,0.48645144561130554,AuROC,2.8213586086361797,./ad/annthyroid/rank_results_xv5.pkl
0.09934366097038931,0.14025217726095662,0.2216790013894558,0.07582888979176522,0.09078543493934936,0.06313601946680794,0.20905375153146447,0.3733130983065713,0.11599103516159957,0.11605172670944058,0.2262042434956701,0.5475184794086589,0.2213952280369698,0.08307187288899291,0.218330468348755,0.15201344424144658,0.23333925487986634,0.10004609940158646,0.2117958321560815,0.09869627452583002,0.21225311270114888,0.09885418819465985,AuPRC,2.8213586086361797,./ad/annthyroid/rank_results_xv5.pkl
0.4985471502884438,0.5617638304205468,0.8066930305736275,0.37000184263865854,0.5305665405167892,0.30828762172045754,0.8189820130118638,0.2829229918782158,0.44893056087085936,0.5422602089268757,0.8327167580898924,0.5,0.8305339399866762,0.3650692406911312,0.8300803673938002,0.6746325353290528,0.8351688849201288,0.5763631982537456,0.828308599452878,0.5811257104789442,0.8283794701705148,0.48562033139147565,AuROC,2.8444136868326755,./ad/annthyroid/rank_results_xv2.pkl
0.08143737472654392,0.14030752287666645,0.21881894722595366,0.06507725725140498,0.08958634605638789,0.05738135020968258,0.20714679539796216,0.30983550182324704,0.09076046399917301,0.10254339361295443,0.22501013754999666,0.5425420168067226,0.22564456518563197,0.06094149752666598,0.22105968920142532,0.1336815658664886,0.22767721346883443,0.10471535385090966,0.21662094027598647,0.108744335684753,0.2171769562168978,0.08496098124939437,AuPRC,2.8444136868326755,./ad/annthyroid/rank_results_xv2.pkl
0.5242663362462502,0.5678557454023738,0.8004499804356333,0.43393765488457026,0.5596582757271423,0.2590191730794313,0.8209599582626843,0.3155667144906743,0.48067040563453767,0.585339767836181,0.8334159384374592,0.5,0.8284465892787269,0.454636754923699,0.8287335333246381,0.6305464979783488,0.8342245989304812,0.5878831355158471,0.8267379679144385,0.5933481152993347,0.8265553671579496,0.4673275074996739,AuROC,2.8742825465352757,./ad/annthyroid/rank_results_xv3.pkl
0.08747881996219514,0.1426548946787457,0.21243443410964358,0.0712915858551153,0.09167170445667217,0.0565246916506946,0.20726974778951274,0.3226695021315696,0.09315492893496206,0.20965053953633905,0.2557550087268984,0.5430597771023303,0.22008935885750824,0.07284427378502807,0.2175946047384629,0.21471441363661017,0.24238101247380225,0.10301427037462853,0.2112400528793624,0.10506194021191317,0.2113726259396109,0.08243512172885081,AuPRC,2.8742825465352757,./ad/annthyroid/rank_results_xv3.pkl
0.5343479751107361,0.5687750474583422,0.795138156507066,0.34081681079940934,0.3908062645011601,0.2924620333263024,0.8048539337692471,0.3312855937565915,0.5060575300569501,0.5801782324404134,0.8196319341910989,0.5,0.8160264184771144,0.4234470575827885,0.8165866905716095,0.7024098291499684,0.8202119805948112,0.5900390213035225,0.8156243408563595,0.5882066019827041,0.8153870491457499,0.46049093018350556,AuROC,2.853115792698194,./ad/annthyroid/rank_results_xv4.pkl
0.0957687291728454,0.14667186429804924,0.22103196909986175,0.06437388416517488,0.06965488422629992,0.062232184448198544,0.20926390730319663,0.33974842757767054,0.12494545473698065,0.16286684461007542,0.23244704163475785,0.5463157894736842,0.22661403792888649,0.07286040015519779,0.22361015788570893,0.19154008202313524,0.23074466500497293,0.11798146779761512,0.22036013881378136,0.11699821881986787,0.21993370448155783,0.0884070499871791,AuPRC,2.853115792698194,./ad/annthyroid/rank_results_xv4.pkl
0.523996858700806,0.5359397226173541,0.7973862019914651,0.49110953058321477,0.6222884068278806,0.5471935751541015,0.849128733997155,0.3084696538643906,0.4840416073968705,0.5517869843527738,0.8375711237553342,0.5,0.8356448553816975,0.364183262209578,0.8358522996680892,0.5905197961119013,0.8363560929350403,0.5574917022285443,0.8317034139402562,0.5534169037458512,0.8321923897581792,0.46463074917022285,AuROC,2.8795086806356656,./ad/annthyroid/rank_results_xv1.pkl
0.07937295519743309,0.12489341672232843,0.19862760564896112,0.08965538501396295,0.11436221412902839,0.09064095954524226,0.21928111755045807,0.33684328256501006,0.08749808587712948,0.15671829454606642,0.22535577341699004,0.5394190871369294,0.21330188113031953,0.05660818877129287,0.2094829445397901,0.19063097040594457,0.22444468905419568,0.08770416992915087,0.20149973619190617,0.08801140124906703,0.2013791748792105,0.07687743205252302,AuPRC,2.8795086806356656,./ad/annthyroid/rank_results_xv1.pkl
0.8966755539021165,0.5871078249007937,0.5957780464616402,0.6114883019179893,0.641539558531746,0.3678540426587301,0.8419157159391534,0.3953476355820106,0.5836123511904762,0.40850281084656087,0.7782634755291005,0.5642826140873016,0.8663917824074074,0.5481615823412699,0.8479611028439153,0.37978980654761907,0.8027912119708995,0.7769872271825397,0.893389343584656,0.7780412946428572,0.8922112681878307,0.3611369460978836,AuROC,1.7283026948507874,./ad/cardio/rank_results_xv4.pkl
0.4064201927356672,0.1672631838692708,0.11659822773269674,0.15870096178092047,0.1735407631949566,0.08496986419107642,0.2985974006125808,0.1831119128341151,0.15177241024484223,0.11374711222273085,0.22575479258246986,0.12865362820513054,0.3218543174839184,0.10896545354866519,0.3109075047847632,0.07333624792280558,0.23101799169547393,0.5919272066179309,0.37167121187158375,0.5970777350045111,0.36903037122432486,0.0723675400514038,AuPRC,1.7283026948507874,./ad/cardio/rank_results_xv4.pkl
