iso,lof,svm,khdp,ckhdp,hkde,chkde,lhkde,clhkde,lmkde,clmkde,sde,Metric,EnergyScore,path
0.33876260224462623,0.41546984972417733,0.40928761651131823,0.7171390526916492,0.7171390526916492,0.5136009130682899,0.5136009130682899,0.5761365797983641,0.5761365797983641,0.4290469849724178,0.4290469849724178,0.5,AuROC,7.1887431894468685,./ad/cover/cat_results_xv3.pkl
0.0062920696307407304,0.007026056737847066,0.007080440711951606,0.044583127397437895,0.044583127397437895,0.008594761165969541,0.008594761165969541,0.010207268319236459,0.010207268319236459,0.0073448534343654726,0.0073448534343654726,0.5046174142480211,AuPRC,7.1887431894468685,./ad/cover/cat_results_xv3.pkl
0.3659523809523809,0.5679761904761904,0.4319523809523809,0.29904761904761906,0.29904761904761906,0.6163809523809524,0.6163809523809524,0.5903809523809523,0.5903809523809523,0.4693809523809524,0.4693809523809524,0.5,AuROC,7.176017335906526,./ad/cover/cat_results_xv4.pkl
0.006748140635099939,0.01746420691365317,0.007705865496224182,0.005957449750147707,0.005957449750147707,0.011686407282816707,0.011686407282816707,0.010949374430830279,0.010949374430830279,0.00815211824941579,0.00815211824941579,0.5046235138705416,AuPRC,7.176017335906526,./ad/cover/cat_results_xv4.pkl
0.4429329794293298,0.49061243608259497,0.4307154846012725,0.8001873609430501,0.8001873609430501,0.4768336000624537,0.4768336000624537,0.5127054139505836,0.5127054139505836,0.5040009368047152,0.5040009368047152,0.5,AuROC,7.226383399378818,./ad/cover/cat_results_xv5.pkl
0.009374340591158669,0.015007136900276245,0.009114166200602281,0.04406924665317456,0.04406924665317456,0.010455654023353706,0.010455654023353706,0.010612538257335383,0.010612538257335383,0.010425678744333729,0.010425678744333729,0.5055774278215223,AuPRC,7.226383399378818,./ad/cover/cat_results_xv5.pkl
0.4128683731557139,0.5335359950431786,0.43583239747511915,0.5885063702900515,0.5885063702900515,0.5051310846919412,0.5051310846919412,0.5825039693296674,0.5825039693296674,0.4530844595902877,0.4530844595902877,0.5,AuROC,7.232580432937706,./ad/cover/cat_results_xv2.pkl
0.00886598665840132,0.01828552056324588,0.009085213942103067,0.013684454270822169,0.013684454270822169,0.010487491389383215,0.010487491389383215,0.012346826174843471,0.012346826174843471,0.009216278030080821,0.009216278030080821,0.5055338541666666,AuPRC,7.232580432937706,./ad/cover/cat_results_xv2.pkl
0.3597404970760234,0.5670504385964913,0.4120431286549707,0.5266081871345029,0.5266081871345029,0.5023391812865496,0.5023391812865496,0.5304459064327485,0.5304459064327485,0.39627192982456144,0.39627192982456144,0.5,AuROC,7.168889645513994,./ad/cover/cat_results_xv1.pkl
0.00855306579189703,0.021656150327442808,0.009155763410804372,0.020175950927340446,0.020175950927340446,0.010654486667226746,0.010654486667226746,0.01117528456361172,0.01117528456361172,0.008692601278336059,0.008692601278336059,0.505851755526658,AuPRC,7.168889645513994,./ad/cover/cat_results_xv1.pkl
0.6385275155422518,0.5569997697444162,0.6218339857241538,0.467361271010822,0.467361271010822,0.6284480773658762,0.6284480773658762,0.6699401335482386,0.6699401335482386,0.6884987335942897,0.6884987335942897,0.5,AuROC,4.743618324598389,./ad/pima/cat_results_xv4.pkl
0.4771528438186859,0.38429442949088877,0.4659185669399175,0.33388786029723594,0.33388786029723594,0.42109709771120796,0.42109709771120796,0.44740476375245325,0.44740476375245325,0.4797317908703525,0.4797317908703525,0.6736672051696284,AuPRC,4.743618324598389,./ad/pima/cat_results_xv4.pkl
0.6416694923464443,0.6044250145320673,0.6370918911063748,0.4244211393140864,0.4244211393140864,0.5141566556868824,0.5141566556868824,0.6367588645611316,0.6367588645611316,0.7215050377833754,0.7215050377833754,0.5,AuROC,4.708817324161423,./ad/pima/cat_results_xv3.pkl
0.45768601076958265,0.4203927541637494,0.4558813110476227,0.3022237512267134,0.3022237512267134,0.34983992162400057,0.34983992162400057,0.4410873830455494,0.4410873830455494,0.5648526253895156,0.5648526253895156,0.671900826446281,AuPRC,4.708817324161423,./ad/pima/cat_results_xv3.pkl
0.620415466227649,0.5573867014222345,0.6031177116202496,0.5103352083047514,0.5103352083047514,0.5902844468834316,0.5902844468834316,0.720297708876389,0.720297708876389,0.6913156811633969,0.6913156811633969,0.5,AuROC,4.70519085579539,./ad/pima/cat_results_xv2.pkl
0.47062296599792536,0.42121010611223497,0.45279911469891343,0.4213723548037332,0.4213723548037332,0.43700465298300395,0.43700465298300395,0.5486087062220721,0.5486087062220721,0.519194690980659,0.519194690980659,0.6801948051948052,AuPRC,4.70519085579539,./ad/pima/cat_results_xv2.pkl
0.6037628537628538,0.5672888797888799,0.6103376103376104,0.4318864318864319,0.4318864318864319,0.6004641004641005,0.6004641004641005,0.6548139048139048,0.6548139048139048,0.6797138047138047,0.6797138047138047,0.5,AuROC,4.707330118500454,./ad/pima/cat_results_xv5.pkl
0.43279865588179145,0.40905775645162024,0.43971575140440705,0.351937482166242,0.351937482166242,0.38845011815923813,0.38845011815923813,0.41040104963193536,0.41040104963193536,0.47085290143504444,0.47085290143504444,0.673354735152488,AuPRC,4.707330118500454,./ad/pima/cat_results_xv5.pkl
0.5954654790540379,0.5614625258996403,0.5978589630617542,0.4530234108933292,0.4530234108933292,0.559551311057658,0.559551311057658,0.6153992712377051,0.6153992712377051,0.6875253042463503,0.6875253042463503,0.5,AuROC,4.665453300233992,./ad/pima/cat_results_xv1.pkl
0.42143694985597363,0.3825302640747233,0.422551175096176,0.3284717199723786,0.3284717199723786,0.3903163611016941,0.3903163611016941,0.4106377459262326,0.4106377459262326,0.4803848278086282,0.4803848278086282,0.6732348111658457,AuPRC,4.665453300233992,./ad/pima/cat_results_xv1.pkl
0.6434486838213548,0.6156269691241335,0.6392435991409796,0.3473760014402736,0.3473760014402736,0.7418180882939187,0.7418180882939187,0.8100767717294857,0.8100767717294857,0.7236603526098532,0.7236603526098532,0.5,AuROC,4.423496251001625,./ad/yeast/cat_results_xv1.pkl
0.1174229906304762,0.18332780872973906,0.16785481841424574,0.059514990452334944,0.059514990452334944,0.15865959442118815,0.15865959442118815,0.26290454801104224,0.26290454801104224,0.24820208627263346,0.24820208627263346,0.5288461538461539,AuPRC,4.423496251001625,./ad/yeast/cat_results_xv1.pkl
0.6568706248379569,0.576763028260306,0.645825771324864,0.2800622245268343,0.2800622245268343,0.6565854290899664,0.6565854290899664,0.4647264713507907,0.4647264713507907,0.7223878662172674,0.7223878662172674,0.5,AuROC,4.527481264889129,./ad/yeast/cat_results_xv4.pkl
0.12359728320696395,0.15780163022160357,0.20606794686475133,0.03822849730440235,0.03822849730440235,0.1074840084365614,0.1074840084365614,0.06617799885110164,0.06617799885110164,0.2594137514193161,0.2594137514193161,0.5298634812286689,AuPRC,4.527481264889129,./ad/yeast/cat_results_xv4.pkl
0.5874077042650345,0.5860354124162053,0.6025272029534634,0.42544690566404353,0.42544690566404353,0.7153648110366269,0.7153648110366269,0.5534343728747693,0.5534343728747693,0.6624162051879918,0.6624162051879918,0.5,AuROC,4.416953332785749,./ad/yeast/cat_results_xv3.pkl
0.08847283229838299,0.18786769320088353,0.1624432259553034,0.1165256610540731,0.1165256610540731,0.21798266564331611,0.21798266564331611,0.145837990644073,0.145837990644073,0.16441679344558655,0.16441679344558655,0.5303913405495421,AuPRC,4.416953332785749,./ad/yeast/cat_results_xv3.pkl
0.6013698630136987,0.5461377473363775,0.6097285641806189,0.5272957889396246,0.5272957889396246,0.6789066463723998,0.6789066463723998,0.7275748351090818,0.7275748351090818,0.6940639269406392,0.6940639269406392,0.5,AuROC,4.507103404925415,./ad/yeast/cat_results_xv2.pkl
0.11653751605372253,0.1265997373797692,0.16150564750390273,0.059347667801961955,0.059347667801961955,0.10962038133007107,0.10962038133007107,0.18933614842410224,0.18933614842410224,0.22335627540292816,0.22335627540292816,0.5308483290488432,AuPRC,4.507103404925415,./ad/yeast/cat_results_xv2.pkl
0.6098520322157708,0.5770099737778611,0.6121230567522008,0.44769619778984826,0.44769619778984826,0.7451652931260536,0.7451652931260536,0.6933648623337704,0.6933648623337704,0.7064056939501779,0.7064056939501779,0.5,AuROC,4.447199156929612,./ad/yeast/cat_results_xv5.pkl
0.10058180374002743,0.13565777103742208,0.15780113160905282,0.053007166873797265,0.053007166873797265,0.2533305499744179,0.2533305499744179,0.1947968369833131,0.1947968369833131,0.17918947026643203,0.17918947026643203,0.5316666666666666,AuPRC,4.447199156929612,./ad/yeast/cat_results_xv5.pkl
0.8954566003616636,0.41448161543098244,0.8860382760699216,0.7853375527426161,0.7853375527426161,0.6132459312839059,0.6132459312839059,0.7528631705846897,0.7528631705846897,0.8971518987341773,0.8971518987341773,0.5,AuROC,4.785628357417098,./ad/solarflare/cat_results_xv2.pkl
0.10638182821085856,0.009322958075437397,0.17127732041122049,0.02788889072387645,0.02788889072387645,0.017426961238316434,0.017426961238316434,0.13398340049233698,0.13398340049233698,0.2293354823827266,0.2293354823827266,0.5053667262969589,AuPRC,4.785628357417098,./ad/solarflare/cat_results_xv2.pkl
0.8973108477666363,0.3733819507748405,0.8912944393801276,0.1055606198723792,0.1055606198723792,0.7288969917958067,0.7288969917958067,0.822971741112124,0.822971741112124,0.9056517775752051,0.9056517775752051,0.5,AuROC,4.86084461041812,./ad/solarflare/cat_results_xv5.pkl
0.15207295085548855,0.011012179103553208,0.10281343391854993,0.004733520351580572,0.004733520351580572,0.26813515805333726,0.26813515805333726,0.09331603604327704,0.09331603604327704,0.13256223835199638,0.13256223835199638,0.504516711833785,AuPRC,4.86084461041812,./ad/solarflare/cat_results_xv5.pkl
0.8987012987012987,0.3912337662337663,0.8683116883116884,0.49883116883116885,0.49883116883116885,0.7255844155844156,0.7255844155844156,0.7379220779220779,0.7379220779220779,0.8267532467532468,0.8267532467532468,0.5,AuROC,4.776000849805766,./ad/solarflare/cat_results_xv4.pkl
0.05751082627772339,0.0051615666215206425,0.18095364929738172,0.005763351494659254,0.005763351494659254,0.0787644061736705,0.0787644061736705,0.046528233366363234,0.046528233366363234,0.0778746314339851,0.0778746314339851,0.5031616982836495,AuPRC,4.776000849805766,./ad/solarflare/cat_results_xv4.pkl
0.8662234310466406,0.43915583761458654,0.8745844666062255,0.3857157247909741,0.3857157247909741,0.6702931399214264,0.6702931399214264,0.7259997985292637,0.7259997985292637,0.8448675329908331,0.8448675329908331,0.5,AuROC,4.811617079371622,./ad/solarflare/cat_results_xv3.pkl
0.07694929731995773,0.007316535129446717,0.07565799340942071,0.006021895791244457,0.006021895791244457,0.012127516614271194,0.012127516614271194,0.08209642331684476,0.08209642331684476,0.07312971698437484,0.07312971698437484,0.5040467625899281,AuPRC,4.811617079371622,./ad/solarflare/cat_results_xv3.pkl
0.9051724137931034,0.3893375680580762,0.9127041742286751,0.4013611615245009,0.4013611615245009,0.42332123411978223,0.42332123411978223,0.8000907441016334,0.8000907441016334,0.8990018148820327,0.8990018148820327,0.5,AuROC,4.849194291531857,./ad/solarflare/cat_results_xv1.pkl
0.10806675387391991,0.00765296761290933,0.196215294809086,0.008923622643288984,0.008923622643288984,0.007189379111562208,0.007189379111562208,0.15888384727711333,0.15888384727711333,0.22659824295058884,0.22659824295058884,0.5044964028776978,AuPRC,4.849194291531857,./ad/solarflare/cat_results_xv1.pkl
