,iso,lof,svm,kedp,ckedp,khdp,ckhdp,cone,ccone,ekde,cekde,hkde,chkde,lhkde,clhkde,lekde,clekde,Metric,EnergyScore,path,InSamp
0,0.7014469691362594,0.4634001924357931,0.8412589741691955,0.308803937532381,0.30750869661757085,0.2769780179113315,0.4679335356376286,0.6494245429649915,0.7186921767448744,0.31198652949448596,0.651654207682629,0.3288616682702983,0.6502294426763379,0.6914921175338612,0.7030937754422323,0.30328991192361776,0.6577418399822367,AuROC,5.932181554329103,./ad/cardio/results_xv1.pkl,True
1,0.35553923988958414,0.19465380123283554,0.569301698853955,0.14832760402045134,0.1489936193732538,0.13921238957610288,0.20179067523432792,0.4572268619379252,0.3759168264277147,0.14820719522465312,0.2822911458492738,0.16196032105841912,0.2914087194897499,0.4048722148297036,0.34079644393743524,0.14311748376079714,0.2909316556652468,AuPRC,5.932181554329103,./ad/cardio/results_xv1.pkl,True
0,0.5772058823529411,0.4923642533936652,0.7590497737556561,0.17618778280542988,0.16770361990950228,0.4437217194570136,0.6241515837104072,0.6768947963800905,0.7169117647058824,0.19428733031674209,0.5661764705882353,0.24604072398190047,0.622737556561086,0.6419683257918553,0.6761877828054298,0.1971153846153846,0.5825791855203619,AuROC,5.9387274673149335,./ad/cardio/results_xv1.pkl,False
1,0.2993502639501603,0.24070820791066275,0.45399692508202455,0.1492953594174358,0.14801407351361273,0.21611761236672086,0.3114600481148088,0.4947144949442682,0.3861101935404538,0.152262137576678,0.2718919160284627,0.16006190992551086,0.30357594688560885,0.41768098472974285,0.34874961347250366,0.15222058248267836,0.28309002723292903,AuPRC,5.9387274673149335,./ad/cardio/results_xv1.pkl,False
0,0.6938392857142855,0.4655535714285714,0.8188571428571427,0.39485714285714285,0.40208928571428565,0.3285535714285715,0.5661071428571428,0.5598928571428571,0.6634821428571429,0.4014107142857143,0.6982499999999998,0.3896785714285715,0.6113392857142858,0.5444285714285715,0.6977499999999999,0.3974642857142857,0.6998928571428572,AuROC,5.795015587382238,./ad/cardio/results_xv2.pkl,True
1,0.3472689563077253,0.20045262549467616,0.5332545612853304,0.2978495467037957,0.29940566981524563,0.19695244478003482,0.27840271075521394,0.38465006498218973,0.3481373633933684,0.2853644269398418,0.3960069529528896,0.22027324620425737,0.3096481542841717,0.28920771374474985,0.3573964436169383,0.2864584886451379,0.39847705014787965,AuPRC,5.795015587382238,./ad/cardio/results_xv2.pkl,True
0,0.6026234567901235,0.46566358024691357,0.7704475308641976,0.470679012345679,0.5119598765432098,0.35725308641975306,0.5744598765432098,0.5775462962962963,0.6938657407407408,0.38850308641975306,0.7183641975308642,0.35378086419753085,0.5952932098765432,0.5196759259259259,0.7148919753086419,0.3804012345679012,0.7145061728395062,AuROC,5.793215542104569,./ad/cardio/results_xv2.pkl,False
1,0.25883821468117796,0.19467746596868873,0.4402731615878681,0.21859247474992893,0.22719283494425785,0.3120653171020873,0.21800058076189568,0.36985541442944014,0.3729139363218507,0.20136188231566965,0.3069988087382537,0.15240010646858518,0.22543289320192608,0.2833604634554526,0.31347594972819615,0.18972967478587197,0.31076561596976454,AuPRC,5.793215542104569,./ad/cardio/results_xv2.pkl,False
0,0.661204439778011,0.44434340782960846,0.8087970601469927,0.5309922003899805,0.5644592770361483,0.389718014099295,0.6277936103194841,0.5764024298785061,0.6531985900704965,0.4776886155692216,0.6760536973151342,0.3767811609419529,0.662685615719214,0.511774411279436,0.6860656967151642,0.4722888855557223,0.6735975701214938,AuROC,5.724607646045561,./ad/cardio/results_xv3.pkl,True
1,0.35161305589554204,0.1949196774411422,0.5438808303270425,0.23142600405240343,0.24775371887902436,0.1663862390743691,0.28314576944533654,0.3943476026061191,0.30917602505356145,0.24373291663538338,0.3445047331160973,0.18528478597772335,0.31592931412231706,0.24521319890883153,0.33646902239162163,0.19179149715472701,0.32090638194567506,AuPRC,5.724607646045561,./ad/cardio/results_xv3.pkl,True
0,0.6934700485698866,0.5062061521856449,0.8518618456556935,0.43524015110631403,0.4360496492174851,0.346195358877496,0.6427415002698327,0.6033459255261737,0.6797085806799784,0.4708580679978413,0.7056125202374528,0.3556395035078252,0.6880733944954128,0.4773340528872099,0.7137075013491635,0.46546141392336754,0.7026443604964921,AuROC,5.721648188114013,./ad/cardio/results_xv3.pkl,False
1,0.33838480189457765,0.22488464195218916,0.520746366013847,0.24090991223547892,0.25457074979202954,0.18575694492061642,0.29818867080103584,0.43513770952068753,0.41399572379267213,0.24888845902117318,0.34568265879781546,0.19365812449227,0.3176163055683754,0.2743720097369275,0.3413054615776943,0.22377018235012228,0.3376979122943199,AuPRC,5.721648188114013,./ad/cardio/results_xv3.pkl,False
0,0.611089507918552,0.4714720022624434,0.7900346436651584,0.5081836821266968,0.5164734162895928,0.34380302601809953,0.6514423076923077,0.5402644230769231,0.6302672511312217,0.4215921945701357,0.6591664309954751,0.3696443721719457,0.6695595305429864,0.6332013574660633,0.696302319004525,0.4036694004524886,0.6564267533936652,AuROC,5.874013083492699,./ad/cardio/results_xv4.pkl,True
1,0.3161761868288057,0.20656600998322583,0.4949119978887412,0.24191452492518958,0.24677448628423782,0.16588884358955835,0.3301899189563732,0.39400521472970806,0.33657997704973197,0.21256032105728634,0.3402792369685226,0.17533504457025517,0.335784968621072,0.41849047988218396,0.3642826001006249,0.1803556709415609,0.3128998998464913,AuPRC,5.874013083492699,./ad/cardio/results_xv4.pkl,True
0,0.6634695579649709,0.5041701417848207,0.8331943286071727,0.4987489574645538,0.5045871559633027,0.5337781484570475,0.6142618849040866,0.5085487906588824,0.5950792326939116,0.517931609674729,0.6547122602168474,0.5037531276063386,0.615095913261051,0.688907422852377,0.6288573811509591,0.5008340283569641,0.6442869057547956,AuROC,5.871884411691399,./ad/cardio/results_xv4.pkl,False
1,0.28124998445693106,0.1691646033678978,0.487407024308567,0.2316223693451518,0.23363769540239426,0.1946251503271669,0.23439276651612206,0.3427859677031706,0.22543084837974375,0.24004734553615478,0.24444335117987998,0.26450730242017273,0.2333786054124906,0.3538353410987242,0.24078460462501267,0.1643743447272077,0.231385101258168,AuPRC,5.871884411691399,./ad/cardio/results_xv4.pkl,False
0,0.649606912119561,0.44923912197400173,0.8025414493656107,0.4932863703588386,0.4933252899509613,0.5737331672764069,0.7308710204717055,0.4775433953452168,0.6218475130380634,0.42566357904569163,0.666283957344127,0.381606600762824,0.5758737448431541,0.5084455514906203,0.7089009107184557,0.39515061882151475,0.6635401260994784,AuROC,5.956061845933427,./ad/cardio/results_xv5.pkl,True
1,0.3010479643615765,0.2081030235050949,0.4654130862435324,0.2220446739117748,0.22368942619453616,0.24190647396840986,0.3621900649747327,0.3340865839430007,0.28446161154956656,0.20253847694864538,0.31394638402828956,0.31899778034628934,0.27858487092114126,0.22817438145777746,0.3513351882292519,0.16024485540901723,0.28958491958302285,AuPRC,5.956061845933427,./ad/cardio/results_xv5.pkl,True
0,0.7873090481786135,0.5771641206423815,0.8775949862906385,0.41304347826086957,0.48041519780650216,0.5812769291030161,0.7332549941245593,0.4240109674892284,0.609479044261653,0.47904426165295727,0.7199373286329808,0.3934586760673717,0.6574618096357226,0.5671758715236976,0.7291421856639247,0.4210732471602037,0.7017234625930279,AuROC,5.963304387725655,./ad/cardio/results_xv5.pkl,False
1,0.6006366817543302,0.26428311740846955,0.7636430912464096,0.23700252010597253,0.32331787326622247,0.3027230342904272,0.5097724976196748,0.3113675618359096,0.3513885597860403,0.24991418019310838,0.4807997810770208,0.18301138707386658,0.42949536570863245,0.3151770022980695,0.5049097280906102,0.17301741240535676,0.4683481310547005,AuPRC,5.963304387725655,./ad/cardio/results_xv5.pkl,False
0,0.532332957345545,0.5334138050339232,0.4864327947612993,0.8378953497530294,0.8341443793107328,0.9598975269192255,0.6843798170505305,0.07615440440158872,0.34975935843919126,0.4674662736140959,0.47835491747021164,0.7129509040584179,0.5178709058586586,0.5,0.47820267054468535,0.20422465879811424,0.47856236709159844,AuROC,3.251431599398704,./ad/cover/results_xv1.pkl,True
1,0.14257604534767815,0.1613589089442265,0.12752859663831081,0.3261354699374881,0.32023612883583014,0.670323822687598,0.19111936831107068,0.07469908458894417,0.10236470491137657,0.18728543108851414,0.1322185086903982,0.2087092307669954,0.13770431037381298,0.5717225161669606,0.16113238411011205,0.10473897197357554,0.13204364113181483,AuPRC,3.251431599398704,./ad/cover/results_xv1.pkl,True
0,0.5530233060250214,0.5353548681164462,0.4948482049682736,0.8311242788086699,0.8254267173649678,0.9320970624572682,0.7032829948781921,0.08883997649006227,0.3318019887488155,0.28113567393155725,0.4629658506159363,0.6832275785963609,0.5099137569120415,0.5,0.4631217838765008,0.35244515347431304,0.46324173253847356,AuROC,3.250326504371345,./ad/cover/results_xv1.pkl,False
1,0.15927664653042173,0.17236161224220797,0.13668943039215026,0.3529100477715152,0.3437183072739336,0.7467203313252938,0.20981625789297959,0.07881853277291537,0.10391149103477643,0.13253289818881103,0.13147682843707942,0.19720481621472868,0.14030153590464323,0.5746913580246914,0.15012776222368732,0.153122646464759,0.13136375130071837,AuPRC,3.250326504371345,./ad/cover/results_xv1.pkl,False
0,0.47496006898777254,0.5084265282933933,0.4883176366264329,0.9454267126946723,0.9443297962637047,0.6026423618549683,0.6102489146086489,0.06963758369241867,0.21910668427518093,0.8172149440965829,0.5388666371986192,0.9149801633036031,0.6359111999370866,0.7223689598411981,0.4854919582059925,0.8381214390892745,0.5374761702023804,AuROC,3.3397567226660767,./ad/cover/results_xv2.pkl,True
1,0.12930461211272448,0.16341363385471216,0.12897593104761879,0.7327479703919744,0.7295826124936289,0.15712337902113555,0.1812020668805009,0.07510172214790996,0.08727284842587754,0.6805159965251975,0.20473850070696037,0.6043589855545558,0.18850839813630282,0.24438366541028866,0.140190959427938,0.6760759791347716,0.1830850175733985,AuPRC,3.3397567226660767,./ad/cover/results_xv2.pkl,True
0,0.49979624227865477,0.5040537062457104,0.4910132120796157,0.954583476321208,0.9525244509265615,0.4692325840768703,0.564698438572409,0.047566703843514066,0.23153847803706246,0.8447902367879204,0.5574382292381606,0.9274836993822924,0.6559390013726836,0.6932910089224434,0.5049759780370624,0.880930422100206,0.5585857069320521,AuROC,3.3387312468477437,./ad/cover/results_xv2.pkl,False
1,0.128812260390143,0.15341981609458294,0.12645701065553108,0.8037638638130817,0.8045429879261362,0.12667675539379786,0.1773091251224119,0.07242952760958024,0.08657311265149621,0.7516845770332266,0.24819591724285958,0.5751196963308244,0.22674568216893137,0.21445856773661306,0.16487194710299574,0.7619404141803676,0.22459259136079224,AuPRC,3.3387312468477437,./ad/cover/results_xv2.pkl,False
0,0.48101692461979056,0.5124386133598007,0.49602473041572326,0.9515723595559826,0.9509989006406612,0.737951331810083,0.747700133370553,0.04039025533396056,0.1741833207544569,0.7726118227653538,0.4971744052603827,0.8487247087042378,0.6065892634981682,0.3295059086256629,0.48734702880045766,0.7953316860174587,0.49751076097033103,AuROC,3.3818490003160235,./ad/cover/results_xv3.pkl,True
