"reals.1","reals.2","reals.3","cats"
0.0553397392644837,0.242740816314694,1,0
1,0.539817862211423,0.361161033680239,0
1,0.669745342805018,0.702412307389356,1
0.0091743013114405,1,0.52044818097808,0
1,0.284942255630796,0.0966084655760046,1
1,0.616760786822375,0.05196196563843,1
1,0.535025870018558,0.055488373966216,1
1,0.374214072707811,0.099317176042861,1
1,0.283689502551936,0.299952002383134,1
1,0.236967759829389,0.0898944989860759,1
0.654628944772913,1,0.0235520977850742,1
1,0.967450816860256,0.727666334392555,1
1,0.122797651524476,0.0100874391241153,1
1,0.09463204259705,0.612993757577381,1
1,0.154596195155956,0.0229279475729945,1
1,0.0462079458330237,0.0200110787964158,1
0.347505119701261,0.740823145543167,1,0
1,0.155512864209242,0.0241470386686585,0
0.615377186454093,1,0.35171965036754,0
1,0.708901172050752,0.211349428853757,1
1,0.566345388680051,0.106014564716902,1
0.454329127822817,1,0.439936056702013,0
0.75317200931374,1,0.977274101996598,1
1,0.211217079713973,0.000885050595359352,1
0.630079256420385,0.500197837016165,1,0
1,0.56078764716256,0.00224422215943022,0
1,0.674397260506134,0.0840722962751917,0
1,0.336526625055753,0.0125399867583008,1
0.591729751340444,1,0.604977882407095,0
0.0790488360736016,0.450378847013297,1,1
0.440401059836999,0.291622834465019,1,1
0.744644899834166,1,0.420105910241474,1
1,0.534809270407784,0.0330913371551839,1
1,0.127524392389702,0.0307438886861737,1
0.383999813232766,0.444752590373402,1,1
1,0.11041338362453,0.152638536225931,0
1,0.180355013725074,0.359885646088805,1
1,0.269544252317555,0.0628021279630724,1
1,0.484010626289707,0.392840838468739,0
1,0.700478827238525,0.106599214472698,1
0.429280035567666,1,0.418933851296731,1
1,0.410188774701937,0.00938771585574726,1
0.305160927415449,1,0.21411223482848,1
0.947476048130393,1,0.0247269077046604,0
1,0.131663564807824,0.121899783449924,1
1,0.246376929593683,0.0327136532131713,0
0.710598762418133,1,0.409305097774388,1
0.0135338660980445,0.702686493412621,1,1
1,0.529945027694885,0.0622687271673203,1
1,0.157683124688638,0.0600899937367703,1
0.344726480025365,0.33927391908871,1,1
1,0.147124842945375,0.0446804062548724,1
1,0.241806019024203,0.463395022148899,1
1,0.0801537224594821,0.0326895267326255,1
0.330260097552088,0.197874036856965,1,1
0.0819399902423095,1,0.450637494499772,1
0.143317717098781,1,0.804409050121728,1
0.21815396633086,1,0.90154771639625,0
0.155898052213662,1,0.684642747245058,0
0.181843345003374,1,0.169233562234784,1
1,0.0669684452804653,0.123158774244164,1
0.408481384255102,1,0.318715750937426,0
1,0.100985624235705,0.0222154907548733,1
0.724709718969064,1,0.0991180251291075,0
1,0.251886574663122,0.104246362108079,1
1,0.317083562123227,0.0898769601506079,1
1,0.551117100891054,0.0287814586328958,0
1,0.169398020567275,0.00854686700383561,1
1,0.738253251575505,0.478230139839804,1
1,0.18783711582162,0.168686696343888,0
1,0.417385454458238,0.310078227381345,1
0.652882182754118,1,0.606987997613582,1
0.891191298330521,1,0.0295550912225175,1
1,0.108373216688069,0.0215557244502493,1
1,0.281531114981448,0.288907140728108,1
1,0.296636927025549,0.0114827620461616,1
1,0.115586408392428,0.00382833669531666,0
1,0.428107672213162,0.164813932700228,1
0.255932469363285,1,0.754820137794117,0
0.305147738803522,0.305668622831893,1,0
0.0179637442236604,1,0.236891942502289,1
0.849512426497194,0.999679521985051,1,0
1,0.155153178265444,0.900939692640194,0
1,0.0944113585937735,0.00620325250487031,1
0.442157913953845,1,0.713314156722005,0
0.0566681637226446,1,0.495316979758306,1
0.0860616144358991,0.475178683423176,1,0
1,0.268441492771572,0.226358124216035,1
0.139243160462567,0.0453104857710593,1,0
0.445155925677265,0.213745827753884,1,0
1,0.171208838688876,0.0554229602418231,1
0.380256577453196,0.0774852796838456,1,1
1,0.898463683794614,0.498467530908004,1
0.732091191078627,0.324765110369909,1,0
0.442184329194578,0.60983407121849,1,1
0.0969777462764867,1,0.440533451783528,1
1,0.441851646200363,0.000763626865902585,1
0.126107883227282,0.629359840515984,1,0
0.228409648422969,1,0.752101641172971,1
1,0.0439887199581564,0.110585611653018,0
0.69514778053065,0.153320225921596,1,0
1,0.0185926471099904,0.0033906607623611,0
0.266388578272691,0.382153415020046,1,0
1,0.35551247051104,0.00420326055541868,1
1,0.487396940688821,0.0998016992974948,1
0.486452977185454,1,0.000374438280516394,1
0.40362748572553,0.582611914396914,1,0
1,0.271494235097304,0.0941563964253242,0
1,0.141835779863002,0.0311307344173037,1
1,0.534554249093297,0.125699224478993,0
0.21859271716363,0.0197881261973674,1,1
0.364844743276437,0.113020450536214,1,1
1,0.880445490665175,0.222044717625862,1
1,0.246778786603082,0.0710361654504767,1
1,0.384957708445939,0.0562737175019938,0
0.0470912625527676,0.75341173220332,1,1
1,0.500163738075892,0.104681823993061,1
1,0.359783277052159,0.120451756285074,1
1,0.231715043851577,0.0256739068812162,1
