"reals.1","reals.2","reals.3","reals.4","reals.5","reals.6","reals.7","reals.8","reals.9","reals.10","cats.1","cats.2","cats.3"
0.0327332986442228,0.143580503615975,0.59149716061692,0.284653771813347,0.266110686353292,0.437570938222364,1,0.0069378183155804,0.0934005505108405,0.0657575032080419,0,1,1
1,0.539817862211423,0.361161033680239,0.106390167336858,0.150479826600324,0.799910893456888,0.495645556279263,0.117736153914679,0.464739078524,0.0370883472900809,0,1,1
0.75831409838804,0.507877335778776,0.532649155574623,0.332973835375685,0.817852016533865,0.385836837563825,0.0564628866441303,0.39747958467875,0.617261193095037,1,1,0,1
0.00671354548527547,0.731777304600141,0.380852167060186,0.551649581994322,0.0827811832313834,0.525805946996863,1,0.534671772817853,0.0471484191389248,0.165488253233847,0,0,1
1,0.284942255630796,0.0966084655760046,0.0339295895803567,0.450001165818632,0.589796727785802,0.82339133530919,0.462705657445849,0.031589777397979,0.389405794778619,1,1,0
0.821185099816685,0.506474768289749,0.0426703919394653,0.288520844146468,1,0.919572551756699,0.3965055147155,0.319557345692054,7.21478787483088e-05,0.476112320386263,1,1,1
0.604396433039242,0.323367727422934,0.0335369753003285,0.0127157341487289,1,0.127866138634118,0.184417598417994,0.481217392709996,0.244259299143115,0.52795917209822,1,0,0
0.846284435719679,0.316691545359893,0.0840505802847046,0.0544191824560274,0.235974985461641,0.365327978330352,1,0.0977334097205621,3.88553182408203e-10,0.0870922721929772,1,1,0
1,0.283689502551936,0.299952002383134,0.137676317365854,0.200050148505098,0.794589282023555,0.22315641631278,0.0591925929529628,2.78820086596418e-11,0.283402829730894,1,0,0
1,0.236967759829389,0.0898944989860759,0.100332669357259,0.0824104291228962,0.522986962433797,0.945740055812418,0.0262767130876133,0.000166870100601139,0.631005768256944,1,0,0
0.597733511824371,0.913087507964868,0.0215051262739183,0.509108588251578,0.557260046155603,1,0.359306603822347,0.264681659500274,0.777664705097034,0.358757544385962,1,0,1
0.468812881623703,0.453553405281462,0.341139351087131,0.0851483847985133,0.571810796992829,0.352092387376129,1,0.119773083521495,0.318626412184033,0.226488545797065,1,1,1
1,0.122797651524476,0.0100874391241153,0.182632900277199,0.413130954552416,0.584057230657519,0.0429323012556973,0.62441751364415,0.313272061316397,0.550984043163422,1,1,0
0.16049414472694,0.0151878887403769,0.0983819088453352,0.0821050722317783,0.384645511841479,0.386547361352525,0.0661889600111028,1,0.427929362192525,0.3390717562048,1,0,1
1,0.154596195155956,0.0229279475729945,0.0149907359727355,0.37326436819171,0.212534819795637,0.0952111995436346,0.0820328736023957,0.0233958310479219,0.117992407743297,1,0,0
1,0.0462079458330237,0.0200110787964158,0.0508387426899298,0.202776256297234,0.215681637290223,0.125446660174833,0.010096319339689,0.00420334020666288,0.0913615422359105,1,1,1
0.226028499192599,0.481855185035005,0.650432141508904,0.0619627119714711,0.0123209934352664,0.355578763142432,1,0.16584388180868,0.309897980315419,0.00900243444172813,0,0,0
1,0.155512864209242,0.0241470386686585,0.0550363713805892,0.963770644984472,0.901329391775889,0.625366553454358,0.0785557092838368,0.00892784727619543,0.592108259842154,0,0,0
0.472715022042326,0.76817118419061,0.27018090032594,0.538931890318748,0.261497586424242,1,0.019208394434686,0.944802841827902,0.590437562130528,0.514919768822671,0,0,1
0.679940049208165,0.482010297807914,0.143704941054941,0.00181096877669446,0.290397897532686,0.777522493354498,0.585722688818253,0.112715772389318,1.00462661766067e-06,1,1,0,0
1,0.566345388680051,0.106014564716902,0.046722981887071,0.24899889962631,0.577152416637345,0.118112161293996,0.268764504767991,0.00258285177494215,0.128086745200658,1,1,1
0.0657446895263623,0.144707185826751,0.0636619087090665,0.385329784781589,0.234652612796596,0.173306959573846,1,0.131690203127261,9.27202439488577e-07,0.151462669557057,0,0,0
0.559236701213721,0.742508609319238,0.725634434397201,0.150444658781564,0.553494580122875,0.822820380089491,0.0847853973486325,1,0.155864310501147,0.312844399920041,1,1,1
1,0.211217079713973,0.000885050595359352,0.00647682920708171,0.131531359127336,0.335008256146775,0.0559430226237276,0.152177278152195,8.23286526197134e-05,0.0632290099155984,1,0,0
0.306351606014349,0.243201802207193,0.486211223259115,0.532069499227896,0.101109294448409,0.136312282668211,0.421300417574151,0.21259041540855,0.367896746475339,1,0,1,1
1,0.56078764716256,0.00224422215943022,0.116996535410764,0.418488774182742,0.926552027522513,0.161571357495517,0.0402906473357603,0.20698889739652,0.732110480946598,0,1,0
0.949894091805433,0.640605973284546,0.0798597775163205,0.253424487728544,0.683722443479687,0.198108639361989,0.492739625889626,0.294631718518646,0.295730061296548,1,0,1,0
1,0.336526625055753,0.0125399867583008,0.0999787861749291,0.197200600768027,0.437671614984977,0.047477138889006,0.458024992174424,0.42030250002173,0.616690883317235,1,0,1
0.178874534496989,0.302290926038085,0.1828793243054,0.022685023626127,0.0826811915237856,0.344597546627453,1,0.0420451274033262,0.000178704057328455,0.0430729826552125,0,0,1
0.0790488360736016,0.450378847013297,1,0.1060553315618,0.0397866974127475,0.792104198851876,0.491505482373855,0.0267739532841719,0.256139098880079,0.0360256256446564,1,0,0
0.440401059836999,0.291622834465019,1,0.185664417287516,0.535211424519935,0.429286284438461,0.103550960366857,0.140336415643982,0.760649391591765,0.616239319406795,1,0,1
0.618770605181338,0.830960643548541,0.349091477532801,0.305172902856015,1,0.429771862760697,0.0478159234517185,0.0491946779298936,0.345549354703646,0.765097824090821,1,0,0
1,0.534809270407784,0.0330913371551839,0.060666275483939,0.191367093125962,0.722597791247097,0.69919384447596,0.0615962018275304,0.00322400135115498,0.164063482592163,1,1,0
1,0.127524392389702,0.0307438886861737,0.0412501947543067,0.0792019747771089,0.125293364541142,0.107942955769725,0.0167923826740281,4.6097942276068e-05,0.180639312302332,1,0,0
0.195335220233474,0.226239290218966,0.508685716769006,0.515074300844382,0.556182311445679,0.106170283560086,1,0.136331775273201,0.0492251971496646,0.00562120372413881,1,1,1
0.911419362121718,0.100632895672769,0.139117717322231,0.00676971582736052,0.224004375073923,1,0.328618249055581,0.135827824474507,0.000116325398928732,0.25393882980972,0,1,1
1,0.180355013725074,0.359885646088805,0.21584953119506,0.797322590105863,0.569328099483302,0.515775565256502,0.206796343630507,0.0461359081182352,0.943118311314472,1,0,1
0.533428549896281,0.143782599646631,0.0335004480497424,0.150601903698217,0.621445455757112,1,0.0313638869813395,0.0252459587482753,0.155271513876504,0.215089155943113,1,0,1
