"reals.1","reals.2","reals.3","reals.4","reals.5","reals.6","reals.7","reals.8","reals.9","reals.10","cats.1","cats.2","cats.3"
0.0203533358640891,0.0539438416875397,0.0828594184474091,0.437668416874451,1,0.0482245288279258,0.054186567211462,0.211596211932284,0.00111356133667397,0.0624121171556335,0,1,0
0.641985289641195,0.111457848757612,0.514467504407904,0.0163595077819922,0.241176293560655,1,0.369427435414345,0.116782121438286,0.923063242367949,0.0999438446019689,0,0,0
0.328401538942106,0.0430312735031188,0.414049319876304,0.195540815945975,1,0.135278149226659,0.406707942622578,0.711046254389256,0.187829525365702,0.792449251230236,0,1,1
0.336602416511573,0.0253713065086507,0.0491897247833574,0.316758357868115,0.710548310745823,0.00268877393202885,0.142784040397682,1,0.200887080600989,0.156479911387529,1,1,1
0.0206454665002736,0.456165934270233,0.779398036556886,0.184436900038717,0.0381902214084582,0.234801295498352,1,0.0411654609362162,0.205479870403428,0.0970425745090096,1,1,0
0.482977528533933,0.40620007022723,0.42566039858908,0.365198075045502,0.137454270519104,0.470107894873255,0.0413159754986356,0.268239845902775,1,0.874108398426556,0,0,0
0.134141068449015,0.105610266549119,1,0.287643030290573,0.0830737915868853,0.0336111615569634,0.246897836104327,0.00834559154997183,0.302489183730124,0.0169538599934334,1,0,1
0.950691042795885,1,0.0140952854410611,0.728413073196172,0.00427045274957791,0.0340184942931606,0.00598940311270735,0.975502270196424,0.320554388110762,0.26917601470013,0,0,0
0.0538970628830808,0.112654612739638,0.730890198184832,0.0109117360003702,0.0362897278140437,0.14944746826314,0.224790920032977,0.0476516649589163,0.582723110127188,1,1,0,1
0.0424483055990578,0.0743286176839512,0.306129822539588,1.09527409048549e-05,0.132474488197559,0.146609367944795,0.183958600970532,0.228709834269965,1,0.0988380538452831,0,1,1
0.593562729906447,0.200898351003661,0.208974346839522,0.166102813071168,0.208038693230061,0.285458899458784,0.0288634422178767,0.485181672687643,0.0340895760625585,1,0,0,0
0.122388923235994,0.134021718523513,0.0668044592211097,0.002885234673023,0.15637045773337,0.182064584896197,0.452735082727413,0.315706194057051,1,0.398370152165654,0,0,1
0.672688907916512,0.921727948435038,1,0.906078352164005,0.0879470672822672,0.37510973153808,0.129199515609274,0.203396320059167,0.46274517579888,0.297160343652946,1,1,0
0.37267632611119,0.126838976179604,1,0.189875408248125,0.397903694541795,0.323321279886121,0.625418399910124,0.296875577847857,0.292832408497882,0.14555952383761,1,1,0
0.745083858283249,1,0.494878339425784,0.649738258427916,0.480231763323578,0.285427372426934,0.0517880675492622,0.162714175489244,0.276622877749238,0.526674640809972,0,0,0
0.0180779497196261,0.197417207551523,0.235029326987457,2.43573852382217e-15,0.0675584374119314,0.174373762734433,0.0932225749129464,0.53395713443751,1,0.815488107730635,0,0,1
0.0587246022686516,0.345078669102541,0.786967826952976,0.278166716615598,1,0.107554915876893,0.0470142890494294,0.256999021837471,1.21140550432495e-05,0.17565928703875,0,1,1
0.0352281030526218,0.116296534766675,0.846540595220977,1,0.0639918244582378,0.0264140934346403,0.067347699840207,0.0903697386336596,0.412726106162658,0.0684736192618382,1,1,1
0.565258253863122,0.492373636288513,1,0.0511343079067,0.313865541428228,0.707619101186147,0.650714897117435,0.144878474422635,0.139066903436222,0.526654868019138,1,1,1
0.000645712708700474,0.0343712135992729,1,0.276750549753151,0.0316671049869564,0.261707868589263,0.116593598805822,0.449006155988166,0.422063720467048,0.0150099051063719,0,0,1
0.373778619432726,0.106163245860553,0.922958053148699,0.775010462977394,0.105566787810279,0.213980318072777,0.0168931861055756,0.616929662841844,0.370243992700678,1,0,1,1
0.503695551530109,0.665528711697425,0.00990960529804936,0.0591008525286346,1,0.131867937536485,0.606614768421793,0.632080018759996,0.000115034080979173,0.0397338559300965,0,1,1
0.130598045338195,0.766402362271191,0.134147551320246,0.817601393093866,0.784897367762995,1,0.125338743405259,0.323692048338945,6.6172954553941e-05,0.519021673339055,0,1,1
0.484494780019504,0.000342462319780215,0.63875214811503,0.467723831755198,0.0435830567935127,1,0.289786956911224,0.845323478596389,0.668341154407105,0.591554287672019,1,0,1
0.52695983517706,0.0555632827120531,6.03746588583919e-05,0.245358555631715,0.0630640508324598,0.362242369644584,0.0907685228515025,0.173545345112407,1,0.56677025636513,0,0,0
0.672594598576542,0.170021196625798,1,0.365897340689177,0.644885339071541,0.00167433501435131,0.444822201127613,0.911363899932306,0.772064613306137,0.422530088520937,1,1,1
0.287032202397289,0.0824322854555482,0.4533988167443,0.226640351213625,0.00978899213641048,1,0.685164037165645,0.377448386221405,0.140576752736178,0.185906035962504,0,0,0
0.178794444571404,0.021438054086386,0.784355924701208,0.00133950406377188,0.245120830934607,0.25679456735257,0.0335104212304178,0.249981943543635,0.556015373709552,1,0,1,1
0.751055304163625,0.14323634710665,0.285359951192721,0.123746876008469,0.431638578148367,0.100717091349917,0.205629640516426,0.174135539687551,0.690379118466247,1,0,0,0
0.566933460883477,0.865311330408436,0.456953459001011,1,0.149897999127978,0.596491059143175,0.133383130075892,0.135939360578576,0.306220010473233,0.547743397114944,0,0,1
0.335661046652932,0.0166045795317445,0.477356543721523,0.188627108314574,0.253574902004732,1.47459541969012e-06,0.0874408465903964,1,0.649384814112617,0.41698413104059,0,0,1
0.0139604197251937,0.0640330780087187,1,0.211940563940776,0.0936818455607737,0.0488456497804569,0.0484619774705106,0.610088261280315,0.234743374507318,0.0790891181327037,1,0,1
0.066992793203863,0.000727547961613753,0.00998999961101736,0.441160800211938,0.274673295779897,0.060389181144741,0.313121289513301,0.406755879725313,1,0.0884442851902163,1,1,0
0.0367376452616979,0.0345319882561763,0.274916481025377,0.0206493894040472,0.0488580815050725,0.00741809547672838,0.608822154176758,0.106163280580702,1,0.257367532842246,1,0,1
1,0.340134788292643,0.696449980589196,0.260369500447654,0.00528364916116246,0.455798812089979,0.745589450434717,0.049986630458108,0.126786927554151,0.138985103906798,1,0,0
0.074962776451461,0.163397717623909,0.454062054492507,0.00181622630149744,0.0584820171537701,0.0285458029460576,0.292152495347801,0.352947052315768,1,0.427456312955459,0,1,1
0.0195413292770659,0.109221822149689,1,0.419444774651194,0.136105672459984,0.170346266801286,0.0619719337898189,0.508504751456422,0.215301760257579,0.23059690130789,0,1,0
0.00387651698610622,0.0712194140378411,0.428416603761986,0.00274448322774312,0.0175783344538581,0.171686982365735,0.0652744592681657,0.11205334508495,1,0.0658408095643222,1,0,1
0.0933101058570403,1.86686636049035e-07,0.272586678760557,0.0594584940578815,0.0215106494548569,0.0750498941943342,0.0573700163097557,0.701661888810115,1,0.296244257195245,0,0,1
0.129152457006054,0.213034271409167,0.109857158026278,1,0.0895063127475634,0.162278197150628,0.0292048119988748,0.0417267938541127,0.200279357540755,0.375296952679972,0,0,1
0.0282536136768826,0.518470385618245,0.108298788244885,0.312422670223677,1,0.0423053181922923,0.0246567136972512,0.0770294001658945,4.20727326570198e-07,0.141328471728929,0,0,1
0.196621302132416,0.174733282653106,0.986241570836067,1,0.744577892213332,0.0898286688595085,0.59652870103211,0.222345118691984,0.764873818162688,0.218946723465117,1,1,1
0.00797738659273009,0.0940930921650952,1,0.0704696119844628,0.190520130798376,0.0315189933337495,0.000895211392877523,0.0264018788809661,0.746718600308279,0.101336374671319,0,1,0
0.786281971996312,1.60086809421707e-06,0.169209005365364,0.0412165223563869,0.487751924781603,0.195821649044848,1,0.160271956873881,2.34539301204006e-05,0.130116449492469,0,0,1
0.211488695643699,0.252067914746748,0.0189215889558291,0.0223546235162134,0.207180240753316,0.184423051259167,0.205216932479537,0.203679638046912,1,0.270595196462526,0,0,0
0.349222067578806,0.0696863208441108,0.0385837293131854,0.00734506103432322,0.0983704025591456,0.104615855957116,0.0553033936043528,0.177381232696854,1,0.455515813839256,0,1,0
0.246730082580205,0.260270477347253,1,0.153626909695863,0.150085574107846,0.0218501506826668,0.614411451449639,0.0416067664769149,0.331587553282697,0.790801689751447,0,0,1
0.00631027865481878,0.378071457880929,1,0.67531040706192,0.130901620476387,0.153002845791793,0.170313102867949,0.170464801786899,0.162022442280723,0.00922763529372587,1,1,0
0.0592911626147932,3.99727073282794e-05,1,0.391952866529699,0.0682563544113435,0.404564760002105,0.0206814921898137,0.377182961082219,0.721978501525626,0.555731975307121,0,0,0
0.433983217168258,0.327632702754179,0.070451890876589,0.000794598099546298,0.200663544665351,0.0337640863532916,0.00276633253993266,0.155450414999566,1,0.891955108295052,0,0,1
0.227278744802671,0.0343991602696165,0.655282904302475,0.525992149077914,1,0.0672459235591388,0.242464115338074,0.244822899375448,0.312871060506794,0.258424864213592,0,0,0
0.209284871371733,1,0.565202900230936,0.00818368260488396,0.0856467272169934,0.123936244993396,0.193089419306115,0.0773312524757514,0.119409589354329,0.230004874484858,1,1,0
0.151864459420219,0.0427349150955748,0.312044906933932,0.0185567137320847,0.234203096587329,0.156856185424621,0.0397249760628002,1,0.041863609277783,0.0954846988405189,0,1,0
