"reals.1","reals.2","reals.3","cats"
0.0319343124344209,1,0.173947591492667,0
0.521051191150352,1,0.0640251278073342,1
0.0094263738967729,1,0.202196209655326,0
1,0.663320121751409,0.368636404387331,0
1,0.33868294432215,0.747311149415845,0
0.395867037754543,0.055306357130992,1,0
0.0168639388808162,1,0.264350145660545,0
1,0.981091415479689,0.404877889404777,0
0.272310900276014,1,0.813634276131046,0
0.7171493500425,1,0.783213516613061,0
0.25751907290193,0.27212936995765,1,1
0.124587275223201,0.0625467156830497,1,1
0.490648712425656,1,0.139756495669357,0
1,0.0300067239846857,0.637908397510776,1
0.380620570926696,0.0296026399980558,1,1
0.398565493790654,0.0188237556909276,1,1
0.0818373209935208,1,0.394235948734543,0
0.345992332282134,0.0129150717064978,1,0
0.0369987873970321,1,0.754375633495502,1
0.0557337391105433,1,0.103347107493793,0
1,0.0206117556936638,0.274175598040313,1
0.705899747840633,1,0.346713409272048,0
0.0680882501936238,0.27539817819431,1,1
1,0.400425505938906,0.925747225186019,0
0.677093527606372,1,0.807459707576226,0
0.110694699627119,0.12425972116827,1,0
0.714700433481582,0.536508252534446,1,1
1,0.240615829803127,0.385577104349908,1
1,0.268556246243667,0.137636329559786,1
0.62243371055595,0.000957356253851047,1,1
0.58113962851406,0.153744547244045,1,0
1,0.0300309010096043,0.273582141727992,0
1,0.882875261104333,0.0892575071753687,0
0.361407860449341,0.0335671354913182,1,1
0.35850329487769,0.0280600091018497,1,1
0.499237883090496,1,0.0679362538985699,0
0.584967848411873,1,0.436230854397221,1
1,0.0509157147927172,0.705602051463588,1
0.857980089406469,1,0.0918722646540453,0
0.410205699601701,1,0.099530203127202,0
0.321281037874479,0.711183806707593,1,1
1,0.287859856735125,0.595796395813882,1
0.712398821002855,0.025439734174488,1,0
0.265430735147114,0.259543070768539,1,1
0.115014905738934,0.0834171121430444,1,0
0.206861480049535,0.270132327038871,1,0
0.61478113733265,1,0.165664680457834,1
0.835641702147227,1,0.341459663417475,0
0.344606378369791,0.186164285597441,1,0
0.0473547650780052,1,0.0115485753678808,1
0.035960099684334,1,0.0960975498307844,0
0.171249091870653,0.721548248401921,1,0
1,0.00458511468679142,0.778123024095611,1
0.326247763527267,1,0.292612392350007,0
0.869809756921961,1,0.675615178117005,1
0.917263502877939,1,0.33602941943004,1
0.693431212983239,1,0.394783914927407,0
0.575041538323958,0.0391746313636717,1,0
0.571476569747896,0.379865664113459,1,1
0.840248588531999,1,0.526919656785346,0
0.749198986793069,0.786399208264344,1,0
0.396253134828688,0.000651747081564149,1,1
1,0.614111227306904,0.486815508853306,1
0.179949737930341,0.00215164395189341,1,1
0.102279094475545,0.0406488111206448,1,1
1,0.0451699807843043,0.327086751892483,1
0.143849194412934,1,0.463478693596235,1
0.549629755787791,0.279088650860517,1,0
1,0.215952306795624,0.0241537911874171,0
1,0.169740438274714,0.101112968307735,0
0.080393661930802,1,0.165867050592873,0
0.131045639803041,1,0.133943011241561,0
1,0.0551175576856677,0.857749270975769,0
0.82114205435102,0.0663825196800377,1,1
1,0.12004235791391,0.0719943220767511,1
0.358613722638249,0.00153595543438326,1,1
0.800051317137814,1,0.375277266808765,0
1,0.726751234054699,0.673691253144314,1
0.0319500400244554,1,0.0420465136680761,0
1,0.329863611928311,0.225027574771499,0
1,0.192891125801593,0.572991928038781,0
0.973627857095885,0.12804622667065,1,1
1,0.663492027771868,0.552137968668103,1
1,0.498550943340029,0.350176521549161,1
0.338110438689367,0.0366823968346703,1,1
0.194033497501769,1,0.0573114161520712,1
0.106290039622847,1,0.350256428043453,0
1,0.193029008378947,0.130699493158571,1
1,0.231212888147667,0.748899044870227,1
0.505104498163394,0.0598747919955843,1,1
0.0324829109787689,1,0.118220793780143,0
