"reals.1","reals.2","reals.3","cats"
0.24563696252596,0.651028485334807,1,0
1,0.17361433440306,0.801369615019433,0
0.793145944643056,0.103927893218069,1,0
1,0.075374701024401,0.1461359823056,1
0.0264889896200897,0.585279809383942,1,1
1,0.841033063091447,0.881325472597374,0
0.134141068449015,0.105610266549119,1,1
0.950691042795885,1,0.0140952854410611,0
0.0737416687444082,0.154133429370671,1,1
0.138661125031582,0.242800969429691,1,0
1,0.338461869119251,0.352067837669759,0
0.91320216293542,1,0.498459950798119,0
0.672688907916512,0.921727948435038,1,1
0.37267632611119,0.126838976179604,1,1
0.745083858283249,1,0.494878339425784,0
0.0769178465995902,0.83996839918645,1,0
0.0746213507812951,0.43849145706329,1,0
0.0416141922212555,0.137378568048845,1,1
0.565258253863122,0.492373636288513,1,1
0.000645712708700474,0.0343712135992729,1,0
0.404978989194112,0.115024995446298,1,0
0.75683519384977,1,0.0148898238706712,0
0.170404022439565,1,0.175035409497835,0
0.758501997134973,0.000536142728898569,1,1
1,0.105441210132047,0.000114571652008555,0
0.672594598576542,0.170021196625798,1,1
0.633067824169388,0.181809661629613,1,0
0.227950652173009,0.0273320483867736,1,0
1,0.190713448547119,0.379945324413224,0
0.655178594062646,1,0.528079828546015,0
0.703166325187629,0.0347844389065947,1,0
0.0139604197251937,0.0640330780087187,1,1
1,0.010860092956563,0.149120511823073,1
0.13363202207694,0.125609014517354,1,1
1,0.340134788292643,0.696449980589196,1
0.165093682041423,0.359857680260322,1,0
0.0195413292770659,0.109221822149689,1,0
0.00904847513393734,0.166238687792334,1,1
0.342313521267137,6.84870724049662e-07,1,0
0.606252018286743,1,0.515678333347966,0
0.0544941706616317,1,0.20888133873981,0
0.19936424091892,0.17717087559489,1,1
0.00797738659273009,0.0940930921650952,1,0
1,2.03599745540723e-06,0.215201430773943,0
0.839014738770623,1,0.0750654401010917,0
1,0.199547300453415,0.110484797197069,0
0.246730082580205,0.260270477347253,1,0
0.00631027865481878,0.378071457880929,1,1
0.0592911626147932,3.99727073282794e-05,1,0
1,0.754943255391263,0.162337823421578,0
0.346840644415408,0.052495128506722,1,0
0.209284871371733,1,0.565202900230936,1
0.486675013902318,0.136951169994974,1,0
1,0.890475418491313,0.221329059463084,1
1,0.241311465769024,0.0695483476424973,0
1,0.167075938980105,0.211317355665059,1
1,0.179343167256906,0.186421098392062,0
0.284604298316456,0.11128720225508,1,0
0.106720294184646,0.0333838356277278,1,0
0.463632725382993,1,0.657187148639826,1
0.143347143365738,0.080404856570282,1,0
1,0.700037741738811,0.0304493201812957,1
1,0.713422917048825,0.187188099222704,1
0.243501329441732,0.0287346422278126,1,1
0.0583211382571807,0.0641294636455402,1,1
0.00362804110306238,0.000940606792491924,1,0
0.000542832750681213,1,0.165802428880879,0
0.832268936489319,0.565868064827737,1,0
0.98705032526176,0.0752282461011332,1,0
1,0.522008817460477,0.121784685070323,0
