"real.1","real.2","real.3","real.4","real.5"
0.492731062895029,0.453748459205812,1,0.287962864439182,0.691201769663098
1,0.0426180332647423,0.101250387726399,0.0201536765077608,0.264476423725848
0.117264351294053,0.308635604721063,0.108216577009029,1,0.152413322559398
1,0.242672324547544,0.0317372031533373,0.818050041899667,0.747927968004681
0.467175635002344,1,0.136656114184888,0.787481070127559,0.180305598938018
0.237903688410211,0.109417291879122,0.280262914493453,1,0.206073076207626
1,0.467669852232321,0.121671993035451,0.00155534508867216,0.560194952502066
1,0.361253020212485,0.218919982603283,0.100684161946063,0.694557487107011
0.0429631547532775,0.0498968675418097,0.901677099349251,0.688529301805816,1
0.0111936321629107,1,0.132629010717374,0.962378493527134,0.580177602747864
0.107438357319525,0.146194654482369,0.150761438756563,1,0.143691993290142
0.193467129653218,1,0.258368763171575,0.653070842904674,0.750862868733752
0.10787461026035,0.287905757694596,1,0.140802985740835,0.875304854724388
0.0161172537958348,1,0.655090901808919,0.453851717046694,0.298716175929883
1,0.176891253431218,0.0179346420447398,0.757444047461837,0.0942645847441537
1,0.186668070513933,0.210912968108492,0.234069790075374,0.576212137464078
0.0131377015325438,0.464731841827535,0.707243584929851,0.154627053378943,1
1,0.388637158825055,0.608387505130377,0.598633833222983,0.715422645179736
0.252641845466727,0.751847915662089,0.203943237020944,1,0.291732913484034
0.110105343182241,0.42918965837366,0.340646202634454,0.264033165579977,1
0.0977467949573818,1,0.603724124124872,0.332457964863833,0.445293423403829
1,0.0406982674910049,0.560826602385091,0.608619423575907,0.156631581977351
1,0.258485563091098,0.222957919129456,0.0892861990838103,0.601865712315691
0.545643876500362,0.596193911014472,0.000251067497210019,1,0.159647700719103
0.0357963356473985,0.17865096105518,0.0014761323387117,1,0.110582652218367
0.0664007196266517,0.0173724605013147,0.0904288334778283,1,0.0394778737101518
0.0455819713975514,0.458943836215442,0.163162570934851,1,0.275491364682956
0.320550290060095,0.129406482696436,0.533103938137614,0.218880629753868,1
0.019842098274106,0.546219674296632,0.918720757159763,0.049515009534871,1
0.000979851200186584,0.974422477047067,1,0.130808379582411,0.19155575889999
0.168638736110858,0.00780018013521838,0.0927215813082083,1,0.467139061341241
1,0.0215680460256849,0.187665445600686,0.30401493576193,0.0432502577283228
0.217814716793292,0.0858559176018501,0.00115018711546642,1,0.0248820451010737
0.116548082751007,0.682569354100416,0.390036699554616,0.945742433281247,1
0.0491348893338501,0.901241895391496,1,0.0821979006361146,0.434732605843288
0.314949855098585,0.2520586625587,0.529656401308867,1,0.0523859993878859
0.714653825764506,0.982189834462344,0.29451238329053,1,0.818621169656055
0.0303291021851519,0.835942664532512,0.811289011058157,1,0.370546424403725
0.628221889317724,0.261663414319526,0.0510247749557258,1,0.162280278695793
1,0.384443384466712,0.102006376454855,0.346039479408869,0.904753658084584
0.0128768688104909,0.49195635854409,1,0.0596946207182729,0.455054961517234
0.613239875703636,0.216728355621544,0.108013927974837,1,0.142328139530043
1,0.47622636559889,0.11591204744824,0.0700337680355491,0.421338239171592
0.0736014730123658,1,0.483957639853731,0.116969099313695,0.308929602115795
0.286916369718696,0.608835387765801,0.081316437676757,1,0.476171446748357
0.613989085710185,0.897483784112081,0.3061364522816,1,0.823823603580691
1,0.538778618108445,0.273906923225422,0.174644681955845,0.903966061863723
0.500265762851703,0.392621971978445,0.737140979337248,1,0.155787137997339
1,0.225281202414061,0.349121160355133,0.26347135979279,0.334724878647846
0.862111863086554,0.245622248464807,0.000421294867011472,0.846742210761394,1
0.0464224832127232,0.216988359891001,0.369160789626128,0.0875028128874059,1
1,0.194977898224506,0.583840194865599,0.535552126485521,0.00731878104154514
0.0503953421437716,0.440520506549141,0.252108727911929,0.541737361616092,1
