"real.1","real.2","real.3"
0.065848959635054,1,0.411087493013583
0.983308085390026,0.672239330193473,1
0.329454199939366,1,0.501698437304692
0.47815491290256,0.299798999795549,1
0.0512830772473529,0.095509682394379,1
1,0.0500661377146585,0.723174193597465
0.286332103143265,1,0.0564637636330164
0.0861880076594106,1,0.052822881873645
1,0.903763324362547,0.627017442974016
0.343121548594658,6.00403550543886e-05,1
1,0.148778613289593,0.283976948703416
1,0.440649773818618,0.506550337317641
0.483971739159026,1,0.14284633046041
1,0.367876493473644,0.148097863164599
0.72157092982882,0.0977188248371894,1
0.160956779636198,1,0.35540995432036
1,0.0423568544081667,0.0655240481933425
0.270559938542152,0.00931004511866352,1
0.913914562887664,1,0.365123572347594
0.721130380387995,0.792015475408114,1
0.14588207135854,1,0.293606492911058
0.240700978764612,1,0.737749125259722
0.194521826798581,0.580211767697715,1
0.281920059919014,1,0.602396247460722
0.483729447222498,0.0427714978614708,1
1,0.041120814482601,0.543552011472251
1,0.215898385465946,0.716022170712609
0.90333406139262,0.000737544979809923,1
0.335498817704452,1,0.230789572768953
0.150455236575515,1,0.159425965195716
0.299722146360876,1,0.159808455854432
0.574255931638041,0.465135059257191,1
0.618869189398074,0.000835828559501165,1
0.425003958876853,0.869309944054722,1
1,0.350568357918429,0.676598695827377
0.752188899331663,1,0.433158297110193
1,0.143342803702313,0.0425016412899325
0.788008112352068,0.284053964731179,1
0.055772098737038,1,0.0256042032297058
1,0.159887737077504,0.0137406477761665
0.271265550406775,0.486096956967601,1
0.900542623352404,0.727685710152546,1
0.0732140526317571,1,0.205116942447671
1,0.00452800858621362,0.143038103337905
0.267331626012929,0.231459780163878,1
0.903528010876015,0.972955387079921,1
0.124308160315175,1,0.410943667529076
0.677560043440885,1,0.181214801177954
0.689464862551708,1,0.242135901511101
0.0812949217576357,1,0.13757860206347
0.461568140682565,0.237091980614104,1
0.76784225911827,0.532525858882497,1
1,0.0340480106510207,0.286800589313981
1,0.797968915153209,0.705645928566095
0.12838643455058,1,0.027127939487193
0.637552301393781,0.733856878666848,1
0.363625709418615,0.946975491994371,1
0.0529475405636833,1,0.769703961145482
1,0.365836881608244,0.205738952832225
1,0.885090254617701,0.407890412865799
0.698847838393957,0.069777720448472,1
0.108923118818493,1,0.520679164772648
0.761703127492614,1,0.35138337504629
1,0.19541360000806,0.167763726446389
0.0877545385011636,1,0.913326748080796
0.482220100821412,1,0.16784513245611
1,0.0404993070196572,0.154784882458902
0.457570723176846,1,0.426155579276271
0.258832455112986,1,0.0673537075809396
0.480431610694801,0.483317869525272,1
0.612708348707354,1,0.258610020822045
1,0.635893903110969,0.424614119099282
1,0.0556619659969039,0.513223555378485
1,0.174005496131156,0.605357697995142
0.0922637326065849,1,0.215645912510879
0.322139221213198,0.73166285486799,1
0.229957381479044,1,0.125323519424431
0.347365933191718,0.204258307713202,1
1,0.614634668224789,0.272641687997167
0.119825980084573,1,0.572198602456653
0.555655126808954,1,0.97133593600834
1,0.160194950955793,0.75402786550498
0.609138446190085,0.160849300136491,1
0.0823434615152074,1,0.101126011881927
0.337409805038793,0.374968827307824,1
1,0.0792334466360927,0.36909211997064
0.245448116603578,0.641410023977001,1
0.665465590486865,0.388857271104351,1
0.0352762801353455,1,0.291193347612483
0.0785543330205641,0.673284267110662,1
0.0477508802929384,1,0.0106179666950113
0.245825877315636,1,0.666967131338772
0.387725294990111,1,0.841602330306962
0.741041798887225,1,0.427469737400183
1,0.198737894833309,0.440672276513733
1,0.0548984889414284,0.176270072152775
1,0.0369783148356758,0.291104730814052
0.559012795205562,1,0.30068848535317
0.080317171345612,0.435723913744572,1
1,0.768944781209243,0.910000432167019
0.183531167033651,0.296446444210765,1
1,0.0483302275191735,0.266137269179981
0.0331790685560481,1,0.567929851516508
0.123410861163706,1,0.088040069346485
0.650073825740932,0.252780363375728,1
1,0.337532911811065,0.335197952544281
1,0.111131506596697,0.723107031647788
0.494475234658581,0.679037879687719,1
1,0.0393775043439828,0.470853886517613
0.0311878679415451,1,0.221527481985187
0.14495697955441,0.0256359778548427,1
0.351835648676311,0.0132315167649692,1
0.518192294815454,0.0125582929372006,1
0.518156271147912,0.0867107409003,1
0.669493712923056,1,0.286862320355945
0.777254481925774,1,0.228821487273071
0.0606906062002944,0.0955157003602442,1
0.689965111826447,1,0.341055045983906
0.0300326204893362,1,0.00382814189666785
1,0.291712896251686,0.64220463623074
1,0.242854111949604,0.114449508560905
0.699711168954135,1,0.691178182048614
1,0.687812489118499,0.79399266226876
0.836378600433517,0.895118940886489,1
0.228955196836809,1,0.841005962149961
1,0.335623048571524,0.0365456129100072
0.133051622521626,0.637391182967564,1
1,0.536044582725702,0.460407036229518
0.0817706242257243,0.165197436125347,1
1,0.115790840375782,0.498351190383673
0.0869439475523674,1,0.371074862627144
0.659086116800983,0.0321112808601493,1
0.299572354737498,0.236579602634168,1
0.800450339501285,0.0261009878094008,1
0.218936785658747,0.651052165404179,1
0.5512314366565,1,0.178472529504245
0.0489729945071079,1,0.182910095629827
0.362582683865064,0.0952401839579718,1
1,0.204151186065861,0.725991390642144
0.183026239093284,0.310870969787273,1
0.115686963344255,1,0.959625590763525
