"real.1","real.2","real.3"
1,0.591187823829628,0.679022969341104
0.0566438475683292,1,0.837033125361745
0.491653462581631,1,0.672597728154235
0.392451826410733,0.177867032583248,1
1,0.568160994067957,0.911842452525151
0.516979494001617,0.907983248159925,1
0.0127124050865504,1,0.514572544079445
1,0.210598027355175,0.477383240765374
0.071197203203318,0.86644715544077,1
0.00749056047894902,0.596971130750786,1
0.21828231878492,1,0.63878464888192
0.913001601059538,1,0.752599956443307
0.395084344135579,1,0.678404523972052
0.67795728353079,1,0.491946073983638
0.52751957987961,0.160622744066243,1
0.693555260075988,0.150114084359482,1
0.384959584835809,1,0.222779028943431
1,0.495778394178439,0.454748864384809
0.00290946957674903,1,0.305635772792211
0.711728351134699,1,0.748854222300339
1,0.382415236001871,0.257877619677834
1,0.704686995607685,0.55621166913665
0.601185032755988,1,0.200620595703382
1,0.220131721642149,0.448005913455528
0.0862492048155318,0.450273875448342,1
1,0.760002169621509,0.429199076287508
0.270371392005768,0.54680480779203,1
0.275552000086178,0.00578149936681847,1
0.278651711537204,0.500798221786677,1
0.259273938067482,0.540070620044673,1
0.0152415427263562,1,0.531672199632278
0.0740551688561564,0.801754333317639,1
0.0185961966492864,0.947759417363896,1
1,0.49151507797526,0.858232866814868
1,0.0692995910208828,0.216166122243086
1,0.0787918939360111,0.407678022950418
1,0.554553403136735,0.892042269469426
1,0.275014699707284,0.0629645984192489
1,0.504623085214795,0.933892402850823
0.873550684265447,0.37210574908856,1
0.776267127335834,0.260109238435183,1
0.0426822731962441,0.934123621065489,1
0.74296667651017,0.572568513785131,1
0.746479907043258,0.028581239087461,1
1,0.893364639674706,0.684387628356709
0.175197967626819,8.31692083851444e-06,1
0.332454545168365,1,0.44435027743767
0.469809020095535,1,0.556900283252877
0.350499271596098,0.308726128275958,1
0.424995951492515,1,0.271995458374848
1,0.695399153664925,0.210121135693491
0.21772352494844,1,0.515681840927435
0.382271751082739,1,0.924935700930431
1,0.102363271916059,0.484904977299105
0.0404252080727929,0.645069961852621,1
0.397367361194436,1,0.51059902707136
0.820633375540883,1,0.777161953438412
0.967407022681014,0.41408285861494,1
0.99774801510479,0.527705393581841,1
0.773048717867998,0.45539612653338,1
0.51047603967044,0.576421892760174,1
1,0.387850548660987,0.566535655209315
0.108321003949999,0.821667576322908,1
0.225597744556109,1,0.93238844551196
1,0.302409119421714,0.970869037542727
0.432642469716689,0.86090190315177,1
0.577361568997108,0.406825243982269,1
0.640839421834567,0.251239662133003,1
1,0.978897589589068,0.427078808708746
0.184316996992783,0.449946386686549,1
0.749269014739927,1,0.783499897760238
0.140044393726146,0.647272271631235,1
0.112656769830391,1,0.299044230752329
0.326966651259053,1,0.680474315585465
0.266744621986044,1,0.437543456018093
1,0.192335976621916,0.553270123937923
1,0.334203174516483,0.156527274406911
1,0.412754177935943,0.328898248750973
0.800177393259202,0.432490400713053,1
1,0.305883516223349,0.308966748423157
0.592658409728433,0.587815644897335,1
0.114158627527203,0.791163434625518,1
1,0.325745956022969,0.242074669449931
1,0.787100439639227,0.830077046295434
1,0.463492158178829,0.448766620230449
0.638080535913108,1,0.504887665068344
0.359289323316567,1,0.323152671628741
1,0.260459755376447,0.361632111256102
0.327035950964819,0.654669446409662,1
0.111078099125011,1,0.641422642271865
0.379314138058573,1,0.909416810572892
0.350486243965758,0.301608558676809,1
0.77422668202571,0.299324627676825,1
0.426148940937321,1,0.754920380241722
0.820778146048003,1,0.36379500094199
0.508848327527041,1,0.675817198657359
0.0500561896393097,0.823397574791328,1
0.682281042885325,1,0.391075814732177
0.67929624432516,1,0.81652682653458
0.0233770121148459,0.388353444623418,1
0.567782199497943,1,0.294027662195795
0.117019577334189,1,0.50104152676135
0.318401379626199,1,0.167616435319592
0.179599008143663,1,0.186319888412844
0.00443971895415962,0.402301642854721,1
0.835212418589883,0.788943485471841,1
0.484797113387473,0.118734122170588,1
0.96539963087573,0.0699050973217668,1
1,0.242591101610413,0.703833773334501
0.854848947079675,1,0.872804995986409
0.625427418421876,1,0.733157182886151
0.00423997589197914,1,0.256416177562443
0.157288734159358,0.413426758744803,1
0.140870115408575,1,0.417773710015419
0.790600117449879,1,0.433316120703788
