"real.1","real.2","real.3","real.4","real.5"
0.276409359713789,1,0.0800885063229717,0.933333122658647,0.179827716152069
1,0.441271201309625,0.459657830531793,0.126705619545328,0.0360329241806484
0.392499407130856,1,0.385651161499868,0.418617549457583,0.0106522156385534
1,0.259223474934443,0.0730635085084963,0.527897446169106,0.467510341970144
0.635247039519429,0.68203501420222,0.192164132686421,0.103530320354791,1
0.541638408026911,0.171057115117517,0.0247173414835482,1,0.165722557777674
0.388675571537045,1,0.215519763109718,0.884585992468047,0.300108187045444
1,0.0300836547876477,0.0684241287589476,0.0465101001126858,0.280014165396152
1,0.448834038572754,0.0270001940601741,0.615143348697906,0.220137541515852
0.0958537117015417,0.875138794868549,1,0.51072419978909,0.546211264199435
0.789801100338755,0.125414929258217,0.00813526230866044,0.366824169749083,1
1,0.664888612997835,0.00377215191562187,0.394611366187608,0.0113797022380721
0.10066992372572,0.00350758164124552,1,0.184076619261645,0.439826431822369
0.987537117197113,0.273337632195652,0.153547308953647,1,0.577786852430251
0.779796790921063,0.712194487663075,0.299298284151565,1,0.0891459311983932
0.145228189454762,0.051974913238312,1,0.149365649273328,0.289246250372986
0.534719740433664,0.918970546152715,1,0.0134892395841629,0.275810686893888
0.175453667411283,0.703265920302447,0.417215586027789,1,0.0872714776177192
0.592907190414302,1,0.204024073880116,0.51838844407056,0.214990904209191
0.333368118984189,0.284977767792887,0.573786347547696,1,0.0135751830887238
0.329300546933985,0.000705721643525737,0.514940268205512,0.607766393859403,1
1,0.132771495431436,0.324784664848017,0.0627102000497179,0.662217285026465
0.509759305262077,0.00329280986444749,1,0.0347330235446776,0.24713662418152
1,0.226783594305983,0.311028442543956,0.0522793504778569,0.187795200330861
0.451069861385102,1,0.279098295550688,0.0638705952575657,0.0285787212221571
0.674814445489007,1,0.0757553113686329,0.0898202268333517,0.293449365831462
0.145596521949397,0.0119195903973233,0.0188563586229077,1,0.0971880467214282
0.000442392134340118,0.750252823916543,0.727897504963691,1,0.363127940245071
0.56524298579594,0.797193051852451,0.156631732371404,1,0.0836701581448002
0.209154915488027,0.669582930301932,0.103565203649753,1,0.119301939328715
1,0.387474961474613,0.0165704520408111,0.268311441340174,0.30911994522632
0.0427494329646373,0.0859783299727037,0.144097918383049,0.572644310869919,1
1,0.0364584030972985,0.010602271538986,0.0130891911703331,0.0627204410589406
0.943092499203191,0.454496885620051,1,0.206457266279408,0.975746828578951
0.0754327573852871,0.376125713937781,0.686245812080782,0.143202857355541,1
0.109422812659356,0.0301197580074956,0.693300750463807,0.176913073454891,1
0.105082660510144,1,0.197979460751995,0.0399018528518917,0.244836026253608
0.61332382232071,0.0911282802800944,0.250121295351098,1,0.174508101303587
0.336354955948607,0.260996797421014,0.34535033032124,1,0.0742665805351086
0.409833624346288,1,0.120144981647302,0.0302695745770569,0.0348135080067444
0.0506647617811494,0.51350571572298,0.373796353774855,0.122443630263835,1
0.272792187390803,0.000452203082983193,0.0563835568807147,0.0767198384715348,1
1,0.547612347935183,0.327896613023084,0.00744322365445676,0.0255846072409124
0.0183887318372371,0.124823895447248,0.00475453939411664,0.153170002474561,1
0.313620000396433,1,0.451021041873924,0.0764006164186534,0.223856642232182
0.300183627499623,1,0.292611256989594,0.0641271450937736,0.171557998665955
1,0.207296275259952,0.682027033383492,0.193934771290199,0.0732465085094846
0.567212813421559,0.128310891807902,0.223638399152402,1,0.734100172133733
1,0.427505322256594,0.105514562412946,0.570085752497248,0.408206736316671
0.461703062458318,0.376014239437285,1,0.349903454527356,0.022386673350756
0.693513153571145,0.14744704374517,1,0.295854705353591,0.206424909565406
1,0.217518497727557,0.194505012431633,0.00366379223844804,0.295327020610526
1,0.116182614311993,0.204358369674191,0.294463023937495,0.961702387870231
0.253475906511327,0.627352690644986,0.732849898385116,1,0.0745672456255935
0.500682020797599,1,0.178913971458935,0.087884079582002,0.318000307311426
0.0175596590550912,0.490890326818968,1,0.0713658654194015,0.0346422897960847
1,0.658329736277276,0.251251393891562,0.295608192761389,0.000935182495651496
1,0.700327674526417,0.142414858867712,0.0609746036096932,0.00273162200852373
0.121304823741826,0.00234405629469289,0.363605345410492,0.543115442326999,1
0.965110412493067,1,0.721787393013029,0.140751955062798,0.25520322427666
1,0.0857986010862027,0.341932092412986,0.00250747529663494,0.112813868648592
1,0.472022224781155,0.0858377120485727,0.113119677712799,0.664527659045497
1,0.205893910999114,0.1812765213862,0.494422869391217,0.14991734287651
0.420090529114343,0.00993636016445336,1,0.0703576164877081,0.108293044763314
0.480681646276881,0.695558737034108,0.135696765388252,1,0.0510979969032487
0.136120535039527,0.761514963806789,1,0.554647528274457,0.00789479480106375
