"real.1","real.2","real.3","real.4","real.5","real.6","real.7","real.8","real.9","real.10","real.11","real.12","real.13","real.14","real.15","real.16","real.17","real.18","real.19","real.20"
0.036371015018281,0.552340009923547,0.227060069970569,0.442589546248253,0.00783255890274242,0.0727114156597759,0.227657661162497,0.150353370222627,1,0.00415641412675283,0.0305927050773927,0.0040272744094788,0.0413489265798599,0.0823233380100208,0.921226066745716,0.06845236154369,0.287931878775851,0.0380804955316452,0.919614974764226,0.808073062657721
0.261809042203466,0.17898595342033,0.266253319883585,0.104309223349848,0.761016479655284,0.0101342677713363,0.137138637799555,0.2272527031316,0.0503951615365323,0.0418849578251302,0.011748052280701,0.0785081259183576,0.0310930344631689,0.0484497296817127,0.382619525801996,0.523632505781674,1,0.520178740912969,0.540646798915262,0.0871962393325855
0.072977395115876,0.221509985695454,0.111131213670794,0.160377338366039,0.16848882927277,0.199688144333322,0.0261381895476908,0.137293329261325,0.00321441910996692,0.0809611060835567,0.212067619743649,0.0995087679081492,0.511641418832247,0.059133480748422,1,0.233112877806829,0.0313098494895703,0.119621320260661,0.14133280135697,0.18631312555544
0.105456849155339,0.0661205334196859,0.220549546412021,0.0941990069327634,0.0623118842512966,0.0733025953647956,0.224516633271579,0.0295175596844893,0.0347414535395168,0.0590458511796259,0.0654957977261612,0.320091779250532,0.0180751431125078,0.618257964683368,1,0.235519908819891,0.0896875462064051,9.93974863861742e-05,0.454784326460948,0.243173007704496
0.0216650779392625,0.0403490746674183,0.42246056793288,0.435866989069031,0.0813140716701374,0.396910452997296,0.0798396731338214,0.559592128743853,1,0.0176269709029686,0.162325140096728,0.281335952534144,0.160396055787633,0.0123441371549941,0.0525951997570513,0.120355331016749,0.0222730861825696,0.211069313075494,0.00316976147983381,0.0547994180118608
0.150315661034486,0.00752572458602253,0.108704406953685,0.0482211217098697,0.0273091174556135,0.074951027486349,0.341306325283745,0.153379672741552,0.00505806725901661,0.271066417959809,0.335285275458992,0.0776919278822569,0.0365747000239378,1,0.788262994112011,0.303368994049015,0.122599884106711,0.317274310438286,0.106037971217639,0.485761336521689
0.12744304208313,0.445088205912296,0.0251313552544752,0.120003695241648,0.459350871042048,0.182021435955816,0.0896968196903546,0.0268429962268025,0.101228776032007,0.135199217755008,1,0.0858569593641539,0.0232394364624727,0.262985977918089,0.148510783633945,0.324766517347567,0.522104493111511,0.120764144870892,0.0380311754049394,0.296706964636405
0.0592484314577734,0.687432429020817,0.0363121619942795,0.623684794727147,0.114114824569551,0.292408801357111,0.138951773131388,0.013405368942542,0.00756268813065025,0.265149498151254,0.4861204083894,0.0907148366847006,0.0141367300348818,0.102001843485798,0.196536397965966,0.0337720010503618,0.507934818954314,0.157694248584541,0.250969318788082,1
0.388341932549498,0.35096919595031,0.243497165546774,0.00180292058370298,0.134645156333606,0.217208101899444,0.156090119912178,0.508183162672399,0.393846234023161,0.256983387398109,0.0458304901921833,0.4824328905239,1,0.895427757379163,0.132179204968912,0.352076712062377,0.135831406664645,0.978063404941417,0.128937108467731,0.138283989508646
0.343121548594658,6.00403550543886e-05,1,0.122822004225987,0.0447203704330587,0.00489201632421979,0.506943662222035,0.181006079404486,0.0075835490457472,0.0350051931670145,0.42992651765728,0.247328707219057,0.0618810665195353,0.520981158509051,0.50769868360218,0.0317844964283995,0.0435946411385432,0.0380187970377666,0.0681706722242057,0.569965597918559
0.0712683899743325,0.0106032122317631,0.020238579923916,0.0675152088328717,0.0321865588450097,0.154695281045379,0.048188641010493,0.0681497101566038,0.0147874644210447,0.201186799933207,1,0.223318475933521,0.0209598889023674,0.364766332626795,0.811096566171745,0.000985066887312611,0.0517912945062895,0.0105398526813293,0.221334745118202,0.258198556386792
