"real.1","real.2","real.3","real.4","real.5","real.6","real.7","real.8","real.9","real.10"
0.164350921700494,0.151348236606997,0.333550965378261,0.0960502914267787,0.230551017542289,0.113735895923873,0.0409395782804193,1,0.0924617017836366,0.034262630242145
1,0.0426180332647423,0.101250387726399,0.0201536765077608,0.264476423725848,0.744961665307746,0.0975879012699209,0.47147355395221,0.256260411998189,0.371599951289896
0.0666373747200924,0.175387201794914,0.0614958298365832,0.568266263231116,0.0866113492774679,0.651135405805295,0.401121927351756,0.44519249733618,0.37894379969364,1
0.188427401093501,0.0457261154318122,0.00598015870815981,0.154143043359584,0.140930123216265,0.121462204637355,0.0785684466540709,0.157579922970425,0.0960979091515844,1
0.200567726038786,0.429319748316454,0.0586691685477609,0.338081174831135,0.0774087543561173,0.3156130419077,0.34490324508586,0.195217915386914,0.242973455388333,1
0.110041265784771,0.0506104692095374,0.129634332571638,0.462545438114562,0.095318161318072,0.467752519577526,0.787085965747246,0.619094791941729,0.0921809661588405,1
1,0.467669852232321,0.121671993035451,0.00155534508867216,0.560194952502066,0.401545787581178,0.0516278985140724,0.0372360814435146,0.00637332668640619,0.209263167583675
1,0.361253020212485,0.218919982603283,0.100684161946063,0.694557487107011,0.16739979614615,0.0251723211481813,0.114829137896541,0.060539945656776,0.090920721487673
0.0188259899723757,0.0218642679614538,0.395105157620549,0.301706096908404,0.438189189794995,0.697991167994541,0.277361062968384,0.462391702828604,0.066311462588898,1
0.00193869558568781,0.173196292094673,0.0229708528804338,0.166680386670557,0.100484609552306,0.574333181531974,1,0.288701563647863,0.0154576741559619,0.72609851404408
0.107438357319525,0.146194654482369,0.150761438756563,1,0.143691993290142,0.0765709543638735,0.449435093137207,0.213462887324021,0.0626724468097714,0.644968660121852
0.150103362889828,0.775859770902074,0.20045792940255,0.506691394558845,0.582564293314643,0.0871315445465292,1,0.431694561671326,0.0649278984352108,0.0316658639821269
0.0670894719406675,0.179054600575533,0.621920874418463,0.0875683160126705,0.544370360632917,1,0.16600095871868,0.179247754758253,0.0856588027789954,0.0011200824861349
0.010278902546585,0.637757689789644,0.417789260139871,0.289447422570763,0.190508538263839,9.47027697156531e-05,1,0.104439165442419,0.0301985553199501,0.366821960891409
0.227560265419597,0.0402534205812132,0.00408121190390647,0.17236416848091,0.0214508739240477,1,0.30411730345433,0.366040564196803,0.0128653205912774,0.358940089177732
1,0.186668070513933,0.210912968108492,0.234069790075374,0.576212137464078,0.0632558364196995,0.0909448910728709,0.0285459998528232,0.0310940867675342,0.170143751584219
0.0131377015325438,0.464731841827535,0.707243584929851,0.154627053378943,1,0.646664690012552,0.476935868514612,0.752504573697181,0.125225987823241,0.0781072550166106
1,0.388637158825055,0.608387505130377,0.598633833222983,0.715422645179736,0.425404823491626,0.211483254657548,0.658675041955711,0.136890964833941,0.0631028661479865
0.095520355488163,0.284263202892632,0.0771080913522413,0.378086042364439,0.110300142686625,1,0.157477764591971,0.40342838980095,0.388010897433719,0.464177636029526
0.0919661563895913,0.358483267950557,0.2845268089592,0.220535304608936,0.835256071427645,0.441512513464462,0.203004073973989,1,0.0625847921875271,0.104148601252973
0.0977467949573818,1,0.603724124124872,0.332457964863833,0.445293423403829,0.686157877418595,0.219906631805701,0.580134213079585,0.00929783917895522,0.146847800956952
1,0.0406982674910049,0.560826602385091,0.608619423575907,0.156631581977351,0.283084513908339,0.0838037663707362,0.186942171989117,0.0886143299753739,0.232587615656014
1,0.258485563091098,0.222957919129456,0.0892861990838103,0.601865712315691,0.177709572443693,0.126775636599882,0.00223819294210062,0.00210687035098537,0.00233086596805642
0.361701768323753,0.395210871348697,0.00016643008676635,0.662889814953349,0.105828834787414,0.380274699764737,0.824961199946696,0.58609269525418,0.0255144181357396,1
0.0115474230431862,0.0576304302400258,0.000476180711644174,0.322586735048269,0.0356724967321012,0.368025296396245,0.563015963322031,0.206912190954988,0.227615901119886,1
0.0664007196266517,0.0173724605013147,0.0904288334778283,1,0.0394778737101518,0.294551666751664,0.312979563827697,0.386578096212145,0.221110204601486,4.02358389511201e-05
0.0307682002398223,0.309790810238353,0.110136058188071,0.675008107294698,0.185958904650675,0.199583460148543,0.10082537538168,1,0.595383253780878,0.426124987517049
0.320550290060095,0.129406482696436,0.533103938137614,0.218880629753868,1,0.217653248896033,0.150441434460673,0.327989234826869,0.0849538044362115,0.213459830643078
0.0192864754779147,0.530924310944689,0.892994536628022,0.0481284793569055,0.971997780249057,0.0993167438324584,0.433846352765241,1,0.0160853105867893,0.0305559210596392
0.000713991545796403,0.710035779425604,0.728673441090284,0.0953165920737598,0.139581593998316,0.324150567781909,0.052849379756829,1,0.101290806097662,0.104983039603845
0.131537450083625,0.00608410516374541,0.0723224133095121,0.779995469114262,0.364366351292457,0.401986507942118,0.67343726766446,0.401791803035622,1,0.406350451629272
0.833014069621634,0.0179664857936425,0.156327956567185,0.253248718864805,0.0360280732024547,0.455715670017451,0.394267300605353,1,0.0315090852237822,0.422556984957196
0.217814716793292,0.0858559176018501,0.00115018711546642,1,0.0248820451010737,0.45593492159607,0.470376583948252,0.410847929998556,0.419522457357674,0.640724190885042
0.0843917156004169,0.494244070336755,0.282423060470757,0.684806000895177,0.724093555281481,0.00228275435577074,1,0.262142648115639,0.133685617809607,0.111176531738458
0.0491348893338501,0.901241895391496,1,0.0821979006361146,0.434732605843288,0.413222876428202,0.456760799358776,0.864058808297007,0.00635862619691593,0.0261026774003139
0.129874275936452,0.103940153530392,0.218411726506633,0.412364933128161,0.0216021491344375,0.0434478691910399,0.38458447886158,0.524304126432872,0.0747210073860702,1
0.408425865168492,0.561323144769911,0.168314323119437,0.571501684373655,0.467843377322367,0.048136957812503,1,0.171079818817891,0.110110574762657,0.0653076132119922
0.0147344254852551,0.406116040801561,0.394138850779925,0.485818056706886,0.180018143823503,0.00337301450654743,1,0.53345708749889,0.0641778610652675,0.122536498416537
0.186253666860917,0.0775773197799398,0.0151276986648432,0.296477518577387,0.0481124543417756,0.554656780182003,0.360361110461515,0.232224075792083,0.128588312138139,1
1,0.384443384466712,0.102006376454855,0.346039479408869,0.904753658084584,0.357681185764735,0.141596660059964,0.20368092983957,0.0279377348044746,0.07058181055479
0.00517266229681664,0.19761978979292,0.401701871234599,0.0239794408451699,0.182796429556061,0.342362384616711,0.113431624951244,1,0.169026109685627,0.0216834821627039
0.295418320238358,0.104405354743566,0.0520339502190077,0.481733709666863,0.0685642626457906,0.316216796024589,0.646148862677909,0.253225194799226,0.182747867220683,1
1,0.47622636559889,0.11591204744824,0.0700337680355491,0.421338239171592,0.374050189313986,0.17756974373412,0.367117124343742,0.104665113214266,0.296177619499676
0.0736014730123658,1,0.483957639853731,0.116969099313695,0.308929602115795,0.0620130984152891,0.167319870099809,0.314561068281491,0.000293827255513482,0.00663258543562353
0.121538065724861,0.257903288844936,0.0344457256187892,0.423601016017392,0.201706708641075,1,0.110616106933657,0.378125272301411,0.47098502502805,0.779394552078396
0.613989085710185,0.897483784112081,0.3061364522816,1,0.823823603580691,0.341379165952089,0.429045521622555,0.213053123971299,0.0264366477175888,0.104690787698395
1,0.538778618108445,0.273906923225422,0.174644681955845,0.903966061863723,0.165801315903352,0.0581154568563874,0.113272192335371,0.0173224661050923,0.491468103406019
0.465323573867734,0.365198406020372,0.685653707330059,0.930152747642003,0.144905834455509,0.18593739275601,0.613976658284256,0.99110278850217,0.329568645660354,1
1,0.225281202414061,0.349121160355133,0.26347135979279,0.334724878647846,0.586065592428278,0.147509025838488,0.203843659455323,0.116607938987567,0.0500010838163832
0.13015794715056,0.0370829923627608,6.36052899666181e-05,0.127837503040328,0.150975705965309,1,0.0136899471969155,0.977427508154207,0.0114498619577339,0.535708309435479
0.0464224832127232,0.216988359891001,0.369160789626128,0.0875028128874059,1,0.11032326914451,0.284024372058667,0.819892796538971,0.0364003820635967,0.0650514493972043
0.515087447112563,0.100430667839834,0.300728755495023,0.275856177627131,0.00376981224266531,0.791757369409784,0.224510657349432,0.813141004399631,1,0.0495007488931347
0.0211832995946366,0.185169451597122,0.105971990398346,0.227715188439096,0.420342410499036,0.0039913534627133,1,0.211090637344778,0.0583317752427267,0.0147037097571177
0.0590760760474159,0.51369082014804,0.40633152972167,0.437023159438163,0.303416848021983,0.135995786456034,0.464511084467119,1,0.126147107059758,0.269819103408479
1,0.659758352051018,0.367770183621296,0.0919356600263862,0.821892815745693,0.290991549360792,0.220605369235466,0.403927282975836,0.148678391172371,0.0400414976165314
0.0455975095687154,0.0869023882931126,0.0153558287027174,0.108678757831231,0.193870683943085,0.403503163119782,1,0.120299979672132,0.00202369992603119,0.725228355845556
1,0.0155607645282066,0.165364672413666,0.130633038656198,0.227680742128718,0.09012025097294,0.0165840077321636,0.00781344686264521,0.000705395131274821,0.15399292000023
1,0.0223243232686778,0.074108231947983,0.215516228858181,0.175517868806582,0.479981795295411,0.152750912567954,0.121905719358531,0.000354747431228933,0.412492517072225
0.226760253766982,1,0.0593564167113957,0.718805101141969,0.838557871111453,0.223729388688577,0.205801778459798,0.609073425842115,8.02917512389514e-05,0.13474508608967
0.500287467187513,0.159165931779371,0.0421614551065775,0.294424674480285,0.0420533229575386,0.389189218093991,0.190514134896534,0.429991160654715,0.312312277711925,1
0.0105231078069666,0.267406142576191,0.189409174019815,0.183229113493483,0.139843678092164,0.00380526654435786,1,0.339459623889007,0.134392502176583,0.055179940119164
0.0246146691123548,0.121494039861069,0.55515461437431,0.202519818363904,0.0426833018833338,0.047301313454453,1,0.19243841852095,0.0124365579833469,0.0542630145921102
0.042318945841211,0.354914835855333,0.276352611711662,0.0761276715161193,0.944868016883907,0.364144764067025,0.0623018396462544,1,0.0724988560376163,0.00245089183141741
0.206254804560454,0.0851137709697872,0.152840835978127,1,0.126620388281324,0.499024463487034,0.352747106480652,0.298312369916731,0.060851459673313,0.767751792518207
0.286956958852105,0.159839479198519,0.138037597882869,0.0798576992147159,1,0.0997473310217192,0.171391242029737,0.125137815744667,0.0566137847709006,0.200207647549597
0.0365008328758686,0.211683784276258,1,0.109784759737309,0.192518276938537,0.026225954701512,0.876275467169992,0.264218907083479,0.423170619317469,0.298700217837298
0.218361759040431,0.0291082829531211,0.391636691932308,1,0.612524984973451,0.616124091458,0.35611447182076,0.341700164595599,0.140154141881555,0.10110985618536
0.0478725561334928,0.377640482967809,0.276365510613127,0.0498777798755567,0.345651045166928,0.0607008687396015,0.149152063111571,1,0.0421477629445357,0.0674294458936088
0.782626995256822,0.0269975242693317,0.52043927937028,0.0348183435344076,0.666492977331886,0.0766306975618134,0.002120868812869,0.332156101533034,1,0.0461565639039797
0.0135417577746076,0.459004573794485,0.797683080802123,0.308755917279187,0.124780123203679,0.268793102733797,0.162011765005838,1,0.0207887431653511,0.0112264055401071
0.0559510618580623,0.634545720688148,0.681493865751957,0.13931640352863,0.474013282208592,0.473367501731429,0.140098305587632,1,0.00534984886366078,0.0335402856896495
0.207129458682758,0.160554491494518,0.0412947925875832,1,0.2850855776357,0.114938451463368,0.270804199143678,0.543315734732693,0.119987013019391,0.70282187231044
0.0434387831691599,0.24522556964668,0.189477871972465,0.603222607728044,0.171092829657702,0.0186665280839411,1,0.243668351071268,0.0111652866959188,0.0218135025856119
0.108339432479816,0.181611491683776,0.182322757184294,0.469644868342358,0.282910823459989,3.24694075753061e-06,1,0.2612537765176,0.00105861483597114,0.00214443058146272
0.474503988159243,0.461421230283665,0.826482590799337,0.351920086681552,0.218784767048004,0.00721484842058386,1,0.928809715069315,0.0766262106989432,0.147903340258028
0.827485936773519,1,0.35905245861839,0.301855626956732,0.964798187736842,0.289757600641753,0.121032662987573,0.018995699600784,0.191000079931688,0.86844591377576
0.380509150744926,0.127990868713796,0.0934761818830652,0.0219025180553873,0.0890319166869509,1,0.0700683053798494,0.280593159251555,0.0107930102940753,0.610075631205948
0.275465670345429,0.203217619672553,1,0.558921515680798,0.996574648898847,0.326121773034852,0.553495036439557,0.708245293203213,0.256667562889306,0.00161600687513184
0.388947728761907,0.298829387458504,0.300245418446582,0.106844182723929,1,0.151817699826811,0.101741635351108,0.0596606390672615,0.115865909454983,0.403761767133316
