"real.1","real.2","real.3"
0.492731062895029,0.453748459205812,1
1,0.0426180332647423,0.101250387726399
0.379944340511308,1,0.350628946737471
1,0.242672324547544,0.0317372031533373
0.467175635002344,1,0.136656114184888
0.84885896815923,0.39040945562449,1
1,0.467669852232321,0.121671993035451
1,0.361253020212485,0.218919982603283
0.0476480491567152,0.0553378449755691,1
0.0111936321629107,1,0.132629010717374
0.712638179932782,0.969708538789099,1
0.193467129653218,1,0.258368763171575
0.10787461026035,0.287905757694596,1
0.0161172537958348,1,0.655090901808919
1,0.176891253431218,0.0179346420447398
1,0.186668070513933,0.210912968108492
0.0185759218075437,0.657102944063649,1
1,0.388637158825055,0.608387505130377
0.336027859097337,1,0.271255971816252
0.256542395731216,1,0.79369620397023
0.0977467949573818,1,0.603724124124872
1,0.0406982674910049,0.560826602385091
1,0.258485563091098,0.222957919129456
0.915212091938184,1,0.000421117177769911
0.200370238346169,1,0.00826266105703049
0.734287030728225,0.192111960678716,1
0.0993192800527207,1,0.355517512295901
0.60129041848749,0.242741562083586,1
0.0215975290853862,0.594543739259007,1
0.000979851200186584,0.974422477047067,1
1,0.0462537867343289,0.549823744215303
1,0.0215680460256849,0.187665445600686
1,0.394169498121323,0.00528057576824782
0.170749070480332,1,0.571424276832147
0.0491348893338501,0.901241895391496,1
0.594630508231928,0.475890901980647,1
0.727612728913766,1,0.299852811500281
0.0362813186501409,1,0.970507961227051
1,0.416514322039469,0.0812209441016786
1,0.384443384466712,0.102006376454855
0.0128768688104909,0.49195635854409,1
1,0.353415301594452,0.176136504252763
1,0.47622636559889,0.11591204744824
0.0736014730123658,1,0.483957639853731
0.471254423583315,1,0.133560629540865
0.68412276252727,1,0.341105274213365
1,0.538778618108445,0.273906923225422
0.678656833461469,0.532628062994741,1
1,0.225281202414061,0.349121160355133
1,0.284907630879158,0.000488677728552699
0.125751392123032,0.587788210418443,1
1,0.194977898224506,0.583840194865599
0.114399537353092,1,0.572297371322953
0.115003176483455,1,0.79100407051185
1,0.659758352051018,0.367770183621296
0.524698002716793,1,0.176702033215978
1,0.0155607645282066,0.165364672413666
1,0.0223243232686778,0.074108231947983
0.226760253766982,1,0.0593564167113957
1,0.318148948791703,0.0842744579303541
0.0393525283510207,1,0.708320206091929
0.0443384031673716,0.218847212497728,1
0.119236902957927,1,0.778644857281499
1,0.412663216021423,0.741029215313765
1,0.557015518417516,0.481039381080188
0.0365008328758686,0.211683784276258,1
0.557562055697718,0.0743247084676946,1
0.126767542921434,1,0.731821727483291
1,0.0344960299516277,0.66499019651053
0.0169763632957972,0.575422225745249,1
0.0821006096604057,0.931109952087381,1
1,0.775140786422011,0.199367066617167
0.177138066114991,1,0.772667679987303
0.594217826413766,0.99609886603569,1
0.574124601584558,0.558295160019522,1
0.827485936773519,1,0.35905245861839
1,0.336367386863699,0.245660798695816
0.275465670345429,0.203217619672553,1
1,0.768302178829359,0.771942850527292
0.0765058687218636,0.352868820928901,1
1,0.461171648886964,0.0900112925281969
1,0.332842382779039,0.0120034202208252
0.0311712911323972,0.157660816570084,1
1,0.563581893522489,0.0409774244173575
0.0602750668209957,1,0.753593442569007
0.232118516560222,0.00143593273664852,1
1,0.144326708955013,0.87924126969539
0.241035052080863,0.0748475610054204,1
1,0.392006384052683,0.0458395373171539
0.396882761066056,1,0.624948335241222
1,0.222624274256856,0.589281137297985
0.041834058537879,1,0.325360112074034
1,0.461761279991486,0.186387891186929
1,0.412925336982186,0.430878594971329
0.996123481813583,1,0.360646694886644
0.359667892486644,1,0.827210201731173
1,0.0159108212857389,0.0102388421047335
0.778228287171757,1,0.631784957869563
0.960422619475628,1,0.337265237443939
1,0.616972681463216,0.0216521625058705
0.783511987660253,1,0.132877942274475
1,0.0960777360379184,0.0806795227577632
1,0.513249205743997,0.111748814319599
1,0.687704744362043,0.352057568049625
1,0.238635514136301,0.276143962450829
1,0.152205407681395,0.502442285497949
0.155247738793227,1,0.226094033878437
0.0885154076677583,0.62929048066718,1
0.225411097228283,0.296940399061884,1
0.0316054318159758,0.552989293463071,1
1,0.883374924694911,0.0770205238537724
0.0484165996671996,0.458237159242019,1
1,0.138706826759739,0.0915328747951129
0.434613877479218,0.784007287608493,1
1,0.610036279351946,0.0433365900330962
0.0419674805962997,0.506455669614147,1
0.519671213248412,1,0.0360277845152036
0.0131413089100999,0.982966917319587,1
1,0.0997662646433477,0.507288039481065
1,0.0186612111691945,0.0183878856994071
1,0.317898955400231,0.23497264109357
1,0.149896327500317,0.238461590300144
0.00491469007902828,0.382770385514836,1
1,0.271015223553395,0.368717144380285
1,0.129830436347351,0.13857396273871
1,0.221606520097118,0.00563596572545985
1,0.130548483687865,0.00145499448445981
0.466107773750171,1,0.875257662833541
1,0.400098806166899,0.381223009583562
1,0.396182851547241,0.616312951805899
1,0.0412562457076971,0.0168357861951364
0.394158233295336,0.499411696119136,1
1,0.24015656326852,0.175737818512342
1,0.58425837119222,0.222666155853784
1,0.514765785287458,0.314204434411881
1,0.477130222862126,0.626475126365599
0.472135159822528,1,0.93565648321719
0.0484245571265356,1,0.566831270984132
0.00747194606499052,0.302500908768625,1
0.236195914703343,0.864694029869813,1
1,0.148898208161717,0.486264516860134
1,0.156850269330055,0.529210704057813
0.176693033001962,1,0.720746944669538
1,0.0400799041110952,0.677486864343919
0.00379308230044928,1,0.383009283842593
1,0.0508450371358077,0.0807563053743808
0.0107484850613625,1,0.319486922734901
0.0637760225892691,1,0.220092177775074
0.00523229875081884,1,0.923502908367574
0.716373289382043,1,0.445437855007654
0.115278335059889,0.306506857209278,1
0.132168893043746,0.647014512182599,1
0.117745194809209,0.94430808258758,1
1,0.305527536086072,0.121072517531798
0.0347007294982324,1,0.397230405053186
1,0.0882068839563103,0.0131206525344418
0.170888725863033,0.13534506057267,1
0.047127120314735,0.343159023799835,1
1,0.0390080987394298,0.0598370537762225
1,0.454073301943776,0.575148802365728
1,0.320522068613954,0.0156007922377453
1,0.0562732235946792,0.0715339184601687
0.597987510861923,1,0.363562083373943
1,0.460654941848581,0.0988213875335579
0.552877595167803,1,0.709460169989493
1,0.539998971726785,0.703429216368227
0.0237053557139775,0.789037543708986,1
0.00966225498020828,0.127066222070138,1
1,0.581374093090029,0.469099104912784
0.00671877738415582,0.801158766165065,1
0.620831217393956,0.181653430144017,1
0.0783459379220304,0.795839536275997,1
0.0751461761062838,1,0.305965652312006
0.0649983129962778,0.237103425113001,1
0.246248897173822,0.0993628120958977,1
1,0.176098651796532,0.211727974058424
1,0.199094481438841,0.0499816107215819
0.50512012020425,0.920590857808905,1
0.185479934101448,1,0.453640434872613
0.496958966671075,0.724617912997619,1
0.010317630221298,1,0.578756303176724
1,0.0747114833533474,0.569328923057772
1,0.0850774004084564,0.19201042792612
1,0.0828563839078543,0.000322677260726567
0.0930715334047282,1,0.264996356172936
1,0.139157832042401,0.650820227819568
1,0.165831641141918,0.512495195682269
1,0.490796788794639,0.0543472847151319
0.800245126136475,1,0.259180298649647
0.128764073419093,1,0.345836186431745
0.588847023763034,1,0.378657627559906
0.830180292990459,0.288378207248819,1
1,0.0659093134903449,0.00217291335368743
1,0.228086897130049,0.182237184902566
1,0.0651049115487697,0.0292557431719927
0.374191714176029,1,0.664394471158494
0.0600471416327566,1,0.678167225843089
0.102038537938209,1,0.460677395510199
0.932981221674105,1,0.532189874910188
0.554882103263322,0.0561033219299731,1
0.500703564862112,1,0.262938029198307
1,0.759742039231464,0.27181814423436
0.152541603290593,0.334552991108147,1
1,0.275003849886679,0.166418243548496
1,0.00352155438746627,0.0512820496840325
1,0.00109144065191165,0.00223636081710637
0.132507141377829,1,0.383011144717962
1,0.201998509237783,0.755173677303103
1,0.406261878149155,0.319115192923452
1,0.0176055018580732,0.0430296650535485
0.0873322268199125,0.330332619625932,1
1,0.196830035940935,0.381161773519345
1,0.0338107917961899,0.355087369422085
0.0566472184240941,1,0.306937686595432
1,0.537007517661409,0.437147474377519
0.00169916259115609,1,0.326669277903552
1,0.105045936351299,0.144651915366923
1,0.526527921568388,0.32198299362526
0.172212274540581,1,0.621702512855473
0.405434246254442,0.0633287369412971,1
1,0.334930065210836,0.0216192148415777
1,0.345358901481262,0.916383339245374
1,0.026843639466263,0.405279998536223
0.0100007409515395,0.709224837246287,1
1,0.0337836355022456,0.025654024566101
1,0.119352547190553,0.244662653028872
0.337869568536461,1,0.881922414922517
1,0.400196045969023,0.0616629129210619
1,0.329898138395159,0.374299988794785
1,0.0363341900585525,0.202880232882011
1,0.168713150773141,0.273276308638821
0.0771311065792019,0.409145762932358,1
0.129989359994046,1,0.495108439465074
1,0.157453306553219,0.000698684412017414
1,0.0730192222980377,0.724544596962306
1,0.454812198506333,0.189199161826235
0.479853703858522,0.0985782385580014,1
0.224025851962187,1,0.32555032940334
1,0.273858975424989,0.332157335429244
1,0.113080086715434,0.496898697328497
0.0518791326678834,0.869659624908385,1
0.136735364206048,1,0.577095051863934
1,0.0147135409850656,0.0666951378872253
0.714704009478128,1,0.978077783694453
1,0.433422136336043,0.746506944016123
0.347937892878676,0.89371149686701,1
0.18531686652574,1,0.773696069564929
0.470615412135523,1,0.778555521235812
0.067563374591561,1,0.493153528983615
1,0.132238162840333,0.118279567160027
1,0.0365758222454666,0.272784730865639
0.0127810435214449,0.566518273839895,1
0.104289614953832,1,0.709031261001524
1,0.769097984474814,0.0823434988727464
1,0.31591652163031,0.544599551077923
0.247093701562178,0.0458960592090735,1
1,0.201738544074637,0.188028977474717
1,0.195958585390573,0.00373339730176431
0.437741149726701,1,0.628788772658349
1,0.168160032929832,0.0809970835943276
0.00955437178180469,1,0.203446912620034
1,0.106998803130468,0.0389248890065677
0.0863980974611829,1,0.905793994552603
1,0.00164911667319465,0.14853558420416
1,0.0847296970841898,0.275520240022238
0.219031737963806,1,0.407048621227339
1,0.362205104495233,0.0148342586073337
1,0.384997997733054,0.15495888968018
1,0.265646276018472,0.610513292701474
1,0.0778411106045891,0.252135927961932
0.0994481133378225,1,0.416518537460808
0.40612074680073,1,0.981214693382341
0.906739248110087,1,0.269601110727145
0.05702311469711,0.619788814172725,1
0.142081779716304,1,0.462816898270379
1,0.0956928324279877,0.0405121110196167
0.469549676610763,1,0.541683264898024
0.185020842319495,1,0.337832703025395
1,0.945555501085981,0.654288209645698
0.289696945951515,1,0.669428447330957
0.0612590603095323,1,0.0818559950040035
1,0.57929759400808,0.156168455792166
1,0.050021455177889,0.0152957528917272
1,0.096617222487643,0.00518372686958963
1,0.273463887339177,0.955578486182294
0.396064170952449,1,0.000340043699166121
1,0.856636478777514,0.423612893535113
0.0912478615900741,1,0.474116700093614
