"x","y","z"
4.35176429232842,0.690878836117119,1.35426936409406
11.2094429797869,2.93517849224761,3.13468888071306
7.7565435893269,2.04783578984445,0.285275458380289
4.05528256210119,1.60274714738209,2.11881600157974
4.38265403500388,1.52135558207658,1.48136805528139
4.57439585634893,2.30712442243717,1.66860168475081
5.11106215883112,2.11564137731537,1.77895446253606
5.57302069008958,0.611773641967735,4.231999341314
5.93592099755095,0.35408657883624,1.95421323673902
4.69423498785306,0.280430230802302,2.40294367494748
5.57829272932917,1.85173822664391,0.296663612909097
5.78183463862164,3.1242429093797,0.721426065987208
3.51961980161853,0.90414966935636,1.71736821537508
4.97020595420414,2.42584065064242,6.40076854893188
4.31818719360926,0.499921963344334,1.31831544984964
7.64694723615114,4.41842098334071,1.06642844274884
2.85286306544725,1.6466964792211,1.04704144028782
6.16513139861315,2.75580808552331,2.34793047733181
4.31672666228616,1.30799886109793,1.6641643389037
8.02203195086383,1.07394746731759,0.81273418170655
5.21070629117502,2.17179661767372,2.18384942616707
8.7418891686004,0.397363135228012,0.738293184480921
3.57155227852773,3.89790496153564,2.25258781918045
8.0247806210381,6.52025003766379,0.699280375864916
10.094481239322,4.98509887153094,2.82208750256358
8.59013148250224,1.07641836578038,3.55509688065663
6.50076162311973,1.52459446373669,1.96478727862571
5.51435649643483,1.22392049720533,0.12243404390309
6.36992479874073,0.664205133681122,1.40840084344265
5.32244869169791,0.522483634428359,2.91495728577091
3.49800068173408,0.549502286166528,3.21542527718755
7.90144423120035,3.6019998715409,4.07038778219954
7.05743828958791,1.58223452052325,0.794544962917961
7.21653150244599,2.40465036495851,1.53700116434764
4.80041715164211,0.628917825583093,1.23657561871322
6.41889815961705,3.48588304214941,1.31681437707105
4.05583166023122,2.21553709167513,1.55784785899554
4.44092546842402,3.42227427323536,0.793488735014787
6.24468222267412,3.20826758713317,3.25294626833671
5.15864395608802,1.60428168903389,0.681818043718763
6.3562762083725,0.974915306275386,1.17841693985438
5.43388315904893,2.34483454798313,2.14189836154792
11.7804996620822,2.22650830641557,1.48616929764287
5.08846379833924,6.07879429592417,2.37376743063778
6.55104959875444,2.3906275383832,2.22001397658895
3.52624656512232,4.41388313640068,3.60143648747398
4.82598113027923,1.67322928470871,3.65247460505463
4.93445941625243,0.278432959149352,0.234652166337989
3.93282462013064,4.06756361701444,0.846386920973949
6.18951261461082,2.87395889706854,4.97914499635252
6.99323655369351,5.23046743159558,4.99606931049502
6.42353322315931,3.67494257012496,0.793109659131172
10.7674090176104,2.57891201955517,1.42345655538972
8.70148591326578,1.80500353444173,3.24952253533756
4.77035454740676,2.30612574033276,4.06720608757489
3.24306247538445,1.26202997333687,0.277931848688013
6.34343694427747,0.968320229276938,0.847089687871941
7.10253709438505,2.84844717921808,3.50426475334453
2.95203072549512,0.765821958113136,0.998938998977913
6.42057500277031,3.38236892577552,3.42125534847237
3.1872758169728,0.117911295478577,1.1005010249706
4.00381291476003,7.13980429265931,1.43047663564178
5.71944929739416,3.63303451222029,0.114196572829402
2.96483613655334,0.278446445650604,1.16604476010362
7.6727302293906,0.742081344705747,3.45314627005046
7.97030238835741,0.631849996648048,1.60341962024486
6.9397967438431,1.27911073679842,0.472480851156181
10.0820887687938,0.50333728780254,2.70537022865386
8.11550750309753,2.57907389487921,0.787752307125855
7.79155549172943,0.313262651921655,0.212753593190355
7.84781993049486,1.41404512814815,3.68748799188362
4.17181888514245,0.182189011119995,5.05970753722515
4.25181363103758,4.26516795934646,1.77854777315965
4.31511176037008,1.52045346028085,1.80413579365773
2.37692140853516,0.768661913018534,5.48827121026543
5.07228298892862,0.707494657237259,0.136201789620404
4.80101782325299,1.4108531244098,1.22506916322045
6.86396105628865,1.72705270186494,2.79141237895512
7.88719429026945,1.73171950222924,1.63293034745725
4.47556067603398,0.688946435529227,1.75174938964432
8.61955807636204,4.02403524442657,2.21106668443129
5.73288445363464,5.38189348167916,1.59628687045644
4.4587598631733,0.279711221938811,0.356589953406521
10.0190883736909,2.06748144522663,6.02558773093579
5.16856641605665,2.44009694622375,1.36700289793636
6.93000600384402,0.679548627095283,0.697998884866217
4.57694348352091,2.66243133947587,2.95752160581543
3.89780827973288,0.479647047674011,2.39586013201468
9.32039970793764,0.549317304809293,2.32871628881126
5.35998707845005,4.50738845167329,0.477035055970311
4.38794215105604,4.70891258603651,1.34859462752607
6.2476614958427,1.06147587672082,0.504140266715413
4.35776920135199,0.813469379045233,3.31515736663404
5.75427398715596,2.21822702898261,2.39756944105436
12.0999739487086,0.560258429594791,0.550408270760713
4.79071984823604,1.95067866388024,1.11911316807433
7.53806825946435,0.356098239699395,4.20110206631965
5.78950662252712,4.37654283654478,0.272688772618191
6.48135537101626,0.761068075179286,2.40500619104884
6.16591461356683,2.19710942469862,2.98065185728107
7.329181079068,2.61510691195302,0.77758400393643
7.4213354851934,2.30529616786127,0.469422733386771
6.73610570409141,1.12358430483858,0.771417204636233
3.89253250465926,1.05538684768496,1.63645338881365
5.57204441058845,2.467869828649,1.53731292946157
2.42180860313709,3.07149202211482,3.30820269082914
4.96771033815882,2.27802076091558,1.09681993121487
5.41771307613455,4.17552658134264,6.79043690656879
6.44144075498855,1.23402055956388,2.95774002343963
2.9387950769094,3.33876714200851,5.19206620401755
4.02509122511759,2.82262104187235,3.8317254925475
14.0680896570643,5.28923853741379,2.55862839024347
8.36624864503137,0.656665374315012,3.04466267236182
5.78207836906298,1.88419021475639,0.440443012606476
8.48617152353729,2.38023426721326,1.1938699154547
4.46372434388279,1.75550495607182,2.05681387001061
3.93724923056385,1.66006566015789,6.63298838057721
5.06030373319145,1.94282987625783,2.57997602963899
9.03388884850103,1.2505692494701,0.852813379153126
4.35448671121843,0.407210244321803,1.32356644712577
6.26162600186303,2.11521363582591,2.7167665599254
8.4065748285749,3.75028081462033,0.219519190066988
6.52010498046564,0.609232166679419,2.82237393983261
2.68185512316503,0.891698757633116,1.93700946094446
2.8789327852502,2.48325003505429,0.39159111718378
5.03056755893417,2.11787733898796,2.66742541531854
5.49916534911186,4.56887070247461,2.1153907364323
1.78216078114246,0.560424196480821,0.628319472708301
7.68739409215289,1.35924687752953,3.82806688404796
6.22417544696703,2.01969971236143,1.60761553660964
2.46755184077036,3.76810596121792,0.902598873884613
9.20749312831129,1.27222108076065,3.75590196053678
6.73588269252059,1.35002046251093,0.372795885939259
9.91974105174803,4.39054800917219,1.43295621759794
6.01834768197223,1.21841028145149,1.95405778356409
6.50614112635755,1.30762714831332,2.34454166424617
4.83496564485671,1.72777975799759,1.11828689785779
7.0914945253363,3.10140788373868,5.85608180445625
8.21741359265206,4.19380684380864,1.1727969825607
6.43433531395434,1.53121596373214,0.448530776232882
6.49970303304553,1.37276413588388,4.62921986588437
9.5709466797489,3.93826749766863,5.97841676202258
5.20462976799977,2.32221514716764,3.40615711503305
8.7527948490365,3.9354248024298,2.20792002202326
3.21298966611256,3.0903429981061,1.2179824936495
4.52530582578084,1.15344988753924,2.03878230020683
6.41850050999826,0.65593850889369,4.73930505679369
2.29285002351774,1.60453834819031,2.89916518773025
8.74733885569718,0.63210979951044,3.02035570107243
5.64728051868872,6.27238991213292,1.78225076727722
6.97192158130499,1.32690167680444,0.399678378501863
7.9739536923634,2.25042602316778,2.27767123242536
3.06503793694546,0.447352229295794,1.31402706329698
6.27441003659504,0.200773065856626,3.80936201467364
5.82113981225683,0.941538433553479,1.65122732378406
9.01795696017714,1.42558117555752,0.562719025707824
4.92002107029268,0.930949404513932,2.18150786333634
5.8211647456942,6.00779838388584,1.81554851618787
8.80597942558551,2.59686406192282,1.31534803958931
9.01137052544203,4.24193537046432,1.36783483249343
2.25078333443767,4.65355879369605,0.890398022116993
5.33479825990505,3.06571989299073,1.89611594025116
15.2818611163326,1.6141555618178,0.78783035860201
9.34027375313898,1.25983536014461,0.419762789972608
4.80017530287457,5.19548123776136,0.654680764740965
11.641734572212,1.94106137249278,0.975208389105266
5.3523167905681,1.95574359958589,3.90603479000055
8.79325504911763,0.662982889279177,0.246551692801938
3.60557848786456,1.45745069713818,0.697796689565377
12.1158606074123,1.7001272378464,0.811613033245275
3.74411289195983,2.20584600680268,1.4018397659433
1.9840813109004,4.00189926166174,1.3344850805317
9.94909807554137,3.17396753006425,1.65518218553002
8.51873125958037,6.28217172942999,1.52169319614533
7.91876877695832,0.441255041901633,1.49093975821486
2.92502584985574,2.04433516885607,1.60594674583739
10.9305340266995,1.51843581377933,1.14827020801205
17.2201993618322,6.04105324998105,0.83558214530456
5.434922274891,1.13267104820695,3.46473365248613
6.0341064255751,2.32692658244663,2.12271076453891
7.44543950605941,2.40616631839238,1.50694634734614
7.31253525593235,2.64831303309934,1.68227899831946
3.42285304699444,2.27668631382755,2.49535006023112
4.78893257923408,0.7180717423811,2.86132796077009
8.59505845566944,2.92142892119112,0.783796985364134
13.8955812341657,3.45468862457424,1.12349644477027
8.5996291158618,1.45961257743158,2.11537155861941
4.67253148366466,0.15356503532014,1.73706556321478
3.59417038609582,2.72695335769097,2.51946648834502
5.32968906626943,1.39402753449162,0.810927470298657
4.62790123204961,1.17028999102934,1.0991752036767
5.11629405459927,1.99632096530082,0.0867541339854817
9.08801978838225,0.431726088320041,2.62818238625396
4.66010435666241,1.0640289879638,1.78899262697725
8.81682599276778,1.66582753099122,3.08956097755501
6.26411276298552,0.987993029827662,0.834741585392948
7.38138182712989,0.615214008487984,2.70808537490404
6.52073256040988,4.7079702101003,1.53436738341355
2.23739296360105,3.8375555360277,3.27211319898397
6.34863453390138,0.736573741781682,0.823671804133341
7.34939791214524,2.90496521672682,0.458204572452293
4.84894038048335,0.558249687678775,1.85493907290626
3.5606801704932,2.51851688093974,0.309604815768613
9.939807040131,0.790204561616607,1.1386277809918
