"V1","V3","V4","V5","V6","V7","V8","V9","V10","C3","C1","C2","C4"
252,15,457,62,3877,16,42,40,2868,1,1,2,0
60,10,366,15,4222,20,30,22,1948,1,1,2,0
625,24,319,97,1106,5,58,81,1240,1,0,2,0
17,12,170,4,3361,21,39,29,2366,0,0,2,0
34,13,180,3,1624,70,18,50,1426,1,1,3,1
401,14,90,15,430,48,43,1,3087,0,0,2,0
38,24,210,63,210,9,64,81,1063,1,0,2,0
272,15,301,19,811,12,39,43,1224,1,0,2,0
80,10,150,13,2954,16,23,20,2352,0,0,1,0
349,10,402,29,3030,48,4,38,3030,1,1,1,1
254,20,376,58,959,39,62,38,2383,0,0,2,0
336,18,404,95,750,9,25,37,3413,0,1,1,0
232,8,228,11,1706,26,29,12,5796,0,0,2,0
312,16,60,17,2460,59,1,50,1986,0,0,1,1
0,7,153,26,1872,24,26,12,1863,0,0,2,0
88,11,60,34,845,15,23,21,799,0,1,1,0
7,11,67,17,5074,40,4,28,4053,0,0,1,1
297,6,210,63,1358,26,26,7,1400,1,0,2,0
240,17,360,83,1481,78,33,42,2353,1,1,3,1
81,11,382,4,4819,51,35,11,216,1,1,2,1
22,4,95,22,3291,28,15,5,1370,0,0,1,1
145,6,365,15,2947,25,24,7,6649,1,0,2,0
206,9,30,31,1024,53,26,24,2110,0,1,3,1
179,7,85,29,994,24,25,10,2293,0,0,2,0
150,22,283,110,2338,34,6,9,659,1,0,1,1
245,8,60,29,1442,21,26,15,418,0,0,2,0
402,5,277,22,351,25,21,4,1249,0,0,2,0
281,4,242,25,1302,35,24,6,5535,0,0,2,1
125,2,558,42,1544,31,18,7,1260,0,1,2,1
135,24,170,46,2343,92,6,78,361,1,0,3,1
41,10,242,65,607,27,36,18,2037,0,0,2,0
112,14,400,7,1256,59,2,51,592,0,1,3,1
271,20,0,30,1425,50,62,24,1290,0,0,2,0
340,3,0,30,360,36,22,9,1240,0,0,2,1
182,7,150,36,1842,22,24,11,2312,0,1,2,0
4,2,511,19,5420,32,20,7,2118,0,0,2,1
113,6,285,20,2197,25,23,6,2226,0,0,2,0
76,10,67,17,3854,50,32,14,6337,0,0,3,1
233,21,170,2,1026,44,2,25,4715,0,1,1,1
267,12,212,29,1431,32,41,18,510,0,1,2,0
78,5,42,28,2847,34,10,18,2527,0,0,1,1
254,16,150,19,1377,13,43,46,2430,0,1,2,0
126,7,362,21,2089,22,18,6,1950,1,0,1,0
7,22,42,14,1768,90,49,35,2809,0,0,3,1
265,16,420,30,577,8,34,44,2071,1,1,1,0
115,25,67,15,3277,22,73,74,5022,0,0,2,0
78,23,85,8,1731,26,11,9,2374,1,0,1,0
18,14,268,16,2051,21,43,36,2147,1,0,2,0
264,13,0,30,1994,13,30,32,451,0,0,2,0
5,8,362,30,864,26,30,13,2315,0,0,2,0
204,12,127,10,5635,60,6,50,3042,0,1,3,1
70,13,319,38,859,58,35,19,872,1,1,3,1
30,15,170,21,2694,73,8,62,2313,1,0,3,1
61,27,376,161,379,19,78,87,1290,1,1,2,0
908,9,30,31,518,29,34,14,537,0,0,2,0
82,17,30,20,875,78,36,38,1570,0,0,3,1
3,8,201,23,4920,35,31,3,2156,0,1,2,0
117,14,285,13,3075,10,31,37,1909,1,1,1,0
294,16,120,15,3245,9,27,36,2388,0,0,1,0
135,14,85,14,2030,63,37,22,2976,0,0,3,1
211,16,30,20,1362,21,11,6,2181,0,0,1,0
20,7,841,111,1343,52,10,39,1819,0,1,3,1
108,11,690,125,5883,16,20,18,5336,1,1,1,0
55,10,242,20,3649,23,34,21,5944,0,1,2,0
32,14,85,16,376,21,43,36,1500,0,1,2,0
168,14,480,47,671,60,39,17,641,0,0,3,1
212,7,210,20,2067,24,26,11,2591,0,0,2,0
294,3,60,21,1353,42,18,20,90,0,0,3,1
324,8,510,84,4481,54,11,40,1034,1,1,3,1
256,6,270,14,5465,26,26,7,2742,0,1,2,0
408,12,511,64,3435,60,5,50,1434,1,1,3,1
11,11,0,30,2460,51,4,42,247,0,0,1,1
28,6,95,23,1604,24,23,7,918,0,1,2,0
193,8,0,30,268,38,32,0,2522,0,0,2,0
72,18,42,22,3371,16,50,51,1865,0,0,2,0
166,11,480,36,646,47,37,4,582,0,0,2,1
6,5,295,9,4453,37,26,6,6193,1,1,2,1
230,15,30,25,2394,52,45,1,2203,0,0,2,0
93,10,180,17,882,19,30,23,150,0,0,2,0
33,24,127,3,5348,3,53,77,4155,0,0,2,0
283,21,180,3,1061,6,50,67,541,1,0,2,0
22,18,127,3,1493,7,39,53,2663,1,0,2,0
59,11,579,17,2083,32,6,17,2376,1,1,1,1
137,9,750,88,6173,27,10,8,3100,0,1,1,1
188,10,192,16,1146,61,12,47,1560,0,1,3,1
101,10,67,26,2058,35,6,21,2382,0,0,1,1
32,6,418,16,3645,34,28,0,5574,1,1,2,0
65,14,513,101,5759,13,21,24,4200,1,1,1,0
185,3,67,30,1972,42,12,26,2125,0,1,3,1
77,15,531,87,5450,40,2,27,845,1,1,1,1
42,20,510,135,514,10,52,63,853,1,1,2,0
359,9,212,14,492,38,33,1,997,0,0,2,0
204,19,150,15,2579,68,50,12,2172,1,0,3,1
34,9,95,9,1207,58,13,42,1727,0,0,3,1
78,6,553,1,690,28,26,5,1353,0,0,2,0
311,11,180,48,1503,16,24,21,1434,1,1,1,0
11,16,335,42,3344,16,46,46,2291,1,1,2,0
292,16,560,119,1184,50,48,6,1896,1,1,2,0
164,21,738,251,1595,49,1,31,511,1,1,1,1
377,27,0,30,1574,52,4,25,1395,0,0,1,1
109,9,180,1,2219,57,23,31,1825,1,0,3,1
157,31,408,63,2216,69,4,38,1687,0,0,1,1
247,12,552,66,5972,53,3,44,2419,1,1,1,1
62,8,234,14,4034,56,15,39,1282,1,1,3,1
49,4,671,108,1271,28,22,1,2290,1,1,2,0
