"V1","V3","V4","V5","V6","V7","V8","V9","V10","C3","C1","C2","C4"
45,9,277,30,4618,22,31,19,4953,0,1,2,0
155,16,212,49,3439,8,28,39,5886,1,0,1,0
64,8,242,26,1201,40,30,5,2197,0,0,2,1
163,17,335,15,955,75,37,34,1138,0,0,3,1
306,11,277,49,454,60,29,27,1693,0,0,3,1
2,11,330,37,3203,23,36,23,2379,1,0,2,0
283,22,30,23,1852,77,60,8,1590,0,0,3,1
17,12,170,4,3361,21,39,29,2366,0,0,2,0
401,14,90,15,430,48,43,1,3087,0,0,2,0
72,28,600,162,2101,22,20,29,1917,1,0,1,0
148,22,60,26,1318,74,0,62,1578,0,0,1,1
331,9,124,23,1063,35,33,5,1624,0,0,2,0
254,20,376,58,959,39,62,38,2383,0,0,2,0
222,23,430,16,2220,73,63,0,1316,0,1,2,0
328,37,60,10,1692,7,97,137,1224,1,0,2,0
157,16,242,37,2739,8,33,44,1345,1,1,1,0
144,19,361,22,1047,69,50,12,3322,0,1,3,1
144,5,511,73,2250,41,9,27,1587,0,1,1,1
37,8,0,30,1782,39,32,2,1413,0,1,2,1
240,17,360,83,1481,78,33,42,2353,1,1,3,1
20,14,108,3,6258,56,2,48,4602,0,0,1,1
147,18,60,43,1907,11,46,54,1563,0,0,2,0
30,18,470,126,484,8,45,57,932,1,1,2,0
35,12,67,19,819,14,28,28,2496,0,1,2,0
50,33,469,267,2202,104,6,76,1273,1,1,1,1
205,21,451,32,2162,81,53,20,1383,0,1,3,1
343,17,309,25,1140,25,51,41,1180,1,0,2,0
381,11,180,19,768,20,34,26,883,0,0,2,0
250,19,395,77,1260,77,47,24,1711,1,1,3,1
327,12,404,100,708,14,24,25,3391,0,1,1,0
8,14,604,77,2161,48,43,1,1302,1,1,2,0
73,12,90,24,2791,62,30,29,2413,0,0,3,1
68,6,430,33,2643,27,13,5,1591,1,1,1,1
74,10,0,30,1433,45,35,6,2295,0,0,2,1
343,24,361,137,892,16,67,75,930,1,0,2,0
6,3,162,28,1590,34,12,16,182,0,1,1,1
213,29,480,101,1991,20,23,37,1290,1,1,1,0
76,10,67,17,3854,50,32,14,6337,0,0,3,1
243,9,201,2,2513,23,31,18,902,1,0,2,0
47,11,0,30,1455,53,32,18,1423,0,1,3,1
78,5,42,28,2847,34,10,18,2527,0,0,1,1
208,13,342,30,5757,59,4,50,2565,1,1,3,1
44,14,300,16,1922,74,21,51,1516,1,1,3,1
7,22,42,14,1768,90,49,35,2809,0,0,3,1
265,16,420,30,577,8,34,44,2071,1,1,1,0
58,8,283,4,5221,21,17,7,5872,0,1,1,0
72,8,182,20,930,20,18,8,376,1,1,1,0
61,27,376,161,379,19,78,87,1290,1,1,2,0
189,12,277,26,2195,16,18,16,1908,0,1,1,0
141,28,180,32,1933,62,3,37,1410,0,0,1,1
41,10,430,33,1980,51,32,16,1387,1,0,3,1
144,16,30,14,2806,25,50,38,4568,0,0,2,0
50,13,85,14,4096,63,33,26,5997,0,0,3,1
55,14,270,36,4308,15,38,37,2349,0,1,2,0
277,10,745,121,6218,60,11,47,1516,1,1,3,1
194,15,42,23,3124,58,44,8,6189,0,0,2,1
117,14,285,13,3075,10,31,37,1909,1,1,1,0
294,16,120,15,3245,9,27,36,2388,0,0,1,0
132,15,127,2,3241,11,37,43,5076,0,0,2,0
290,6,685,73,618,51,13,36,713,1,1,3,1
197,7,300,27,1972,42,28,10,1982,1,0,2,1
3,15,150,19,942,12,36,41,2089,0,1,2,0
32,14,85,16,376,21,43,36,1500,0,1,2,0
94,9,108,7,6180,41,33,2,3350,0,1,2,1
294,3,60,21,1353,42,18,20,90,0,0,3,1
256,6,270,14,5465,26,26,7,2742,0,1,2,0
222,11,42,25,1230,61,29,30,2338,0,1,3,1
409,14,240,21,914,11,29,34,3719,0,1,1,0
72,18,42,22,3371,16,50,51,1865,0,0,2,0
48,25,175,66,1292,52,3,28,569,0,1,1,1
13,15,631,111,1218,27,48,34,2571,1,0,2,0
151,27,499,21,1477,14,76,91,3087,0,1,2,0
81,4,488,68,5521,27,18,2,1581,1,1,1,1
216,6,30,36,1712,50,18,29,4149,0,0,3,1
95,21,309,12,900,4,43,63,552,1,0,2,0
22,18,127,3,1493,7,39,53,2663,1,0,2,0
188,10,192,16,1146,61,12,47,1560,0,1,3,1
232,5,150,16,1830,32,26,1,3762,0,0,2,0
83,12,30,34,3608,36,41,13,5639,0,0,2,0
129,13,417,6,1812,23,40,29,1703,0,0,2,0
429,25,67,3,1101,71,73,15,1380,0,0,2,0
199,23,67,26,1179,18,16,22,924,0,1,1,0
29,17,212,40,1440,67,44,18,1742,1,1,3,1
42,20,510,135,514,10,52,63,853,1,1,2,0
94,12,702,79,3072,24,39,26,1571,1,0,2,0
338,20,339,4,1140,25,62,54,1224,0,0,2,0
311,11,180,48,1503,16,24,21,1434,1,1,1,0
251,18,324,58,2761,63,50,7,2483,0,0,3,1
88,11,360,31,1328,46,37,3,2412,1,1,2,1
164,21,738,251,1595,49,1,31,511,1,1,1,1
10,13,660,51,2635,50,2,40,1752,1,0,1,1
325,17,218,56,1027,10,44,52,1072,0,0,2,0
130,15,95,18,2016,12,39,43,1697,0,0,2,0
31,14,124,5,3880,51,42,3,1207,0,1,2,1
229,9,67,29,1198,18,27,20,607,0,0,2,0
140,12,430,32,1771,20,36,28,2789,0,0,2,0
62,8,234,14,4034,56,15,39,1282,1,1,3,1
228,13,420,32,1034,26,41,26,2061,0,0,2,0
49,4,671,108,1271,28,22,1,2290,1,1,2,0
128,5,564,151,1626,26,23,5,1273,0,1,2,0
386,17,1129,202,3649,74,4,64,2482,1,1,3,1
211,17,366,77,2242,75,37,35,1075,1,1,3,1
6,14,391,28,2164,35,46,20,2024,1,0,2,0
165,13,0,30,2916,43,42,6,335,0,0,2,0
129,10,450,33,1507,30,35,14,2353,1,1,2,0
324,11,510,84,4441,62,10,49,1114,1,1,3,1
162,15,437,9,1681,15,41,42,1731,0,0,2,0
50,28,361,140,1570,91,3,72,430,1,1,1,1
256,11,365,36,2484,30,7,12,900,1,1,1,1
312,6,42,25,5362,23,17,3,569,0,1,1,0
21,7,42,30,4195,30,30,8,2262,0,1,2,0
307,20,443,140,924,37,63,41,1860,1,1,2,0
70,15,95,14,3899,12,40,44,6181,0,0,2,0
260,18,67,12,1911,11,46,54,331,0,0,2,0
213,15,324,3,3629,11,23,30,3152,1,1,1,0
338,12,162,4,1423,51,3,41,1471,0,0,1,1
142,15,467,52,1740,25,47,35,2512,0,0,2,0
476,29,228,62,618,21,86,96,661,1,0,2,0
55,12,90,22,4226,55,35,16,920,0,1,3,1
206,15,371,71,295,9,30,38,1626,1,1,1,0
174,9,361,42,4875,25,31,15,270,1,1,2,0
191,6,134,27,2268,37,9,22,1928,0,1,1,1
7,17,277,16,2287,13,46,50,612,1,0,2,0
41,17,300,1,1883,44,54,20,3210,0,1,2,0
97,22,366,107,2240,3,43,66,1546,1,1,1,0
52,18,150,6,2289,67,49,11,2037,0,1,3,1
201,22,192,26,2881,81,2,69,324,1,1,3,1
103,7,170,20,1987,55,15,37,1670,0,1,3,1
91,8,450,25,1875,41,30,6,1250,1,0,2,1
328,11,256,19,659,17,32,28,2347,1,0,2,0
157,7,85,26,4116,29,28,7,2895,0,1,2,0
248,14,342,25,1471,26,46,31,865,0,0,2,0
183,12,124,24,1318,30,41,21,2601,1,0,2,0
42,17,30,40,2379,19,12,11,1699,0,1,1,0
30,13,124,9,2047,12,32,34,2789,0,1,2,0
226,6,210,15,1894,35,9,19,4137,0,0,1,1
62,13,162,8,3830,14,21,22,3403,1,0,1,0
259,14,67,21,1423,50,43,0,1777,0,0,2,0
182,12,488,28,256,35,40,13,949,1,0,2,0
84,8,474,19,2866,48,27,17,582,1,1,3,1
328,18,150,15,1591,27,57,45,1968,0,0,2,0
36,6,124,14,1943,41,27,10,1357,0,1,2,1
251,7,360,52,636,47,8,34,2126,0,1,3,1
2,14,124,1,2736,67,32,32,1203,0,1,3,1
140,10,339,13,2394,16,24,21,2636,1,0,1,0
4,11,30,38,1237,31,37,15,2315,0,1,2,0
236,9,242,27,819,37,34,3,1168,0,0,2,0
158,4,661,18,755,44,20,21,890,1,1,3,1
88,11,331,14,4948,18,33,28,3631,1,1,2,0
68,10,162,25,170,46,35,6,430,1,0,2,1
29,16,268,16,5359,43,1,30,3395,1,1,1,1
23,2,0,30,1256,33,19,9,1150,0,1,2,1
277,15,655,142,579,13,39,42,1801,1,1,2,0
63,28,658,69,4230,9,31,55,1610,1,0,1,0
190,10,382,2,1048,46,32,8,2581,0,1,2,1
227,22,306,7,1338,57,67,22,2680,1,0,2,0
88,37,853,99,4149,127,13,89,1276,0,1,3,1
34,18,60,23,1532,22,11,7,2493,0,1,1,0
114,17,242,19,2584,83,27,54,1811,1,0,3,1
16,13,67,13,5687,58,35,20,4123,0,1,3,1
31,19,309,14,4878,90,22,66,1895,1,1,3,1
45,20,60,11,5613,10,52,63,959,0,0,2,0
378,21,42,16,781,4,35,55,3320,0,0,1,0
225,4,0,30,5555,47,16,27,2040,0,1,3,1
23,14,474,29,767,55,40,10,1895,1,1,3,1
23,4,30,32,3553,29,22,1,1539,0,0,2,1
322,11,888,57,1542,44,37,2,2666,1,1,2,1
45,12,150,26,1530,67,18,47,1572,0,0,3,1
96,12,240,23,1291,27,8,8,576,0,1,1,1
247,12,339,37,899,47,38,3,2886,1,0,2,1
264,9,390,19,5937,59,15,42,2475,1,1,3,1
209,16,95,11,335,50,49,8,2488,0,0,2,0
43,11,201,11,1248,17,31,27,2448,0,0,2,0
146,14,42,24,1992,59,3,50,1851,0,0,3,1
49,11,408,33,5527,37,5,23,3384,1,1,1,1
40,17,283,54,2226,61,1,52,1253,1,1,1,1
272,18,30,27,1698,59,51,1,6428,0,0,2,1
94,7,644,180,2058,21,21,9,2801,1,1,1,0
24,18,150,8,5573,24,55,46,1315,1,1,2,0
167,18,162,22,2525,20,12,10,2419,1,0,1,0
204,8,150,21,1548,41,30,6,1100,0,1,2,1
142,2,242,21,481,32,16,10,1324,1,1,1,1
204,8,1290,173,3001,29,31,11,1499,1,1,2,0
146,6,516,77,2377,50,18,28,1528,0,1,3,1
57,35,30,47,997,1,66,112,1538,0,1,1,0
185,7,30,30,2795,37,7,24,2067,0,0,1,1
97,6,95,23,2877,25,22,5,1452,0,1,2,0
155,27,108,20,1919,58,2,34,2532,0,0,1,1
38,9,837,93,1449,58,20,36,2001,0,1,3,1
214,5,524,71,5155,40,23,13,878,1,1,2,1
178,10,446,38,1687,30,35,14,655,1,0,2,0
257,9,234,34,418,53,7,42,2176,1,1,3,1
303,9,755,31,1507,30,34,12,2521,1,1,2,0
9,9,0,30,3612,30,33,11,2603,0,1,2,0
264,17,516,4,2251,59,50,1,1209,1,1,2,1
80,18,212,35,2125,59,0,49,1825,1,0,1,1
772,4,0,30,1129,45,17,24,759,0,0,3,1
129,40,150,49,2131,4,97,142,400,1,0,2,0
130,24,713,228,722,6,61,82,1717,1,1,2,0
54,8,365,36,1797,54,24,27,677,1,1,3,1
159,13,190,8,4924,24,42,29,1092,0,1,2,0
2,30,67,18,573,7,78,105,1698,0,0,2,0
681,31,0,30,1486,55,97,66,977,0,0,2,0
45,6,300,9,5910,35,27,3,4093,1,1,2,1
99,29,228,65,3463,19,23,38,1082,1,1,1,0
345,15,404,34,3144,43,49,15,3208,1,1,2,0
24,8,726,95,518,45,28,13,1383,1,1,2,1
127,6,323,39,5758,48,23,22,4603,1,1,3,1
283,9,60,29,573,40,33,0,1452,0,0,2,0
51,13,67,28,1565,31,43,22,1318,0,1,2,0
191,11,402,41,2448,39,38,5,1909,1,0,2,0
286,25,360,174,876,105,46,53,1249,1,0,3,1
261,15,0,30,1538,9,32,40,1082,0,0,1,0
127,16,371,46,2638,18,48,46,1997,1,0,2,0
12,15,120,3,3152,60,42,13,2184,0,1,3,1
158,6,270,78,2910,26,26,7,6391,1,0,2,0
268,22,182,18,2356,33,66,51,815,1,0,2,0
169,32,300,86,1020,137,36,90,1480,1,0,3,1
318,20,120,2,2100,53,60,18,1571,0,0,2,0
27,3,127,16,1448,42,18,20,283,0,1,3,1
14,9,212,23,1756,49,30,15,2491,1,0,3,1
232,11,228,6,1414,32,38,14,1500,0,0,2,0
441,9,124,23,1019,18,21,15,4347,0,0,1,0
22,7,30,32,2252,22,18,6,1682,0,1,1,0
70,12,268,7,3805,33,41,17,6395,0,0,2,0
27,18,579,65,1827,10,45,54,2782,1,0,2,0
291,3,153,34,467,31,15,10,1436,0,0,1,1
76,19,443,56,841,70,51,12,797,1,0,3,1
257,22,458,216,443,26,10,7,886,1,0,1,0
236,21,240,66,1879,66,0,54,1487,1,0,1,1
352,22,384,18,1115,26,66,60,1173,0,0,2,0
22,12,175,3,1855,17,35,30,2730,0,1,2,0
205,15,313,31,933,67,38,25,1950,1,0,3,1
15,25,404,67,1170,101,55,39,1048,1,0,3,1
134,7,42,30,2839,49,8,37,1360,0,1,3,1
213,6,210,36,2958,26,25,7,1041,1,1,2,0
161,3,0,30,1826,40,20,16,2783,0,0,3,1
149,8,693,32,967,54,20,32,992,0,1,3,1
204,9,474,57,660,21,27,17,1371,1,1,2,0
24,14,285,15,2089,68,33,32,811,1,0,3,1
6,11,150,20,4641,23,36,23,3520,0,1,2,0
