"V1","V3","V4","V5","V6","V7","V8","V9","V10","C3","C1","C2","C4"
217,8,240,30,2283,19,24,15,4420,0,0,2,0
37,24,67,6,6173,97,51,40,4510,1,0,3,1
342,9,631,97,977,44,31,8,2188,1,1,2,1
68,15,576,147,582,20,46,40,2440,1,0,2,0
315,7,470,55,793,23,17,3,3048,0,1,1,0
2,11,330,37,3203,23,36,23,2379,1,0,2,0
247,37,67,29,1575,121,12,83,1194,0,0,3,1
286,11,350,31,4135,15,27,24,1253,1,1,2,0
90,15,433,48,4286,16,43,43,1790,1,1,2,0
6,16,190,7,3376,69,38,26,2589,1,0,3,1
124,10,573,10,1442,63,20,40,858,1,1,3,1
241,10,335,31,1415,48,32,11,1518,1,0,2,1
22,12,150,14,4748,47,39,2,2268,0,1,2,1
184,13,190,17,2431,59,4,50,421,0,1,3,1
148,22,60,26,1318,74,0,62,1578,0,0,1,1
331,9,124,23,1063,35,33,5,1624,0,0,2,0
53,12,95,25,1487,34,41,16,2717,0,0,2,0
186,9,210,30,1702,34,33,6,553,1,0,2,0
98,12,524,77,4260,41,40,7,2208,1,1,2,0
76,24,150,68,5357,3,37,62,4355,0,0,1,0
7,15,685,131,1226,35,48,24,2534,1,1,2,0
359,10,95,4,990,23,12,0,324,0,0,1,0
170,11,212,6,1458,64,21,41,2408,0,0,3,1
324,3,366,16,1060,38,11,21,2405,1,1,1,1
224,17,446,81,390,8,31,42,1852,1,1,1,0
325,18,700,53,1591,30,57,41,2428,1,1,2,0
237,18,60,5,1290,29,56,41,2188,0,0,2,0
184,8,42,25,2704,20,26,16,4579,0,0,2,0
196,9,242,9,5356,31,34,11,979,0,1,2,0
111,9,285,11,1532,23,13,0,1315,1,0,1,0
95,13,466,60,1974,21,41,32,1655,1,1,2,0
16,20,450,19,5584,74,1,64,4050,1,1,3,1
35,12,67,19,819,14,28,28,2496,0,1,2,0
20,13,457,104,674,12,26,30,1318,1,0,1,0
74,10,0,30,5449,18,30,23,787,0,0,2,0
265,18,127,18,2250,31,55,38,849,0,0,2,0
361,33,390,156,706,131,73,44,1259,1,0,3,1
124,8,95,23,1262,23,28,14,2058,0,1,2,0
381,11,180,19,768,20,34,26,883,0,0,2,0
217,2,190,30,2110,34,20,8,6674,0,0,2,1
250,19,395,77,1260,77,47,24,1711,1,1,3,1
73,12,90,24,2791,62,30,29,2413,0,0,3,1
286,32,67,0,426,101,5,76,1441,0,0,1,1
6,3,162,28,1590,34,12,16,182,0,1,1,1
124,19,192,19,2571,92,26,63,1865,1,0,3,1
259,22,450,8,3471,26,10,7,878,1,1,1,0
87,26,309,36,2184,115,34,75,510,1,0,3,1
223,6,391,5,3247,49,11,34,973,0,1,3,1
321,8,0,30,2100,29,31,11,1040,0,0,2,0
78,6,175,4,4220,35,27,3,4015,0,1,2,1
203,6,240,8,1127,24,24,9,2240,0,0,2,0
92,23,42,13,4808,7,28,48,2962,0,1,1,0
195,19,983,229,2761,46,60,26,2165,1,1,2,0
141,28,180,32,1933,62,3,37,1410,0,0,1,1
127,5,108,33,3711,38,25,8,1806,0,1,2,1
327,13,90,9,1749,67,26,40,4493,0,0,3,1
165,2,182,0,2337,41,14,23,2134,0,1,3,1
18,5,190,32,1836,27,23,3,1343,0,1,2,0
225,6,30,35,2584,27,14,4,2335,0,0,1,1
194,15,42,23,3124,58,44,8,6189,0,0,2,1
488,7,60,22,604,22,25,12,1560,0,0,2,0
101,24,443,172,1172,76,68,3,595,1,0,2,0
224,7,256,23,1560,29,10,11,771,0,0,1,1
147,9,503,13,390,50,6,39,1302,0,1,3,1
183,11,618,2,309,45,4,34,1682,1,1,1,1
324,7,285,38,362,21,19,7,1561,1,0,1,0
396,20,750,29,4031,36,4,14,1661,1,1,1,1
285,21,277,34,1396,61,61,10,2820,1,0,2,0
101,11,240,14,2687,22,36,25,4153,1,0,2,0
290,6,685,73,618,51,13,36,713,1,1,3,1
45,10,268,74,1570,63,14,46,942,1,1,3,1
198,8,60,30,371,29,32,11,2270,0,1,2,0
172,7,124,4,1728,45,26,15,2631,0,0,3,1
177,17,268,14,5750,77,7,66,2202,1,1,3,1
137,7,309,80,1989,52,21,29,2106,0,1,3,1
222,11,42,25,1230,61,29,30,2338,0,1,3,1
69,11,90,34,1851,24,37,24,2022,0,0,2,0
301,15,531,70,1138,10,32,39,3811,1,0,1,0
243,7,134,3,1710,30,30,8,6316,0,0,2,0
326,19,67,25,2240,49,58,20,1366,0,0,2,0
14,14,67,29,930,11,32,36,1635,0,1,2,0
5,38,212,91,1323,35,118,125,1015,1,1,2,0
9,12,285,17,4517,52,37,10,1806,0,1,2,1
86,25,212,31,3711,25,13,13,1438,1,0,1,0
26,18,212,69,1782,74,3,64,1114,1,0,3,1
345,10,180,42,1600,23,34,21,1897,1,0,2,0
95,21,309,12,900,4,43,63,552,1,0,2,0
159,15,150,14,2969,9,32,41,2680,1,0,1,0
71,12,90,30,1392,42,39,4,1146,0,1,2,0
136,22,1168,152,3211,26,10,5,1425,1,1,1,0
35,10,30,27,4067,18,19,13,2190,0,1,1,0
6,18,85,20,3552,6,31,45,2769,0,1,1,0
180,14,309,42,840,11,31,35,1572,1,1,2,0
120,25,124,4,1860,69,0,52,2221,1,0,1,1
129,13,417,6,1812,23,40,29,1703,0,0,2,0
429,25,67,3,1101,71,73,15,1380,0,0,2,0
231,20,255,32,757,5,31,49,612,1,1,1,0
136,11,360,15,3523,15,24,22,4980,1,1,1,0
