"V1","V3","V4","V5","V6","V7","V8","V9","V10","C3","C1","C2","C4"
9,17,108,10,4127,8,28,39,5135,0,1,1,0
144,5,589,48,5563,42,24,14,3613,1,1,2,1
315,22,376,107,732,50,68,33,446,1,0,2,0
24,11,127,1,3639,17,19,15,2806,0,1,1,0
459,7,335,1,708,24,26,10,741,0,1,2,0
218,11,277,1,1254,23,35,23,2156,0,0,2,0
259,27,379,46,2197,60,2,37,1770,1,0,1,1
224,2,180,11,2184,37,13,19,2497,0,1,1,1
202,18,212,0,1044,65,0,55,1489,0,1,1,1
32,19,108,8,4021,63,55,0,2700,0,0,2,0
26,10,446,10,5514,53,6,43,3688,1,1,3,1
33,4,330,37,3343,36,23,8,2135,1,1,2,1
81,9,424,49,2010,17,24,18,2941,1,0,1,0
60,17,85,4,3270,7,33,46,2591,0,0,1,0
31,17,228,23,570,18,49,47,2591,0,1,2,0
218,11,234,3,2290,24,11,2,752,0,1,1,1
196,14,713,87,6132,66,5,56,1490,1,1,3,1
14,5,268,42,1073,27,23,3,2192,0,1,2,0
103,18,182,21,607,8,42,53,1082,1,0,2,0
36,5,295,49,1482,28,23,3,1742,0,1,2,0
135,7,60,23,2433,22,20,7,1752,0,0,1,0
63,11,60,20,1218,63,23,38,1874,0,1,3,1
83,14,319,160,1764,60,3,52,1570,1,0,3,1
531,26,366,100,469,39,81,63,1033,1,0,2,0
340,30,134,80,582,2,46,81,3748,0,1,1,0
65,17,108,13,1825,7,33,46,1725,0,0,1,0
294,10,256,37,582,44,34,4,1771,0,0,2,1
61,10,212,23,2800,19,30,22,2079,1,0,2,0
40,17,30,22,424,86,21,62,1724,0,1,3,1
369,56,42,189,2971,27,123,142,1308,1,1,1,0
197,22,480,40,1354,71,62,2,2227,1,1,2,0
7,23,424,105,451,6,58,78,1471,1,1,2,0
125,10,270,6,1954,23,11,1,1138,0,0,1,1
202,11,382,12,268,35,38,11,966,1,0,2,0
170,3,547,12,1140,42,17,21,1205,0,1,3,1
62,5,300,1,3834,27,23,4,1842,0,1,2,0
63,9,511,8,540,23,32,18,1276,1,0,2,0
418,16,30,27,391,44,50,15,3126,0,0,2,0
340,10,90,36,914,17,23,18,2210,0,0,1,0
234,19,335,35,212,8,26,41,4401,1,1,1,0
231,12,108,8,1678,66,20,45,1224,1,0,3,1
258,19,400,33,865,20,57,55,1195,0,1,2,0
165,28,511,7,1516,18,81,91,3152,0,1,2,0
218,23,0,30,170,15,64,71,1406,0,0,2,0
146,13,42,27,993,26,8,6,1660,0,1,1,1
7,23,201,23,792,20,66,68,633,0,0,2,0
65,14,691,65,5894,59,2,50,3645,1,1,3,1
78,8,569,16,5316,34,32,4,5488,1,1,2,0
66,7,404,25,277,52,14,36,1460,1,1,3,1
191,17,162,25,2134,7,30,43,2142,0,1,1,0
68,17,162,1,5117,21,51,46,4136,0,1,2,0
278,3,255,42,6116,38,12,21,1293,0,1,1,1
215,12,300,42,1200,32,41,18,1624,1,1,2,0
33,17,666,164,726,58,50,0,1315,1,1,2,0
165,13,108,1,1381,69,23,44,2981,0,1,3,1
174,20,180,21,1563,16,16,23,2359,1,0,1,0
137,11,162,1,825,46,37,3,2356,1,0,2,1
108,12,295,23,1172,33,41,18,1213,1,1,2,0
52,16,30,24,4319,29,6,9,1383,0,0,1,1
183,9,182,10,1987,59,21,36,2489,0,1,3,1
158,5,67,28,391,35,26,4,947,0,0,2,1
127,11,624,163,6364,50,34,11,3708,1,1,2,1
17,5,384,3,4297,32,26,0,6307,1,0,2,0
283,4,120,22,150,30,23,1,644,0,0,2,1
167,21,153,62,1289,97,29,64,598,1,0,3,1
334,21,60,16,1403,63,60,6,1022,0,0,2,0
34,11,446,19,1633,16,22,19,2767,1,0,1,0
30,8,134,20,4710,20,24,15,1572,0,0,2,0
109,14,108,5,2356,18,41,38,2971,0,0,2,0
294,16,319,15,534,49,50,10,350,1,0,2,0
210,14,270,43,1158,45,44,6,2109,1,0,2,0
154,23,212,42,513,12,22,36,1190,1,1,1,0
3,18,85,12,2691,76,4,65,2059,0,1,3,1
26,11,247,3,4928,17,18,14,6436,1,1,1,0
72,6,402,5,1421,51,20,28,2122,1,1,3,1
68,10,0,30,3818,18,27,21,5354,0,1,2,0
2,25,67,1,2620,66,0,49,1805,0,1,1,1
227,21,255,42,2730,56,62,18,2389,0,0,2,0
59,18,531,195,674,77,42,31,1368,1,1,3,1
201,9,417,15,1405,26,32,15,2296,0,0,2,0
46,6,90,24,2151,25,22,5,2741,0,0,2,0
170,11,351,19,677,38,4,25,1075,1,1,1,1
211,21,1095,100,3158,43,2,23,2205,1,1,1,1
216,16,30,25,2493,9,26,35,5372,0,0,1,0
294,4,551,70,743,29,16,6,633,1,1,1,1
54,8,371,1,1471,55,14,38,1385,1,1,3,1
126,5,210,29,2845,38,24,10,993,0,1,2,1
218,25,366,76,1481,17,73,81,832,1,0,2,0
344,11,85,21,2915,39,4,26,2154,0,0,1,1
145,5,228,18,2432,46,19,24,765,1,0,3,1
82,13,60,25,5250,64,6,54,560,0,0,3,1
30,13,242,5,4770,13,32,33,4431,1,1,2,0
237,17,981,129,4208,52,0,41,1380,0,1,1,1
327,20,594,115,6039,43,2,26,3031,1,1,1,1
126,10,256,11,966,54,30,21,992,0,0,3,1
84,10,247,13,2538,56,30,23,2475,1,1,3,1
137,20,210,11,1992,76,2,66,1045,1,0,3,1
180,16,67,10,2715,15,17,19,5620,0,0,1,0
168,7,95,19,2334,33,29,3,3787,0,0,2,0
309,6,190,18,726,38,27,6,1001,0,0,2,1
66,19,295,48,1498,20,12,12,1033,1,1,1,0
19,13,60,23,3612,22,11,3,6198,0,1,1,0
139,12,153,13,1855,18,15,10,1809,0,1,1,0
36,16,242,2,2430,54,1,45,2272,0,0,1,1
343,14,391,30,470,41,2,28,787,1,1,1,1
75,21,313,54,4460,21,62,60,2081,1,1,2,0
115,2,175,13,2620,32,15,10,2508,0,0,1,1
323,12,730,91,752,64,9,52,2601,1,1,3,1
23,5,108,20,1473,39,25,9,1892,0,0,2,1
2,15,295,39,3631,10,29,36,2614,1,1,1,0
83,10,150,5,2393,62,17,42,2443,0,0,3,1
119,17,90,12,671,8,31,42,661,0,0,1,0
114,13,108,24,5894,36,4,22,2352,0,1,1,1
3,13,0,30,2093,19,41,35,2871,0,0,2,0
80,4,450,2,1786,43,11,28,1476,0,1,3,1
98,11,277,13,417,51,35,11,1368,1,1,2,1
159,4,503,8,2818,44,19,21,1804,1,1,3,1
150,25,150,22,2505,91,4,76,1482,1,1,3,1
96,13,577,121,1786,70,14,54,1800,0,1,3,1
1,18,256,11,4592,73,45,23,1723,0,0,3,1
13,19,67,16,1486,6,32,48,2509,0,1,1,0
223,16,175,11,5308,38,52,25,2748,1,1,2,0
135,12,190,9,4410,15,33,32,2574,0,1,2,0
