"V1","V3","V4","V5","V6","V7","V8","V9","V10","C3","C1","C2","C4"
124,9,424,52,5920,46,5,35,2835,0,1,1,1
227,18,323,28,192,8,26,38,4415,1,1,1,0
9,8,124,24,4200,51,26,22,5028,0,1,3,1
25,17,430,59,1531,48,51,12,2839,1,0,2,0
6,16,190,7,3376,69,38,26,2589,1,0,3,1
246,22,90,27,1448,6,30,49,1342,0,1,1,0
38,24,210,63,210,9,64,81,1063,1,0,2,0
184,13,190,17,2431,59,4,50,421,0,1,3,1
103,11,242,16,2133,20,35,27,1471,1,0,2,0
186,9,210,30,1702,34,33,6,553,1,0,2,0
76,24,150,68,5357,3,37,62,4355,0,0,1,0
388,14,765,89,2574,39,3,26,1557,1,1,1,1
359,10,95,4,990,23,12,0,324,0,0,1,0
48,7,335,6,3500,41,29,7,3180,0,0,2,1
284,3,361,3,474,42,14,24,1501,1,1,3,1
429,15,484,33,966,30,47,28,3961,0,0,2,0
233,5,150,16,4897,45,22,19,2609,0,1,3,1
179,7,85,29,994,24,25,10,2293,0,0,2,0
203,5,395,31,1181,26,17,2,2780,1,1,1,1
88,18,750,124,5828,27,8,2,3840,1,1,1,1
16,20,450,19,5584,74,1,64,4050,1,1,3,1
171,8,192,8,2457,31,31,8,6725,1,0,2,0
265,18,127,18,2250,31,55,38,849,0,0,2,0
58,5,560,35,5098,25,16,1,6185,1,1,1,1
361,33,390,156,706,131,73,44,1259,1,0,3,1
102,6,1127,205,2920,24,24,9,1181,1,1,2,0
108,12,180,32,3219,18,16,11,603,0,1,1,0
108,11,67,26,2467,28,37,18,3036,0,1,2,0
130,7,134,2,509,24,15,0,1290,1,1,1,0
182,7,150,36,1842,22,24,11,2312,0,1,2,0
19,10,371,29,3382,44,33,5,3923,0,0,2,1
113,6,285,20,2197,25,23,6,2226,0,0,2,0
237,21,95,0,1947,28,8,1,2362,0,0,1,0
49,9,573,36,5501,55,10,43,4248,1,1,3,1
254,16,150,19,1377,13,43,46,2430,0,1,2,0
78,23,85,8,1731,26,11,9,2374,1,0,1,0
10,12,384,27,3035,40,39,7,2133,1,0,2,0
142,8,671,82,900,56,18,36,878,1,1,3,1
32,16,182,33,967,9,25,35,2105,1,0,1,0
203,6,240,8,1127,24,24,9,2240,0,0,2,0
908,9,30,31,518,29,34,14,537,0,0,2,0
195,19,983,229,2761,46,60,26,2165,1,1,2,0
127,5,108,33,3711,38,25,8,1806,0,1,2,1
327,13,90,9,1749,67,26,40,4493,0,0,3,1
82,17,30,20,875,78,36,38,1570,0,0,3,1
18,5,190,32,1836,27,23,3,1343,0,1,2,0
3,8,201,23,4920,35,31,3,2156,0,1,2,0
225,6,30,35,2584,27,14,4,2335,0,0,1,1
101,24,443,172,1172,76,68,3,595,1,0,2,0
54,18,450,61,5342,79,6,68,1090,1,1,3,1
290,17,313,137,433,19,13,11,3501,0,1,1,0
94,7,313,17,4442,35,28,1,693,1,1,2,1
347,17,277,98,558,77,35,39,400,1,0,3,1
396,20,750,29,4031,36,4,14,1661,1,1,1,1
276,15,258,34,779,19,12,8,2372,0,1,1,0
101,11,240,14,2687,22,36,25,4153,1,0,2,0
186,3,360,31,2403,30,19,5,2442,0,1,2,1
287,7,417,42,5710,32,29,4,2407,1,1,2,0
55,10,242,20,3649,23,34,21,5944,0,1,2,0
168,14,480,47,671,60,39,17,641,0,0,3,1
177,17,268,14,5750,77,7,66,2202,1,1,3,1
408,12,511,64,3435,60,5,50,1434,1,1,3,1
11,11,0,30,2460,51,4,42,247,0,0,1,1
301,15,531,70,1138,10,32,39,3811,1,0,1,0
64,12,365,28,1544,13,26,27,2895,1,0,1,0
193,8,0,30,268,38,32,0,2522,0,0,2,0
243,7,134,3,1710,30,30,8,6316,0,0,2,0
326,19,67,25,2240,49,58,20,1366,0,0,2,0
28,7,774,224,484,47,25,19,1527,1,1,3,1
62,25,218,31,1170,32,76,66,771,1,0,2,0
255,29,283,30,3062,95,4,75,1844,1,0,3,1
17,18,67,12,365,70,45,20,1561,0,1,3,1
105,12,127,12,3930,49,38,6,2291,0,1,2,1
26,18,212,69,1782,74,3,64,1114,1,0,3,1
59,11,579,17,2083,32,6,17,2376,1,1,1,1
46,1,242,12,1315,36,15,16,2105,1,0,1,1
18,7,150,6,1995,22,23,10,2047,0,1,2,0
136,11,360,15,3523,15,24,22,4980,1,1,1,0
169,24,323,81,400,7,29,49,1745,1,1,1,0
65,14,513,101,5759,13,21,24,4200,1,1,1,0
77,15,531,87,5450,40,2,27,845,1,1,1,1
338,19,750,165,830,57,55,7,2147,1,1,2,0
292,16,560,119,1184,50,48,6,1896,1,1,2,0
104,11,95,17,4045,23,36,23,3774,0,1,2,0
109,9,180,1,2219,57,23,31,1825,1,0,3,1
221,10,242,0,1380,17,24,19,3726,0,0,1,0
