"V1","V3","V4","V5","V6","V7","V8","V9","V10","C3","C1","C2","C4"
80,12,67,31,1679,27,39,22,1839,0,1,2,0
303,13,228,18,1107,23,10,1,2679,1,1,1,0
104,7,175,3,2081,43,7,30,2133,1,0,1,1
42,6,541,28,3598,24,19,3,3137,1,0,1,0
67,16,573,148,2512,42,50,17,2100,1,0,2,0
266,33,175,48,1008,141,32,97,1020,1,0,3,1
23,14,525,33,716,46,44,5,1840,1,1,2,0
94,25,404,156,1061,61,1,41,484,1,1,1,1
96,6,108,18,2586,35,27,2,2522,0,0,2,1
301,34,175,63,1518,34,105,107,1445,1,0,2,0
68,8,0,30,1774,21,23,12,2084,0,0,2,0
406,13,201,48,655,19,38,32,671,0,0,2,0
156,16,633,64,541,25,51,39,1233,1,0,2,0
356,7,402,70,5389,22,22,9,1146,1,1,2,0
241,15,459,48,480,34,48,25,1608,1,1,2,0
45,21,201,22,1632,4,46,66,1403,1,1,2,0
112,27,30,10,4847,117,44,65,4766,0,0,3,1
53,17,212,25,1073,16,16,18,2455,1,0,1,0
164,19,175,20,859,90,14,72,1515,1,1,3,1
418,2,268,49,577,33,16,11,664,0,0,1,1
229,18,228,36,2496,21,54,50,964,1,0,2,0
259,8,242,8,2041,43,30,8,3079,0,1,2,1
72,14,67,17,2743,10,30,35,2347,0,0,1,0
109,17,150,25,3034,24,52,43,4667,0,0,2,0
88,19,685,85,5846,80,5,69,5053,1,1,3,1
344,10,134,17,2482,46,34,7,2602,0,0,2,1
248,18,242,43,2468,64,51,5,1392,1,0,2,1
202,11,361,3,2249,66,14,50,2550,0,1,3,1
231,13,371,31,2343,71,12,56,947,1,1,3,1
295,21,277,0,899,97,27,66,1385,0,1,3,1
1,2,270,29,3454,34,19,9,4680,1,0,2,1
58,5,362,5,1442,48,14,31,1414,1,1,3,1
283,23,95,27,1891,57,71,28,6949,0,0,2,0
108,8,180,12,3221,33,31,5,1581,0,1,2,0
419,3,277,3,1054,32,20,6,4773,1,0,2,1
290,17,67,13,721,83,13,67,1434,0,0,3,1
235,6,481,36,242,48,10,34,2910,1,1,3,1
122,21,722,262,858,81,52,22,1560,1,1,3,1
13,17,42,31,810,27,7,4,1602,0,1,1,1
32,12,67,20,3329,52,37,10,6360,0,1,2,1
32,9,42,30,2282,41,32,3,902,0,1,2,1
1,12,30,24,4444,53,35,13,1905,0,0,3,1
179,7,301,21,2010,38,8,25,1266,0,0,1,1
20,3,180,35,3829,29,16,7,6039,0,0,1,1
125,12,577,55,3039,48,39,4,1438,1,0,2,1
389,1,90,27,553,39,15,19,1084,0,0,3,1
106,10,150,22,4808,17,22,17,1974,0,1,1,0
3,9,470,20,4252,24,31,16,4590,0,1,2,0
9,5,295,24,4463,48,16,29,5188,0,1,3,1
143,10,240,11,2040,48,32,12,2343,1,0,2,1
130,14,319,37,492,53,43,5,2337,1,0,2,1
31,31,547,285,1959,122,14,94,1680,1,1,3,1
17,13,42,17,5721,70,13,55,5050,0,0,3,1
102,28,42,7,4855,123,45,70,4773,0,0,3,1
80,13,424,43,4897,46,42,3,1664,1,1,2,0
62,11,216,4,2293,21,13,4,2213,0,0,1,0
51,13,30,28,1945,43,43,8,2307,0,0,2,0
924,14,0,30,270,11,24,29,313,0,0,1,0
301,22,816,65,4094,30,7,2,1495,0,1,1,1
162,18,30,27,2797,68,1,59,1226,0,1,3,1
333,2,210,3,1974,31,17,7,1374,1,1,1,1
299,8,90,50,1140,20,22,12,721,0,0,1,0
8,4,319,5,3738,27,16,3,4624,0,1,1,1
35,6,150,35,1463,33,10,16,553,0,1,1,1
255,19,216,43,850,38,59,35,1896,1,0,2,0
75,6,624,59,5260,34,27,1,5574,1,1,2,1
351,21,218,25,534,24,62,56,902,1,1,2,0
226,26,402,7,1245,12,72,88,1597,1,0,2,0
341,25,85,13,1276,47,78,49,792,0,0,2,0
295,20,180,32,1761,60,59,9,1412,1,0,2,0
285,16,192,18,1189,33,51,30,2190,1,0,2,0
112,22,150,11,1635,60,66,18,1566,1,1,2,0
23,12,175,0,3456,56,34,19,4819,0,0,3,1
103,9,339,46,5382,20,29,20,693,1,1,2,0
215,11,201,4,5199,38,38,8,2991,1,1,2,0
165,11,573,1,1597,29,39,19,2713,0,0,2,0
277,3,180,27,2114,36,21,10,2995,0,1,2,1
99,19,277,25,1481,54,58,14,2676,1,0,2,0
50,23,360,76,484,22,67,66,2012,0,0,2,0
369,12,120,18,1559,22,38,28,1781,1,0,2,0
90,12,285,19,2529,46,38,1,2516,1,1,2,1
76,11,212,16,4142,59,27,29,5207,1,0,3,1
69,12,277,58,2695,31,40,18,2758,1,0,2,0
156,6,30,23,1804,51,19,29,2805,0,0,3,1
63,14,384,37,2760,10,27,34,1871,1,0,1,0
254,21,361,20,1332,57,63,18,2746,0,0,2,0
242,8,371,13,6432,55,11,41,1832,1,1,3,1
418,4,0,30,180,27,18,1,1371,0,0,1,1
91,22,190,46,323,32,68,54,1515,1,1,2,0
259,10,30,26,1679,19,16,9,5524,0,0,1,0
118,11,170,6,1660,25,9,5,443,0,1,1,1
189,6,323,1,2405,35,9,19,1666,1,0,1,1
45,24,134,5,4109,41,4,15,1415,0,0,1,1
245,6,108,22,5711,41,8,27,1850,0,1,1,1
209,8,351,20,6279,26,12,5,2040,0,1,1,1
121,13,360,103,2828,37,42,14,2469,1,1,2,0
279,25,95,14,1269,37,77,60,503,0,0,2,0
82,28,242,30,1342,118,51,59,2550,1,0,3,1
268,12,30,19,1776,60,32,24,6804,0,0,3,1
327,16,30,29,1762,10,24,32,1749,0,1,1,0
187,13,391,17,162,37,4,23,1660,1,1,1,1
125,7,551,66,787,55,16,36,755,1,1,3,1
102,22,735,136,2514,58,65,19,2102,1,1,2,0
33,14,90,16,4194,25,8,3,2259,0,1,1,1
371,2,85,25,418,31,17,7,5617,0,0,1,1
210,16,67,19,2760,66,43,18,547,0,0,3,1
280,20,60,24,1510,92,19,70,1140,0,0,3,1
104,5,153,14,3212,31,12,12,300,0,1,1,1
254,7,256,1,5816,51,11,37,2233,0,1,3,1
275,18,659,86,6078,84,10,69,2407,1,1,3,1
111,13,30,32,664,15,17,17,908,0,1,1,0
117,23,313,60,1798,29,9,3,2202,1,1,1,0
216,16,571,13,6246,38,3,23,1756,0,1,1,1
116,36,313,55,2297,86,8,47,1727,0,0,1,1
189,26,854,287,854,13,72,86,1635,1,1,2,0
84,12,376,101,5348,35,5,21,1454,1,1,1,1
220,14,190,3,5731,66,6,56,2974,1,1,3,1
194,5,67,27,309,25,20,3,2516,0,0,2,0
16,25,391,210,2324,88,2,73,1106,1,1,3,1
503,13,42,25,446,64,30,31,912,0,0,3,1
49,8,270,42,4332,27,30,11,2320,0,1,2,0
90,18,108,0,3000,7,30,44,2173,0,0,1,0
410,9,242,29,201,59,21,36,391,1,0,3,1
97,25,351,106,1020,8,28,48,2952,1,1,1,0
348,6,750,103,6240,24,17,2,2014,1,1,1,0
