"V1","V3","V4","V5","V6","V7","V8","V9","V10","C3","C1","C2","C4"
217,8,240,30,2283,19,24,15,4420,0,0,2,0
252,15,457,62,3877,16,42,40,2868,1,1,2,0
60,10,366,15,4222,20,30,22,1948,1,1,2,0
13,14,30,27,3892,46,43,4,1209,0,1,2,0
85,16,513,259,1292,78,9,65,1024,1,0,3,1
127,29,124,14,4048,21,21,32,5392,1,0,1,0
247,37,67,29,1575,121,12,83,1194,0,0,3,1
346,6,175,10,977,27,25,6,1036,0,0,2,0
182,6,467,44,828,26,26,7,2648,0,0,2,0
80,10,150,13,2954,16,23,20,2352,0,0,1,0
53,12,95,25,1487,34,41,16,2717,0,0,2,0
3,21,365,111,4325,41,66,40,875,1,1,2,0
98,12,524,77,4260,41,40,7,2208,1,1,2,0
81,13,153,34,1865,44,43,6,1833,0,0,2,0
27,19,67,10,5212,14,17,23,4128,0,0,1,0
7,15,685,131,1226,35,48,24,2534,1,1,2,0
312,16,60,17,2460,59,1,50,1986,0,0,1,1
0,7,153,26,1872,24,26,12,1863,0,0,2,0
311,2,67,20,698,34,20,9,6047,0,0,2,1
7,11,67,17,5074,40,4,28,4053,0,0,1,1
206,9,30,31,1024,53,26,24,2110,0,1,3,1
150,22,283,110,2338,34,6,9,659,1,0,1,1
252,15,162,6,3554,14,42,44,2305,0,0,2,0
162,10,228,12,1907,19,30,22,1931,1,1,2,0
54,14,361,36,4720,67,34,29,1897,1,1,3,1
307,19,30,30,5161,31,58,42,180,0,1,2,0
281,4,242,25,1302,35,24,6,5535,0,0,2,1
74,10,0,30,5449,18,30,23,787,0,0,2,0
125,2,558,42,1544,31,18,7,1260,0,1,2,1
67,17,192,19,5222,19,50,47,553,1,1,2,0
217,2,190,30,2110,34,20,8,6674,0,0,2,1
27,8,283,19,3947,20,25,15,5771,1,0,2,0
106,3,212,21,3556,32,20,6,6345,0,0,2,1
286,32,67,0,426,101,5,76,1441,0,0,1,1
4,2,511,19,5420,32,20,7,2118,0,0,2,1
323,4,900,64,1606,32,24,2,2789,0,1,2,1
130,6,175,21,1173,47,21,23,1745,0,1,3,1
134,3,162,29,3108,30,17,7,5916,0,0,1,1
57,18,162,0,1681,36,3,18,384,0,1,1,1
253,8,192,22,474,25,12,4,2161,1,1,1,1
741,11,85,19,1092,62,24,35,1218,0,0,3,1
10,10,162,9,3542,17,20,16,2032,1,0,1,0
204,12,127,10,5635,60,6,50,3042,0,1,3,1
136,10,30,30,3197,53,29,20,5286,0,1,3,1
70,13,319,38,859,58,35,19,872,1,1,3,1
227,22,127,11,443,83,3,71,2285,1,1,3,1
1,12,335,35,2112,27,41,25,2226,1,1,2,0
224,10,30,25,2460,46,34,7,5286,0,0,2,1
220,14,247,26,1776,56,42,9,2126,1,0,2,1
165,2,182,0,2337,41,14,23,2134,0,1,3,1
112,27,626,143,1040,112,50,55,1320,1,0,3,1
147,9,503,13,390,50,6,39,1302,0,1,3,1
135,14,85,14,2030,63,37,22,2976,0,0,3,1
211,16,30,20,1362,21,11,6,2181,0,0,1,0
7,9,108,6,4368,59,19,39,4203,0,1,3,1
45,10,268,74,1570,63,14,46,942,1,1,3,1
198,8,60,30,371,29,32,11,2270,0,1,2,0
138,9,272,1,4859,57,21,34,424,1,1,3,1
244,16,0,30,1529,24,51,41,1786,0,0,2,0
33,9,42,23,4446,57,23,31,5961,0,0,3,1
327,26,42,10,5161,30,78,71,150,0,1,2,0
14,14,67,29,930,11,32,36,1635,0,1,2,0
86,6,212,5,3007,44,8,31,577,1,1,3,1
145,8,335,14,1142,43,31,6,1312,1,1,2,1
6,5,295,9,4453,37,26,6,6193,1,1,2,1
100,12,993,203,2850,35,5,21,1317,1,1,1,1
345,10,180,42,1600,23,34,21,1897,1,0,2,0
255,21,85,45,1482,73,58,7,2638,0,0,3,1
136,22,1168,152,3211,26,10,5,1425,1,1,1,0
94,11,255,11,6441,50,34,11,2998,0,1,2,1
101,5,768,85,5368,27,23,4,5721,1,1,2,0
201,14,216,6,1910,72,25,45,2672,0,1,3,1
32,6,418,16,3645,34,28,0,5574,1,1,2,0
43,14,560,3,2818,33,45,21,3492,1,0,2,0
180,14,309,42,840,11,31,35,1572,1,1,2,0
120,25,124,4,1860,69,0,52,2221,1,0,1,1
384,9,834,73,1020,45,5,34,2452,1,1,1,1
292,32,255,87,1050,131,20,97,1470,1,0,3,1
91,14,778,85,5949,29,6,11,3495,1,1,1,1
81,9,242,9,4194,28,33,13,5102,1,1,2,0
311,10,210,2,3284,26,10,5,1253,1,1,1,1
204,19,150,15,2579,68,50,12,2172,1,0,3,1
34,9,95,9,1207,58,13,42,1727,0,0,3,1
268,10,430,36,594,46,34,7,2724,1,1,2,1
21,13,234,28,3432,13,23,25,2817,1,0,1,0
27,3,120,20,5029,37,12,19,4686,0,0,1,1
277,16,297,30,573,27,51,37,1075,0,0,2,0
21,20,268,3,4648,54,59,15,3926,0,1,2,0
67,10,361,8,815,46,35,6,785,1,1,2,1
377,27,0,30,1574,52,4,25,1395,0,0,1,1
159,24,330,111,1001,10,64,80,834,1,0,2,0
5,18,514,112,1027,6,39,53,953,1,1,2,0
8,16,270,25,1805,46,50,13,2890,1,0,2,0
187,21,190,22,1732,3,41,63,2586,1,1,1,0
261,30,60,53,732,53,6,19,767,0,0,1,1
247,12,552,66,5972,53,3,44,2419,1,1,1,1
334,22,85,3,845,72,61,2,3163,0,0,2,1
145,11,120,3,2173,26,37,21,3432,0,0,2,0
54,15,153,10,4715,16,43,43,1772,0,1,2,0
