"V1","V3","V4","V5","V6","V7","V8","V9","V10","C3","C1","C2","C4"
503,31,85,2,598,23,92,101,636,0,0,2,0
252,5,67,28,1677,29,14,8,5566,0,0,1,1
155,16,212,49,3439,8,28,39,5886,1,0,1,0
64,8,242,26,1201,40,30,5,2197,0,0,2,1
124,9,424,52,5920,46,5,35,2835,0,1,1,1
14,19,67,11,5574,6,31,48,4108,0,0,1,0
72,28,600,162,2101,22,20,29,1917,1,0,1,0
80,19,313,22,1674,62,55,2,2391,0,0,2,0
3,21,365,111,4325,41,66,40,875,1,1,2,0
157,16,242,37,2739,8,33,44,1345,1,1,1,0
28,16,446,93,750,11,41,48,1768,0,1,2,0
27,19,67,10,5212,14,17,23,4128,0,0,1,0
209,32,0,30,2700,98,5,72,1600,0,0,1,1
147,15,30,22,2356,78,15,60,594,0,1,3,1
392,8,242,15,631,24,28,13,3475,0,0,2,0
30,18,470,126,484,8,45,57,932,1,1,2,0
203,5,395,31,1181,26,17,2,2780,1,1,1,1
42,6,350,5,2634,23,21,7,2461,1,0,1,0
162,10,228,12,1907,19,30,22,1931,1,1,2,0
54,14,361,36,4720,67,34,29,1897,1,1,3,1
320,3,931,48,1531,30,20,4,2731,1,1,2,1
190,32,216,70,1682,95,5,69,1243,1,0,1,1
171,8,192,8,2457,31,31,8,6725,1,0,2,0
77,20,240,38,3242,73,1,63,1198,1,1,3,1
108,11,67,26,2467,28,37,18,3036,0,1,2,0
327,12,404,100,708,14,24,25,3391,0,1,1,0
27,8,283,19,3947,20,25,15,5771,1,0,2,0
106,3,212,21,3556,32,20,6,6345,0,0,2,1
68,6,430,33,2643,27,13,5,1591,1,1,1,1
122,14,124,0,2006,58,2,49,1812,0,0,3,1
237,21,95,0,1947,28,8,1,2362,0,0,1,0
66,19,242,82,1966,81,44,32,2839,1,1,3,1
323,4,900,64,1606,32,24,2,2789,0,1,2,1
130,16,30,38,3216,8,32,43,2642,0,0,1,0
44,14,300,16,1922,74,21,51,1516,1,1,3,1
