"V1","V3","V4","V5","V6","V7","V8","V9","V10","C3","C1","C2","C4"
100,9,150,10,2489,17,24,18,2743,0,0,1,0
96,8,391,31,2888,37,32,2,499,1,1,2,0
300,32,120,0,2401,4,46,82,3175,0,1,1,0
182,5,607,23,339,33,10,16,1650,1,1,1,1
231,10,711,26,5501,46,4,35,1172,1,1,1,1
112,18,402,122,2219,7,36,49,1480,1,1,1,0
72,5,192,24,2741,36,26,4,1405,0,1,2,1
19,16,42,31,1465,20,12,9,638,0,1,1,0
16,11,108,7,4455,58,28,28,5567,0,1,3,1
78,11,722,95,1477,60,28,29,2053,1,1,3,1
52,19,150,20,1573,66,54,5,2556,1,0,2,1
23,24,335,39,3720,42,74,51,2661,1,0,2,0
313,9,390,73,4588,58,15,41,981,1,1,3,1
23,36,480,56,3576,55,16,0,1364,0,0,1,0
81,7,277,14,6013,21,24,12,3540,0,1,2,0
118,3,30,30,1224,31,20,5,990,0,0,2,1
319,3,30,28,760,44,16,24,1638,0,0,3,1
279,5,0,30,2080,37,10,22,2664,0,0,1,1
130,19,360,174,741,64,55,1,3077,1,1,2,1
40,17,30,27,1651,31,54,37,1231,0,0,2,0
63,20,323,27,242,14,56,62,1998,1,1,2,0
247,35,120,15,1546,144,27,101,1203,1,0,3,1
199,20,421,50,828,93,34,56,1254,0,0,3,1
48,15,671,29,1211,76,25,48,1236,0,0,3,1
19,2,150,7,1987,31,17,9,2429,0,1,1,1
232,8,454,33,255,48,7,37,2952,1,1,3,1
150,16,553,78,4127,11,39,45,4670,0,1,2,0
16,14,319,21,3848,41,46,13,5341,1,1,2,0
341,9,218,26,2614,24,32,17,677,1,0,2,0
38,11,0,30,400,62,8,50,1390,0,0,3,1
180,8,516,25,1572,29,31,10,2125,0,0,2,0
65,4,470,52,5454,44,19,21,1756,1,1,3,1
130,9,421,17,1992,19,23,15,2087,1,0,1,0
55,22,0,30,3350,57,65,20,2694,0,0,2,0
294,9,234,9,631,33,33,7,1213,1,1,2,0
66,1,417,66,3229,38,18,15,1380,1,1,3,1
34,11,0,30,3290,15,21,19,1915,0,0,1,0
324,24,190,103,551,7,29,50,3605,0,1,1,0
75,12,690,78,5761,68,12,53,4411,1,1,3,1
261,15,270,39,1575,32,48,27,5768,0,0,2,0
13,14,95,7,3690,73,17,54,4831,0,0,3,1
110,12,218,11,2361,22,38,28,3448,1,0,2,0
14,12,240,5,4243,14,24,24,4463,0,1,1,0
154,9,30,27,1888,43,33,4,2724,0,0,2,1
214,10,228,4,1410,17,29,24,1831,0,0,2,0
443,4,240,17,700,34,23,5,847,0,1,2,1
37,10,216,7,300,59,9,47,1351,1,1,3,1
106,15,67,14,785,58,2,49,942,0,1,1,1
1,16,700,268,1006,37,3,21,1682,1,0,1,1
65,11,272,9,4660,61,26,33,134,0,1,3,1
102,28,60,3,1802,13,78,95,1233,0,0,2,0
209,6,60,27,2427,30,28,5,4213,0,0,2,0
13,11,295,37,1797,16,28,25,1288,0,1,2,0
194,7,192,29,1616,31,30,6,2147,1,0,2,0
