"V1","V3","V4","V5","V6","V7","V8","V9","V10","C3","C1","C2","C4"
134,16,256,2,4412,10,39,46,2571,0,1,2,0
177,7,420,31,2400,22,23,11,5941,0,0,2,0
150,34,150,26,3207,101,6,70,859,0,1,1,1
342,9,631,97,977,44,31,8,2188,1,1,2,1
115,15,331,22,4837,71,33,35,330,0,1,3,1
91,8,30,29,2192,40,31,3,1742,0,1,2,1
14,19,67,11,5574,6,31,48,4108,0,0,1,0
315,7,470,55,793,23,17,3,3048,0,1,1,0
625,24,319,97,1106,5,58,81,1240,1,0,2,0
90,15,433,48,4286,16,43,43,1790,1,1,2,0
124,10,573,10,1442,63,20,40,858,1,1,3,1
34,13,180,3,1624,70,18,50,1426,1,1,3,1
241,10,335,31,1415,48,32,11,1518,1,0,2,1
22,12,150,14,4748,47,39,2,2268,0,1,2,1
349,10,402,29,3030,48,4,38,3030,1,1,1,1
80,19,313,22,1674,62,55,2,2391,0,0,2,0
280,12,404,72,612,28,41,23,1604,1,0,2,0
209,32,0,30,2700,98,5,72,1600,0,0,1,1
232,8,228,11,1706,26,29,12,5796,0,0,2,0
33,12,297,55,2334,62,28,32,589,1,0,3,1
297,6,210,63,1358,26,26,7,1400,1,0,2,0
324,3,366,16,1060,38,11,21,2405,1,1,1,1
331,12,516,73,1131,41,41,8,2290,1,1,2,0
145,6,365,15,2947,25,24,7,6649,1,0,2,0
180,22,228,120,1518,3,45,67,984,1,0,2,0
95,13,466,60,1974,21,41,32,1655,1,1,2,0
245,8,60,29,1442,21,26,15,418,0,0,2,0
402,5,277,22,351,25,21,4,1249,0,0,2,0
320,3,931,48,1531,30,20,4,2731,1,1,2,1
282,13,301,61,2980,69,26,41,212,0,1,3,1
41,10,242,65,607,27,36,18,2037,0,0,2,0
35,8,153,16,1716,20,20,10,2359,0,1,1,0
271,20,0,30,1425,50,62,24,1290,0,0,2,0
340,3,0,30,360,36,22,9,1240,0,0,2,1
233,21,170,2,1026,44,2,25,4715,0,1,1,1
66,15,408,66,3142,12,21,25,1468,1,1,1,0
122,14,124,0,2006,58,2,49,1812,0,0,3,1
267,12,212,29,1431,32,41,18,510,0,1,2,0
124,19,192,19,2571,92,26,63,1865,1,0,3,1
259,22,450,8,3471,26,10,7,878,1,1,1,0
130,16,30,38,3216,8,32,43,2642,0,0,1,0
126,7,362,21,2089,22,18,6,1950,1,0,1,0
87,26,309,36,2184,115,34,75,510,1,0,3,1
58,10,577,55,5620,22,13,3,2763,1,1,1,0
280,18,150,7,5655,36,57,35,1339,0,1,2,0
18,14,268,16,2051,21,43,36,2147,1,0,2,0
264,13,0,30,1994,13,30,32,451,0,0,2,0
223,6,391,5,3247,49,11,34,973,0,1,3,1
5,8,362,30,864,26,30,13,2315,0,0,2,0
219,27,509,122,726,18,21,34,1463,1,1,1,0
28,8,67,25,1505,43,31,6,1905,0,0,2,1
76,11,162,37,1605,38,37,7,2318,0,0,2,0
321,8,0,30,2100,29,31,11,1040,0,0,2,0
35,13,150,3,2846,54,38,12,2012,1,0,3,1
78,6,175,4,4220,35,27,3,4015,0,1,2,1
30,15,170,21,2694,73,8,62,2313,1,0,3,1
198,17,30,33,1507,16,15,17,2439,0,0,1,0
237,8,0,30,1289,22,29,16,2163,0,0,2,0
92,23,42,13,4808,7,28,48,2962,0,1,1,0
173,15,277,42,1770,13,20,23,1044,1,0,1,0
359,11,180,28,1624,26,38,22,1816,1,0,2,0
224,7,256,23,1560,29,10,11,771,0,0,1,1
324,7,285,38,362,21,19,7,1561,1,0,1,0
193,12,537,32,2547,49,37,7,1597,1,0,2,1
35,8,794,158,993,55,21,31,2452,1,1,3,1
285,21,277,34,1396,61,61,10,2820,1,0,2,0
1,16,300,14,5289,75,32,40,2197,0,0,3,1
58,18,175,36,1486,7,31,45,1613,1,1,1,0
261,13,295,16,5762,14,36,36,1924,1,1,2,0
134,16,484,46,3836,57,1,48,1657,1,0,1,1
336,11,849,173,6332,61,9,49,1761,1,1,3,1
137,7,309,80,1989,52,21,29,2106,0,1,3,1
69,11,90,34,1851,24,37,24,2022,0,0,2,0
28,6,95,23,1604,24,23,7,918,0,1,2,0
77,14,212,21,4306,22,43,34,731,0,1,2,0
104,7,570,27,6404,40,28,7,3797,0,1,2,1
166,11,480,36,646,47,37,4,582,0,0,2,1
