"V1","V3","V4","V5","V6","V7","V8","V9","V10","C3","C1","C2","C4"
177,7,420,31,2400,22,23,11,5941,0,0,2,0
7,18,655,45,2250,70,48,17,1371,1,1,3,1
85,16,513,259,1292,78,9,65,1024,1,0,3,1
127,29,124,14,4048,21,21,32,5392,1,0,1,0
182,11,108,5,2438,65,15,48,134,0,0,3,1
346,6,175,10,977,27,25,6,1036,0,0,2,0
283,22,30,23,1852,77,60,8,1590,0,0,3,1
103,11,242,16,2133,20,35,27,1471,1,0,2,0
222,23,430,16,2220,73,63,0,1316,0,1,2,0
328,37,60,10,1692,7,97,137,1224,1,0,2,0
16,13,446,16,5716,61,4,52,3565,1,1,3,1
353,21,366,76,787,4,34,54,3472,0,1,1,0
37,8,0,30,1782,39,32,2,1413,0,1,2,1
311,2,67,20,698,34,20,9,6047,0,0,2,1
20,14,108,3,6258,56,2,48,4602,0,0,1,1
147,18,60,43,1907,11,46,54,1563,0,0,2,0
429,15,484,33,966,30,47,28,3961,0,0,2,0
399,6,120,16,1057,24,19,4,5004,0,0,1,0
88,18,750,124,5828,27,8,2,3840,1,1,1,1
205,21,451,32,2162,81,53,20,1383,0,1,3,1
282,13,301,61,2980,69,26,41,212,0,1,3,1
58,5,560,35,5098,25,16,1,6185,1,1,1,1
67,17,192,19,5222,19,50,47,553,1,1,2,0
102,6,1127,205,2920,24,24,9,1181,1,1,2,0
343,17,309,25,1140,25,51,41,1180,1,0,2,0
108,12,180,32,3219,18,16,11,603,0,1,1,0
192,10,210,12,1922,22,13,3,1159,0,0,1,0
10,9,420,20,3583,33,35,10,4075,0,0,2,0
221,11,42,22,1200,61,27,31,2304,0,1,3,1
74,10,0,30,1433,45,35,6,2295,0,0,2,1
19,10,371,29,3382,44,33,5,3923,0,0,2,1
213,29,480,101,1991,20,23,37,1290,1,1,1,0
66,15,408,66,3142,12,21,25,1468,1,1,1,0
243,9,201,2,2513,23,31,18,902,1,0,2,0
47,11,0,30,1455,53,32,18,1423,0,1,3,1
205,10,313,32,1110,58,26,29,1663,1,1,3,1
49,9,573,36,5501,55,10,43,4248,1,1,3,1
119,12,765,89,420,47,39,2,1084,1,0,2,1
286,17,362,39,1142,59,49,3,1550,0,0,2,1
84,10,240,26,1291,35,36,9,2525,0,1,2,0
134,3,162,29,3108,30,17,7,5916,0,0,1,1
119,11,323,40,576,38,39,8,2255,1,0,2,0
17,17,242,38,3960,58,51,1,2582,1,1,2,0
219,27,509,122,726,18,21,34,1463,1,1,1,0
76,11,162,37,1605,38,37,7,2318,0,0,2,0
72,8,182,20,930,20,18,8,376,1,1,1,0
198,17,30,33,1507,16,15,17,2439,0,0,1,0
227,22,127,11,443,83,3,71,2285,1,1,3,1
1,12,335,35,2112,27,41,25,2226,1,1,2,0
144,16,30,14,2806,25,50,38,4568,0,0,2,0
50,13,85,14,4096,63,33,26,5997,0,0,3,1
359,11,180,28,1624,26,38,22,1816,1,0,2,0
277,10,745,121,6218,60,11,47,1516,1,1,3,1
54,18,450,61,5342,79,6,68,1090,1,1,3,1
290,17,313,137,433,19,13,11,3501,0,1,1,0
221,1,450,65,1054,39,17,17,726,1,0,3,1
27,20,120,17,2215,30,6,6,3051,0,1,1,1
287,7,417,42,5710,32,29,4,2407,1,1,2,0
55,27,0,30,2040,9,72,94,1506,0,0,2,0
197,7,300,27,1972,42,28,10,1982,1,0,2,1
138,9,272,1,4859,57,21,34,424,1,1,3,1
94,9,108,7,6180,41,33,2,3350,0,1,2,1
31,22,85,3,4652,9,25,42,1385,0,1,1,0
123,5,642,44,1519,26,21,4,1176,0,1,2,0
134,16,484,46,3836,57,1,48,1657,1,0,1,1
33,9,42,23,4446,57,23,31,5961,0,0,3,1
409,14,240,21,914,11,29,34,3719,0,1,1,0
64,12,365,28,1544,13,26,27,2895,1,0,1,0
275,19,450,143,382,5,40,57,4002,0,1,1,0
13,11,124,7,4158,55,32,19,4050,0,0,3,1
77,14,212,21,4306,22,43,34,731,0,1,2,0
104,7,570,27,6404,40,28,7,3797,0,1,2,1
86,6,212,5,3007,44,8,31,577,1,1,3,1
25,3,192,1,4158,35,13,17,3714,0,0,1,1
6,16,641,263,1410,79,13,63,1947,1,1,3,1
257,15,42,21,1687,9,29,37,2818,0,1,1,0
333,7,764,45,5943,41,27,9,2678,1,1,2,1
62,25,218,31,1170,32,76,66,771,1,0,2,0
105,12,127,12,3930,49,38,6,2291,0,1,2,1
255,21,85,45,1482,73,58,7,2638,0,0,3,1
78,10,547,55,5654,26,10,5,3247,1,1,1,1
151,26,134,36,2863,15,22,37,1601,0,0,1,0
225,5,30,28,2555,28,14,6,2308,0,0,1,1
58,4,430,29,2408,33,23,4,2042,1,0,2,1
396,9,234,1,277,29,34,14,1282,1,0,2,0
81,9,242,9,4194,28,33,13,5102,1,1,2,0
171,21,85,13,1233,88,44,38,2452,0,0,3,1
75,5,658,144,5306,27,22,3,5315,1,1,2,0
353,14,85,19,1022,13,21,24,384,0,0,1,0
251,18,324,58,2761,63,50,7,2483,0,0,3,1
67,10,361,8,815,46,35,6,785,1,1,2,1
