"real.1","real.2","real.3","real.4","real.5","real.6","real.7","real.8","real.9","real.10","real.11","real.12","real.13","real.14","real.15","real.16"
0.13450289692551,0.00170688453670739,0.00876033150836878,0.0174214040576998,0.015095971094752,0.0329731751110993,0.268927783673345,0.0425184957779382,0.0438369539891019,1,0.537748117358295,0.00919218961896267,0.0251702038656582,0.288268331146297,0.0232995456910817,0.188498440866738
0.927782588906753,0.0230075065419393,0.407093478346386,0.19130485251764,0.101617285722778,0.0797208723186399,1,0.00396143823635807,0.228921520971472,0.0054354204257781,0.00277941664722119,0.0751982720975337,0.0330539608288965,0.0298814130662516,0.003234754519572,0.0087471114834618
1,0.00944322032177114,0.00736189755171091,0.0840013155302868,0.0026083211061723,0.0368450099323253,0.077565308968318,0.100847870695443,0.132658554386733,0.0316658617503579,0.338477052368957,0.0124351341283736,0.0464573827581258,0.343670277572808,0.324671713096908,0.129269418827803
0.00498013787221497,0.0461265170253704,0.530789591995732,0.267149984852193,0.0232400795341672,0.00532901160416421,0.0144537716435212,0.0920092959789216,0.0245805484908437,1,0.00640249883370505,0.107283170868965,0.118151457655051,0.19368506660209,0.00976916664550773,0.0181702233564859
0.0377258822935006,0.00121612696463452,0.638180267354574,1,0.0210493728345834,0.431219853971709,0.0466259569006436,0.000436480247242101,0.00865029308233586,0.00295685721422112,0.0858728663287421,0.0198343888848234,0.0070409870666905,0.100591062547656,0.0191036000093749,0.00363828900347622
0.0967114624918899,0.0358256461863957,0.0343038280650047,0.295558752545368,0.0551733444125716,0.00854431980288225,0.0767026625010272,0.0111093282200411,0.0427717751824096,0.00161189756982007,0.00388291019814487,0.0487482158070209,1,0.00241266272993235,0.128405383317375,0.0312194437949153
1,0.000483847616923059,0.0625506288240398,0.00580502845600176,0.00567955257187754,0.0107626894668665,0.0119750014225084,0.00226105206552395,0.0473757334631785,0.611264663877722,0.00197931815159684,0.0636257809504082,0.0015196889039606,0.0480884292868254,0.00724219759506551,0.057994518583274
0.980926408092942,0.0103485872383714,0.00904992131839434,0.0981073486364664,0.00819715238337222,0.282212280008062,0.035492401595464,0.0263678640165238,0.0315360629025269,1,0.241040706708783,0.106698359563473,0.0358804216514326,0.615327758350784,0.589225711483593,0.892499270581807
0.0327066129098358,0.33216038316807,1,0.248772210981531,0.00507577333604991,0.0570168451176344,0.04884005557833,0.907831497540473,0.115781917794144,0.199947874287134,0.000779819621415293,0.574636397910665,0.116938827011154,0.0386236082742444,0.0144046060197712,0.170534248621545
0.0600759710028728,0.00691342692991656,0.00219009464783415,1,0.00486515848097798,0.00388250411208034,0.000665864470764066,0.0179264129208674,0.523280253063234,0.00139220874113574,0.16427666432659,0.0903550494304555,0.0902407340626075,0.00300084505108655,0.0956905861071242,0.0088324345084877
0.0891271806532696,0.0177105234512907,0.361374877324837,1,0.0582638514849589,0.326525347917157,0.199668120302701,0.0176409667165395,0.0325842424720967,0.16110863549936,0.017666395245119,0.671981576553495,0.0188177583763636,0.00448474360450603,0.0233633226423976,0.887838565623103
0.0265171740951626,0.000156809854036599,0.000448316569055375,0.0414014062454699,0.011160315148643,0.0148117745904613,0.0122774408016063,0.00807966335662053,0.00188318528103304,1,0.093378517395994,0.00157078675374796,0.00391575838751281,0.00795677134732945,0.0860579216176898,0.0160438719237907
0.0745034861174247,0.0136641679280404,0.0344014710915236,0.184632667360427,0.00758224469330928,0.0140672217009342,0.0107537358416461,0.615951958488868,0.0759103167626776,1,6.13186589343538e-05,0.0609633041233805,0.0186175094381729,0.00222394322727303,0.0151613997636302,0.00661189618051277
0.0312172247003111,0.0339086028154508,0.0871416347513735,0.0354066131881026,1,0.00371914813648694,0.00748756131517231,0.0859667734937117,0.00253067715379183,0.0156304084033436,0.00366916960272141,0.000701111226751106,0.529028966544656,0.319432868450109,0.0209642993621762,0.035821141740519
0.0118056195652579,0.00220187247540127,0.00173242925883567,0.00684428440856655,0.00592553411987924,0.0111812901308981,0.00287607395763631,0.0123001765630278,0.10548172646486,1,0.0092812144307354,0.00198760370973691,0.00110850763742348,0.0104466468490186,0.0803244393648566,0.0101356438988473
0.0181984106791843,0.022645589394893,0.138658579427751,0.077306183034858,0.00631258670231419,1,0.0960712164090239,0.000459720051675967,0.0150546887146069,0.000780151683444637,0.00103168478552184,0.0323409692674183,0.00555183930506666,0.000725123607204317,0.00821963733701334,0.0136366677766954
1,0.00795866357993059,0.304500644897533,0.0513049773676577,0.254174778252203,0.00128705319209209,0.00460368522486449,0.0302043288950188,0.426922048525736,0.00233820785131059,0.00202185800196385,0.0612929879106505,0.814851832254977,0.00061431329459315,0.242504749793534,0.0200610442126025
0.245792151722234,0.371467269565626,0.140179221716658,0.0414319702204926,0.152209649999293,0.0232080021016202,0.0278058036922467,0.00873459733661122,0.687390685520799,0.0100105088058635,1,0.597530682220477,0.413312203191936,0.0155854705000997,0.071166527001918,0.0418576036191333
0.0272442184121202,0.0799618970766767,0.0553699917410093,0.86493827797636,0.192065346605047,0.201305335302357,0.00993024096613856,0.0250306122314834,0.181166302459032,0.00446484523943362,0.202596424205227,0.162761776632205,1,0.0431529786483935,0.00809088464953799,0.0133778573750852
0.00890210121702403,0.00687888725041383,0.0944809159287484,0.0239318502725936,0.0252989787188108,0.0105350269868569,0.00519783093766105,0.0389427168441334,0.000555431429800742,0.212062332989237,0.000692478828527994,0.0770110636770769,0.0580075865319442,1,0.0169438190231211,0.00465982526346483
0.144144737889998,0.0325961242328503,0.229015303558988,0.573254868345697,0.284025595253353,0.177292444774379,1,0.0258251510740253,0.246557792588682,0.0343453277955357,0.0570414267191577,0.418508781661464,0.136777150875311,0.0123816368012207,0.079852445806639,0.00102930824625006
0.0387919359369962,0.099568055067165,1,0.425086622811905,0.00717080720891457,0.259723159206619,0.0219888278398493,0.31055072613176,0.0314063127018121,0.905214991622562,0.000476673219009763,0.851240452596041,0.00566050854734742,0.0217894509579372,0.054827983899465,0.0301125209185364
0.00710197185775353,0.00807260696826038,0.151658246238968,0.463313366189963,0.0171373920118221,0.0242143611781396,0.00453893819795435,0.00396518161173547,0.00064424824391023,0.313348533390652,1,0.0254549156182537,0.109137488399578,0.0068047719210494,0.0063755629010902,0.0256372508298757
0.0569771799997545,0.0379771035006388,0.017346412898961,0.16029173887317,0.0148684302586934,0.000475536807571681,1,0.00553432387236203,0.0061898575476758,0.00282730001731642,0.00184783246214735,0.0824720920356811,0.312439720040562,0.00193617515735087,0.0060266705299144,0.0744907227220762
0.0155062667209375,0.411516897672321,0.139017738168789,0.0703585052344158,0.108668742097998,0.0241210287253169,0.00494184500859555,0.353064748626616,0.0697404931842348,0.0165339415072139,0.000868489031706892,1,0.0165872396985924,0.0297772930829764,0.0158409855017516,0.00335515676275344
0.00196652208457862,0.384820403374246,0.547242142231819,0.142263914498527,0.197191376543106,0.214229882515732,0.0369349178826767,1,0.23010754055675,0.688471254455092,0.000552932780100361,0.50645172593586,0.909145070035906,0.118261943798234,0.107053837135116,0.0128275561967571
0.0663743237230701,0.00299902410375429,0.00382288536324823,0.0248477696508148,0.0225171075731431,0.016669803595554,0.0549650714714733,0.068349274442786,0.0228306657823353,1,0.0296587754689781,0.0130728058684758,0.00889065429930101,0.980817021055063,0.4874944347249,0.20099708291482
0.0767055117847381,0.00219933911051631,0.0012462243812172,0.0322241667343545,0.0249874547091796,0.0783966476930502,0.00781258011899106,0.0038729601442291,0.274118807184807,1,0.00667309404044705,0.00104809244011063,0.00125660515471817,0.117154527081872,0.038763339240807,0.324748040736927
0.145830707976233,0.50074481081477,0.0360285915595668,0.153941455198807,0.00823761896254969,0.00304384585781752,0.00258114952509525,0.0811801694096358,0.414342881868387,0.00263806627139306,0.0257344552529072,1,0.551547159056926,0.000293018844281003,0.131051580364629,0.0149432939048782
1,0.00424775631398372,0.00919425605195928,0.0180102923612823,0.00104711454755789,0.00152908251448013,0.0929182844902605,0.0134049385538458,0.0336897949424873,0.00146129389551513,0.00501189097160583,0.12767096806195,0.00794888325637661,0.000661798336223041,0.000164607439718402,0.103301671930642
0.0120870122643139,0.0172993588608275,0.076343034288804,1,0.043224577090457,0.500620565010715,0.287984162900677,0.000819376526555219,0.0264855647090311,0.00609340370139333,0.163254304007792,0.23502227025076,0.0586448977131375,0.0427190726469703,0.00233503597085916,0.0473158972399909
0.00122285672195988,0.0962465291305724,1,0.268693278157725,0.00269849702160879,0.0014003017513731,0.000376335956801093,0.00500840500263002,0.000740343231986807,0.000526998788038443,0.0259803594690916,0.00289378402250927,0.0196931050345239,0.0116074600515105,0.0218594046471743,0.000944819425865603
0.0297439435264571,0.0128278491594696,0.294358698114605,0.0459247087890389,0.000793599675994779,0.02752343396007,0.0812711267486546,0.0620813437270775,0.080877700436042,0.0451456095588146,0.0218448874871461,0.200274256234803,0.160064699693909,1,0.0790643647472995,0.0370318738817317
0.0298519582017269,0.0178275791714546,0.230075487176736,0.0362145744122128,0.00356981562165692,0.00361868939482033,0.00564214923778032,0.0931242960714752,0.00708129714360426,1,0.000388578611881783,0.00827755527486651,0.00288707807360568,0.00324966227101469,0.00321222676289607,0.000740103046493224
0.00910901694707515,0.000811741505029617,0.0195034472461183,0.0220274378829219,0.000323850526211659,0.0315750011876698,0.00332410634256535,0.370480315383686,0.00380965735045668,1,0.00139782317975104,0.00741229990460571,0.00191174033444281,0.00509822481185161,0.000858399543769718,0.0069256774359288
0.0245964062907522,0.0276350565792073,0.381459368535722,0.681362545544898,0.163081398311743,1,0.331461816162895,0.00420849020220025,0.113279139603116,0.210440648652901,0.034313814017061,0.437060907163966,0.0617790984539523,0.0286870266050382,0.0109936388066605,0.0126421512576928
0.239417802293522,0.0026423130973292,0.00485069170716945,0.0237953216483984,0.031605878759593,0.099261871072934,0.0240095164481264,0.105283419062465,0.0177706864318495,1,0.0766770884490208,0.00425404138258323,0.0267958000690931,0.4048175187694,0.583973222713817,0.0644240961022045
0.25382172624983,0.00500711906965246,0.00106563532415998,0.0459646098231039,0.0164887270508391,0.0584755506244619,0.00873994866688298,0.0327924690387698,0.0128973446954299,0.908273544340437,0.0427419788285527,0.027250503783657,0.0182843407473045,0.0115426116747147,1,0.0539640352576362
0.0853153786053284,0.00196356023377578,0.00816253686506758,1,0.0202705590476698,0.000150241918230238,0.0881085516624804,0.171440545404751,0.213831016222084,0.0134548525351361,0.249446988836314,0.0474901876761364,0.346584919742053,8.46981849152636e-05,0.00427644608892703,0.0606001488469347
0.0561888357137016,0.744005658928781,0.112454440395319,1,0.000790736593208897,0.0144859620806473,0.0254609275404914,0.409308828182829,0.80485654186488,0.279800541269996,0.00040221273364032,0.45902791937317,0.019223945851796,0.0909414925137505,0.0563629472777171,0.15579481541781
0.0739791947044488,0.0184637486686554,0.0122060864756042,0.211395908060395,0.0348467023845121,0.000366442821774348,0.000235807572604041,0.0966889854125137,1,0.00307971026468518,0.000739068678868599,0.0301070344321272,0.0398835208762348,9.62405876987994e-05,0.00163691532165806,0.000998551822903259
0.0152368808086177,0.0641488279689644,0.111700549807133,0.590019739928809,0.0017477211192383,0.0461779387832043,0.0832550529618628,0.0154924641155448,0.0205950227369145,0.101060896984222,0.0161356329493868,0.0129401889220691,0.0323409338889762,0.0244224631701824,0.0364362538109231,1
0.154584321942786,0.0967205521812738,0.328536084564203,1,0.0021629946802301,0.0118558192834504,0.0545442337501328,0.164238714290366,0.0258406490139963,0.605132024269261,0.00261789165869759,0.0733115330616961,0.0128731913201467,0.0485460692483796,0.258657811648249,0.0295266633179283
0.0229374827144588,0.0887015883033618,0.0761470092903525,1,0.00321099270364471,0.0493856790864315,0.00129545675887586,0.00773167104130562,0.0459919131330157,0.596994200007781,0.100742907461185,0.141694003550975,0.019628297215146,0.980781415901644,0.114041479826659,0.0257805779452123
0.0179251089259577,1,0.0359948094227785,0.135825212159524,0.0297630357828809,0.0852490609746082,0.0304168220293355,0.0135769700318739,0.026706571608405,0.00116358893568027,0.118955384248481,0.0998242364218478,0.0291178665341744,0.0154952725648514,0.00316216976631986,0.00273822581504809
0.799557314583187,0.000311638447892902,0.102791968950126,0.130826742921709,0.0586981787833276,0.00329203838130473,0.00264310218536561,0.00814083126609445,1,0.269580126407258,0.000617457589306061,0.0630942168374184,0.00154184996008122,0.067288539548647,0.00384059273635902,0.00257809065690025
0.0396818038805534,0.0813051839735303,0.406137473628038,0.153373639557152,0.00498228441207625,0.0289101735368396,0.0224445766878326,0.386683485089139,0.0066529556918419,1,0.0291568694590049,0.0171152588946277,0.0158968694691282,0.0340651615050968,0.0544879805518417,0.0158049044437563
0.000716592061138122,0.0368621987020916,0.0229123695527762,1,0.00663033748718802,0.0283700213743893,0.0003731864339903,0.0417838454898761,0.00266441542323504,0.0264667673563871,0.012650368347366,0.00609575110403779,0.0421823857546097,0.0124319571144694,0.202497255978943,0.0202866443483499
0.00821390129929279,0.967742733515794,1,0.333084248553027,0.287801578833415,0.600085721993607,0.0393666157260343,0.15600060809344,0.14678835422958,0.127805984924826,0.00680871702781734,0.0907026778725405,0.151241101815979,0.352097855011263,0.0096131428027226,0.0786745680380144
0.0970421162394028,0.0111833587033012,0.00471822234753908,0.958118030400132,0.0424478081040807,0.00325823754489694,0.000444694207258794,0.0243354711060124,1,0.00383324502879298,0.0135276847965631,0.0274145979220945,0.231188721014881,2.54118007145141e-05,0.0138007299159669,0.00946351979055429
0.209866421173871,0.000456082043673732,1,0.141794221126075,0.0391284977725912,0.572642676195396,0.207739371766971,0.00790574754487603,0.0313286762926721,0.0057340236749428,0.00197067167873649,0.0525596210485668,0.050892359555995,0.0326685916641283,0.208533131119889,0.0546280522019119
0.12674542632987,0.0164688821360109,0.0347253162006348,1,0.0293680492855106,0.00491115145313302,0.0721428765627782,0.00737567665844607,0.0650052814702283,0.000270204660208516,0.0015868530797086,0.0306004916468009,0.391697105254205,0.0083890308537287,0.0312346092003368,0.00453853484755128
0.0559173649930577,0.0135404438347994,0.024885119099634,0.396431414301555,0.011074487618959,0.00845899929585646,0.0169308781682924,1,0.455650696796952,0.0154911714271437,0.0306576794596882,0.0702028561540384,0.261502720637779,0.00024159994676414,0.13556292754513,0.0449060869728507
1,0.0165815150835472,0.0125961463864806,0.00383183400143584,0.00475614815753266,0.00282918703478703,0.0358932224764203,0.00174090200634575,0.0571360025987259,0.00095288176192015,0.00458021726057578,0.0192986917486836,0.0213590572260804,0.00554467378246723,0.0190844694672016,0.0299239623362408
0.208487738415379,0.00207906546223996,0.0879638444707465,0.125923584022763,0.0232784188098891,0.00275506701890249,0.0342807228939301,0.0411756951927751,0.473618986789063,0.210220890306857,0.00922470257991852,1,0.006967950823056,0.14847251590045,0.0206418341770061,0.328045873363487
0.299468042879323,0.0459836097556946,0.00172229458244225,0.00170471295148659,0.0117333028288173,0.220645080455666,0.0742995430273268,0.00292630699298106,0.0351206326630491,0.579763042509535,0.0477686411907853,0.202569578546057,0.00148773483717611,0.215639658618513,1,0.200006440612234
0.0188055541284081,0.0422798347292301,0.00416284682374555,1,0.000630644870882777,0.0208240250720618,0.00326977782835583,0.050842417109724,0.00195145717268465,0.0550673793040309,0.0726887349144787,0.0838041854775331,0.234074100373613,0.00751861907843696,0.0315330876027499,0.010048468680168
0.162434615799529,0.00269899931031883,0.00107295591662039,0.0447578624902618,0.102322116839806,0.0963617029964146,0.0557863377575323,0.0368511626669118,0.14614017250916,0.896659745032416,0.0922490370937245,0.0021700342255904,0.012661468923279,0.168544328726338,1,0.118901231047216
0.458472719278485,0.000995999631351577,0.0291950389664477,1,0.0032776720249429,0.00139581340820285,0.0498619116338454,0.00364124725250293,0.270972466323689,0.157903072022844,0.000939414253120828,0.0146482458706549,0.00630779484542175,0.07551203579457,0.00104553381192385,0.113533809953803
0.45547823822542,0.18190824056156,0.0826029187253326,0.732343042503068,0.0440138501974551,0.112186249801654,0.113612735946014,0.0216324835085462,1,0.00722839941026473,0.0284534656779484,0.105473830182981,0.229170513786672,0.021918279392847,0.00450831668045678,0.119246326218839
0.00172177967456477,0.0227854092328297,0.0524521292428246,0.0105442216262469,0.0690285969729229,0.329855844946059,0.0109029418276528,1,0.0183461004113474,0.0189366439123931,0.00120555880418873,0.64960025861916,0.117287021648492,0.505389229063561,0.00768212923524171,0.000317858199131482
0.0477929783455552,0.00665440519373284,0.0113207843769907,0.0372726580235399,0.327401091523252,0.295633128092227,0.0928517623697812,0.0129734955257694,0.282487515141968,1,0.0305865435577805,0.00730270637027428,0.265569556558766,0.0401844116357894,0.293777882969445,0.0342754228176362
0.265735844679368,0.00194298050770457,0.346807456158789,0.0111073733774325,0.104197917607551,1,0.0696138755684359,0.0105454585629222,0.076688254621246,0.021458488678284,0.0150914110399241,0.326752868057675,0.399889962027175,0.0294806957821998,0.06998528821831,0.00844217490261395
0.00927721526083602,0.0573021269879627,1,0.526471858411366,0.246079936922574,0.0437874760621222,0.0599364241961101,0.0098635151466838,0.0065414593998656,0.025520857435754,0.0136351970054063,0.0446172076395687,0.0225831879353711,0.196345699554895,0.215199506226348,0.0241178189371289
0.0187720450244653,0.000636985898230191,0.000239584812023478,0.00577576978330132,0.000337497975284665,0.00127421841391773,0.00714166315555331,0.0241242527565262,0.0139644510267472,0.0131878358825751,0.333595602774192,0.000684662236163488,0.00245251507235377,0.59108529552252,0.00644319027042345,1
0.0370986686716637,0.0189521274389008,0.0296370237830442,1,0.0371962518368984,0.0341548427197536,0.013405031955764,0.00818117661372403,0.148114421475604,0.00306121641426127,0.0112577657681032,0.0627288144958984,0.00863471253297362,0.469580142473174,0.0111835100709419,0.00628751813604531
0.0320752950111072,0.00372726457352443,0.387730997527864,0.130120473704716,0.205328140311277,0.65044619146148,0.100968705390243,0.00485847407137804,0.0863867686734616,0.015104784008636,1,0.0705352555169394,0.85755789242464,0.0193536971995088,0.0151505840799277,0.00710731851706071
0.142365640864992,0.095755619188463,0.0319861818547797,0.175756118858445,0.0102455533656307,0.0123574170219908,0.113661339164394,0.524445692382011,0.0160133880572513,0.703640491915313,0.00451689239975072,1,0.0159440891026052,0.00314869195575008,0.0746428470906661,0.0742798642328978
0.00529098523734024,0.00856705055680701,0.000143922806439205,0.0228323819276267,0.00825798926264187,0.000365295985268568,0.000898597803137482,0.225712603293357,1,0.0994821490896656,0.000724744316394479,0.00902573655554043,0.0173248999209755,7.2924765930386e-05,0.000144514408623604,0.000859517323553987
0.00170951461532455,0.000614988882858328,1,0.00469159857352804,0.00507524258939061,0.294036962732581,0.0739109896751592,0.00189879648453091,0.00328768020286488,0.000930020058113492,2.89113697606057e-05,0.0118829902209746,0.00483367501568367,0.00118346816568133,0.0230982913794812,0.00184093457201503
0.426828696746106,0.0190029621306713,0.00433473899577373,0.30880145383915,0.0212121934457974,0.00181842010285455,0.00370951552800834,0.0784550644284168,0.0580995721221863,0.0219583422645935,0.0623831931142906,0.00313605001646509,0.171701439651629,1,0.365506868273153,0.0772437688767573
0.000641422335066491,0.00102364432480777,0.0897757266401788,0.0877051864383093,0.00147000201251653,0.002115646635271,1,0.000718059820113938,0.00185338330437046,0.0253314380416941,0.00206364492001519,0.00323075897539723,0.000153911921817478,0.00948368409314501,0.00188704176320964,0.0321195631698288
0.150977751249061,0.00469360833817318,0.0166012754029473,0.0192580607210406,0.0295787255602328,0.00256978284841388,0.000580847707208651,0.154516185637776,1,0.00040326643490779,0.0122702503597813,0.0349592483221067,0.0982416126306068,0.000483937932325865,0.0606093505832081,0.0023842027127073
0.000462479776479761,0.016268722547382,0.00178059345828822,1,0.000405390740463343,0.0135224517860322,0.000209475110284944,0.00646478433662398,0.0129704161273263,0.0101527336628081,0.0739072775292703,0.0110510205557694,0.00356755641617756,0.00114277480727787,0.00163356360274684,0.00354237828949623
0.0895750204649051,1,0.0223546636679027,0.920240738538953,0.0818075768193508,0.0871355222232175,0.0862733858190427,0.106451015315578,0.011422263136812,0.0181138043213128,0.163210521656959,0.136801669229761,0.00992240815085998,0.0163732344718188,0.134027304544995,0.0950990260005008
0.0930887200045826,0.0261853601767873,0.0428592486555917,1,0.00394373423845608,0.000546515563485966,0.00744887311410103,0.0221259311116695,0.7109217568739,0.0986936846834661,0.00436533857932846,0.174385836798337,0.26076553673727,0.00141738200001681,0.00397046760328338,0.0212790357227746
0.0521953530413962,0.0958878570707014,0.16303421228761,1,0.0361598875993575,0.0100524828990106,0.0944158437204649,0.00230815394495129,0.0243363328810758,0.00123997629384414,0.0827045746336767,0.141969107722454,0.0358292688622386,0.011264573252138,0.0256308752587695,0.00683014222930197
0.0229647771457937,0.00203484753457752,1,0.036445274487226,0.129962720957592,0.446830848212962,0.0157134046090194,0.000776029133288065,0.00696619454769644,0.0359804992481453,0.0340471603182615,0.0326540302962649,0.0366414158939786,0.00293575552098221,0.0114572347652646,0.00194918485161339
0.0399744161284693,3.0683439515746e-05,0.00234384148652578,0.0103728468926339,0.00431349672994974,0.000208876962477668,0.00393467072244084,0.000867760626353997,0.103636745335254,0.0224764812612176,0.00289908180270271,1,0.000141343106601148,0.0127927548247025,0.00555804319529912,0.00736236034753209
0.0148340094254152,0.113089356417917,0.0424278951433064,0.0559993582136119,0.00264238863697163,0.00542834249727182,0.0276900234328481,1,0.075414528700951,0.097208987300144,0.000607331303526371,0.0693110065139722,0.0527916511742005,0.00616211435769963,0.001464840225092,0.00100841388021095
1,0.000393544825045457,0.0274013248268657,0.0169588507532466,0.0534504417928847,0.00242670556035222,0.0191771971463789,0.0045903612764543,0.186906585510225,0.198604812439693,0.00247724872940777,0.377476231765461,0.00254645191916863,0.0824866094216263,0.00634981759522073,0.0194311709766936
0.0240163851117041,0.00133297028945167,0.000761248607095719,0.0412197544140499,0.00157354810462876,0.00417255376456516,0.00960342163179885,0.0469380113952464,0.0187744116577294,0.082541638354972,0.112248807402563,0.00178086671517947,0.021236836703407,0.782077503054983,1,0.0461125870582172
0.0176600643170022,0.379541560695864,0.0575709026594566,1,0.0110024024395559,0.0137380980632566,0.0336530447894666,0.0508490825291197,0.00518866629300788,0.0754999491050435,0.459784095495651,0.781586313501473,0.211511752550438,0.152098837754184,0.219429219512481,0.0148658536438967
0.169445179752881,0.0195565394743028,0.00914636289884603,0.251470523871843,0.000245862070929551,0.00762668634373584,0.0848092103189421,0.485122554847608,0.0479194878164681,1,0.00245463803076429,0.00702285842708551,0.0407665133215949,0.00598777963129256,0.00665916660748848,0.001231355480085
1,0.955363186041818,0.178997718636524,0.127354358231054,0.0300542167777049,0.00833733016943248,0.630182740689602,0.0432227594388699,0.244201951809117,0.00600174764358774,0.216482454114647,0.143382049310583,0.338738466866838,0.0110963630821727,0.0200040673617647,0.0659986336183437
0.979310125452613,0.0689211929431272,0.12403640517231,0.0179704585512046,0.0125252145316271,0.0389665090173397,0.347159690890098,0.00126027669587764,1,0.00886067754664626,0.0474219195985948,0.083921869930744,0.0657289331862805,0.0595863913949422,0.00284986443796711,0.00896433793312949
0.0125570009529919,0.0254372080641023,1,0.0442450897345907,0.0369058444227615,0.140244488943481,0.0227842418915932,0.348466704125824,0.0472349568598118,0.37330103184582,0.00769059460985808,0.269809175108292,0.0801735046412797,0.0110360418677272,0.00442340563483347,0.0447428055961668
0.598207711765898,0.0449078571562791,0.489915521109178,0.0335388376968711,0.0032123784149478,0.277126047238082,0.039038898733,1,0.0596338969914357,0.381900531853744,0.0254055731494777,0.0927844849407051,0.566230760744302,0.363310834586816,0.0123887339382685,0.00281488791510872
0.0866946015804499,0.0092848930713949,0.029598479543857,0.0790101985843009,0.00168259581931042,0.0136962062261995,0.011975943752184,0.00900299445907745,1,0.000654216677449912,0.00192477156405335,0.0145205854793548,0.0174087866974873,0.00187455439909825,0.000698255992611125,0.00595816439403102
0.000278391042350385,0.00281921882621605,0.00492040638103733,1,0.000461691958267605,0.00179875845862647,0.000106370842164492,0.000298387825723002,0.00361026372385815,0.00248133050244428,0.000444772106180023,0.00267017935325183,0.00301762871675783,0.00343775412512087,0.00065078618594175,0.000480588848861004
0.0112583979384791,1,0.0265247080873598,0.681641486094385,0.0483196307962051,0.0426277161244264,0.00984570116075935,0.00461970048861545,0.00660042630077564,0.0150634935942943,0.226755299916796,0.0609352708445125,0.0632826187468417,0.022796887818649,0.00154067575857299,0.00349920749960604
0.495818521233687,0.0211097458888416,1,0.03883488689792,0.0168799469185206,0.00808469830057964,0.0168383510210917,0.0868712041788624,0.319494553209868,0.0366419902529582,0.00615872700167536,0.182966988869381,0.0351296578296676,0.222255645998719,0.00525677158283519,0.574942531590829
0.389126442842744,0.000581761289773114,0.00281385415261626,0.0156076682373676,0.00643633028796999,0.0491152348670215,0.430031712914029,0.446270967650065,0.448788058218528,0.214901985752996,0.393678653253369,0.0653483922006745,0.0579060241604604,0.646425007427339,1,0.26414029931677
1,0.209259697364849,0.163944028342407,0.107575256764966,0.234321212807255,0.075120301914111,0.0969299393892387,0.0201566922872972,0.282134467451598,0.0172711930020212,0.0703307491723756,0.33298955502831,0.43654224773623,0.0917181903524048,0.0324328557321812,0.145161313292806
0.0261202865738227,0.0397633987114455,0.0338868574356112,0.109142392900836,0.0564004037311001,0.0729614190868453,0.0345592437331453,0.630367691359276,0.169904237404421,0.140022096837616,0.00105580256698532,1,0.0374454096446559,0.0100045996664346,0.0180626868898624,0.01726900275609
