"real.1","real.2","real.3","real.4"
0.0133871550155884,0.0385122648468636,1,0.524870598516036
0.0201125387737536,1,0.198010927249098,0.192120415240383
0.00684172429191602,0.083921368667848,0.134822184141156,1
0.0121929848502998,0.115156183257936,1,0.0227372351787671
0.00842153981508243,1,0.212177271063984,0.168692428394508
0.10329351131198,1,0.759193866453206,0.55402990426705
0.207127439561255,0.757106710416138,0.490930167240081,1
0.00814826177056582,1,0.593496971485259,0.139227141537587
0.0160852171871447,0.158395320425625,1,0.782444479146004
0.0192102887872078,0.294612392800868,1,0.0711145969149447
0.00146832125928619,0.0648603704657184,1,0.00355225623775774
0.00124239959123365,1,0.00936284957633689,0.103359575191364
0.00515093506297947,1,0.0170858495858739,0.0178845988811899
0.0375769564067999,0.0702046509986635,1,0.124276643086126
0.0154202730082,0.624827317792727,0.399452296351323,1
0.0578377852211714,0.356537192534068,1,0.0629969325727585
0.0302373394406769,1,0.454461456229259,0.0477448128176555
0.100519988234599,0.941652443132695,0.350303862735594,1
0.00575061782135367,1,0.167629608856099,0.394601264548973
0.00301100695970951,1,0.039339539656966,0.00456171762421674
0.084264659793634,0.844955926535752,0.203598334808292,1
0.00348111187430612,1,0.0103633834935962,0.00429431831760069
0.0867617778283919,1,0.0643203946852234,0.0943265603685718
0.209472328734926,1,0.675313432716968,0.757808115490444
0.0254530482529524,1,0.88490241580682,0.132443991930746
0.0289638065571448,1,0.0412437338237593,0.335075726303258
0.00149020665896967,1,0.0440680363714314,0.476130933388553
0.272374323305723,1,0.718190264075091,0.605566103199702
0.0846573890691392,1,0.0142432631164108,0.108273616863184
0.0683078658517686,1,0.117492217039116,0.282263165687259
0.015361776860512,1,0.297634858142568,0.217299196426395
0.0230171750935187,1,0.890680698608442,0.546234555727679
0.0671881566298857,1,0.627523449428018,0.760092360603086
0.0626002472763337,1,0.143654243467056,0.0350152810306969
0.293873853675733,0.867089961162813,1,0.107245278417184
0.107496460996215,1,0.300760342931304,0.0286307886719638
0.022923424868571,1,0.0868252817196505,0.501654075559892
0.0756514882807069,1,0.0342250673602865,0.85105742380363
0.125762272284688,0.113687755335782,1,0.285523164990516
0.00097253945370523,1,0.0148036083405008,0.000436710547368678
0.0362608378895806,1,0.0480080054125281,0.00895731465056999
0.0304370035704009,0.416188220258004,1,0.30136428003499
0.119936361847765,1,0.338085648425533,0.0979859930295966
0.00202140907711412,0.197051154754378,1,0.0018712692881039
0.0678772268205472,1,0.567127632195377,0.524098184712299
0.00315838027861624,1,0.0997513268207615,0.0567548927218424
0.0117989294992335,1,0.0687932052912847,0.0685537526760858
0.10569667406288,1,0.77619276317211,0.0650182341040692
0.0110864939071145,1,0.804768705951716,0.0932488877643686
0.000952270374548197,1,0.226439846849541,0.00304561509285132
0.00837912478525891,1,0.0263365656327334,0.543427847635777
0.152691561688006,1,0.175045337940863,0.936421857139389
0.000987947005048528,0.950717604735748,1,0.616579421654685
0.0372879902014255,1,0.269645473510429,0.204315348608034
