"real.1","real.2","real.3","real.4"
0.381173063891572,1,0.585029945918602,0.665947510729752
0.00260268364180932,0.00192802213415303,1,0.0690441314006558
0.00387882019024231,0.298512243777557,1,0.0346372336951614
0.00641677032967125,0.235326663270094,0.13252577891652,1
0.00709931068740426,0.0161300951255777,1,0.0503848215721533
1,0.447917488247456,0.209965905895759,0.0509687556186653
0.00302979835347475,1.55821987776156e-05,1,0.484338267515132
0.000727923402907779,1,0.0539106408405955,0.332311870005346
0.0157437383659351,0.822907074297982,0.584774188421514,1
1,0.0251394377485895,0.0027998852397667,0.00543680494247652
0.0200693582914068,0.00274379082790972,1,0.413715727977236
0.0920784862093713,0.00990558262059375,0.17381957389689,1
0.00180560928106944,1,0.029601333055552,0.0128190981072315
0.000119800203681632,0.011940724823634,1,0.00353856528511788
0.04600853021422,0.60969770953695,0.895821056701597,1
1,0.0231007599901461,0.0449776518256193,0.193869511291462
0.322573680416448,0.948099885113178,0.561737649477662,1
0.00102890794367172,1,0.21107132358637,0.00203297418439386
0.037636991238812,1,0.462932585946335,0.0313658592421846
1,0.0897656189553804,0.174308544480217,0.00586282587238393
0.00362047469307448,0.00346392280840672,0.108307618650609,1
0.0116859684080507,0.000177113612480517,0.588109010196073,1
0.00693080584726484,1,0.707901785992631,0.261246037042918
0.00359646724210395,0.026450513393008,1,0.0153158368995437
0.232486408085354,0.206492583137984,0.836396841470118,1
0.0647908306831307,0.214783240168804,1,0.0105525178889927
0.000307333922688655,1,0.0902135348129444,0.00895733567658243
0.000299012731843391,0.195272061822952,0.237280343290915,1
0.00334905145499885,0.0560902469296229,1,0.046359391862823
0.00378517581130427,0.0317036245421142,1,0.29295766955727
0.000533276059200904,1,0.030813594043847,0.0345616004551835
0.00310645854673849,0.00320893205031832,1,0.0776018695980991
0.0064562319475943,0.159052012373432,0.161535988751668,1
0.01943450850933,0.177563240762093,1,0.121624442867162
0.0959179008952715,0.0124838112835764,1,0.0180283614734613
1,0.0997604765298851,0.630314925079024,0.118942353910972
0.0113368567617775,0.3724632351821,0.141545020983544,1
0.328889172040099,1,0.25082453504623,0.0498630189245816
1,0.844177866850128,0.0839188989256944,0.245773055683413
1,0.00216440825318942,0.0023959976393721,0.00041424370179792
0.0714614980672477,0.280326660238418,1,0.457304046621645
0.865802685720541,0.0414607482980095,1,0.0699623552622323
0.13626716194486,1,0.195921814750684,0.402185128471814
0.101726745331755,1,0.0228668777314782,0.59390814865066
1,0.00672437305324017,0.347368429031749,0.223009124809043
0.00120825340284538,0.00664006818001844,0.0745118942426891,1
0.000381655062278586,0.00019644512564831,1,0.0025552182562793
1,0.0250671248102932,0.123879536368331,0.0120286899937038
0.0812001104911667,1,0.835631390750581,0.96652178702738
0.0635253851573682,0.0549909177053626,1,0.0898004203008167
0.0112025690140391,1,0.299895997770945,0.233395363820283
0.0729181277001883,1,0.520613102953964,0.116609084358978
0.0923312840473721,0.129448296824173,1,0.82590886557803
0.00207704110955213,0.0205017733011231,1,0.00198950381370457
0.00210018466467057,0.0184295293384916,1,0.0430093173134536
0.00677928908405403,0.0127594516838535,0.379933767068886,1
0.0157674742217705,1,0.0970037450733365,0.0830897146044583
0.435909312199894,1,0.0994387028804226,0.275993628619614
0.000240653944296217,1,0.0223378629077699,0.00377993478676691
0.00400878569079122,0.000534334639294625,1,0.0493431779924666
0.00874051977721572,0.00397353886535665,1,0.757199031564586
0.527063284624705,0.0131600656996947,0.307324056834832,1
0.0552088307201094,0.00481059809232554,0.253219622014633,1
0.00656652758785967,0.0480957534582897,1,0.538527590439465
1,0.0235572643760493,0.0852260122942384,0.000842918674409563
0.00115258409804332,1.86787634112904e-05,0.0521699630786291,1
0.146606143375614,0.0685126385397807,1,0.0735296303604046
0.200779891421418,0.596684843347766,1,0.572480971029744
6.46233060994947e-05,0.00117978142537132,1,0.00258202894954462
0.1233712097139,0.000486165837706439,0.587089616758544,1
1,0.117503280334111,0.0724405227966019,0.00474121596489999
0.542682064281304,0.544870534522408,0.0528028172931841,1
0.0597858824380569,0.0386690018124331,1,0.488814063691624
0.0680557519006672,0.3548463556172,1,0.0461136314318868
1,0.00906030178009202,0.0448614289742621,0.221150190488447
0.000560796996328027,0.00157226533552498,1,0.0170598772293592
0.000552765258465581,0.0102475101024666,1,0.0141675538862508
0.0210394496881115,0.00868736412740108,0.349243639323497,1
0.000947405027487989,0.000528319282518796,0.883970871393334,1
0.00078012993030092,0.000509356629216565,1,0.000850698111609875
0.00179285207802622,0.0068649323054093,1,0.00919015872348251
1,0.0522749142670161,0.12384379535541,0.0020779054453894
0.0496178164153955,0.334316964970387,0.301117450139706,1
0.0887270159841633,1,0.406194539592216,0.0574046324400403
0.0291631523041365,0.00282369686777966,1,0.793003945349512
0.00905263796313959,0.00333032038121587,1,0.0186091144535043
0.000808356441217715,0.0256077808550199,1,0.143029833023618
0.000499659067140909,1,0.0214056158056416,0.0102169162018473
0.0565024681089465,0.0660054292748485,1,0.444351384895737
1,0.0598413293835831,0.223704047697486,0.0107619278735296
0.00051811742420306,0.126077983424589,1,0.00902653866626413
0.654718715833896,1,0.230567462271121,0.0611370117495072
0.23266904368072,1,0.116864073022959,0.569191466924683
0.000134435482576344,1,0.000570903855190604,0.00515884072607343
0.000847902802861898,0.00454301592167844,1,0.043375218894832
1,0.627354912201117,0.746907972929013,0.103104424001622
1,0.0157044444276444,0.116500168445981,0.0236342797694683
1,0.37298343785729,0.636804787528598,0.286380795831255
1,0.0770666192689767,0.244018428338867,0.0892927913310469
0.00232949167670881,1,0.0896149444893768,0.0586878784242605
0.214955956497111,0.0653222235647306,0.0583747715441824,1
0.0185034989047561,0.00384089673840755,0.896574334137017,1
1,0.0111554892342048,0.056923094439796,0.00446192400674513
0.00990544275374361,0.653211808357978,0.531294314959181,1
1,0.386474887820282,0.176022631631203,0.0527172549627442
0.00198814847229889,1,0.0123021213166789,0.089661522360456
0.0195478231438046,0.120523226568683,0.372206191885811,1
7.79330083280441e-05,0.00065544859678805,1,0.00613827281916469
0.673588534992515,0.22347813879273,0.199470236090096,1
0.00603002077480037,1,0.0379437722204585,0.0503988624038832
0.000895219292342663,0.00390132813117421,1,0.103796442405067
0.00176325419059248,0.00435014510066137,1,0.0275031222134112
0.136591989705167,0.0853620712746794,0.347600183242029,1
0.705815255412289,0.118704608308371,1,0.169211493361106
0.0320135726142769,0.189552378468781,1,0.00246484315478862
0.0103164905524334,1,0.505509888362049,0.00597333236134177
0.00185820190528555,0.000548635631407971,1,0.477460543610959
