"real.1","real.2"
0.106218199483027,1
0.0699476934540528,1
1,0.332573563189132
0.0593170944720646,1
0.45610982909831,1
0.0372311545717693,1
1,0.289589211760915
0.498329360891142,1
0.440212420983047,1
0.0395504562869865,1
0.19797922701042,1
0.431741151619169,1
0.0250199425648368,1
0.828911865429288,1
0.396235395055818,1
0.202351520780072,1
0.174376961586602,1
0.920910844089985,1
0.399818097585908,1
0.205116329574365,1
1,0.0753020585472842
0.272113614089958,1
0.0571716667597076,1
1,0.413165460651798
0.25816900467501,1
0.940525185592048,1
1,0.740445946284437
0.00248898087521123,1
0.0314103978056048,1
0.508931333431709,1
1,0.16069117829215
0.0529982808249688,1
0.417539159027094,1
1,0.0134528244431605
1,0.305539475030011
0.218681784584635,1
1,0.219450729427145
0.39116789613038,1
0.130648019788963,1
0.105323597726542,1
1,0.956627003215411
0.00374738467953649,1
0.0631228646476838,1
1,0.121549961628063
0.141786252823962,1
1,0.196125609008988
0.922833782223151,1
1,0.168064545968649
0.0591043377602333,1
1,0.467445002965338
0.093200781865987,1
0.699775787683596,1
0.042627335801975,1
1,0.585201486352578
0.98331233306559,1
0.149045288219418,1
0.0712235979480365,1
0.142896282887239,1
1,0.58595109943062
0.0195639706529691,1
0.413328390006805,1
0.165539224138047,1
0.279513302661688,1
0.443236060369589,1
0.0693730574735176,1
0.00564638309688777,1
0.377532398883969,1
0.0217122939556137,1
0.635570796656128,1
1,0.827385365702389
0.165580225661592,1
1,0.565667459836282
0.707385062628073,1
0.115713048814499,1
1,0.629946070606334
0.8012672220448,1
1,0.0259545341294262
1,0.996796288921563
0.068408628493741,1
1,0.854215190144107
0.226821692334296,1
0.0714099726296259,1
0.0175576262026396,1
1,0.0697449193397325
0.21030956716151,1
0.383194236483273,1
1,0.402786521822866
1,0.735108404605344
1,0.189331944372723
1,0.0789998488796606
0.155762798785421,1
1,0.0992388235600309
1,0.151105206334733
1,0.359243838329152
1,0.338468135448284
0.300148081912449,1
0.496358005833755,1
1,0.51295548385547
1,0.065754819331514
0.339377896211688,1
0.146061606726786,1
0.26826251310075,1
1,0.48853695342995
0.313462227343991,1
0.77661092282548,1
0.188857578230519,1
0.0254301211398506,1
0.0657142129777803,1
1,0.689917716503701
0.850259958214203,1
0.363776482083938,1
0.427302792014711,1
0.0806589276394653,1
1,0.625781017227239
0.217881647409416,1
0.518562764790388,1
0.142263287713956,1
1,0.176321062182715
0.262372177521348,1
0.150673484204691,1
0.0477857497691237,1
1,0.0461188449692765
0.115981088911063,1
0.337526265010539,1
0.149579036601614,1
1,0.172553749383283
1,0.596159404684166
0.304422323095038,1
0.132438046360875,1
0.0623798369864167,1
0.0477873567361194,1
1,0.901718590033903
1,0.769052005125319
0.200481307717503,1
0.25346876351449,1
0.0135289038241834,1
0.242227852595039,1
1,0.504046812210605
0.171775965461316,1
0.000529708758040217,1
0.152482387616406,1
0.259787623397746,1
0.990600916147372,1
0.543785135018518,1
0.2646314222312,1
1,0.387702740668267
0.151706500198049,1
0.0194438030080825,1
1,0.562638927139733
1,0.473549622707269
0.383881254081466,1
0.31154297277331,1
0.113717393929133,1
0.121367800050947,1
0.0386262606052303,1
1,0.181997127240347
1,0.521581599063697
0.176623732830207,1
0.0120603414633995,1
1,0.343640348939126
0.595040238047689,1
0.282255374690648,1
1,0.657853459362068
0.135881403995038,1
0.437462426897568,1
0.0625103816958347,1
0.437268682698089,1
0.999530690083295,1
0.447913612694374,1
0.600432761214758,1
0.812684837829521,1
0.0559728295043602,1
0.0397822548403143,1
0.215473562985822,1
1,0.197059113539405
0.346288759397313,1
1,0.571013778591963
0.129294298634934,1
0.600694733007902,1
0.53490748036366,1
0.0769529707880789,1
0.0547723682489048,1
1,0.562243878907527
0.0161895359205634,1
0.202800010811461,1
0.0711352346332405,1
0.0709682533175911,1
0.297927283734036,1
1,0.33684112841028
1,0.761141848358615
1,0.207022397536036
0.0463275704931472,1
0.475296087898635,1
0.492615219421905,1
1,0.45914777030159
0.0833633656648951,1
0.271647761332224,1
0.00049808000751567,1
0.108268987849568,1
0.108238832648578,1
0.153466992409564,1
1,0.211863145584272
0.103745844001719,1
0.371362233866604,1
0.168071713158843,1
1,0.169857724220782
1,0.464626251131807
1,0.202471729517817
0.149889067623927,1
0.320151303296188,1
0.787239054456488,1
0.062316081918719,1
0.443246902883635,1
0.369000385103016,1
0.15420176275539,1
0.659990527002064,1
0.364071949159959,1
0.492479835716979,1
0.0763207041642957,1
0.429172922953769,1
1,0.289065668742761
1,0.408874037244053
0.203447338175925,1
0.0504436697467632,1
1,0.41705572899188
1,0.309208036405483
1,0.19163316092416
0.637700697784096,1
1,0.0535933813447748
1,0.508341438340223
0.0538635634684416,1
0.684047935969913,1
0.466193300312623,1
0.183283439987381,1
0.00576037330603311,1
0.177706077378452,1
1,0.370097006502633
0.677939760626148,1
0.196210186119249,1
1,0.61374798377942
0.203868494827075,1
1,0.247949121514825
1,0.121724152064907
0.181382858873848,1
1,0.0487987318319897
1,0.828642720421096
1,0.27130272925634
0.0574407658252434,1
0.0132528933409072,1
0.108695234813181,1
1,0.285146033417048
0.179109745198742,1
1,0.0557137111989743
0.238614013519824,1
0.13934170670874,1
1,0.129054795550308
0.138657965194555,1
0.104537730139311,1
0.015179737343169,1
0.0627678006335996,1
0.173959358507576,1
0.151576375239707,1
0.955936754078352,1
0.00254314076348172,1
0.177046715015248,1
0.0316601550891012,1
1,0.243243196044461
1,0.448423502959929
0.525664167604989,1
1,0.245805716660519
0.709550797250293,1
0.173403568272136,1
1,0.65140249728649
0.283709438639077,1
0.55643262364132,1
0.0106947652181365,1
0.00105116950271544,1
0.0815523163659723,1
0.394481965258356,1
0.00034695466801453,1
0.174950057975913,1
0.509091565309842,1
0.828742474429326,1
0.0807474179319891,1
0.874627843728321,1
0.00825936012433587,1
0.186495968018903,1
0.585219063343761,1
0.0946314506460464,1
0.0799378102189032,1
0.678173949847796,1
1,0.849590056585792
0.206938934236497,1
0.00217432491596097,1
1,0.924436640133387
0.101514708016307,1
0.0401261675302368,1
1,0.207911384928782
0.936448924783905,1
0.146854811171274,1
0.249051175609081,1
0.51211283165339,1
1,0.135193906566538
0.388427450415452,1
1,0.246884851823198
1,0.490039967658857
0.790969834069961,1
1,0.430607299743441
0.17284465780704,1
0.044965011807507,1
1,0.302022864738139
0.861411470735074,1
0.886436688866163,1
0.10094170545015,1
0.648800494045831,1
1,0.0681641868095537
1,0.518785239055404
0.0152957024282467,1
0.163158558216303,1
0.174387201377498,1
1,0.865303877724832
0.610589344010739,1
0.367595745372801,1
1,0.867865130956868
0.133123372757942,1
1,0.363304194729396
0.00489782985773707,1
0.839622766058968,1
0.306931387605951,1
0.790176816547732,1
0.864222469605269,1
1,0.883746802518854
1,0.098052222336568
1,0.587559481039749
0.574898683947118,1
0.18036050592795,1
1,0.958366441842433
0.0455868032150029,1
0.667806669255669,1
0.0130095895325758,1
0.202071399194937,1
0.325712478688217,1
0.279419004977009,1
1,0.919829463624791
1,0.34493302625228
0.0324780904795665,1
0.0450374261569787,1
0.0687281395384024,1
1,0.6106218222961
1,0.912389838920391
1,0.0218551080926397
1,0.669265080747765
1,0.215503506832994
0.264543015835529,1
0.267195383736277,1
0.211616640865444,1
0.355946468079575,1
1,0.160308585890384
1,0.104954593476687
1,0.068495757637579
1,0.216590850668743
0.444755512000176,1
0.0153174708702722,1
1,0.435652320752901
0.0246446287889145,1
0.0626375512303676,1
0.118300329099674,1
1,0.656378243631698
1,0.636357972114864
0.561054137142149,1
0.0378961793119994,1
0.324430779147557,1
1,0.661102658474235
1,0.699943760091777
0.240336108750617,1
0.286810188263342,1
0.058576012367423,1
0.0184656266855862,1
1,0.866964795852038
0.780679016036895,1
0.0113793523643619,1
0.212259853283076,1
1,0.502193714123718
1,0.317198035943996
0.00285783762017543,1
1,0.294096015123693
0.117089772244176,1
0.0678195847549558,1
0.041942732423399,1
1,0.391471372620434
0.00639912880263313,1
0.638758951635059,1
1,0.255303115778698
1,0.296807476037238
0.362425496159205,1
1,0.81995531723863
0.0995826022836999,1
1,0.24278180873526
0.455157064366235,1
1,0.437148422984262
1,0.802292931546471
1,0.610346672434759
0.410043185305095,1
0.359386921269036,1
1,0.197484421787036
0.0504854346063571,1
0.309517708195147,1
0.391178080039586,1
1,0.510326262836359
0.0298044865185927,1
0.766177024931993,1
0.028883547108103,1
0.131966326381396,1
0.0668580386695301,1
0.625146191342631,1
0.0988393035917678,1
1,0.339303129904574
1,0.391726778418007
0.0208573215563832,1
1,0.0298842105002551
0.23413401669267,1
1,0.490756356294682
0.0334372791274273,1
1,0.0539772893838201
0.130972209068544,1
0.139215499949903,1
0.0400538123226911,1
0.811319490931608,1
0.41291121998952,1
0.598311124344742,1
1,0.676728770968571
1,0.411183854088197
0.0143068791317379,1
0.117806693107685,1
0.15444109399577,1
0.063968739547096,1
0.0989738404071979,1
0.0224729967738822,1
0.56077791000712,1
0.0682784887590461,1
0.340563191363863,1
0.107824885498757,1
0.178843259268831,1
0.0281839176606321,1
0.282788827226933,1
0.023220427010318,1
1,0.7023838835865
1,0.0446267083365253
1,0.896061796396154
0.543672879288496,1
0.258324537792332,1
0.34937665408615,1
1,0.539138220613098
1,0.0654957185551113
1,0.632692194539816
1,0.410132849224137
0.0377618917085075,1
1,0.303921250344387
1,0.679589270716059
1,0.212010276578902
0.527509660739709,1
0.0926992104207768,1
0.22254274602121,1
0.915907901769268,1
0.507564734794488,1
0.185598050220064,1
0.0120107392335192,1
0.608564849157282,1
1,0.825271047475749
0.161789136864088,1
1,0.409530745367326
0.484038782833692,1
0.994017367189347,1
0.252954413052985,1
0.657693018386744,1
1,0.498191011100941
1,0.347326238278494
0.0606251320148513,1
1,0.234354151507131
1,0.351644480336838
0.481312369417158,1
0.260421271085467,1
0.087857180177716,1
1,0.276769324219172
0.123227863855955,1
0.326853735469643,1
1,0.278477259672292
0.60484268774497,1
0.451050462350148,1
1,0.762512386588312
0.591969404148091,1
1,0.200327245051239
0.0400273430283128,1
0.538029870112189,1
0.320596588746462,1
0.251324460310133,1
0.00496425201248676,1
0.329305972369202,1
0.950099037711303,1
1,0.35337256303991
0.510582669039101,1
0.716957022089676,1
0.929530386069998,1
0.29994399579139,1
0.848127839092886,1
0.0904532324048212,1
0.107805325542913,1
1,0.827458803902179
0.289722463475017,1
1,0.302449234681877
1,0.415005873833932
0.925203130546487,1
0.476296421126678,1
0.164826366428696,1
1,0.0579363252807199
0.172284863052792,1
1,0.0179686377823157
0.134460884602419,1
0.325891291249379,1
0.0156947177125629,1
1,0.129261937040146
0.170554557728678,1
1,0.440485467262542
0.0439970131940563,1
0.29908674302815,1
1,0.589483740755041
0.47876726894389,1
0.221704549416397,1
0.0133081401899335,1
1,0.30285968924671
0.851541427389149,1
0.19950945282201,1
0.17340867821413,1
0.120676885429873,1
0.778467962083543,1
0.869406415402858,1
1,0.137904989739629
0.0894927544194476,1
0.272688037373778,1
0.527336422466624,1
0.323847289607595,1
0.38521277512012,1
0.022087016701063,1
1,0.181511107653657
1,0.32226393903366
0.744576680383393,1
0.167859496241525,1
0.0783170590996331,1
0.607309201576833,1
1,0.0949415963318058
0.115621550031245,1
0.253519424934145,1
1,0.684721123631255
0.906139049269677,1
1,0.213085780361463
1,0.517128876294103
0.322555975966694,1
0.441723083500742,1
0.23133059674529,1
0.0536879066271405,1
0.0517004502794874,1
0.00802892394773257,1
0.395787923394982,1
