"real.1","real.2"
1,0.0350861704285537
1,0.00125303779787376
0.0023529304870168,1
1,0.0221787094922868
1,0.0738803509149602
0.0400432631587327,1
0.00107565288882302,1
1,0.0183247828524533
1,0.133177943215908
0.00969936035740064,1
0.360255136331581,1
0.0154657170663308,1
1,0.015119434484188
0.136627359786314,1
1,0.0265869856412971
1,0.00323418492572406
1,0.0231553059386684
0.104616758078236,1
1,0.00239728765301529
1,0.085486216147354
1,0.0512848278142993
1,0.00805634925120299
1,0.00961113949571433
1,0.00179197037142864
1,0.0170426428874812
1,0.00751983637181649
0.0158688727202712,1
0.000238242994127391,1
0.0362855574564668,1
1,0.066830271899851
1,0.0338444823591759
1,0.0111771967276402
1,0.673022867144595
1,0.105881747833199
0.0169521934811766,1
0.0344661894929731,1
1,0.0151072253186098
1,0.0761789048119878
0.0010672464687333,1
1,0.00276413051912386
0.00168681072468056,1
1,0.00800893717191345
1,0.0743247508504952
1,0.0986075207531472
1,0.0130039908581073
0.0231159435139251,1
1,0.035291396242781
1,0.0279707754099774
1,0.00235873844772178
0.000524209615576184,1
1,0.249175778175414
1,0.0257382330333641
1,0.020410246379572
0.772403678139098,1
1,0.0165833710749482
1,0.000412565282669658
1,0.00537385138743412
1,0.0146315164678804
1,0.000362622740858098
1,0.00214584272836595
1,0.00240365222209057
1,0.316650937054234
1,0.0456523166434748
1,0.828044963508272
0.00481235892554694,1
1,0.0596646496548461
0.0380155632476168,1
0.00577159312619403,1
1,0.251928473364248
1,0.126515313039185
0.032832089523379,1
1,0.0987658817089459
1,0.484106562280207
1,0.00614412863503842
1,0.0034684380614838
1,0.00716966832722849
0.00838261653732481,1
0.2561444388912,1
0.00186796024042798,1
0.0281099534162516,1
1,0.0817135327296916
1,0.0661568427212469
1,0.0155135374633868
1,0.0917118218264457
1,0.249928141303576
0.543980193240802,1
1,0.00969052719214788
1,0.00600078905621813
1,0.0831632346287883
1,0.00996224268019326
1,0.816414791854009
0.115022451134035,1
1,0.475095029814058
0.00160374097107894,1
1,0.104319611005717
1,0.039864555228729
1,0.118488109294816
0.103752484758398,1
0.0080915091593758,1
0.133460060211047,1
0.0106305083872903,1
1,0.182928039365273
1,0.25011618826027
1,0.231984434673008
1,0.0662503704786003
1,0.00850919014416193
1,0.0417063260737584
0.0139446191155751,1
0.045829082878663,1
0.148003559815242,1
1,0.763993695805617
1,0.00222242742635275
1,0.00856958294440363
1,0.00640549008057433
0.00988539824003578,1
0.00391622725116875,1
0.331531019066174,1
1,0.0119478970231268
1,0.033559605212589
1,0.00281104551021022
1,0.0838583865319381
0.0415976128588013,1
1,0.185932310475181
1,0.0411095217842814
1,0.466184402301496
1,0.00524678809699767
0.000333227317008497,1
1,0.336435317110435
1,0.592134176927839
1,0.0421725328478829
1,0.127556681515868
0.00199427534078896,1
0.000788815072948965,1
1,7.69726370852603e-05
1,0.0274390772934704
1,0.0323448256247673
0.000733717771577537,1
1,0.0142207446688956
1,0.502846732832912
1,0.0321556808020472
1,0.00543174775209569
1,0.455792688090616
1,0.140398963223774
0.012787664319327,1
1,0.0416133331403902
1,0.0121115723727972
1,0.0153265421296745
0.132860009710602,1
0.492096029623103,1
1,0.0700311941763356
1,0.00563802079926814
1,0.188513872430893
1,0.0179294625777582
1,0.0133934438130649
1,0.0153205374194124
0.231837373844368,1
1,0.0399934957935542
1,0.000702243670693111
0.0275998479161127,1
1,0.256517120171221
1,0.00725801684307181
0.0699531553326097,1
1,0.509369731930027
0.000678661286760076,1
1,0.0236366408374153
0.00152822763784059,1
0.00672957360471242,1
0.00151609441145351,1
0.100338174021711,1
1,0.0359928267334009
0.012603003394288,1
0.00184458239938388,1
1,0.0283339552950763
0.00346640415726617,1
1,0.00339864147637158
1,0.0171298364926733
1,0.00509462715466848
0.140240712336958,1
1,0.294752325380996
1,0.156594889411492
0.0296543832107183,1
0.028615103223979,1
1,0.0154289841670517
0.0251325656957554,1
0.00443973562773968,1
0.0943754161749403,1
0.00888124171723028,1
0.00629601506528365,1
0.00787222546212572,1
1,0.0062915223541012
0.00710949115306255,1
0.00506176411423304,1
1,0.0289457450493239
1,0.0577995636189082
1,0.00746288779575198
0.108824828360167,1
0.000189675640210412,1
1,0.00826846108173638
1,0.227139252209036
1,0.000201228357924707
1,0.00389793779364154
1,0.170890371502809
1,0.00149389530514109
1,0.566725483593317
1,0.00638115269052467
1,0.0484860999065483
1,0.0125460861677827
1,0.0389885727202238
0.0235705210898479,1
0.00606739426467698,1
0.535216779354334,1
0.0773964265078706,1
1,0.0116145649541742
1,0.103280556942893
0.0017952274971143,1
0.0176517762939594,1
1,0.092787113723431
0.197255316382401,1
1,0.0333862569615449
1,0.0905696185818406
1,0.00170917285244982
1,0.274655278817201
1,0.0682795370922743
0.280307479077476,1
0.00242015771700814,1
0.000296372866381647,1
1,0.0328816322194713
0.00834007238169293,1
1,0.00546440806461237
0.0817277573700235,1
1,0.0131721781164963
1,0.42505465284122
1,0.0365788744595978
0.377052638376466,1
0.00186978501905118,1
0.0563855345696016,1
1,0.0997068049385993
0.0264643443715267,1
1,0.142695509000323
1,0.0345431667361688
0.00337442976352841,1
