"real.1","real.2","real.3","real.4"
0.0013331074788823,1,0.055714153125549,0.0736957383533558
0.011174783866624,1,0.63078625703032,0.702979799323239
0.0351690893692921,0.0708994514804124,0.198459159377359,1
0.00405929047645927,0.691590166226856,1,0.448160569526178
0.255047193243887,0.623564306739528,0.050164479769736,1
0.244713448059116,1,0.0261490044050359,0.892990924632951
0.849803246549113,0.337847840038597,1,0.0712108480708696
0.00864307672964192,0.161075954120508,0.0441521074795762,1
0.587067620480528,0.0426282162241721,0.0739368588159181,1
0.614187919977955,1,0.37830863378981,0.194466997999088
0.942320527316203,1,0.831785293091148,0.18654170599664
0.0124972748177185,0.12877817803498,1,0.212296933671815
0.00287475548663507,0.0599187411977742,0.216363091263149,1
0.133376718705111,0.0734696408989857,0.0970576124117426,1
1,0.504095588175334,0.0340668783447709,0.0377141282977626
1,0.61490891199463,0.0390771824773356,0.0617593650961819
1,0.028516141214589,0.00189333313305086,0.805846957154581
1,0.00851011492569293,0.0010748834729274,0.0063357157593568
1,0.0125880406235081,0.0617392655730267,0.100047813836072
1,0.0120414519985716,0.0366833032558651,0.00773333938523633
0.0598852180367311,1,0.00292425930712063,0.013432713697069
1,7.4060474177837e-05,0.0196517574634193,0.00058405327962663
0.0397664286395221,0.0141430075001213,0.161875972536653,1
1,0.0085267788770288,0.121325410326345,0.030956838758501
1,0.0962451842486061,0.00787474677863726,0.729334768618016
1,0.00259825104213202,0.00578940704229357,0.119856501591604
1,0.0133829910713366,0.0182974730869988,0.0433121197177757
0.68853470067013,1,0.18740539753372,0.234585106481393
1,0.00275613707639195,0.0338302909807731,0.0102076642059163
0.00703626484853179,0.569027144761097,0.501127589231993,1
0.0127105982230443,0.0358261963415191,0.0216008249094682,1
0.0285193698503896,0.402318388087358,0.412898262451548,1
0.000744875219532126,0.654078298724572,0.107160925499476,1
0.000640591782437326,0.0906047497143457,0.00536671180023441,1
0.109220161677036,0.258300829800173,0.0103703399201112,1
1,0.0271706130379483,0.00946584397238839,0.111871705389322
0.0314763947946861,1,0.00197822696571547,0.00984540370203451
0.282038012473342,1,0.119993333981819,0.0232940954653597
0.314777739575069,0.375424242567929,0.774775922399398,1
0.161296072932967,1,0.0102040008545371,0.0679376664579727
1,0.017416251026818,0.214514561802569,0.135397880564071
0.162105307781542,0.00841340730416726,0.0821573968933328,1
1,0.00901580944523775,0.00726638139580484,0.00405602679827804
0.0247000210244293,0.165054405743377,1,0.605492077185817
0.000342763496319571,0.0548566556726314,0.00136140786053451,1
1,0.37266326243844,0.146560771703898,0.134661686960886
0.00605158971070693,0.485553481015773,1,0.65163358443376
0.0762974155931088,0.133646851779763,0.237707440153568,1
0.030570042319316,0.050658241619686,0.00247001453002004,1
0.240237639961816,1,0.00193268098276732,0.0672750389207667
1,0.130313132309723,0.0119308191613159,0.0498643605080325
0.0066586363684033,0.0041024466998801,0.00149556032741855,1
1,0.0298219210473324,0.00264034327020603,0.0131409508243151
0.0901761239775626,0.0691949477504233,0.193003905850126,1
0.0414531053629043,0.0316921246999467,1,0.00698849133564364
1,0.00403769191447949,0.109365861461674,0.00438191366613794
0.116920267759253,0.0570743895376243,0.242154335208309,1
0.322096562027444,0.416901615187633,1,0.738226693919773
0.0860568615019859,0.210767512833374,0.387284315133403,1
0.469093493609454,0.0126056231881434,1,0.0399303107445785
0.192945288507112,0.256993616606424,0.421154045883876,1
1,0.229963038801052,0.0920877347018649,0.453940745574729
0.0134062912982216,0.099646969641275,0.2534320618369,1
