"real.1","real.2","real.3","real.4","real.5","real.6","real.7","real.8"
0.0510199518152375,0.00852822990092184,0.00802127493326555,1,0.0564023778363518,0.0735867006080307,0.0253918768144269,0.671387159032402
1,0.0480867291819978,0.215182877338002,0.258004491073471,0.398540039740585,0.00183669402578244,0.00566673404228259,0.609124089811772
1,0.291747810860488,0.417665643631274,0.00573033565171095,0.528334180299608,0.1587472462719,0.238025935602084,0.0636809524309722
0.0190300495288162,0.0256410453070842,0.0203348537441181,0.191972270593304,0.960645970282526,1,0.00109259850579753,0.0641592509234019
0.0321178408467682,0.00761723770493929,0.386181073807768,0.0150970374802608,0.0661858464848835,0.0528754822181877,0.0931558479833134,1
0.0149789838019353,1,0.188552016769304,0.0794153205042557,0.284078520587883,0.0281998992714415,0.0320992428811646,0.0709480544522754
0.0399927592874394,1,0.696545272667864,0.0849555861938213,0.357432772712075,0.024252277320786,0.327726096667363,0.0425827957565609
0.0310151093283945,0.0163554576505371,0.0123577607585477,1,0.00155357783713356,0.0292372324164303,0.175744021353887,0.300450824783891
0.0858633621661667,0.279371447061479,0.206622332499221,0.0469779194229545,1,0.172772230613922,0.0548782939167005,0.496040698227135
0.553594513127687,0.0891786208557152,0.108654135902369,0.00282238002845654,0.219814978457598,0.00960339366418027,1,0.25876562838233
0.00531106549711784,0.00793827021677314,1,0.314369538289611,0.0564067801247471,0.0121039064397338,0.000973295058394094,0.116811926302904
0.00740701674894782,0.0154762443051202,1,0.286636165738533,0.0946522286745233,0.251747282520572,0.000386417726853923,0.338975655338929
0.281775347454112,0.100379796277674,0.92982798066702,1,0.296509672765431,0.129980630554748,0.00613944013897194,0.297867265669239
0.401004033190168,0.602601430460124,1,0.243807402550108,0.158706274212882,0.0749761551871499,0.0367167420977403,0.699886155058821
0.184694941459347,0.191605780000631,0.00549213136618998,0.10174776268531,0.113030502256611,0.360188864675756,0.0354232305160646,1
0.00213368867013344,1,0.017876199921608,0.161991430186782,0.629881050977316,0.00738616187976219,0.534803137910768,0.00808994534189158
1,0.000508485277450215,0.00401450656976653,0.00869516445782083,0.00127343113010837,0.000634325474204639,6.10397234406656e-05,0.0200135800277111
0.404930664474231,0.0112460542047477,0.0341450383685868,0.562259570427969,0.00154333095209046,0.200507273629947,0.0129537930924012,1
0.0394097928680407,0.0308761139814329,0.661057414702168,0.0656736936174366,0.439734318308317,0.370524946941262,0.115366892551902,1
0.0798549604061243,0.00476766935090407,1,0.223166010508468,0.0892464398491967,0.00542611602234494,0.0317698918944036,0.115196670195263
0.00297439307020933,0.0066198821525216,0.000737922056129003,0.00765402900563902,0.0229549133039924,0.312121839046794,0.00104071869283847,1
1,0.286437161459093,0.226622262813635,0.0422613414437274,0.834756447559447,0.0739462898802295,0.0461625586896625,0.418813043848298
0.559140299000931,1,0.127894152967202,0.10473998209233,0.878829105524206,0.017823183328199,0.11979464473209,0.0257857678796685
0.00946125555279381,0.0793351241076605,1,0.0373530621225864,0.00295421867245151,0.126835089722738,0.00938406724359047,0.202525869020436
0.000290507596714278,0.0306061417647661,0.000520406799231674,0.000181645563759056,0.0355150560040832,0.000738240613443065,0.000401315775733605,1
0.0525151211593336,0.0121040392590307,0.620211708188479,0.0281684453969169,0.381864713919783,0.228192319391727,0.00900668985644554,1
7.97799622732412e-05,0.0186014924363983,0.000409243517029258,0.00784996369591308,0.578910900510386,0.0607111518113285,0.00634922899831918,1
0.113845110080579,0.160321295708522,0.00796318046038993,1,0.1566859903891,0.0624503378562818,0.955157799666288,0.0050395728180226
0.0129275240482393,0.0117028812515028,0.199167047915562,0.0498419762137525,1,0.865185603909735,0.000661797727622137,0.0572426348826391
0.0201601625600435,0.0266903328823417,0.0078058241259309,1,0.00281102754733854,0.0650281575338459,0.0198913843554256,0.0387165219430541
0.000107207906309332,0.000521401587318821,0.00234443945433889,0.010854958532007,0.340843281575744,0.0688013627250175,0.0318653981436754,1
0.223391261321594,0.0653812306877668,0.00168567182013,1,0.00360666894607789,0.177494331496923,0.0480177473547397,0.871108806824414
0.00122412495167602,0.0268034283340911,1,0.469613453709757,0.0721488144918283,0.0726662717653349,0.0274163408683518,0.0921019927046235
0.00396266421244102,0.00361297183883381,1,0.0450249921657124,0.0123613878167408,0.408431062547003,0.00271301597581832,0.0771391311446817
0.00125099831295511,0.00296232016810779,0.0028842412044831,0.0638769442764777,0.00457674099523371,0.00895660120760295,1,0.00401516260542331
0.00373636968516089,0.00116428720454222,1,0.0438550866890461,0.312071258224148,0.0540273438664104,0.000885202471027053,0.0603397248355228
