"real.1","real.2","real.3","real.4"
0.979306648835658,1,0.00891054986550556,0.158803005748258
0.304396816314335,1,0.248454109420935,0.756704877386722
0.181889168990655,1,0.204821113568147,0.693556400166007
1,0.649675262049446,0.253937810782605,0.124889436416967
0.306684634235617,0.415770793743855,0.033337343772971,1
0.0641248776903827,0.0843193429144251,1,0.00616295172541983
0.223183551057331,0.0427812821558346,1,0.479994587080764
0.567360615908729,1,0.0448674394207156,0.10114247370302
0.718211752025055,0.213929333205346,0.0471386298306101,1
0.254243897674585,0.283510247913729,0.125407385631554,1
0.0196604135024069,1,0.73575413820432,0.347473071016914
1,0.00299800802798252,0.426891758462709,0.0167688035020052
0.663466861676619,0.304826367550742,0.718636948108306,1
0.158693433796017,1,0.34663610368493,0.0316380014311332
0.962906116457886,1,0.0932715728769556,0.0111363103537738
0.0866908535559984,0.105524349504483,1,0.0396903852218716
1,0.076441900530923,0.485293210914476,0.699879547539089
1,0.179493270926583,0.530804340442677,0.407900094947693
0.941339719849406,1,0.472494013940673,0.603979892679275
1,0.686232357184439,0.199067163131964,0.0490045474880564
0.228575473232341,1,0.0497732656565234,0.0283338430393134
0.615189768972994,1,0.0856763161765243,0.197880847009622
0.0256053521115715,0.00515478887846698,1,0.000362887769735958
0.162974824463339,1,0.0613984903618068,0.0420719384617391
0.01826763693026,0.00263171919067671,1,0.0030978892230303
0.26700846224553,1,0.236678780317725,0.00275555189978367
1,0.218368674966063,0.0226137769070177,0.00659009073321502
0.273386328393311,1,0.0437856928135384,0.0569364563692575
0.755742358040701,1,0.0742993719257369,0.142432363351639
0.363745070747212,0.611296531830388,0.26103452656805,1
0.298285290298513,0.489011295204937,1,0.0139758169627226
0.0205709560144904,1,0.00397218044263617,0.0160482613520567
0.143403905043805,0.381507101546985,0.286623653717744,1
1,0.0216541941170403,0.0178901811385543,0.00225499955278376
0.272362280348916,0.0264935438090008,1,0.136841164789424
0.999989283913099,1,0.111625804983853,0.253617724459956
0.993134087860305,1,0.851202727409576,0.886759078006508
0.0338437399108853,0.0246874170116127,1,0.0421965723068221
0.378857212324791,0.263606860183853,1,0.0787404751921136
0.323474167402057,1,0.0117995792351486,0.060467154648989
0.0444652454727293,1,0.0129133662981282,0.0815042239201773
1,0.572763303628491,0.212456668024774,0.746640497413885
0.869150985349057,0.911905434502576,1,0.444960557644932
0.0377520156738336,0.0500349536333813,0.0573525401421696,1
0.266500157432277,1,0.0202865646445688,0.0300274224437229
1,0.0489993797725417,0.685078966996982,0.334143136808751
0.25971722341831,1,0.0124962805646375,0.0215575355440762
0.0232309298392764,0.0175428519544145,1,0.0258763869747047
0.377270482490816,1,0.0720922531208547,0.0709923694115486
0.238427741556857,0.00214418315799489,1,0.00624599810567558
1,0.593328894899889,0.572631786681884,0.222483853976565
1,0.260834809575108,0.704449382255944,0.156417165576092
1,0.782551078415146,0.00449376623338099,0.0371813016302598
0.00534200622470375,0.0874791951888893,1,0.00419397502169857
0.20611110653674,1,0.0523182662873123,0.12823510084159
0.759025600412118,1,0.340402326333689,0.00190861788488913
0.0258796068164152,1,0.545404681036971,0.0200469888404567
0.0407528141631594,0.00557081790577219,1,0.0898602212117207
1,0.187554958618696,0.0413025996054992,0.0137820544425011
1,0.433796872288482,0.142966238729124,0.0143809776105675
0.085174448699907,0.289177437208114,0.0566153543470461,1
1,0.28116733767725,0.0884491108647447,0.00054346561703923
1,0.364530158021138,0.543890902520884,0.286721471353734
1,0.947944892072794,0.0528350135860722,0.0269850167494755
0.89256540956873,1,0.0441562012724046,0.191232942742254
0.905990625327292,0.379163211334766,1,0.169626452933539
1,0.399498421440294,0.122791554405993,0.0068611956910214
0.104296703949516,0.0241145390816307,1,0.102147185665665
0.442948831881018,0.488711498269495,0.0911347416992895,1
0.0819193620460773,1,0.132918414215074,0.0494378689024308
1,0.495582579722485,0.010816361135267,0.0551859841560934
0.79930574112679,1,0.00902519289875895,0.00251684743015708
0.132549160484113,1,0.0311928608889158,0.875218291735241
0.168647043617006,0.133228491743012,1,0.0358938846779479
1,0.243911608910241,0.701773914591221,0.475606241882631
0.132588869092956,1,0.15397168699995,0.0189237607381417
