"real.1","real.2","real.3","real.4"
0.778420634042316,1,0.254750797893107,0.85461017023682
0.315591075635569,1,0.273616553534758,0.413223632227646
0.262225880128025,1,0.482285277149842,0.235505091436662
0.00612119201737448,0.023465293386744,1,0.911304922245469
0.390277614475408,0.113444150493492,0.0806288722860383,1
0.118903460215014,0.646667253074233,0.150061605688558,1
0.659338534560366,0.332872873371705,0.442381498660618,1
0.035608650200455,1,0.17494065919774,0.170010168008523
1,0.239934800448556,0.0558035133241457,0.00731217078099637
0.05399381058555,0.048831525751487,1,0.0807901991452154
1,0.0640203362935689,0.00980743924953482,0.0513196321880646
0.604626044068908,1,0.0832201421029666,0.0830852138063417
0.776834901584089,1,0.803793442297828,0.101253615364779
0.700341508464333,0.100514307116234,0.243191789576045,1
0.0734980577496382,0.0102572046685983,0.13646883702762,1
0.369507446967683,0.0888925522256599,1,0.0244764705174588
0.438824049192526,0.509065613929221,0.689447973246572,1
0.00812214069334897,0.0364654971864257,1,0.0733442514272
1,0.020484473195448,0.0266794536669531,0.0960599661367909
1,0.476729474020573,0.100828771327919,0.406811452817335
0.042493505757473,0.00149127778955789,1,0.00762699489864969
0.688369790629175,1,0.0356824813421077,0.0809682638802489
0.837427226179981,0.155364849720425,0.676753942430787,1
0.116906570774589,1,0.838263134123093,0.287369248149783
0.781438430767421,0.426627993316967,1,0.0143603177056836
0.0593017672385114,0.27095594576177,1,0.553815480840785
1,0.149466405746231,0.143692644447583,0.0283866289336823
1,0.653929122020236,0.882544947933884,0.119789924169766
0.402026556584626,0.774714101618886,1,0.124676293610081
0.0125535754880567,1,0.242716282067798,0.36194987713997
0.129141188849919,0.0565356503959451,0.00802537176966024,1
0.0703242601893659,0.108876107201205,1,0.534582241126842
1,0.18265419107822,0.0182764900769736,0.125654337393513
0.0605369285313435,0.0246404218425653,0.54281186175579,1
0.0124076277815461,0.01816777189762,1,0.00452321160163799
0.219738576016747,1,0.0216965229036107,0.143849632698142
0.0633968884563972,0.0980745679119904,0.0417453060319774,1
0.0228011744394753,1,0.549796541746617,0.0215002268736282
0.0338262299548378,0.0594569310796488,1,0.138271637234971
0.873352831917672,0.163091510318024,1,0.0572557181674511
1,0.0227116717506318,0.121045539451535,0.0354455860471695
0.787449813717284,1,0.65476950200859,0.0213505235364487
0.0390051984305352,0.0562255794500428,1,0.531377283627859
1,0.0443642223544521,0.00937519726221353,0.0450921239527919
0.396325393395472,1,0.218109778379631,0.270101214081848
0.136247787409838,0.0774995619169027,1,0.0295215800896352
0.356652628873305,0.250619462333784,0.570188714244747,1
0.0121704726699757,0.259553749432363,1,0.0710014014756137
1,0.472516164342097,0.695896121480091,0.226055211355389
1,0.0453766798006406,0.0121081136607051,0.0281365874789057
0.0193930102450701,0.0295686120875709,1,0.194167947161122
0.560874134628791,0.224407982578074,0.214214864866146,1
1,0.0787618121897347,0.175316320519067,0.0130748415967578
0.355129280626707,1,0.045866286059582,0.0929519071403455
1,0.621358651046023,0.314733331248367,0.0110782484204648
0.175601517137281,0.474061865352154,0.50759540478463,1
0.48079951634973,0.518413176066999,0.782344941824698,1
0.185731109831861,0.0920666630912332,1,0.0188050438343047
1,0.214970566714402,0.0126966597920055,0.24128015640497
0.092395904505067,0.0656166890493502,0.861806786738771,1
0.035095768915073,0.0379097810573962,1,0.0317981274425987
1,0.00413081723966834,0.00207514550787126,0.0096123732541444
0.0899684802464647,1,0.0968450169254739,0.0103678398224343
1,0.230131676772959,0.0587734395041527,0.90134959219179
1,0.0656427020588433,0.0131671474657793,0.0900197599775608
0.373709046050673,1,0.242418884391722,0.0704274939397902
0.689215496885577,0.0157489035810201,1,0.282573033025102
0.371589423395589,0.112163019220086,1,0.748780740673147
0.49902877578394,0.0402068394242768,0.10979085934676,1
0.358324062703733,1,0.211490191674318,0.0227102428838955
1,0.0108358764940242,0.0138258393900625,0.137847915971364
1,0.0373033789166843,0.0375001257514995,0.00386512770945252
0.261909896290637,0.867415735405861,0.0306622060954805,1
0.497367224999734,0.122819906433009,1,0.0811159575223387
0.137606335784077,0.0224790694063642,0.306530072382604,1
1,0.41464059919119,0.516180134948057,0.335482548396136
0.707674021500277,1,0.960206066251923,0.373358720507899
1,0.0301823061975321,0.0324662486408265,0.139561691416839
0.953366364871526,0.582864531114515,1,0.026382638739309
0.00250191847979741,0.113719437171336,0.0703375854780085,1
0.103028142625758,1,0.0394827106406818,0.0507811348553283
0.0376899078927395,0.0367853823774424,1,0.0476003744873889
1,0.0633358077935129,0.8124892440992,0.289909769545495
1,0.17434999511138,0.157619059271571,0.0538414823965278
1,0.331752642271312,0.0337579198773531,0.0504578694139131
0.0936434065939043,0.0857061174891823,0.285228569856455,1
1,0.0766265187140866,0.149961602065948,0.0996446503791302
0.167327262586998,0.566748288756639,1,0.0116627157966134
0.0203637547229242,0.0798460749908818,0.00506256765843807,1
1,0.808568903510409,0.490920920656618,0.112333911850273
1,0.0293891058383824,0.00605873268838867,0.104083281762367
0.676116409699495,1,0.114166214952301,0.151292963547355
0.326629933541745,0.014425880253811,1,0.0664490908881209
0.331642034774625,0.102454272619468,0.494649492794831,1
1,0.595135357869472,0.379462595936241,0.692208661829586
0.234291208297928,0.0675643996014512,1,0.120785741402569
0.0423853268919768,1,0.958972498481572,0.243051401603078
1,0.0350055702733382,0.0621361188027229,0.0287974307636235
0.0381159917938884,0.104252014115159,1,0.0629258087491938
1,0.00912687538365269,0.0209459597684808,0.00469181065104081
0.0137229668064379,0.0508971041529077,0.282703443402954,1
1,0.374767309834617,0.131670704886611,0.0910688694624494
0.15448080212119,1,0.854549732297433,0.261390925910612
0.137258987951793,0.254296084945056,1,0.222527439475615
1,0.235823109846966,0.0536281521460745,0.0341140621920926
1,0.627921064751941,0.85960316118652,0.103134043635266
0.207740392883847,0.00911057195401698,0.0828530910158953,1
0.0850184432383449,1,0.136131315490627,0.224047973493195
0.00830035279141899,0.0186800544134245,1,0.00606476386742577
0.198061674323468,0.839469883368809,1,0.36014200130703
