"real.1","real.2"
0.301513403925204,1
1,0.408638568286324
0.314172282217152,1
0.00207667232167923,1
1,0.0171931184744066
1,0.0323943657098527
1,0.121613724900201
0.00802131701016338,1
0.105892486694055,1
1,0.580416826437447
1,0.0256100756613762
0.0334516183128556,1
0.906694980416446,1
0.055433835673188,1
0.014330495800209,1
1,0.068305611245264
0.0043765467886208,1
0.0634164467148173,1
1,0.0658583520056008
0.473624049921402,1
1,0.0884660389807596
0.142310347283889,1
0.239743110418392,1
1,0.172293779357733
0.293282626792867,1
1,0.00122314972214249
0.0700031784263862,1
0.0882787739659941,1
1,0.192036235993045
1,0.167954910390237
0.296283583930714,1
1,0.0234759881064218
0.0157135570505057,1
0.0992564244623688,1
0.00313717102728243,1
0.67820992803131,1
0.0048965037801658,1
0.00135512992599707,1
0.0387079654410867,1
0.0265113255553338,1
0.0753031071095916,1
0.39565731612527,1
0.00274238332788303,1
1,0.0217039480131197
0.30758475781007,1
1,0.0814587004562214
1,0.0780777403239648
0.317140730595103,1
1,0.0687232402003603
1,0.191154945357017
0.00393021064300984,1
0.131469252377823,1
0.24312967036064,1
0.102374277530197,1
0.339304271836736,1
1,0.00749293674802352
1,0.131748934944645
0.0154145630999513,1
0.240546605431992,1
1,0.151383364896229
0.457642792316397,1
1,0.00127726072706215
1,0.968623180307527
0.00376177033110565,1
0.0819750966475983,1
1,0.804470388132276
1,0.0190851646415929
1,0.18287182986474
1,0.0481026740369194
0.0371672132013154,1
0.0223452058971189,1
0.0309387918627032,1
0.024815065987856,1
0.0399849217201157,1
0.0120515045938624,1
0.0103053468320993,1
1,0.0674183485484764
0.128856951200742,1
1,0.575705849774698
0.133931869199598,1
1,0.539411697840956
1,0.0906470340606625
0.0238864075774975,1
0.656015191783036,1
1,0.904289997771933
0.00585796479997173,1
0.0191042832307286,1
0.0150412419237243,1
0.0542776645070391,1
0.00866676656139623,1
0.0436707065581208,1
1,0.617514498776111
0.0110188047807745,1
0.0425031484256558,1
1,0.0320421631924613
0.017327480423199,1
1,0.00258974492419089
0.227539013145044,1
0.0295941436612486,1
0.536503587514762,1
1,0.0175781502963404
1,0.0392362975031182
0.0523256916293558,1
0.0433020400210645,1
0.571591237410018,1
1,0.0370929926717243
0.0122267942703616,1
1,0.356997702733766
0.309646648215506,1
1,0.0154313361783311
0.291078950516589,1
1,0.148686183902147
1,0.00151310007795102
0.21855824233637,1
1,0.0350328157396245
0.0571506452095182,1
1,0.44973248032815
1,0.0542162840907091
0.0220060732914586,1
1,0.363754368331582
1,0.0259182199835565
0.782591962032684,1
1,0.00658795163608687
0.200302328289209,1
0.358926909761766,1
0.0156613564955683,1
0.00455336288412292,1
0.0402641757138953,1
0.809507164921741,1
1,0.601862916077033
1,0.0159277727807671
0.0554082381203107,1
0.0463953881301788,1
0.0771638956340783,1
0.0670031951813432,1
1,0.0150190067528925
0.25363425184734,1
0.0347286661767264,1
1,0.0579686350240421
0.0652796493618523,1
0.11522421329704,1
0.00790145914360516,1
0.0109272050639574,1
1,0.32312233511672
1,0.395988457514969
0.0144999597400508,1
0.0449129129803596,1
0.11671391492618,1
0.0291980430257041,1
1,0.00400873766547438
0.0247028324990821,1
0.0528575294509432,1
0.0191191201482273,1
1,0.409886452932516
0.0375974646051937,1
1,0.0486257854528374
0.0100599313527973,1
0.0145064067774196,1
0.0875510278094864,1
0.0192074779824102,1
0.102119157401556,1
1,0.00971655194961813
0.0436741977429203,1
0.00316186211720963,1
0.748735818684342,1
0.333911072361934,1
0.0865109816293894,1
0.0282083777823568,1
0.0355064766294597,1
0.00410475521537079,1
0.302159422153955,1
0.036788111483623,1
0.161351695330545,1
1,0.00717281015616231
0.0316629133136895,1
0.0810740208644852,1
0.00701411426484426,1
0.0174237285192959,1
0.0985338494450408,1
0.857743857131149,1
0.0156594836936682,1
0.371599810317665,1
0.289923398787018,1
1,0.164398352308571
0.00122371622259376,1
0.216260527664384,1
0.376240978591905,1
1,0.720830245316615
0.506560517278002,1
0.00445166932912141,1
0.0218165243155416,1
1,0.00437150778300106
1,0.322238812428784
0.237775848568182,1
1,0.0170271598248502
0.0203095352228769,1
0.736721426400475,1
1,0.0171360342881817
0.170115058237629,1
0.0333342081524191,1
1,0.0198496696892527
1,0.138382678085191
0.0466984329521326,1
0.0308141069589136,1
0.0465964168056471,1
0.88754660577519,1
0.0490628688650414,1
0.00206772449717209,1
1,0.0110735390534164
1,0.221387864563774
1,0.173756908582848
0.00648927067516553,1
1,0.2626555552
1,0.115522709056838
0.370413485271738,1
0.0179287244909566,1
0.0131327172510598,1
1,0.135100695606016
0.104583086963866,1
0.0163364665583034,1
0.0454237758692374,1
1,0.407317827502791
0.00294560191239708,1
1,0.0317529819192051
1,0.0881971071311532
0.00107234393095469,1
0.245666506199103,1
0.135038401405562,1
0.324664953729781,1
0.00158937600199559,1
0.412201115841834,1
0.0541253699043171,1
1,0.039106781833845
1,0.0112563685941753
0.045279683326085,1
0.397194361959667,1
1,0.024534261565352
0.0331113435671982,1
0.0286519828020805,1
1,0.135802531804558
0.00335004245268773,1
1,0.91537643041017
0.0955546870376164,1
0.0111521345508657,1
1,0.911815897503263
0.0959325912438969,1
0.00861144744313964,1
0.717865328227703,1
0.00184894007104123,1
0.123598821053464,1
0.442342961309085,1
1,0.562163608449511
1,0.560118837042925
0.155180269141912,1
1,0.0410860257096398
0.02591444531746,1
1,0.0111761865828821
0.00542828134692456,1
0.00377663795316485,1
0.00208292917108251,1
0.172531057835095,1
1,0.115798847412217
0.0279978015227449,1
0.250914621631292,1
0.0302190992945279,1
0.000756175560186233,1
0.00680924660344907,1
0.360902301544786,1
0.166514069859134,1
1,0.193851561394861
0.0208435467167623,1
0.209049803690857,1
0.150994917092482,1
0.0413600006735986,1
1,0.932483842377384
0.109709665925368,1
0.102764978378207,1
1,0.163538887140245
1,0.011244996256384
0.0352307067973645,1
1,0.204964740604755
1,0.0879125355999503
0.00966003156649134,1
