"real.1","real.2"
1,0.0362114980664424
1,0.593135838076293
1,0.079712048118358
0.886916691420123,1
1,0.0376201677610982
1,0.0966598583855128
0.990536086037613,1
0.0269624324478452,1
1,0.861411805300517
0.430244032172621,1
1,0.0353085544186915
0.907800436919036,1
0.323198467763748,1
0.274174750570716,1
1,0.00783303602002127
0.0130710595964616,1
1,0.0344954595356094
1,0.00162940753489028
1,0.146048715618502
1,0.015109460375553
1,0.165205867611735
1,0.0316825903606846
1,0.277233646011424
1,0.00669750863732392
1,0.0225724399463426
1,0.0479347062151012
1,0.00269365654829068
1,0.0454965061769401
1,0.359738680780772
1,0.149608682842808
1,0.00885177022280892
1,0.0215704203080429
0.0801012676468596,1
1,0.0130652085887673
1,0.00763999711462056
1,0.122258752237693
1,0.0213782523492874
0.102444034563346,1
1,0.102384771098313
0.238246768684222,1
0.105523049809842,1
1,0.241999144210498
1,0.00117061612617351
1,0.0250429841447293
1,0.752355184730582
0.72270043072409,1
0.356936143239814,1
0.676136714791501,1
1,0.169644451672701
1,0.066390614459629
1,0.859634543708081
1,0.00982702072641739
0.128701584338954,1
0.262152948103796,1
1,0.11542448390365
0.17274389263916,1
1,0.387757991057115
1,0.0058672008707644
0.900333195297245,1
0.41095834661146,1
1,0.243650979210167
0.491119164350161,1
0.791651998523027,1
1,0.00509495760909868
1,0.073545475733322
0.063597843018573,1
1,0.0510177242086699
0.350597999597467,1
1,0.08540729597906
0.00849233244843976,1
1,0.219466403125921
1,0.749921232016658
1,0.526908812371252
1,0.380378858819494
0.892026805173165,1
1,0.0231140497141354
0.805613719855855,1
0.311080022968028,1
0.24654728544354,1
0.732919856088691,1
1,0.594518707914585
1,0.0283133483861715
1,0.000900268190895591
1,0.212283273348097
1,0.325179786456482
1,0.179326243422309
1,0.977015461501408
1,0.649860506474949
1,0.477494163989707
1,0.0173430362611447
1,0.475192613450011
1,0.0719298923552115
0.351039963607191,1
1,0.492892755074304
0.546866637508937,1
1,0.0201432269842486
1,0.267457648289588
1,0.947074159504877
1,0.943401603003618
1,0.457276627375693
1,0.362311990952069
1,0.352060820882095
0.166342306299355,1
1,0.655706918618183
0.309664299117637,1
1,0.836075240033786
1,0.939678174457072
1,0.368827179303237
1,0.0663704901072895
0.443922042396079,1
1,0.474561710483497
0.143837866438032,1
1,0.0948773429078458
1,0.282375219011795
1,0.045817773695957
1,0.762137110826966
1,0.117108248036093
1,0.203699745926771
0.0433938639903645,1
0.279852693535047,1
1,0.336478239018985
1,0.548757652813544
0.230134326345384,1
1,0.0164414073565255
1,0.107679803854264
1,0.438122224679966
1,0.0219379270156398
0.0181332386189566,1
0.0798505157615903,1
0.776528381254044,1
1,0.130589193218266
1,0.00999118638631378
1,0.213408968524234
1,0.262418518113335
0.288758225107305,1
1,0.846173779232194
0.538322939043899,1
0.0710921921540272,1
0.612016592892857,1
1,0.504843273046445
0.103022489418912,1
1,0.414240109134165
1,0.00295403424656839
1,0.545257400792291
1,0.800335850879141
1,0.460175280019792
1,0.698822843537314
1,0.733026937114284
0.0337683057004448,1
1,0.0195503561075782
1,0.00775065883190116
1,0.00212619670047209
1,0.216668301657876
0.109185858482186,1
1,0.192386639944722
1,0.130058629393121
1,0.0299960204823173
1,0.427041590703124
1,0.347120212748867
1,0.169100516061656
0.490396375348848,1
0.543508145888813,1
1,0.00532917902391061
1,0.456746325230829
1,0.951070489969437
1,0.0281471142554439
1,0.608402436915149
1,0.0478473786271344
0.277877241483371,1
0.360518579610904,1
0.231659167890556,1
1,0.0747609959170774
1,0.00875277124155203
1,0.0115535429295701
1,0.028013575846283
0.304084881441712,1
1,0.0110567775907353
1,0.0509139683822397
0.783107212609954,1
1,0.536113859334644
0.938226107493404,1
1,0.423736908720982
1,0.385473133178637
1,0.0421593479811492
1,0.0269750518406735
1,0.0505672529540239
1,0.726816126116777
1,0.891439549161211
1,0.410732530624679
1,0.292348908185709
0.446258763400932,1
1,0.200542534950348
1,0.207210842754652
1,0.0131997845030349
1,0.0335345857251114
1,0.36239685960796
1,0.208669405389182
1,0.00445180592650661
1,0.387229080225902
1,0.0109997739871001
0.358537146309784,1
1,0.0457470219140762
1,0.166661651778965
1,0.149894336443072
1,0.406930595956842
0.199951567258651,1
0.0844182899516417,1
1,0.869072718946481
1,0.00177591727591578
1,0.322521788294189
1,0.148122855353543
0.176103070981179,1
1,0.00887295207350273
1,0.0266844572806926
0.442843773040217,1
1,0.124367029901261
1,0.00636514773233137
1,0.0275660854536825
1,0.703697026410445
0.601439576381543,1
1,0.214404354393764
0.569845075056367,1
0.141181330880474,1
1,0.052353777800517
1,0.392722630599723
1,0.0684286310987346
1,0.00978451887905465
0.47500011925768,1
1,0.117890955018619
1,0.21774362248723
1,0.130682143063467
1,0.237037929745829
1,0.144885596498361
0.777391333543243,1
0.508615842406203,1
1,0.792522515815777
1,0.0794254318932682
1,0.786044099086116
1,0.0172546591065433
0.85058688640178,1
1,0.157197061881071
1,0.139362885151006
0.356519288993572,1
0.867012818412934,1
1,0.806665955460386
1,0.0424615507208805
1,0.209201561229575
1,0.0309483475148474
1,0.469208732256184
1,0.00528311504823536
1,0.265343724873108
0.106035262801045,1
1,0.218814172773835
1,0.0200599021116194
0.324076249180661,1
0.161531692701088,1
1,0.281475038368351
1,0.136402141789454
1,0.0026221642581381
1,0.0178822412865061
0.659296391700763,1
0.0327574203939555,1
1,0.00268944560910079
1,0.106069491883692
0.781611762819654,1
1,0.982492415142277
1,0.041264505253402
1,0.0204961732492761
1,0.0108975284067312
0.162503678877276,1
1,0.308501085147977
1,0.116029902470517
1,0.266919699799235
1,0.339891441335469
1,0.00150706013595898
0.633877620027798,1
1,0.948425591089748
1,0.0497441760022926
1,0.0152123458855889
1,0.0167366908075897
0.264926658647459,1
1,0.0201508507112759
0.184691790744267,1
0.105446288246739,1
1,0.00537038517526728
1,0.0109867608442411
0.338501104039341,1
0.434559172520921,1
1,0.0259756055429872
1,0.919482836054073
1,0.0129887108074181
1,0.242254575008365
1,0.00637511342359608
1,0.0230714453734548
0.0209170069890109,1
1,0.899481449407911
1,0.33868952711442
1,0.112171629124745
1,0.700304960905975
1,0.266811017766806
0.73309526227466,1
1,0.0973107040428576
0.436482645443679,1
1,0.139975082117445
1,0.068976223967859
0.0296000828933413,1
1,0.166549813281619
1,0.0296036614049349
1,0.267331454424442
1,0.657175300538694
1,0.562658832977383
1,0.61187042776714
1,0.0055556249943682
1,0.736545869804339
1,0.0605407952932584
1,0.324257458567262
0.470975830874871,1
1,0.0425785215382726
1,0.0153300124974078
1,0.00458777387928454
1,0.0958206937384891
1,0.048670833646321
0.596024571663431,1
0.314894571644261,1
0.875805324951499,1
1,0.497649778237144
1,0.150460096351362
0.0870011434894301,1
1,0.0365099641138109
0.259866802265283,1
1,0.360809754736691
1,0.0257909048979508
0.162701572555256,1
0.0281655890470644,1
0.112476043500621,1
1,0.61255634064166
1,0.0708374048082578
