"real.1","real.2","real.3","real.4","real.5","real.6","real.7","real.8","real.9","real.10","real.11","real.12","real.13","real.14","real.15","real.16","real.17","real.18","real.19","real.20","real.21","real.22","real.23","real.24","real.25","real.26","real.27","real.28","real.29","real.30","real.31","real.32"
0.00188449971134131,0.0054213424661554,0.140769245530282,0.0738856381541301,0.00481221104805265,0.00664513892109649,0.137767401644319,1,0.00628790813714906,0.0151244960429725,0.00621436583910236,0.480268128506061,0.0490364198752105,0.00203372461963092,0.00129924209645949,0.0171158420089013,0.0617004053962162,0.000414353473558084,0.0455645107855503,0.0100899960330449,0.00129568271286782,0.0201026627299475,0.000875396756841553,0.0106670161261881,0.00900782068322284,0.0385253715029058,0.00704344067973026,0.0294859829119752,0.010233147359387,0.178501131305935,0.0139863985040996,0.00749535003756886
0.00032565691079953,0.0161917356363039,0.00320614058711679,0.00311076297390921,0.0137922089131345,0.00969386071412676,1,0.631379129727855,0.00630559540265771,0.0310004993974429,0.00668861539783357,0.000448227016081164,0.0441784902750546,0.0580268024520329,0.0471422007811679,0.0110595496037361,0.000241283523897951,0.000246990196857535,0.0045871879424884,0.000516085942181118,0.000590616621141598,0.0052898283330421,0.00564033554609016,0.00561829168287619,0.071612424856052,0.0115643911489139,0.0146839689298814,0.000672554503931847,0.000881650392683668,0.123980397242162,0.00184829904825115,0.00456893038422981
0.000679570482207172,0.00833568886142939,0.0133915330083217,0.0993273702961302,0.00765705971323279,0.00673882460330634,1,0.0827396206262601,0.0342422852867802,0.000820252430917335,0.00629432586156403,0.158186254859309,0.0224727945959154,0.00735854441662742,0.00926829944800726,0.0266308757628297,7.89595482397537e-05,0.00106100272254357,0.00189518919137158,0.111894211700614,0.00485401096749521,0.00131322925568218,0.001115924163884,0.00648093946676239,0.248552788290157,0.316667511547134,0.00217867943360586,0.0385663584179621,0.0810042335710694,0.125606240986283,0.0194396248272801,0.0299493310932622
0.00215842703699578,0.0203851823382737,0.177022038778528,0.00402499172753222,0.498610857517364,0.651942910568269,0.21382731504705,0.022915133559271,0.00527564006428582,0.0225101663921172,0.642717101178014,1,0.108241598079685,0.0117931389244703,0.0445428143789456,0.00409612594377049,0.0286839853723423,0.000749153374459479,0.113797937432838,0.0768347171876602,0.0196681968951244,0.873589471976137,0.00582915316971947,0.149452553871076,0.0268150696750636,0.0987474466184567,0.0901551390402909,0.0536681733282149,0.0165625386490301,0.480732172468406,0.00761253719993913,0.0576196171689468
0.000632563551553119,0.0751125762559762,0.0159371814525785,0.0126709228915883,0.460877748160855,1,0.0350902444603722,0.128003409559968,0.00116551182094288,0.0235729977060062,0.0194100438748513,0.0201462664075108,0.0146094727044392,0.0369723218735173,0.201553111888549,0.0813567527365214,0.0384251825251761,0.0116674970914484,0.00913874252805576,0.215225439088435,0.00049533191832672,0.114513504523577,0.00430674144946203,0.116361504998452,0.0102861021049521,0.00627903370967697,0.00822321789840101,0.0019057965497434,0.0429098545079547,0.11110579043774,0.00390739670372391,0.116784076831403
0.00670440092581557,0.0649063125133395,0.0492764743542223,0.0359600381080927,0.239851623060104,0.0229449971598289,0.1056411830299,0.347260743029828,0.0147571211624411,0.00286985772581814,0.146691742615124,0.315421012097791,0.13391865464776,0.0433162399075498,0.00833214578346514,0.0216861009018326,0.0238788333104451,0.00114952127693153,0.140873259218367,1,0.000917131356462354,0.00590546035573658,0.0371307688787281,0.00710848474781998,0.239340377368627,0.0868859634968643,0.161628233030434,0.00443493414606332,0.00323084233514893,0.341566359869675,0.00321740461305924,0.1184879725168
0.00615448248265783,0.022496295018318,0.014587256622722,0.0297135063113535,0.0269551792146604,0.197409035223964,0.0397489596277806,0.0646239920709283,0.0022439401481639,0.0929449899959153,0.252785126938793,0.205999060021243,0.158751134444896,0.05301042660472,0.0129625915723618,0.00536427871003821,0.258398901410189,0.00220666546875908,0.0053805316257638,0.60673824988619,0.00103606626398956,0.0422526131337191,0.00475233292571911,0.00485309260649095,0.0371810805593923,0.0153384275356665,0.0572991903342156,0.0140380069432232,0.00447640980183564,1,0.0181575127109505,0.303027169356544
0.00196561383679252,0.241231061561247,0.143169904464774,0.03358591115125,0.00850274190843121,0.0140913547491685,0.147750294057926,0.0594260287485773,0.00221826864945117,0.00570835568216483,0.0173108952950444,1,0.0384882417184878,0.02379850322404,0.0116936207950721,0.0254225478905525,0.00252829933630717,6.70275294856607e-05,0.00153208255647898,0.0183228059184813,0.00297522388269095,0.00316237779243315,0.00128314965398733,0.0499808535589576,0.0681266610424604,0.0795447470400993,0.0210187077235072,0.0633996773806316,0.0039891045025996,0.0155226855444788,0.0116964973790639,0.00180661307891162
0.00213059334849775,0.0209805072698501,0.132456610545521,0.103639943647735,0.264970534671596,0.0260405894979929,0.820742001019994,0.435059951761804,0.0154984170025494,0.0861997844146443,0.0325957052593268,0.244436840865099,1,0.016296262914817,0.0243666434820215,0.0183940434741251,0.0234379236849309,0.00131336804111013,0.561282469639541,0.341826457247836,0.00033820117816895,0.0985796662409846,0.00669119360241666,0.00804666419240627,0.252641389398348,0.0495185381940793,0.0170116446234095,0.0353507001339006,0.301387413102566,0.0410769344639861,0.00486581810389363,0.100495798756534
0.000751107952064304,0.011519124645163,0.0390992535502365,0.00278052765590029,0.29777724643676,0.0384105122948783,0.0478505779277034,1,0.00125282054575001,0.0322093752763085,0.0120919318066838,0.00318069594675701,0.050927548452409,0.105097024675995,0.133744139474847,0.0243359416347629,0.000127986353214276,0.00422377221623919,0.0145116105550962,0.0015782761983539,0.00334473346614403,0.0152548748610716,0.0113031841932405,0.0011347005758295,0.00239057968081012,0.00327581479611849,0.0737640995461779,0.0230486232845987,0.0286990611898856,0.185365405582343,0.000708172865401697,0.239958533897223
0.00146832125928619,0.0648603704657184,1,0.00355225623775774,0.00627321373773001,0.0457488849606657,0.0874009208774679,0.0387434412515157,0.00017712559345551,0.00215563804471847,0.00168363998627888,0.167178632834724,0.000828414109074428,0.000293668526403123,0.00141977578906781,0.00579782222990031,0.00511088385704976,0.000205881954508318,0.000500204792297074,0.0116840864075132,0.000214479965825168,0.000201951555095833,0.000581030912449282,0.00518429221247874,0.0386907109579323,0.00418182595444395,0.0122539435036779,0.00108689777690319,0.000207896810052543,0.0148918310210468,0.00271651725256436,0.0632426200009599
0.00047330949464467,0.380963981302258,0.00356690845093546,0.0393762752706121,0.0363830572398715,0.0946759284044041,0.0406627543148083,0.472069527800781,0.00673222047021784,0.0519306047243596,0.0170886105463574,0.00770584911324465,1,0.0628696344023345,0.0370299964853363,0.161217599994211,0.00170661887876876,0.00032472058122995,0.0498017399030616,0.00054366329702355,0.000121365831217439,0.063153788474113,0.0635209132558348,0.00666806315071553,0.00743607121836418,0.0589834833979926,0.00245325214987203,0.000511869661239398,0.00278345385215866,0.0458313294574616,0.000296226949909386,0.000540414154766636
0.00515093506297947,1,0.0170858495858739,0.0178845988811899,0.0162121292375849,0.158742353768962,0.0689057656974785,0.103303748492434,0.00105736980754742,0.00736943504519496,0.0130522841418421,0.0619925445230338,0.00814377068940443,0.00196954056640925,0.00505324845235343,0.000137536996967579,0.0175720649859845,0.000684197958148315,0.0013599811461236,0.00840386072848968,0.000832016287416703,0.0131172458539477,0.0328764823855464,0.00235197011816433,0.0121458357615831,0.030392272717458,0.100784730700665,0.000315863869210645,0.00780722883873751,0.00363722317245757,0.00176817854180516,0.0219533447908423
0.00639654792044022,0.0119506063633581,0.170225279854829,0.0211550263487546,0.27377505988424,0.0360214458181608,0.0633642674492678,1,0.0225354318616477,0.00167698681889639,0.0150646994214492,0.773715071864806,0.230358681500103,0.0096246509459486,0.000738847051321192,0.000630800981534134,0.059966296409812,0.000396095266883812,0.0359651276153154,0.00189652052979387,0.020147603290487,0.0327177963884596,0.00397714033624779,0.00553660004711113,0.0240116279116351,0.00333439548073287,0.0346187748492109,0.00621276979227081,0.0153128578676466,0.11475207092919,0.00314119865044354,0.00639184528319962
0.000862098648251514,0.034932117334971,0.0223321133511913,0.0559068343208371,0.0586755880744086,0.0836503378251159,0.536177224386565,0.0803242261849736,0.0156657574474459,0.0143010948287864,0.0353422439514303,0.32109860987386,0.262970798271194,0.0391839149973948,0.00047932655643347,0.0175877481446878,0.00435740336267409,0.0057654710204314,0.148769629802311,0.492520112906548,0.000551464889669409,0.00725063117692708,0.0110400158105146,0.0161514905449997,1,0.154442029183273,0.0113984400664488,0.0495972489595586,0.129505640888227,0.457089264477592,0.00645350693341499,0.0507291746096311
0.00941034983554298,0.0580094776848368,0.162702458255583,0.010249755792149,0.973149994841686,0.0338840195294459,0.245273178272835,0.964950142758876,0.0137404666422443,0.00352686168681983,0.00443629830918935,0.357457555408621,0.0578158216809045,0.0328268223355474,0.00174715774225775,0.0418132090589612,0.0450905646792261,0.0223866935816386,0.0934126473311526,0.0474832716804566,0.000797689518869826,0.226001605284534,0.00354341911764767,0.0258804663779176,0.330701295404655,0.0274193352638714,0.0609696837108881,0.025007887880065,1,0.199823872246229,0.101545667922518,0.108833455071728
