"real.1","real.2","real.3","real.4","real.5","real.6","real.7","real.8","real.9","real.10","real.11","real.12","real.13","real.14","real.15","real.16","real.17","real.18","real.19","real.20","real.21","real.22","real.23","real.24"
0.00188449971134131,0.0054213424661554,0.140769245530282,0.0738856381541301,0.00481221104805265,0.00664513892109649,0.137767401644319,1,0.00628790813714906,0.0151244960429725,0.00621436583910236,0.480268128506061,0.0490364198752105,0.00203372461963092,0.00129924209645949,0.0171158420089013,0.0617004053962162,0.000414353473558084,0.0455645107855503,0.0100899960330449,0.00129568271286782,0.0201026627299475,0.000875396756841553,0.0106670161261881
0.00032565691079953,0.0161917356363039,0.00320614058711679,0.00311076297390921,0.0137922089131345,0.00969386071412676,1,0.631379129727855,0.00630559540265771,0.0310004993974429,0.00668861539783357,0.000448227016081164,0.0441784902750546,0.0580268024520329,0.0471422007811679,0.0110595496037361,0.000241283523897951,0.000246990196857535,0.0045871879424884,0.000516085942181118,0.000590616621141598,0.0052898283330421,0.00564033554609016,0.00561829168287619
0.000679570482207172,0.00833568886142939,0.0133915330083217,0.0993273702961302,0.00765705971323279,0.00673882460330634,1,0.0827396206262601,0.0342422852867802,0.000820252430917335,0.00629432586156403,0.158186254859309,0.0224727945959154,0.00735854441662742,0.00926829944800726,0.0266308757628297,7.89595482397537e-05,0.00106100272254357,0.00189518919137158,0.111894211700614,0.00485401096749521,0.00131322925568218,0.001115924163884,0.00648093946676239
0.00215842703699578,0.0203851823382737,0.177022038778528,0.00402499172753222,0.498610857517364,0.651942910568269,0.21382731504705,0.022915133559271,0.00527564006428582,0.0225101663921172,0.642717101178014,1,0.108241598079685,0.0117931389244703,0.0445428143789456,0.00409612594377049,0.0286839853723423,0.000749153374459479,0.113797937432838,0.0768347171876602,0.0196681968951244,0.873589471976137,0.00582915316971947,0.149452553871076
0.000632563551553119,0.0751125762559762,0.0159371814525785,0.0126709228915883,0.460877748160855,1,0.0350902444603722,0.128003409559968,0.00116551182094288,0.0235729977060062,0.0194100438748513,0.0201462664075108,0.0146094727044392,0.0369723218735173,0.201553111888549,0.0813567527365214,0.0384251825251761,0.0116674970914484,0.00913874252805576,0.215225439088435,0.00049533191832672,0.114513504523577,0.00430674144946203,0.116361504998452
0.00670440092581557,0.0649063125133395,0.0492764743542223,0.0359600381080927,0.239851623060104,0.0229449971598289,0.1056411830299,0.347260743029828,0.0147571211624411,0.00286985772581814,0.146691742615124,0.315421012097791,0.13391865464776,0.0433162399075498,0.00833214578346514,0.0216861009018326,0.0238788333104451,0.00114952127693153,0.140873259218367,1,0.000917131356462354,0.00590546035573658,0.0371307688787281,0.00710848474781998
0.0101435544632504,0.0370774300491815,0.024042091668785,0.0489725286265157,0.0444263720306352,0.32536111784776,0.0655125330160684,0.106510496219828,0.00369836605584832,0.15318795215787,0.416629620740425,0.339518828852283,0.261646821301729,0.0873695149673908,0.021364388308786,0.00884117444556103,0.425882003415244,0.00363693152553511,0.0088679618052316,1,0.00170760004694594,0.0696389475060204,0.0078325916103205,0.00799865940115244
0.00196561383679252,0.241231061561247,0.143169904464774,0.03358591115125,0.00850274190843121,0.0140913547491685,0.147750294057926,0.0594260287485773,0.00221826864945117,0.00570835568216483,0.0173108952950444,1,0.0384882417184878,0.02379850322404,0.0116936207950721,0.0254225478905525,0.00252829933630717,6.70275294856607e-05,0.00153208255647898,0.0183228059184813,0.00297522388269095,0.00316237779243315,0.00128314965398733,0.0499808535589576
0.00213059334849775,0.0209805072698501,0.132456610545521,0.103639943647735,0.264970534671596,0.0260405894979929,0.820742001019994,0.435059951761804,0.0154984170025494,0.0861997844146443,0.0325957052593268,0.244436840865099,1,0.016296262914817,0.0243666434820215,0.0183940434741251,0.0234379236849309,0.00131336804111013,0.561282469639541,0.341826457247836,0.00033820117816895,0.0985796662409846,0.00669119360241666,0.00804666419240627
0.000751107952064304,0.011519124645163,0.0390992535502365,0.00278052765590029,0.29777724643676,0.0384105122948783,0.0478505779277034,1,0.00125282054575001,0.0322093752763085,0.0120919318066838,0.00318069594675701,0.050927548452409,0.105097024675995,0.133744139474847,0.0243359416347629,0.000127986353214276,0.00422377221623919,0.0145116105550962,0.0015782761983539,0.00334473346614403,0.0152548748610716,0.0113031841932405,0.0011347005758295
