"real.1","real.2","real.3","real.4","real.5","real.6","real.7","real.8","real.9","real.10","real.11","real.12","real.13","real.14","real.15","real.16","real.17","real.18","real.19","real.20","real.21","real.22","real.23","real.24"
0.0055372967475289,0.0145269885836005,0.00849872334542397,0.0096742118856483,0.000436944857860721,0.00570888157929903,0.00490376152708164,0.0692672831273107,0.00147344126488397,0.00150052658606968,0.000239526103561545,0.00976876739095243,0.00571981056219558,1,0.0110345170517306,0.188288389755044,0.000375276451238554,0.00474996972451877,0.00593284229888481,0.00120937280571594,0.0227986008881223,0.00205674487565525,0.000326816358406548,0.079077868464868
0.00165872726239931,0.0012287558983564,0.637314207440979,0.0440028058820597,0.0284888116946072,0.0671749782121608,0.0231164491372893,0.000994948960192219,0.0591274171937028,0.0231441172977003,0.0170075221486386,0.018749312467289,0.000447024589119037,0.148923039507239,0.00496887198743628,0.0521264773327558,0.00106503210220552,0.0208989519574011,0.00048929225998862,0.0158254898154537,0.00891065534363256,0.0175794757337088,0.000588250999796478,1
0.00387882019024231,0.298512243777557,1,0.0346372336951614,0.0516796835846791,0.115858884647937,0.00287863174658651,0.0200418890791693,0.104423009316603,0.0371781012667458,0.449184108260416,0.00843770822972133,0.000460271984890705,0.0236231191689302,0.00342205535443116,0.0268583851866014,0.00160549870448712,0.0215689483485964,0.0325797048550755,0.0513524278816976,0.121556106937513,0.0112513098022557,0.00315879722212811,0.0186378710099934
0.00176392425715562,0.0646896161731378,0.0364303885162225,0.274892845860356,0.00902973482315809,0.063578294749435,1,0.0623080793227982,0.170662783039029,0.0669035499300896,0.0391734482132469,0.294247431587828,0.0180182287279288,0.101993292907346,0.0502300886946429,0.0578742960746383,0.881560010500213,0.124056615262289,0.0530482177599614,0.189193258235741,0.0506531319212112,0.000158008365416967,0.221326433596735,0.0245591961673392
0.00245782699760219,0.00558434262411917,0.346206428458318,0.0174435491250048,0.000990799695777488,0.547102133637164,0.0380537426404668,0.010740394636657,0.0110355091650558,0.0480673760433548,1,0.000329818413538464,0.000140842781562291,0.0501169425757546,0.000184489165527735,0.0111292855422172,0.0058710428629592,0.00140729789408318,0.00177544804243434,0.0638179983361307,0.0222528174722795,0.0267047299225423,0.000114768246953986,0.416232627878769
0.0809018776258233,0.0362373658206618,0.0169866360243738,0.00412346802980176,0.033856835854012,0.00517328147737569,0.000292165017596703,0.00267222296868648,0.159440868975912,0.00697332615287621,0.340442383049375,0.0530754987555181,0.0529509525463541,0.0156569698371223,0.717806673752988,0.0451107632749295,1,0.023530409115803,0.00208569283371206,0.00151865693493353,0.00257008450777517,0.0160755770239799,0.0130898083213487,0.225327993315021
0.00302979835347475,1.55821987776156e-05,1,0.484338267515132,0.11790497747807,0.00166320697896123,0.00265077878161565,0.000395187804501931,0.000719021273544374,0.0129621961408423,0.532585970675164,0.00485577982304756,0.0109414439755496,0.00390728406765641,0.00449697672411293,0.0006367100439698,0.111076873038647,0.00102874541296347,0.105245003587341,0.0497270504099144,0.0123252825512072,0.00629540078117862,0.014241833985114,0.00293658167715394
6.19766408753669e-05,0.0851417067067684,0.00459004397082391,0.0282935997711729,0.01203941938579,0.0015406136966595,0.00477591770975225,0.0891818311214099,0.00188194337771134,0.211222993429964,0.210118587141791,0.154410253461404,0.000417808880426431,0.0593628927804119,0.772088987697323,0.00461504232183267,0.0274044973870495,1,0.269282556124357,0.00162592172875813,0.691612007365497,0.00276026097363476,0.148539895162788,0.00527958209118649
0.000129999028814539,0.00679489953255439,0.00482859120265186,0.00825718935318557,0.00140062796424023,0.0161511437091209,0.0210074972237715,0.000634976517321879,0.00105418835906404,1,0.00505417234568665,0.248410348070883,0.00572979270804842,0.0092411355440223,0.0062060188156316,0.00942940603924945,0.0163953812699457,0.00777841488852846,0.0108139420896935,0.0398403055625906,0.0131431057658388,0.000480041123876549,0.00606234032440998,0.00186816615403819
1,0.0251394377485895,0.0027998852397667,0.00543680494247652,0.00129761912680127,0.000338886167011571,0.00123984936490552,0.000994462980534577,0.000239823330994743,0.00025565880489605,0.128046066127732,6.87762989240604e-05,0.012693908822265,0.0895236709232312,0.0422760274197927,0.0359654515448978,0.124304627858277,0.049036329062602,0.00201610548931187,0.0304193385147497,0.001968770780313,0.0305805193865465,0.0208907154784117,0.000734614441456266
0.0104796361373978,0.00143272789772931,0.522170962580552,0.216030339912587,0.154242448145967,0.192272348664952,1,0.00072884220023658,0.0760376519809036,0.00806606465918628,0.0595135272767803,0.0145354641536992,0.297401738314244,0.00973426005563926,0.00774547889144318,0.00798043449284671,0.0222893523816989,0.00319406003767164,0.0825137873076503,0.0866767009385295,0.292398060033134,0.0191870677557011,0.379410372364969,0.0274214671648312
