"X","V2","V3","V4","V5","V6","V7","V8","V9","C2","C3","C4"
22,0.06,0.05,0.03,0.22,0.5,0,0.49,0.22,0,0,0
37,0.23,0.12,0.06,0.3,0.5,0,0.46,0.25,1,1,0
38,0.09,0.04,0.0599999999999999,0.18,0.5,0,0.44,0.26,0,0,1
41,0.37,0.19,0.12,0.24,0.5,0,0.46,0.22,1,1,0
62,0.12,0.17,0.04,0.18,0.5,0,0.55,0.25,0,0,0
69,0.02,0.1,0.08,0.15,0.5,0,0.43,0.22,0,0,1
77,0.14,0.04,0.03,0.4,0.5,0,0.5,0.22,1,1,1
84,0.05,0.03,0.12,0.37,0.5,0,0.54,0.22,1,1,1
93,0.09,0.04,0.05,0.2,0.5,0,0.55,0.22,0,0,1
99,0.29,0.26,0.11,0.28,0.5,0,0.47,0.22,1,1,0
111,0.04,0.08,0.01,0.46,0.5,0.5,0.5,0.27,0,0,0
118,0.02,0.02,0.0599999999999999,0.48,0.5,0,0.52,0.22,0,0,1
126,0.09,0.13,0.03,0.17,0.5,0,0.52,0.22,1,1,1
138,0.01,0.05,0.01,0.17,0.5,0,0.47,0.22,0,1,0
146,0.21,0.12,0.1,0.09,0.5,0,0.48,0.55,0,0,1
170,0.23,0.05,0.21,0.11,0.5,0,0.49,0.47,0,0,0
180,0.1,0.09,0.02,0.67,0.5,0,0.53,0.22,0,0,1
181,0.25,0.15,0.18,0.18,0.5,0,0.48,0.22,0,0,1
195,0.14,0.0700000000000001,0.06,0.58,0.5,0,0.49,0.22,1,1,0
201,0.08,0.08,0.07,0.37,0.5,0,0.48,0.25,1,1,0
203,0,0.03,0.06,0.45,0.5,0,0.48,0.22,0,0,0
206,0.03,0.28,0.13,0.34,0.5,0,0.49,0.22,1,1,0
209,0.01,0.08,0.07,0.5,0.5,0,0.58,0.22,1,0,0
220,0.29,0.25,0.07,0.25,1,0,0.47,0.22,1,1,1
222,0.02,0.05,0.14,0.14,0.5,0,0.5,0.22,0,1,0
230,0.12,0.04,0.09,0.19,0.5,0.5,0.58,0.22,0,1,1
232,0.18,0.03,0.03,0.52,0.5,0,0.5,0.34,0,0,1
237,0.11,0.02,0.24,0.17,0.5,0,0.45,0.22,0,1,1
243,0.07,0.08,0.21,0.22,0.5,0,0.43,0.22,0,1,1
246,0.02,0.04,0.04,0.14,0.5,0,0.49,0.22,1,1,1
247,0.05,0.19,0.06,0.51,0.5,0,0.48,0.41,0,1,0
253,0.1,0.21,0.05,0.12,0.5,0,0.59,0.22,0,0,0
258,0.07,0.17,0.01,0.21,0.5,0,0.49,0.22,0,0,0
260,0.0600000000000001,0.05,0.05,0.22,0.5,0,0.5,0.37,1,1,1
278,0.1,0.04,0.02,0.18,0.5,0,0.46,0.22,0,0,1
282,0.29,0.21,0.19,0.23,0.5,0,0.47,0.22,1,1,0
286,0.2,0.06,0.11,0.15,0.5,0,0.47,0.22,0,0,0
290,0.05,0.16,0.02,0.34,0.5,0,0.48,0.22,1,1,0
291,0.08,0.1,0.07,0.16,0.5,0,0.48,0.22,1,1,0
293,0.43,0.12,0.11,0.22,0.5,0,0.46,0.22,1,1,0
295,0.14,0.12,0.1,0.22,0.5,0,0.49,0.22,1,1,0
296,0.09,0.04,0.13,0.18,0.5,0,0.48,0.22,1,1,0
300,0.13,0.09,0.05,0.13,0.5,0,0.47,0.22,1,1,0
306,0.28,0.38,0.04,0.37,0.5,0,0.52,0.22,1,1,0
312,0.0700000000000001,0.13,0.02,0.24,0.5,0,0.43,0.22,1,1,1
313,0.09,0.11,0,0.24,0.5,0,0.47,0.22,1,1,0
316,0.05,0.0600000000000001,0.09,0.22,0.5,0,0.52,0.22,1,1,0
319,0.32,0.33,0.1,0.36,0.5,0,0.61,0.22,1,1,0
324,0.05,0.08,0.01,0.19,0.5,0,0.41,0.67,1,1,1
329,0.02,0.02,0.07,0.16,0.5,0,0.51,0.28,0,0,1
333,0.14,0.0700000000000001,0.15,0.3,0.5,0,0.47,0.25,0,1,0
337,0.0600000000000001,0.17,0.0599999999999999,0.32,0.5,0,0.43,0.34,1,1,1
352,0.17,0.11,0.01,0.2,0.5,0,0.48,0.28,0,0,1
360,0.05,0.0700000000000001,0.0599999999999999,0.18,0.5,0,0.55,0.25,1,1,1
362,0.06,0.02,0.03,0.15,0.5,0,0.55,0.26,0,1,1
366,0.1,0.06,0.01,0.19,0.5,0,0.45,0.27,1,0,1
371,0,0.02,0.01,0.16,0.5,0,0.47,0.28,0,0,1
380,0.19,0.01,0.04,0.11,0.5,0,0.54,0.22,0,1,0
382,0.18,0.04,0.01,0.17,0.5,0,0.51,0.22,0,0,0
384,0.09,0.15,0.01,0.17,0.5,0,0.53,0.51,0,0,1
394,0.02,0,0.12,0.17,0.5,0,0.69,0.26,0,0,1
395,0.21,0.02,0.04,0.11,0.5,0,0.54,0.22,0,1,1
399,0.06,0.07,0.03,0.22,0.5,0,0.43,0.33,0,0,1
407,0.12,0.15,0.07,0.24,0.5,0,0.56,0.18,0,0,1
412,0.01,0.08,0.01,0.09,0.5,0,0.48,0.42,0,1,0
413,0.12,0.08,0.06,0.21,0.5,0,0.5,0.42,1,1,0
416,0.04,0.19,0.17,0.42,0.5,0,0.46,0.27,1,1,0
418,0.02,0.01,0.07,0.22,0.5,0,0.5,0.28,1,0,1
419,0,0.12,0.08,0.17,0.5,0,0.49,0.22,0,0,1
421,0.04,0.04,0.02,0.17,0.5,0,0.51,0.37,1,1,1
430,0.17,0.13,0.01,0.17,0.5,0,0.51,0.22,1,1,1
431,0.05,0.08,0.07,0.2,0.5,0,0.43,0.25,0,0,1
432,0.12,0.13,0.17,0.25,0.5,0,0.49,0.22,0,1,0
433,0.04,0.0700000000000001,0,0.64,0.5,0,0.46,0.22,0,1,0
444,0,0.09,0.17,0.26,0.5,0,0.5,0.22,0,0,0
447,0.06,0.04,0.14,0.12,0.5,0,0.52,0.22,0,0,0
448,0.04,0.08,0.21,0.17,0.5,0,0.49,0.22,0,1,0
449,0.04,0.08,0.21,0.17,0.5,0,0.49,0.22,0,1,0
453,0.04,0.05,0.03,0.62,0.5,0,0.47,0.22,0,1,1
458,0.01,0.04,0.06,0.44,0.5,0,0.51,0.22,1,1,0
459,0.04,0.1,0.02,0.74,0.5,0,0.53,0.25,0,1,1
463,0.14,0,0.04,0.22,0.5,0,0.5,0.28,0,0,0
465,0.02,0.15,0.08,0.18,0.5,0,0.52,0.25,1,0,0
468,0.06,0.02,0.09,0.25,0.5,0,0.45,0.22,0,1,1
478,0.19,0.01,0.08,0.27,0.5,0,0.39,0.22,1,1,0
484,0.32,0.27,0.19,0.37,0.5,0,0.49,0.22,1,1,0
488,0.26,0.15,0.1,0.28,0.5,0,0.5,0.27,0,0,0
494,0.05,0.02,0.03,0.52,0.5,0,0.53,0.25,1,1,1
504,0.35,0.38,0.06,0.54,0.5,0,0.72,0.22,1,1,0
505,0.22,0.0700000000000001,0.05,0.18,0.5,0,0.48,0.22,0,1,1
511,0.03,0.01,0.03,0.28,0.5,0,0.46,0.22,1,0,1
517,0.07,0.02,0.12,0.22,0.5,0,0.51,0.26,0,1,0
518,0.03,0.01,0.07,0.55,0.5,0,0.52,0.22,1,0,1
519,0.07,0.17,0.03,0.16,0.5,0,0.45,0.22,0,0,0
520,0.06,0.11,0,0.24,0.5,0,0.54,0.33,0,0,0
540,0,0.13,0.14,0.18,0.5,0,0.54,0.43,0,1,1
541,0.01,0.15,0.11,0.19,0.5,0,0.43,0.22,1,0,1
545,0.1,0.12,0.18,0.23,0.5,0,0.48,0.26,0,0,0
546,0.16,0.11,0.02,0.26,0.5,0,0.48,0.27,0,0,1
553,0.01,0,0.01,0.2,0.5,0,0.57,0.52,1,0,1
559,0.19,0.09,0,0.19,0.5,0.83,0.46,0.22,1,1,0
561,0.02,0.02,0.1,0.44,0.5,0,0.5,0.22,1,0,0
570,0.02,0.11,0.16,0.21,0.5,0,0.48,0.22,0,1,0
573,0.08,0.05,0.09,0.2,0.5,0,0.46,0.22,1,0,0
576,0.06,0.34,0.04,0.2,0.5,0,0.53,0.4,0,1,1
578,0.2,0.03,0.03,0.27,0.5,0,0.51,0.22,0,0,1
580,0.31,0.32,0.04,0.35,0.5,0,0.58,0.22,1,1,1
589,0.11,0.1,0.06,0.23,0.5,0,0.45,0.22,1,1,0
594,0.17,0.17,0.19,0.54,0.5,0,0.49,0.22,1,1,0
596,0.4,0.03,0.1,0.26,0.5,0,0.48,0.31,1,1,0
599,0.09,0.19,0.01,0.82,0.5,0,0.56,0.36,0,1,0
601,0.1,0.19,0.05,0.12,0.5,0,0.47,0.38,0,0,1
602,0.11,0.13,0.03,0.4,0.5,0,0.5,0.22,1,1,1
615,0.04,0.06,0.12,0.4,0.5,0,0.41,0.11,0,0,1
625,0.13,0.1,0.03,0.47,0.5,0,0.54,0.22,1,1,1
644,0.03,0.11,0.11,0.12,0.5,0,0.59,0.28,1,0,1
650,0.12,0.1,0.04,0.49,0.5,0,0.46,0.22,1,1,0
652,0.0600000000000001,0.04,0.03,0.4,0.5,0,0.52,0.22,1,1,1
653,0.08,0.02,0.07,0.62,0.5,0,0.5,0.22,0,0,1
660,0.04,0.08,0.01,0.24,1,0,0.53,0.22,1,0,0
661,0.06,0.09,0.01,0.18,0.5,0,0.5,0.28,0,0,0
669,0.07,0.21,0.0599999999999999,0.18,0.5,0,0.58,0.22,0,0,1
677,0.29,0.14,0.02,0.13,0.5,0,0.46,0.22,1,1,1
683,0.13,0.05,0,0.17,0.5,0,0.4,0.19,0,0,0
684,0.1,0.15,0.17,0.3,0.5,0,0.5,0.29,0,0,1
687,0.02,0.01,0.04,0.19,0.5,0,0.38,0.22,0,1,1
691,0.14,0.05,0.03,0.26,0.5,0,0.48,0.26,0,0,1
693,0.16,0.01,0.04,0.16,0.5,0,0.47,0.75,0,0,1
698,0.2,0.15,0.04,0.24,0.5,0,0.49,0.22,0,0,1
701,0.02,0.15,0.02,0.16,0.5,0,0.47,0.21,1,0,0
702,0.15,0.27,0,0.18,0.5,0,0.54,0.22,1,1,0
703,0.04,0.08,0.07,0.48,0.5,0,0.47,0.64,0,0,1
705,0.39,0.1,0.03,0.39,0.5,0,0.59,0.3,1,1,1
707,0.24,0.13,0.07,0.3,0.5,0,0.42,0.31,0,0,1
717,0.1,0.07,0.02,0.1,0.5,0,0.51,0.65,0,0,0
718,0.18,0.07,0.03,0.17,0.5,0,0.51,0.53,0,0,0
724,0.15,0.03,0.01,0.26,0.5,0,0.49,0.31,1,1,0
726,0.01,0.01,0.03,0.16,0.5,0,0.51,0.22,1,1,1
728,0.19,0.1,0.07,0.49,0.5,0,0.6,0.26,1,1,0
731,0.04,0.02,0.15,0.13,0.5,0,0.48,0.22,1,1,0
743,0.08,0.01,0.13,0.13,0.5,0,0.49,0.35,0,0,0
746,0.25,0.4,0.19,0.24,0.5,0,0.46,0.32,1,1,0
765,0.04,0.08,0.02,0.14,1,0,0.47,0.3,0,0,0
766,0.02,0,0.09,0.15,0.5,0,0.62,0.22,0,0,1
767,0.08,0.01,0.03,0.24,0.5,0,0.63,0.51,0,0,1
771,0.21,0.13,0.04,0.15,0.5,0,0.43,0.22,0,0,1
784,0.01,0.07,0.0599999999999999,0.49,0.5,0,0.52,0.27,1,0,1
786,0.04,0.09,0.08,0.22,0.5,0,0.49,0.48,0,0,0
789,0.25,0.22,0.01,0.3,0.5,0,0.73,0.22,1,1,1
798,0.48,0.22,0.22,0.42,0.5,0,0.65,0.22,1,1,0
799,0.05,0.06,0.17,0.21,0.5,0,0.45,0.4,0,0,0
801,0.11,0.01,0,0.13,0.5,0,0.5,0.32,0,0,0
807,0.12,0.01,0.01,0.26,0.5,0,0.48,0.39,0,0,0
810,0.0700000000000001,0.01,0.05,0.26,0.5,0,0.47,0.27,1,1,1
816,0.04,0.02,0.02,0.15,0.5,0,0.48,0.27,0,0,1
825,0.07,0.04,0.0599999999999999,0.17,0.5,0,0.51,0.22,0,1,1
828,0.16,0.14,0.05,0.19,0.5,0,0.5,0.22,0,0,1
832,0.0700000000000001,0.1,0.03,0.18,0.5,0,0.52,0.46,1,1,1
834,0.01,0.08,0.03,0.39,0.5,0,0.49,0.22,0,0,1
838,0.13,0.08,0.01,0.17,0.5,0,0.52,0.22,1,0,1
841,0.15,0.14,0.07,0.2,0.5,0,0.54,0.32,0,0,1
843,0,0.04,0.0599999999999999,0.24,0.5,0,0.53,0.38,0,0,1
845,0.02,0.1,0.05,0.25,0.5,0,0.49,0.33,1,0,1
847,0.21,0.02,0.04,0.19,0.5,0,0.43,0.22,0,1,1
848,0.02,0.02,0.05,0.28,0.5,0,0.46,0.27,1,1,1
849,0.01,0.0700000000000001,0.02,0.32,0.5,0,0.5,0.22,0,1,0
851,0.02,0.03,0.11,0.65,0.5,0,0.51,0.22,1,0,0
856,0.13,0.16,0.13,0.15,0.5,0,0.45,0.36,0,0,0
868,0,0.04,0.03,0.4,0.5,0,0.45,0.22,0,0,1
874,0.12,0.1,0.02,0.14,0.5,0,0.57,0.26,1,0,1
876,0.16,0.21,0.01,0.4,0.5,0,0.54,0.61,0,0,0
883,0.13,0.01,0.01,0.13,0.5,0,0.51,0.6,0,0,0
884,0.04,0.05,0.02,0.29,0.5,0,0.51,0.25,0,1,0
886,0.18,0.1,0.04,0.28,0.5,0,0.54,0.31,0,0,1
892,0.08,0.03,0,0.22,0.5,0,0.48,0.44,0,1,0
899,0.04,0.03,0.03,0.37,0.5,0,0.49,0.3,1,0,1
900,0.08,0.08,0.08,0.61,0.5,0,0.47,0.22,0,0,0
902,0,0.18,0.01,0.28,0.5,0,0.57,0.22,0,1,0
904,0.05,0.04,0.02,0.19,0.5,0,0.59,0.28,0,0,1
912,0.15,0.09,0.01,0.26,0.5,0,0.49,0.22,0,1,0
915,0.07,0.28,0.08,0.3,0.5,0,0.53,0.27,0,0,1
925,0.12,0.09,0.01,0.22,0.5,0,0.53,0.22,0,1,0
926,0.02,0.04,0,0.33,0.5,0,0.54,0.26,0,0,0
928,0.06,0.05,0.13,0.19,0.5,0,0.62,0.33,0,0,1
933,0.04,0.01,0.0599999999999999,0.29,0.5,0,0.56,0.11,0,1,1
934,0.12,0.11,0.0599999999999999,0.36,0.5,0,0.56,0.21,1,0,1
937,0.06,0.16,0.03,0.37,0.5,0,0.62,0.16,0,0,1
939,0.23,0.02,0.01,0.08,0.5,0,0.46,0.22,1,1,1
940,0.14,0.08,0.02,0.27,0.5,0,0.53,0.29,0,0,1
947,0.11,0.05,0.04,0.44,0.5,0,0.53,0.51,0,0,1
950,0.03,0.03,0.05,0.25,0.5,0,0.48,0.22,1,0,1
952,0.15,0.02,0.03,0.32,0.5,0,0.58,0.22,0,0,0
954,0.03,0.04,0.04,0.37,0.5,0,0.49,0.36,0,1,0
959,0.13,0,0.04,0.21,0.5,0,0.45,0.33,0,0,1
964,0.03,0.14,0.18,0.18,0.5,0,0.7,0.25,0,0,1
973,0.13,0.0700000000000001,0.01,0.18,0.5,0,0.55,0.16,0,1,1
979,0.14,0.15,0.06,0.26,0.5,0,0.57,0.22,1,1,0
984,0.11,0.06,0.02,0.22,0.5,0,0.52,0.11,0,0,1
990,0.14,0.28,0.49,0.8,0.5,0,0.87,0.01,0,0,1
994,0.05,0.05,0.04,0.48,0.5,0,0.53,0.22,1,0,1
1000,0.24,0.11,0.04,0.2,0.5,0,0.28,0.22,1,1,0
1003,0.05,0.13,0.02,0.27,0.5,0,0.51,0.22,0,1,1
1007,0.03,0.06,0.1,0.22,0.5,0,0.55,0.22,1,0,1
1018,0.1,0.16,0.0599999999999999,0.19,0.5,0,0.57,0.25,0,1,1
1020,0.11,0.01,0.01,0.44,0.5,0,0.46,0.11,0,1,1
1021,0.02,0.03,0.07,0.17,0.5,0,0.53,0.28,1,1,1
1022,0.08,0.01,0.03,0.22,0.5,0,0.5,0.11,1,0,1
1026,0.04,0.08,0.09,0.36,0.5,0,0.5,0.22,1,1,1
1029,0.11,0.08,0.01,0.14,0.5,0,0.54,0.48,1,1,1
1040,0.1,0.51,0.13,0.41,0.5,0,0.5,0.27,0,1,0
1048,0.02,0.09,0.04,0.52,0.5,0,0.46,0.22,0,1,0
1054,0.11,0.09,0.02,0.12,0.5,0,0.45,0.22,0,0,1
1067,0.0600000000000001,0.23,0.16,0.26,0.5,0,0.51,0.22,1,1,0
1076,0.02,0.03,0.03,0.25,0.5,0,0.46,0.29,0,1,1
1077,0.28,0.33,0.11,0.36,0.5,0,0.62,0.22,1,1,0
1078,0.03,0.0600000000000001,0.12,0.09,1,0,0.45,0.25,1,1,0
1082,0.19,0.16,0.04,0.12,0.5,0,0.47,0.38,0,0,1
1083,0,0,0.01,0.18,0.5,0,0.49,0.25,0,0,1
1088,0.02,0.0700000000000001,0.02,0.44,0.5,0,0.47,0.22,0,1,1
1094,0.04,0.16,0,0.17,0.5,0,0.51,0.22,0,1,0
1098,0.02,0.01,0.04,0.22,0.5,0,0.47,0.45,0,1,0
1100,0.0700000000000001,0.0600000000000001,0.0599999999999999,0.15,0.5,0,0.46,0.25,1,1,1
1102,0.17,0.11,0.03,0.13,0.5,0,0.47,0.22,0,1,0
1105,0.02,0.0600000000000001,0.0599999999999999,0.17,0.5,0,0.48,0.66,0,1,1
1106,0.12,0.0600000000000001,0.01,0.13,0.5,0,0.58,0.8,0,1,1
1107,0.03,0.01,0.13,0.22,0.5,0,0.61,0.45,0,0,0
1111,0.15,0.18,0.02,0.15,0.5,0,0.47,0.31,1,0,1
