"X","Y"
4,FALSE
8,FALSE
9,FALSE
18,FALSE
20,FALSE
24,FALSE
30,FALSE
32,FALSE
47,FALSE
55,FALSE
57,FALSE
58,FALSE
61,FALSE
72,FALSE
78,FALSE
80,FALSE
83,FALSE
86,FALSE
88,TRUE
96,FALSE
100,FALSE
103,FALSE
104,FALSE
108,FALSE
112,FALSE
113,FALSE
114,FALSE
117,FALSE
121,FALSE
128,FALSE
131,FALSE
134,FALSE
142,FALSE
147,FALSE
154,FALSE
162,FALSE
164,FALSE
165,FALSE
167,FALSE
172,FALSE
174,FALSE
179,FALSE
187,FALSE
190,FALSE
191,FALSE
197,FALSE
200,FALSE
202,FALSE
212,FALSE
214,FALSE
221,TRUE
223,FALSE
227,FALSE
231,FALSE
233,FALSE
234,TRUE
235,TRUE
256,FALSE
257,FALSE
261,FALSE
267,FALSE
272,FALSE
281,FALSE
288,FALSE
297,FALSE
308,FALSE
309,FALSE
317,FALSE
326,FALSE
340,FALSE
341,FALSE
351,FALSE
359,FALSE
361,FALSE
363,FALSE
368,FALSE
369,FALSE
372,FALSE
373,FALSE
377,FALSE
378,FALSE
379,FALSE
381,FALSE
385,FALSE
400,FALSE
411,FALSE
420,FALSE
422,FALSE
423,FALSE
441,FALSE
454,FALSE
464,FALSE
476,FALSE
486,FALSE
492,FALSE
502,FALSE
513,FALSE
522,FALSE
523,FALSE
524,FALSE
525,FALSE
527,FALSE
557,FALSE
558,FALSE
560,FALSE
563,FALSE
566,FALSE
569,TRUE
574,FALSE
587,FALSE
591,FALSE
595,FALSE
598,FALSE
600,FALSE
603,FALSE
607,FALSE
611,FALSE
614,FALSE
617,FALSE
618,FALSE
619,FALSE
620,FALSE
622,FALSE
626,FALSE
628,FALSE
632,FALSE
645,FALSE
648,FALSE
654,FALSE
659,FALSE
663,FALSE
664,TRUE
681,FALSE
685,FALSE
686,FALSE
690,FALSE
694,FALSE
695,FALSE
699,FALSE
704,FALSE
708,FALSE
711,FALSE
712,FALSE
713,FALSE
714,FALSE
721,TRUE
730,FALSE
737,FALSE
738,FALSE
740,TRUE
750,TRUE
764,FALSE
768,FALSE
777,FALSE
778,TRUE
779,FALSE
790,TRUE
791,FALSE
795,TRUE
803,FALSE
804,FALSE
805,FALSE
812,FALSE
815,FALSE
821,TRUE
822,FALSE
831,FALSE
840,FALSE
850,FALSE
857,FALSE
861,FALSE
862,FALSE
864,FALSE
871,FALSE
881,FALSE
893,FALSE
894,FALSE
895,FALSE
896,FALSE
905,FALSE
906,FALSE
907,FALSE
908,FALSE
910,FALSE
931,FALSE
942,FALSE
948,FALSE
949,FALSE
963,FALSE
969,FALSE
972,FALSE
974,FALSE
976,FALSE
982,FALSE
985,FALSE
996,FALSE
999,FALSE
1006,FALSE
1011,FALSE
1012,FALSE
1017,FALSE
1023,FALSE
1030,FALSE
1034,FALSE
1041,FALSE
1043,FALSE
1047,FALSE
1050,FALSE
1052,FALSE
1053,FALSE
1057,FALSE
1059,FALSE
1061,FALSE
1062,FALSE
1063,FALSE
1072,FALSE
1073,FALSE
1079,FALSE
1081,FALSE
1116,FALSE
1117,FALSE
1127,FALSE
1132,FALSE
1133,FALSE
1140,FALSE
1147,FALSE
1152,FALSE
1154,FALSE
1158,FALSE
1161,FALSE
1164,FALSE
1165,FALSE
1171,FALSE
1177,FALSE
1188,FALSE
1197,FALSE
1199,FALSE
1207,FALSE
1209,TRUE
1214,FALSE
1216,FALSE
1223,FALSE
1224,FALSE
1227,FALSE
1230,FALSE
1237,FALSE
1238,FALSE
1240,FALSE
1243,FALSE
1250,FALSE
1253,FALSE
1256,FALSE
1272,FALSE
1273,FALSE
1276,FALSE
1277,FALSE
1283,FALSE
1285,FALSE
1290,FALSE
1294,FALSE
1300,FALSE
1304,FALSE
1305,FALSE
1308,FALSE
1313,FALSE
1315,FALSE
1325,FALSE
1327,FALSE
1333,FALSE
1337,TRUE
1345,TRUE
1350,FALSE
1354,FALSE
1358,FALSE
1366,FALSE
1368,FALSE
1372,FALSE
1373,FALSE
1375,FALSE
1381,FALSE
1396,FALSE
1398,FALSE
1399,FALSE
1403,FALSE
1404,FALSE
1410,FALSE
1413,FALSE
1418,FALSE
1438,FALSE
1448,FALSE
1452,FALSE
1454,FALSE
1456,FALSE
1464,FALSE
1466,FALSE
1472,FALSE
1481,FALSE
