"real.1","real.2","real.3","real.4","real.5","real.6","real.7","real.8","real.9","real.10","real.11","real.12","real.13","real.14","real.15","real.16","real.17","real.18","real.19","real.20"
0.000250371445564699,0.449649425054818,0.930353976799352,0.236538815267024,0.463441893944132,0.0447237796326873,0.953810275652427,0.187094550532129,0.088611439009936,0.386524347844079,0.14889684310576,0.546238418974887,0.151087392147013,0.805132035960799,0.0644414644247408,1,0.000366556731816286,0.163059097196506,0.572959713862827,0.54085453478994
0.00975060665963797,0.179760301242196,0.232381765666272,0.284402485821504,0.0020868191180758,0.156992692031614,0.326690934950069,0.312661846870577,0.0165685579203108,1,0.0757168582505302,0.740608400497228,0.351967739237439,0.00767617533570953,0.118245933489898,0.229997381199128,0.057028440782239,0.181412253359743,0.068216619903599,0.345092207327361
4.64127425405148e-06,0.215559103542255,1,0.0981715748469385,0.17819338506625,0.0287518462360116,0.85389210874743,0.0224749778222189,0.512579984025928,0.0889637406134753,0.242547962904017,0.0101497496782321,0.241157349109877,0.0659967244908786,0.51203237111777,0.116290406826855,0.109527963076138,0.0331613557663335,0.16395244957527,0.0529842636905367
0.157909417077131,0.80537974720999,0.597235463625575,0.0334851663539587,0.0085224946479946,0.325612946906646,0.0895236961899755,0.054437993377438,0.087053377754816,0.00208535020137009,1,0.181287093366265,0.00418968589204397,0.848357295257685,5.79317638872859e-10,0.00376610913527009,0.0518496168307104,0.22329408581809,0.0194973364458941,0.176673055855514
0.599628033129324,0.210326546519522,0.354171258131789,0.411707187433818,0.714258600350728,0.34864039796112,0.0124537489581033,0.50349234452492,0.0159198889089745,0.466217014917117,0.528652919737331,0.380121931251882,0.261230425532344,0.0669323143448663,0.0588308938580325,0.316470684423418,0.168568976577013,0.0210598358182254,1,0.766899946852973
0.0306937436243984,0.0887531401028019,0.680369749054015,0.162238237101432,0.0569706852543999,0.407334903182144,0.0315137776315886,0.952410597105572,0.0389206684809899,0.0983355166244289,0.521395746260125,0.00903783850904326,0.0725013787219411,0.114957972577184,0.123163556296044,0.669869182030976,0.0948787180119724,0.232309382889625,1,0.102266369562608
0.0105747028900793,0.137687310624285,0.589296987557409,0.477840276681006,0.067134514889963,0.0506478216767329,0.102269541300593,0.0384255469638328,0.0820093611841983,0.138676499121618,0.00529899824411629,0.129421782250479,0.0527147798686894,0.257487987201763,0.624526640228677,0.061280263902048,0.318842775511191,1,0.12566447650753,0.471064920466312
0.0127817542371623,0.268774154270226,0.152316901091601,0.485227496163566,0.00415324003494519,0.251987906242094,0.283481954222207,1,0.018192079310415,0.64504600538876,0.350581757430735,0.575653280234478,0.681611301365561,0.00592163097615307,0.298562220668026,0.583401115835109,0.0752929755960721,0.279087592660242,0.128791553245208,0.295290676629274
0.0342992661628897,0.808412187804569,0.00372604480223403,0.221578316560073,0.154546508515383,0.227948105530944,0.0841056654850465,0.00122382690741102,0.045189711660976,0.56948151280924,0.464307666352051,0.450492265081586,0.160674423109089,0.0175966999053674,0.14612362839034,0.778234771062371,0.14291640917806,1,0.0487031224052551,0.0178388266577664
0.761008216999344,0.484316915927519,0.82296454112181,0.335282946687117,0.111318001099002,0.229313544484614,0.208362893521469,0.027168850088872,0.510883819653311,0.73821895504871,0.000422287606661437,0.310997987930925,0.105328557988233,0.391307531443524,0.0667721945952314,0.355772988027828,1,0.879380149036544,1.94823077603802e-05,0.56634142784378
