"real.1","real.2","real.3","real.4","real.5","real.6","real.7","real.8","real.9","real.10","real.11","real.12","real.13","real.14","real.15","real.16","real.17","real.18","real.19","real.20"
0.000496243825340525,0.0277306430049633,0.0364029620945238,0.0454062021247366,0.0900754017671436,0.0584285485099345,0.0250267537238433,0.0314515667825043,0.14459550029449,0.132067361762396,0.0152277639005455,0.0315929089793114,0.0992037865028866,0.0213083316455125,0.00563025792179652,0.409468449092275,1,0.0724069876744882,0.177667287185424,0.00196021573081622
0.277468927978922,0.221948812141844,0.546936565284477,0.0246257375933121,0.516497054435119,0.32000088467087,0.681950349002255,0.271532665502793,0.70057861438051,0.00915762579115078,0.865393412043931,0.0917526107313083,0.344891856581416,0.552409773825416,0.302882002141703,0.335143036404886,0.000727260377556139,1,0.420764250845327,0.191596813620585
0.021572381255323,0.0348832658776804,0.164157539282289,0.306058444879831,0.0162186125228923,0.43778320130173,0.0332542505625664,1,0.308959780925064,0.196689906721487,0.375076643895662,0.0654473014431565,0.101258893293306,0.482783347775451,0.162170776044799,0.0267081198566715,0.225462222813383,0.000425723044955459,0.0411870529120869,0.226539354852623
0.0771358165483702,0.040983745308037,0.000560143716100613,0.194117737457169,0.0866430396811749,0.0499786967410993,0.13933973871015,0.0018784750955452,0.046653388744347,0.0548564963757508,0.111357680530371,0.156021501188328,1,0.248194272837183,0.167590099774734,0.00473739564964402,0.175746236505196,0.374133798394374,0.0410370148828523,0.201727791029708
0.353427025285322,0.316221025020324,0.25191915232979,0.27176476073986,0.0627551927003523,0.110192123983993,0.503252456088396,0.00311868641928505,0.831514702815259,0.427980631580417,0.435773398818197,0.955331834345577,0.672694984473019,0.325393028231497,0.762987844248262,0.0313707405625572,0.825492025938799,1,0.0890325547430397,0.103980706642637
0.057661708686467,0.0425243942736919,0.640320819067288,0.592810539574686,0.0764826961398089,0.173536033786023,0.246556596963307,0.920882455047899,1,0.0682945530071035,0.0153588137103523,0.319884950576557,0.200278186803839,0.683019805818442,0.457982664837881,0.00116726172601418,0.0171366504551426,0.00680443332763233,0.0108742479616874,0.22853376471674
0.0640766256135009,0.201982193678476,0.0789479929589526,0.474463557260667,0.000979440901983517,0.0998703863702569,0.100391874020306,0.100844966185535,1,0.0393367649870092,0.0842846468457023,0.154290693560236,0.0360848568346847,0.169206384785776,0.576858607068415,0.00584503718708199,0.173164926101187,0.0581425592782535,0.122445479151327,0.000470443001820643
0.518984762951706,0.545334066861675,0.270675911740363,0.165761767885306,0.115891697033709,0.0676249191405647,0.158726020227442,0.211556320208859,1,0.451595198787027,0.567519569218936,0.0017032115146864,0.637171876876614,0.0552405314001772,0.440051819910295,0.158938858029762,0.487962814525893,0.256063210437491,0.000178729789294429,0.0844573120087712
0.123845520285528,0.138681335151463,0.239845790474476,0.213321271153468,0.595117448130126,0.199378699576203,0.448691331411151,0.046221870193747,1,0.336409687176302,0.21757307337594,0.315714414335783,0.0241312413494995,0.0300020526237855,0.104470551163753,0.409791236507348,0.231383939914011,0.000632761275850162,0.177285539889577,0.0867527305138238
0.328718754663375,0.0943555122280421,0.622448613882167,0.120266895432286,0.359686732839833,0.0994071209129855,0.96796638785815,0.0158018898960788,0.407168663379343,1,0.0341954420754814,0.141797015363195,0.0490123829833176,0.00888908028238297,0.0833522321199218,0.306268183614092,0.168468311768365,0.0037859969528997,0.11717915408447,0.048271323322988
0.00985248468816115,0.200933217736758,0.0523178758075755,0.0948689545243819,0.748908106890167,0.112466907058952,0.0535183706536505,0.0833815249317797,0.133430774033292,0.179084863950749,0.0172793944613008,0.127300295645425,0.0750087572816895,0.0615373467221432,0.0410160727636081,1,0.91907622479759,0.202455258068598,0.307138603782619,0.000979072293466205
0.0259028699939767,0.118065951011918,0.243388914268844,0.183745958250331,0.0373740736914212,0.0832645217288947,0.141484438352917,1,0.146692393159124,0.023869284863007,0.0112445528463315,0.00408279283866946,0.169337562742639,0.351770982969893,0.251559399153044,0.0258264981959518,0.233681011722514,0.413480855652398,0.0968999405793316,0.00820749449656317
0.142252492654562,0.405519285120232,0.158489101084298,0.0220295278640303,0.183247373798522,0.111802818457245,0.330366860229558,0.0158307806422096,1,0.343192029568786,0.127147427246937,0.236093629991326,0.00295015267081194,0.0602279047948341,0.0876735145965924,0.336185845116308,0.197438416627649,0.151621057484015,0.318227076366045,0.0884675785843492
0.152582861581147,0.44510835417704,0.566532949783512,0.911990391108365,0.298010567521938,0.560426288721036,0.0438652988653529,0.000694772745179748,0.299652576521592,0.520930382200433,0.239183478814029,1,0.508773539146865,0.615693421821419,0.835803382745514,0.410096268416665,0.950025485399402,0.60906845253832,0.0513664705439094,0.111498881656159
