"real.1","real.2","real.3","real.4","real.5","real.6","real.7","real.8","real.9","real.10"
0.672171993398377,0.0815750575034201,0.13379266352636,0.534039650013034,0.261079436912744,0.13590281416718,0.234367884599303,0.457389588455194,1,0.33155478245406
0.736189091708129,0.111559776054386,0.0448630936846375,0.814882972980885,0.330755091731727,0.363670727220209,1,0.191200897914265,0.0478543698742761,0.2441573408774
0.756814610157117,0.0694343389288469,0.730894124833837,0.175852219873016,0.346098690179358,0.527696039539564,1,0.487400713024725,0.0442509986347724,0.0589362921395444
0.194788694122863,0.0210878713362405,0.542540241053316,0.0561608089029528,1,0.11115588545027,0.610473199521973,0.0284800219965065,0.103067990793744,0.00951690209667265
1,0.440996264178427,0.332173241640205,0.443366451829115,0.262490155294141,0.334546641227427,0.490425632679008,0.373631707823723,0.0417019289969271,0.0300473366449798
0.32301792874731,0.0571266067323148,0.0531778278018463,0.203748452450721,0.0171163410945185,0.00617077292904622,1,0.10894193752223,0.0808196813803749,0.125777182958018
0.000313463043807241,0.119030171826619,0.997528853787684,0.866467587366971,0.0693513345834105,0.316367528424528,0.433651305390507,0.440279471118395,0.012855085369418,1
0.00900567146204299,0.0922753817313914,0.606472710805221,1,0.142310633189993,0.95598283057739,0.851133185168434,0.3974057728666,0.0319227059315456,0.216304933610642
0.126551107926914,0.0203440480338461,0.0413310546194013,0.0501615085870145,0.446466543828008,0.0555829315029694,0.00596495782242726,0.28002143429195,1,0.43288072951785
0.0199189315114029,0.759016074204213,0.541687422285908,0.988839302470312,1,0.578195984201489,0.157831927957602,0.467825655963984,0.077981954709086,0.168160497646272
0.314016790474925,0.257841122003998,0.327709122594286,0.196606058138567,0.00482900313907095,0.177921518527189,0.23177598517105,1,0.00508131740995943,0.0725687550514552
0.0051162339922859,0.0958713370907729,0.292099969455618,1,0.0961135142219326,0.0974413472600113,0.0257694829669624,0.353447571937674,0.000364333399594548,0.0239307739014207
0.0449302173873878,0.000671957261090202,0.0617966213234353,0.157407431364634,0.0911266276306363,0.00066107408729411,0.224450905258352,0.16367727254083,1,0.256416493436772
0.735667143030094,0.13365848654195,0.558430641030734,0.0935004957700044,0.674138410659112,0.34835074549503,1,0.171785725931869,0.878773977579417,0.203045922635081
0.232563632610577,0.0119430950484495,0.173069085372878,0.514180012381723,0.604164278153097,1,0.183279664234471,0.155587837289195,0.0242116260002594,0.010511448324467
0.368221805102459,0.059607206510029,0.651391860797598,0.215873480466036,0.0952314221511148,0.68870301143666,0.0160778489504065,1,0.494715343334589,0.230006393239467
0.768970324511771,0.0228992023713936,0.108277311669123,0.000493704405083866,0.302983204452066,0.112364652756608,0.143008226590249,0.0879415860748506,0.0152223017999404,1
0.0874025471570657,0.0104440777451065,0.822824364062952,0.384507946642675,0.316445770693593,1,0.0863283194868988,0.0884983642635767,0.0206066786756202,0.156090507369303
0.342425719791231,0.400692252237591,0.136326656684905,0.428352489000147,0.138824835852059,0.386583065243153,0.568168007896376,0.0739218373659566,1,0.406496436872997
0.0371745962399034,0.236073787221303,0.203240102501627,1,0.814990254704781,0.859498079583432,0.0359127452238865,0.361321259350298,0.268440100653873,0.0722096646099612
1,0.455498002677149,0.124442205448151,0.209513331543235,0.221138845442581,0.819741345445273,0.204277421645356,0.967500895102913,0.113759324623331,0.070427093500299
0.0600438543674791,0.0114388264712061,0.112851413995487,0.201748470606825,0.409181255955615,1,0.0792919078831403,0.0329773364825558,0.000968311139416141,0.0218997790310475
0.0569477288133986,0.0124975171555717,0.101522140253591,0.453534739005957,0.005297306293159,0.02316248322812,0.146508114241965,0.776502844031678,1,0.134004780828775
1,0.0638230456054495,0.27669439051714,0.306774202444298,0.0575351858500849,0.221833290905517,0.226886805357824,0.767608037533937,0.0175705962484526,0.0298961903779243
0.214674584011665,0.0592957193481106,0.128822068777492,0.343539199551573,0.27736357192434,0.176492080531534,0.21968815133118,0.150143955093673,1,0.718649149170418
0.835241848851808,1,0.268497423613682,0.302014364761791,0.00722247104874511,0.19716011922303,0.377299342820717,0.588001787602269,0.133985887692199,0.044762275450836
0.00639309312192867,0.163527783033998,0.347828123651606,1,0.347313017316529,0.294889559978853,0.343375802276399,0.261993765245921,0.795274966494517,0.840336294040774
1,0.227892288922124,0.095135086299341,0.0340614311089496,0.143137783261473,0.122174522575935,0.157579481753742,0.354591214627799,0.0619362242598551,0.29364617455663
0.319134695976929,0.219594870769877,0.0706855231370481,0.0350898708542802,0.210630202180859,0.00154408954979306,2.30418132657358e-05,0.130765159668334,1,0.101521111961764
0.0496366806984418,0.045050778862901,0.261389363967774,0.0337065983305386,1,0.0563566294494347,0.133476674574147,0.154513878683208,0.175363043745278,0.0173818112838049
0.13370047143797,0.421625768914108,0.532241705402278,1,0.138703058225255,0.595452235309936,0.783067136672953,0.128005927005905,0.268565506486176,0.193612204912383
0.345133954209418,0.000314498766333109,0.947623355806135,0.492270546371527,0.0036695283751438,0.394059605338161,0.549840848513472,0.155248706524203,1,0.370263441423567
1,0.0953330896261073,0.0186424542011433,0.19519395514114,0.000284451063220288,0.0394315128227651,0.709114516696934,0.0451152238392388,0.0987404107231675,0.112600007016148
1,0.108946262320577,0.440354396472301,0.0078895406379821,0.0941303950336219,0.0862299465401637,0.0906086724287141,0.124498206322495,0.00646200214124916,0.131721837505278
1,0.101076586642071,0.160963223028962,0.882355682931047,0.0511681707962038,0.0534870585875905,0.468841659051976,0.094440060461078,0.0196075253034973,0.395089675409305
0.748223971761398,0.122140868172694,0.452405490902657,0.329999995469227,0.0720744997204801,0.316048429186218,1,0.51445890022272,0.00696297049354847,0.0282170795582168
0.159573581537772,0.074667783158536,0.488680834701855,0.696206866315035,0.409750459759792,0.96394919432733,0.0422556965016797,1,0.170332420312667,0.0882457470967389
0.560815685129537,1,0.15882232479754,0.172925954772142,0.0198251743779443,0.133866097795086,0.258675178619996,0.114883625593059,0.022474045627456,0.0322612021816666
0.0666625108996404,0.0510662791184487,0.438700638949882,0.423296441848531,0.391392809242475,1,0.085377292201113,0.0916019804244426,0.0143962785405967,0.131857846789548
0.0567652190362833,0.215283214259724,0.00509199773688253,0.937339348920563,0.0580806685275242,1,0.937386535671858,0.853474532082617,0.638458564333299,0.718100509928454
1,0.898886320161621,0.00442675847577277,0.963329942572339,0.0444932482543344,0.00561287530629658,0.332786808645881,0.390336127250059,0.019369028733858,0.676811585971945
0.0582348441843002,0.78707784485674,0.786243177776478,1,0.643952306873022,0.950063522910856,0.776247481282615,0.388909299117608,0.364561532626211,0.192285345099714
0.524866510488987,0.0564340357898413,0.0805281613323405,0.631974878466179,0.0570946135571445,0.00194038301876946,1,0.0191816791886935,0.00193687314604715,0.0723599929400286
0.202331380945139,0.136278857033376,0.413160060832471,0.459820058508668,0.0735022265230614,0.133483775241398,0.326023945491198,0.38124331836831,1,0.33906606665011
0.753679270896103,0.0992837963417541,0.0569642109603888,0.645121193676323,0.159816692108015,0.148515544364494,1,0.0717523073796636,0.0636922759342254,0.405515188034928
0.788041435440262,0.0490879970818511,0.327435222543911,0.0114684421667978,0.387554926274078,0.0929542828424647,0.0555824650190764,0.0669288260840542,0.0570954090292004,1
0.246870107601861,0.0516909946021067,0.414718598738088,0.325545137930382,0.622004753888042,0.211044244590548,0.00418976348864996,0.649877999436728,1,0.394196962110485
0.196201023817085,0.481461795094359,0.0948521672088825,0.585614286134834,0.0565666176578755,0.216052392012257,0.396957799913489,1,0.00314368432038168,0.116506100127484
0.0490857438706234,0.032618941848324,0.142613067238087,0.131758459960694,0.164170383289853,0.302941313800927,0.53653841879548,0.2772413827269,0.155051326289701,1
0.0783291665461271,1,0.223443170781731,0.305298134396849,0.454008135208262,0.230137646431758,0.672641671921776,0.377398480305178,0.0143508402707077,0.621180602966965
0.534827112881048,0.455329796233032,0.0570046376417383,1,0.251990772142517,0.58355351098461,0.322459479880908,0.216907353105212,0.0101041221086219,0.276378239108873
0.0327307428243901,0.391475473930586,0.469835177889261,0.606232717239205,0.157554179069978,0.187540686457493,0.787416414712604,0.976252524386522,0.458669671595852,1
0.0202502477799853,0.150377586938054,0.353581653720199,0.686727096128839,0.430559848656661,0.629877544217431,0.0523150948149404,1,0.703278488110036,0.131230481765554
0.126776603993632,0.437971927150197,0.485693133106552,0.060968121646793,0.957332197422999,0.13211506328516,0.953182743494863,0.198416740887345,0.494076653525338,1
0.154210021243185,0.753587676337773,0.797754459130117,1,0.0141952639460463,0.348600825133397,0.0761792861298747,0.274301629439265,0.352181150143314,0.205422383635346
0.209158025197075,0.0940139586424878,0.0329496989643118,0.193548519057243,0.000918759892711869,0.040919800166425,1,0.0158350070078905,0.0881702172762666,0.14364019538469
0.694175494282665,0.0627399843046525,0.108126632316303,0.29406195120688,0.321340529433704,0.130913864752795,1,0.216320660022522,0.502327736310874,0.187303671933545
0.440163021784329,0.0116005029540931,0.376260857460105,0.409626129785044,0.496716501643869,1,0.17101912949123,0.365145610083214,0.0405686289037751,0.135606343145385
1,0.106299740704647,0.296688124987178,0.00388795155427041,0.220884109215692,0.106211031397232,0.0728125889085676,0.0922582544980518,0.06300706947408,0.179668618888967
0.348888552946676,0.0101030846356748,0.544301499231853,1,0.374192933105912,0.895510788125293,0.0960264201409787,0.670033786300718,0.318032074091077,0.0717461732132822
1,0.0721381152431645,0.457648583006799,0.0197253807470865,0.689280308352073,0.3797738094787,0.513005614215452,0.683209619996573,0.00731319408538042,0.499871988363151
0.0200137950456779,0.0264176631451453,0.163498866012588,0.219562717567922,0.127783970689517,0.570390025655578,0.00339611912038388,0.144767457847562,0.0806524339297362,1
0.0203134134502915,0.0304479887311641,0.0245292638565627,0.28495884655351,0.182970800441339,1,0.215561460896356,0.101286823484097,0.0102282611005623,0.0503592228679877
0.194751861975158,0.00492813955266777,0.17273924789129,0.316358731079218,0.65627139110864,1,0.469264022464424,0.979584872851333,0.0442932078080607,0.0796335474870281
