"real.1","real.2","real.3","real.4","real.5"
1,0.321391880912878,0.0915779001564549,0.702558531488048,0.0390199995127913
1,0.0377548612204686,0.509972317528116,0.187489883994265,0.293222907546151
0.601715259292567,1,0.776140964858347,0.568651009077642,0.0971790791779825
0.00315380523595425,0.339205469410914,0.2063618010562,1,0.559809307390634
0.0785600628918197,0.408478689057625,0.319166467690504,1,0.295254652699737
0.112965801990834,0.100038366019333,0.157124177826572,0.0844525525282266,1
1,0.0263296260798558,0.0628145681253882,0.239447515977721,0.128212002509737
0.132289379722557,0.308251145565179,0.808942294962283,1,0.418732057067206
0.782282815547265,1,0.446188494371303,0.658839635309691,0.626549930736765
0.210132147058797,1,0.373598193887694,0.433769386402993,0.453120149825793
0.138707550595607,1,0.0347013206852295,0.428551813328472,0.125225530008153
0.113652252050716,0.0626625959047305,1,0.0389680668066819,0.0965446814736303
0.0213548281535455,0.378296354719839,0.0159385505076802,1,0.0323215489590149
0.312503987195368,0.343598756311922,0.801638304132279,0.311270661185628,1
0.59000898786022,0.122645908096893,0.212700820924159,0.356502537409148,1
0.216079840167128,1,0.269101960025598,0.156056066764854,0.0897375500286157
0.0788151057851816,0.183560366756029,0.00129952940876225,1,0.00815879179365269
0.293039492393343,0.054940237482174,1,0.0984855686980827,0.356853331573377
0.180341849733758,1,0.178080559051632,0.16531125626938,0.695376097004714
0.507714091989178,0.309750298402462,0.447321319622684,1,0.688920893302509
0.32956926462501,0.549643575131478,0.285315134097212,1,0.211334547880806
0.000505427144471548,0.0715441218554112,0.597926077535228,1,0.927999107230267
0.415799420343544,0.505466007133237,1,0.282349635913131,0.493530784128582
0.0870176192399284,0.0681691964930572,1,0.134300563055902,0.191655711432878
1,0.866937304164808,4.28569581335933e-05,0.967526305624868,0.0192927386538774
0.0632557526930806,0.438576518096579,1,0.0207674422935766,0.507066588003776
0.121748575877316,0.00772180178018968,0.0929276101973863,0.322327755562228,1
0.236745485299955,0.0317498727724024,1,0.673582703567612,0.706977673586887
0.0522503988218,0.303219728914253,1,0.0421892028739865,0.241184734038859
0.080725772061846,0.503919626605916,0.951621048216853,0.404052960558005,1
0.258799361975888,0.781739288555938,0.101487728403747,1,0.652113431462887
0.429612865883629,0.0132835362842385,0.134171251715849,1,0.438135576216665
1,0.365473262836045,0.526095950755147,0.24536786190172,0.612782060631118
0.267505827790716,1,0.344781517849122,0.0352975253535748,0.141887654371781
0.48201440688174,1,0.933693732507841,0.0462592420525332,0.177390516801099
0.0509791112065235,1,0.308446952764224,0.0823485953751214,0.0742675467091245
0.0754073127197592,0.0192337428788642,0.911475416647921,1,0.479134769230397
0.0571311638848016,0.530479998140375,0.207212685425448,0.593551204625319,1
1,0.102110137758876,0.295869727729547,0.32078878277806,0.0359546483304647
0.510356502282345,0.0107503186706382,0.336488875314534,1,0.39890447990282
0.740878219980696,0.514782334032305,0.820442519014408,0.884421920094508,1
1,0.317406264857173,0.762150376117865,0.559396786015232,0.265177955155768
0.249962910033052,0.632737167854587,0.00192905099707189,1,0.000280732205407334
0.0274582515838771,0.897218546064904,0.0020318756822642,1,0.756753102837327
0.018464395014445,0.106721948357385,1,0.158183413331195,0.601657967594379
0.44392345623601,0.432789062644866,0.0543329889932955,1,0.000202738509151541
0.00173541813367029,0.190638851346748,0.153573167763285,1,0.131602839837602
1,0.233362046103308,0.0222707412933693,0.0892140563590792,0.0274625540874164
0.17180109884134,1,0.210345752935334,0.195994864660383,0.212023283747991
0.0619297438389071,0.0423932312257622,1,0.0299445194409241,0.772143415165762
0.249805063525046,0.0619494366047888,1,0.223005033189766,0.376397683714135
0.195186627265082,1,0.160618650252493,0.177932499287087,0.214670806899763
1,0.145639065328467,0.34025385909637,0.846408622081851,0.933463552660385
1,0.171843927616968,0.096032677082779,0.365087417397144,0.463777564658439
1,0.273298245828884,0.0118578282161746,0.168012428251813,0.0280100389851003
0.0974762474169852,0.42530833011738,1,0.531635288179122,0.256690391865523
0.0266121368766675,0.936540846324589,0.630365138611296,1,0.421495792235795
0.867937088484061,0.0818468135856857,1,0.917462405463618,0.262987850483365
