"real.1","real.2","real.3"
1,0.37212347578952,0.794060767401909
1,0.840462587140374,0.262543221974233
1,0.830896894671337,0.224464482569977
0.517469316530425,0.781052123133702,1
0.355278348350128,0.177222433476702,1
1,0.225735612160412,0.229948343552522
1,0.695421297795886,0.367585182105289
0.381082221845587,0.841747568042578,1
0.726384775288567,1,0.22522745801623
0.251622574596665,1,0.978349047015085
1,0.379655322885905,0.435210921305049
1,0.133822793841951,2.32609699117365e-06
0.249221708848832,0.0544226551641784,1
0.0194959005620576,1,0.281403249703045
0.178016177740982,0.0186335822245844,1
1,0.230117191086801,0.0280763786600584
0.166372627846212,0.9146603173245,1
0.204430181856462,1,0.871930687916064
0.932176255356144,0.813095196685344,1
0.0436007406779602,0.193125798546641,1
0.918592859605479,1,0.0503705866670647
0.872598359764811,1,0.852929000531247
0.131829859455957,0.344251510704251,1
0.0897299919113887,0.449080956472047,1
1,0.39992787702769,0.0249062732104429
0.312875364947905,0.383754576134277,1
0.213206925935803,0.031894443271733,1
1,0.387722781010194,0.919894418739245
0.19035307869631,0.900168957190935,1
0.3700921900054,1,0.184265663317848
1,0.824634053859652,0.422493439642472
1,0.29985801938671,0.51538828857095
1,0.917963058975522,5.48784530893593e-06
1,0.605977589876045,0.162209144629473
0.397055491182662,0.599984500057325,1
0.773827434507669,0.0421840446478808,1
0.27556738235031,1,0.946312493176381
1,0.20870060812626,0.87902846196521
0.193747200905486,0.132696428231362,1
0.0774880095451791,0.516491391278537,1
1,0.035582860094883,0.425098056595074
0.4545497416646,1,0.353572427858401
1,0.0808234937578183,0.580772868020879
0.115360095550455,0.1428662909494,1
1,0.276043594953661,0.584496943412014
0.118393988364935,1,0.857085732587809
1,0.0881181034730825,0.211061134623164
0.0867776557876341,1,0.00197278005715668
0.3238727127053,1,0.908481987340093
0.258403843349834,0.0981696339390368,1
0.26449604627558,1,0.965323082779113
1,0.0268695855398718,0.0581224154609784
1,0.879668591259353,0.292439378646212
1,0.069505206882568,0.200533973996875
1,0.273113248359105,0.469518515291334
0.0707392243930484,0.239528898742553,1
0.461431338446371,0.879298778097554,1
1,0.0620782319171347,0.000302364465492088
0.832372123414283,0.303543144855077,1
0.297707717587691,1,0.0363091364014357
1,0.365892309119933,0.519277364155536
0.0558441741395229,0.71232396634775,1
1,0.400105476053612,0.729149188618844
1,0.0997528555034536,0.69245885500082
0.342616391818643,1,0.967831267547838
1,0.848232238236816,0.3243780856184
0.240799855644255,1,0.876472718567748
0.383507317078469,1,0.000133278738775219
0.730143440114296,1,0.899329869412305
1,0.9812150580905,0.913338304806375
1,0.903492659733097,0.0103381575810539
1,0.543393589732707,0.678942509124774
0.561100916412175,0.124693027539556,1
0.14469592135377,1,0.301571653494228
1,0.00814519181852535,0.0833286278613532
0.539520406492769,0.436361945026691,1
0.332642543246939,0.15861862136673,1
0.0297843469585039,0.589483070322437,1
