"real.1","real.2","real.3"
0.457869334665556,1,0.378921910873834
0.239395406226013,0.0994182796965486,1
0.050454217496435,0.0510430049613974,1
1,0.805882057387428,0.700573541897136
0.124178078419554,0.00320863057667885,1
0.358546782210461,1,0.659331552581844
0.877867396220421,1,0.95122021526459
1,0.82816723908227,0.382809965045722
1,0.575885965721372,0.124905548651037
0.815306917216306,0.232730143643761,1
0.464231507199468,1,0.034340544341887
1,0.325876127109368,0.377719152611142
0.000179440893532356,0.00349007213236088,1
0.242858712433383,0.341981140064447,1
0.23092121237377,1,0.0101631017431878
0.655167260055035,0.746764943822897,1
1,0.982322825512368,0.0722779326126292
0.12752893539384,1,0.121926022158349
0.0160181976914911,0.0711591152421215,1
0.221882247025486,0.236620462539978,1
0.0164117297667947,0.019757427799095,1
0.260125794480839,0.00136502837690213,1
0.211350893490894,0.66861340927329,1
0.415490607827781,0.409777458434404,1
0.323917988857035,0.68547244008693,1
0.801444885833874,0.193639247971727,1
0.622763898620046,1,0.126238924274538
1,0.610307002478425,0.0541041674567049
0.167101732678323,1,0.378285202912589
0.260983970577879,0.132724015080669,1
0.103474734145011,0.371855815963061,1
0.311686376348948,1,0.559128316690747
1,0.526372068542849,0.0884629651275047
0.446793035825453,1,0.385899563865939
0.377026887184315,0.228217312184821,1
0.0228665856643171,0.0340871155622561,1
0.746916580406059,0.940799882293769,1
1,0.0836837609252811,0.291058760404849
0.348771367829418,0.570110708573433,1
0.220738742559024,0.809711950212577,1
1,0.624612622777346,0.640921851450347
0.423320520959042,0.309500058114384,1
0.325045357122021,0.18952732965375,1
0.165207458793408,0.0359671508299703,1
0.361584080335108,1,0.23160633436513
0.179877589764429,0.0323956616200852,1
0.250379903272951,0.0623545969875897,1
1,0.361325040401621,0.285726041296734
1,0.42152896729288,0.195421599168228
0.447271690421769,0.39268647767547,1
0.21169779118879,1,0.545083693340782
1,0.380620968748474,0.956214848930841
0.737019704852135,0.153137373477135,1
0.00181172965521223,0.079509458489243,1
0.275530123737685,1,0.422137052150336
1,0.114751240964077,0.0605937574236767
1,0.415291448131112,0.969005265769137
0.557716611210738,0.0253111022801564,1
0.181724609017787,0.0920825931108429,1
1,0.208188094463821,0.251487927578382
1,0.281746643456054,0.633832632241226
1,0.102766879700855,0.00160144369458366
1,0.0934875011009544,0.0926435102492789
1,0.387282722322732,0.0316292420232197
0.186872438314716,0.0611630928100797,1
1,0.0193405832182505,0.389398163036418
0.509671512452389,0.252234646076811,1
0.614242165424195,0.651533000508239,1
0.00548254213990716,0.0641460711865656,1
0.390236801141614,0.0312026705851226,1
0.923863930683206,1,0.127734038481607
0.0242328637599488,0.00790513553176673,1
0.110995653474814,0.0658070080024746,1
1,0.257890157044548,0.237364907834538
0.102575870381026,0.315603876294162,1
0.243488841634327,0.357060814730482,1
1,0.396825009077494,0.291130555644508
0.0045936242871637,0.168688639770129,1
1,0.27646631774484,0.977573720436403
0.137529331471086,0.0106054669532101,1
0.964828765713288,1,0.401425581690099
0.541831208897893,0.112070658617365,1
1,0.363625169397852,0.541816565750399
0.0800888094993185,0.189759976860973,1
0.450940288096779,0.0148336869451166,1
0.16457785459084,0.0841152462949022,1
0.116964095971177,0.261686424425813,1
0.0954946101389247,0.113067863656485,1
1,0.136876669833356,0.421594734586571
1,0.0446718011235954,0.130169121184073
0.216054923749896,1,0.127758902131252
0.119664734902259,0.560732486728834,1
0.137229474674698,1,0.0926371200210154
0.497320344516466,0.153252593599502,1
0.518412624209323,0.653067012004784,1
0.0115794660306906,1,0.106086440875826
0.859525754932911,0.171303506888273,1
0.0969216554223384,1,0.0172058478165502
0.397639107289911,0.970157038815277,1
0.567162794112586,0.19510638131253,1
0.0806920848865952,1,0.464826633873052
0.54810326946492,1,0.812210352988102
0.126695277823352,1,0.620364187113266
0.249464524304786,1,0.014843732610441
0.418263566029953,1,0.0688287428329438
0.590504502651949,0.144859754580253,1
1,0.304065806616937,0.0896153916491554
0.598815337546256,1,0.711510021094539
0.0304544052827583,0.45951742800035,1
0.364524573510417,0.00865016613052826,1
