"real.1","real.2","real.3","real.4","real.5","real.6","real.7","real.8","real.9","real.10","real.11","real.12","real.13","real.14","real.15"
0.285751615626276,0.0834920096457936,0.0510474638008065,0.451367360877012,0.240400668879331,0.132110512568492,0.268306768532513,0.00767475190388138,0.00870751782918185,0.187478596938117,0.465786803461324,0.293433089123814,0.471505783767972,0.175050186024902,1
0.347467234191325,0.594084673796188,0.63635036717,0.406872245034675,0.355778928814157,0.177896357071444,0.290053518969677,0.102910884713124,0.911715018352787,0.178589579875174,0.457967691720852,0.0996869906014562,0.122706419989063,0.158218988743017,1
0.156092802874899,0.403737996898988,0.495399264802702,0.727068273656216,0.212538721675291,1,0.0812802652978525,0.541426051800891,0.375619465532824,0.0238928990986727,0.395517249389824,0.0438009579991433,0.284572698698092,0.419835252632082,0.00941229014677714
0.313036065424603,0.119308041011622,0.050958884318902,0.538159242820161,0.284192383761277,0.282536401089883,0.396042593128876,1,0.617771129675188,0.107870166841648,0.98014152872311,0.577777116523769,0.0783739053746463,0.486324729470478,0.337750726738674
0.187255685292041,0.0645752725217925,0.0155766297826514,0.266900126839118,0.306723654154694,0.794480800175315,0.11317040409925,0.370853508465352,0.053379400334485,0.700102091019865,0.396091326961182,0.109249271953416,1,0.0692752617920446,0.979931883824173
0.11095044055056,0.0656940751243219,0.282555511856629,0.16096648338085,0.386671994086574,0.287303627432636,1,0.00295779411543954,0.229574588409883,0.172017372670588,0.00263449274820499,0.00203367777262764,0.307210712076402,0.2617920870986,0.156932736043152
0.719878590207552,0.882079146738189,0.0705645815707675,0.646122228594674,0.823727249240181,0.0167711573574272,0.650837241753717,0.0661287612425457,0.897573858712901,0.479639793686781,0.72978816018332,0.616230313127985,0.0446202784656722,1,0.74328646378307
0.145518286801464,0.253135029085642,0.313378637446345,0.073348203786884,0.0814952964900613,1,0.000878027076024996,0.0509638144645834,0.123391887323458,0.154443939126957,0.368467774978309,0.0250695699562374,0.187124129562264,0.0766783193852677,0.200290560560492
0.106672465904175,0.152211882205254,0.238766638788074,0.471198432141793,0.697768460803001,1,0.420153849120922,0.0525677407932456,0.653663569770677,0.0132506770129035,0.359020986987169,0.00562358020666199,0.620732313483437,0.272141549950307,0.155425772997141
0.126771129183319,0.259745216551923,0.0645469709299659,0.198907651695694,0.124270400622294,0.380430267831124,0.297936965595441,0.628679471386324,0.0113084211278915,0.100417023446414,1,0.288278901006333,0.212237911132054,0.394418304656878,0.00872350236923025
0.459062281627285,0.204527953915984,0.534302537531746,1,0.216477108792371,0.432085800253589,0.0312263329467643,0.345641703254334,0.0904586911147796,0.106818111294529,0.00642537535375334,0.297976562040989,0.0783745177850386,0.328493531496856,0.170109088687098
0.368581363915542,0.250891839060643,0.016753971426319,0.969433183079668,0.417968309034175,0.731542698694908,0.6452371707748,0.0870684309630999,0.645534903616288,0.959174136293758,0.621318554154703,1,0.109766492369519,0.483298589648114,0.00394902813140772
0.22859360411063,0.132246245683923,0.0507565102024825,0.0773364116952882,0.173268479530729,0.818868136189508,0.162231179498102,0.00640922412138499,0.00817841675399046,0.0819205633793144,1,0.212696320585099,0.311090574138932,0.505039580013861,0.0368628620890226
