"real.1","real.2","real.3","real.4","real.5"
0.00026911417783803,0.48331004786127,1,0.25424604093248,0.498135016887321
0.0342845338762532,0.632063045169783,0.817087674163716,1,0.00733755583059679
4.64127425405148e-06,0.215559103542255,1,0.0981715748469385,0.17819338506625
0.196068274157828,1,0.741557589068421,0.0415768666519844,0.0105819579863019
0.839511113810718,0.294468343001042,0.495858583932875,0.576411942721662,1
0.0451133279618544,0.130448392548617,1,0.238455982687367,0.0837348887624881
0.0179446070714032,0.233646724031271,1,0.810864957347937,0.113923057995308
0.0263417764620118,0.553913692845684,0.31390822304154,1,0.00855936662242481
0.0424279429235689,1,0.00460909033590026,0.27409076694133,0.191172907641447
0.924715682114309,0.58850277469711,1,0.407408739907654,0.135264638434192
0.241424957720061,0.0682759269997425,0.213349271661221,0.00155326217900659,1
0.0744329709779827,0.199646769141765,0.96590503357495,1,0.192083669211188
0.0829520557003929,0.867121829129867,1,0.954156204628925,0.53890760858316
1,0.111686476024692,0.681592073502091,0.00553020144081796,0.330528040533387
0.0249926686208071,0.909096722842897,1,0.46617308863646,0.261467450812036
0.0717577072325025,0.262358059134171,0.00286161919827688,1,0.253738328596325
0.0499246169888072,0.0766506693013037,1,0.404155423939878,0.0977012738397362
0.145405418064746,0.339053803002045,1,0.116434564946571,0.614657190990022
1,0.0110804159110204,0.826655037945711,0.00529751582528715,0.374139841839678
0.807386164448551,0.32848921185562,0.0901444713114693,0.0433089348156955,1
0.291516470110435,0.0112293143285478,0.0262422015403958,0.00161119198972808,1
1,0.36439470061571,0.138797847231794,0.00665372306019787,0.690363299478083
0.230620250558703,0.25690385606644,1,0.358898615763446,0.946296432198922
0.152418528248111,0.486051651687003,1,0.373229212706461,0.969716275285484
0.0463383027189603,0.424700622689857,0.976875205253699,1,0.368082883025311
0.637748902803793,0.22786401094507,0.0412781263715746,0.0210010666145047,1
0.123816422013062,1,0.68908051792786,0.11107082093659,0.176925321043995
0.00470119204765482,1,0.783446522391806,0.536563379689394,0.670139971007906
0.0970273504583322,1,0.0163251905626782,0.148529261765051,0.977892897982616
0.367621892176136,0.0392534403913185,0.146109066057685,0.852154481608827,1
0.0362164371113279,1,0.0466690106476081,0.376859395294354,0.369778683389306
0.677479317564065,0.231549403813621,0.158103203625853,1,0.655082411391485
0.229394198353003,1,0.50053217549934,0.571902626730128,0.498268614494695
0.0182537968996595,0.486848205532054,1,0.0514863771313072,0.395064784722155
0.574492738267372,1,0.0328067877571056,0.517914127744854,0.875986788095464
0.0521056496221694,0.384808799562273,1,0.400234631550621,0.215154032503114
0.612193274650168,1,0.136363569103999,0.167530922290348,0.0925862140576285
0.0161905656834726,0.251108731299234,1,0.068742193955344,0.268073436071537
0.153494925599666,1,0.191586843155762,0.0421688166216722,0.886296604445115
0.962735044965681,1,0.889427806004069,0.396573584653818,0.677200654019449
0.648554080447867,0.00428793221411913,0.102817574191819,0.0492947909814082,1
0.0127259877473057,0.501235758085339,1,0.474321221917821,0.390893642681196
0.207971679894533,0.0663229175826843,0.0337492527953365,0.169020534818952,1
0.297005793931871,1,0.0770387454141728,0.923849493794851,0.944788382698328
0.550832054187903,0.116952388602201,0.379743552727751,0.244350151694847,1
0.466398071092209,0.0328532715551264,0.867929194826953,0.159632436390019,1
0.0815558355587168,1,0.00567174648901568,0.374399993943864,0.508290769149959
0.201640265366072,0.375854593957965,1,0.0030350258212374,0.637285632936711
0.0406118825142644,1,0.786367452557626,0.1244179784906,0.309589127852705
0.712242514586821,0.724668673847967,0.0422496904163137,1,0.641477461568808
1,0.0541907742054146,0.759674700273352,0.101285156278494,0.13712485133877
0.0261914881280141,1,0.252341796078289,0.839487899567162,0.432892416182672
0.00140296787622928,0.136433382711419,0.791507680422717,0.00960200048619601,1
0.0474189635666355,1,0.839803896301896,0.11695363333123,0.154069951324078
0.537578122966719,0.239529353977121,0.283451446104525,0.00319096451245495,1
0.86318283052726,0.384659365417794,0.717147154563049,0.973983969747214,1
0.894254509632775,0.00944388458428798,0.32919808155637,0.000431251424933696,1
0.632883172072059,0.658667642215747,0.18767915664652,0.242104908938356,1
0.111343333627495,0.305712516757991,0.0410906946949428,1,0.0859963781709589
0.242867000389422,0.323133087163068,1,0.668717754949662,0.0972030813545237
0.0886571941476911,0.494269353229678,1,0.225594310675221,0.162618546308594
1,0.112644722969246,0.0407109528899103,0.204807641638055,0.326304361527378
0.487284117085013,1,1.23478610867747e-15,0.395363233391502,0.696806541494971
0.459945422913865,0.197393225382714,0.471216743196471,0.508679747390271,1
0.069556012737391,0.29695814222797,1,0.170918564277059,0.0725621558813225
0.322004121235941,0.672915528091688,0.300261690394246,0.0171428795695483,1
0.108529037957173,0.731248063620835,0.540368180498833,0.183980795180384,1
0.0876717508790657,0.755710964783927,0.5345392637894,0.807990935158022,1
2.30132251830269e-05,0.815028617405671,0.976185437215085,0.185635972650795,1
1,0.725805800563395,0.43995160822255,0.0554812935623154,0.482972283278675
0.0849989769748315,0.409479106104816,0.596198516308549,1,0.00479809025146123
0.1332527515496,0.230247553151934,1,0.210753803434341,0.0188045405439539
0.00600981104892047,0.33677037542894,1,0.0892885406566422,0.392893024333845
0.209313189911253,1,0.462331955175004,0.228504217294593,0.735671380684639
0.0941827786330112,0.449379149622458,1,0.239298768907644,0.112597149238599
0.726959092845463,0.0364975007620282,0.104543136282566,3.88993219623666e-05,1
0.0496973051598644,0.179474856377826,1,0.70052040721419,0.0247983212161565
0.373894556849366,1,0.803025080748281,0.304233382982184,0.286768746378986
0.236988544004871,0.0941285264980505,0.294186433481043,0.537906596442528,1
0.43501579033452,0.134058705971126,0.270603433155108,0.125703452091295,1
0.412593992775836,0.159179779476354,0.248894969335885,0.376376297643081,1
0.688390635162797,1,0.444864591631592,0.0598480848156057,0.365655002137142
0.269600411915343,0.649480098104399,0.129890391266221,1,0.631124121748025
0.331993145732999,0.0866105610192506,0.0585177661713911,0.569351044143844,1
0.00340411881169794,0.12337163226558,0.290536783864182,1,0.235416971173933
0.288822414631788,0.271808414563448,0.320388530424327,1,0.840102877090679
0.361483621348994,0.346397462453642,1,0.222886680981492,0.23298453686962
0.495299908644046,1,0.0242614432007695,0.713069649770118,0.826148264781909
0.000520898615458422,1,0.331330753997705,0.103712771587327,0.443237694821148
0.152461998980128,1,0.0029081335747504,0.0752217575648415,0.709005085191897
0.555857060703752,1,0.807847800243105,0.337535869370245,0.989830982858449
1.52447899840131e-05,0.103100236726173,1,0.679522547337694,0.0518226519464509
0.181259224040549,0.190233152506801,0.00930921671643966,0.60598764910892,1
0.093834671803053,0.265321203499881,0.845846658557814,1,0.0136789922855694
0.0846225794768083,0.667206366121452,1,0.245822789622495,0.597049950439051
1,0.637730080568068,0.381056834858776,0.171037385584242,0.35244375902648
0.0282780995179135,0.318606686161663,1,0.329432553049291,0.862675468006314
1,0.316386099954747,0.00808330796201828,0.0193878792625412,0.0220446221857019
0.419799578880459,1,0.0126261900426775,0.878831961151236,0.191004522878762
0.458602316559543,1,0.0633435680193249,0.175207184824746,0.445331447120089
0.0596415175985493,1,0.0196363045507837,0.13791380907404,0.305982158828411
1,0.0213151122751771,0.115104312831091,0.0297944607598184,0.481299460948627
0.0306518687181307,0.233474923464531,0.953326017926865,1,0.246475975066785
1,0.472053326302634,0.0243003418181371,0.617561518693392,0.18935578395361
0.335532779791539,0.565566264988137,1,0.188010116394345,0.12709526453381
0.562606606914046,0.00353574771789805,1,0.00722349278433831,0.55754270928622
0.780318115121643,0.438667282499783,0.0480287758220025,1,0.22033778604335
0.232375528266029,0.537302263015282,1,0.465184874958299,0.206576605860773
0.0272148242274105,0.511136443157086,1,0.551657028398872,0.0824435972947051
0.878379691617127,1,0.999518796437873,0.520201699678345,0.275382914189169
0.0656365277296681,0.380897554271078,1,0.00875951163597459,0.343186496242575
0.583930483730982,0.0849590387343046,0.177826318230171,1,0.0675670498745271
0.0654804834916789,0.489319733061564,0.360590310984186,0.226089535771735,1
0.167296900778035,1,0.222345502586848,0.174894273107272,0.0393654973075994
0.0645437123490613,0.806339543553709,0.294490910128524,1,0.000250964694261083
0.978061929170823,0.174165510329253,0.266306043795029,0.0199229821678502,1
0.188563417413973,1,0.838656256089622,0.669696844056701,0.368446315062223
0.115979523132524,0.600365240028279,0.705352841418419,1,0.0713131781528584
0.17384567463558,1,0.827252627637683,0.0244717358831461,0.120527645223894
0.24619453892931,0.0713455195983592,0.170365370407498,0.104325890198657,1
0.0410227943851198,1,0.883907996362141,0.291805704536599,0.439040736087613
0.0596627219539596,0.657757932828885,0.55365226183569,0.0659000769358912,1
1,0.114285769003688,0.177029451240546,0.154131136627322,0.727031186008556
0.117660772673981,0.00736094666805021,0.0296121186875226,0.00139490067264002,1
1,0.165207240305298,0.166457716044311,0.00658949884937111,0.309620358588466
0.417476679637528,0.305004129003332,0.200949553622958,0.311368498626102,1
0.945351986745133,0.0733737713767254,0.365567247869521,0.00340225387154376,1
0.622610642592913,0.286100483490573,0.0108007950073786,0.66567907817019,1
0.0552778565856708,1,3.31734449137383e-11,0.239750270340915,0.40323292426854
1,0.04012744491495,0.134302783374967,0.0895523771627225,0.144587419320659
0.0132483681536878,0.87165929261871,0.963807585520619,1,0.0451840965205837
1,0.178951192125645,0.314554394719641,0.718019944263884,0.616906629736428
1,0.695185021503684,0.00750324643003635,0.0555225776253016,0.00131537212213153
0.129991461915028,1,0.0487183854401067,0.689823829170706,0.691360686812412
0.00256813090843693,0.815538793985378,1,0.74979414622982,0.437219409589762
1,0.00552421237492825,0.0149974807256492,0.00031748040205628,0.680300475508195
0.815538660301875,0.0593846967441285,1.37802472449315e-05,1,0.676723425206572
1,0.116000338685127,0.11152011040236,0.000337748676701786,0.604155141091576
0.135906838707884,0.217264862030315,0.0923068912941741,0.246810981223155,1
0.199738638336177,0.485718363335203,1,0.0615266734153077,0.0703720962769545
0.375538017038447,1,0.54426805402443,0.0228102953742378,0.598735826448059
0.257601816506484,1,0.243175529323371,0.223890567964056,0.353203222184901
0.498822359197197,1,0.273231210284305,0.343700337193253,0.73003755363426
0.525819287725675,0.178184874896071,0.283462782115696,0.145978001900366,1
0.782347608460006,1,0.170667803255996,0.222164612922349,0.963848278671798
0.305778868825076,0.836732862819146,0.288559442839882,1,0.361578340097432
0.320377063006224,0.379396037262646,1,0.666866903158023,0.506249323475775
0.000938139807552861,0.213614555634909,1,0.389893751982476,0.100283773586364
0.103153572927882,1,0.586856251624246,0.624542340238539,0.954813518846834
0.107304710867907,0.364848133521345,0.936106649494349,1,0.0536893512667543
0.0395367747803991,0.041311662800047,0.332418222850635,0.0131783597085912,1
0.000225506507367334,0.237324715396935,1,0.0140446895344551,0.0658983721240259
0.0271388488282339,0.419605333853507,0.279352124332343,1,0.286428990597052
0.290260282053201,0.843443668502277,1,0.224671992483712,0.124839337898286
0.0612855920659937,0.988579707220151,1,0.30588207626077,0.441523597353316
