"real.1","real.2","real.3"
0.640515125622644,1,0.284232905249843
0.305467485149447,0.0996441020403382,1
0.673881471638424,1,0.979018811069758
0.417916745379792,0.0246996537276629,1
0.00469057821147129,1,0.620203526284555
0.038450116835362,1,0.00633946138373974
7.6788977224796e-05,0.192736204112738,1
0.000114992236144334,1,0.504917991744647
1,0.0044896103051508,0.151856653407388
0.0737730008353493,0.463647792049727,1
1,0.76714764201708,0.457700693296517
0.671767503831057,0.9079572666961,1
0.815118186384412,0.22288858672243,1
0.303988488847195,1,0.485502817953043
0.00393562878556502,1,0.796176748190851
0.31080944487889,1,0.315657998813683
0.00831254821763897,0.345679027933236,1
1,0.158298929537299,0.445052197434087
0.000236981246522168,0.326370494847277,1
0.847679207137146,0.560128154497024,1
0.0656584075385806,1,0.622139734081582
0.00156158105441877,0.100416904221191,1
0.306578920373507,0.123537913466835,1
0.0380886001131578,0.117405925951318,1
0.168087018691318,1,0.858483764736415
1,0.00323862688060378,0.971655692866018
0.358657143448317,0.238139812958749,1
0.124043878246128,0.590500999888922,1
1,0.0512523689977038,0.213946173138586
0.278363117028964,0.489247479630303,1
1,0.0803665186891359,0.21408864798689
1,0.001941496457278,0.169446441312596
0.404924499425215,1,0.730428583094724
0.00211490258178036,1,0.819636087666038
0.303339028953948,0.268825694886775,1
0.692766960828747,1,0.486845989591612
0.510811461013124,1,0.499396685048433
0.952442859328744,1,0.0317928707746294
0.484851456363305,0.121499451622855,1
0.00977858851686433,0.220416999705782,1
0.000379212491582865,0.111561284267071,1
1,0.112749147460755,0.946109282447093
1,3.25614493832994e-05,0.914534750153684
0.0850524969645179,0.537264073363986,1
0.765082866154757,1,0.551807214684723
1,0.765912542909452,0.268057407873559
1,0.455388991698381,0.216033434930724
1,0.542291054294786,0.587160065314573
0.354630748079411,0.128935833699431,1
0.0211165647721457,0.30324426826474,1
0.521060548781453,0.384459485025974,1
0.00296507355775444,0.231710610409955,1
0.554859288436798,1,0.414569083367087
0.458651051459629,0.0941193060148366,1
0.236743429411657,0.771989804476942,1
0.0481331277916708,0.143625087143091,1
9.73747307255929e-05,1,0.105372165050494
1,0.641211515237049,0.0700426756817548
1,0.154971223308734,0.95542120271108
0.897427607262912,0.815785460138223,1
0.323660175595366,0.243360205180266,1
0.113358755001467,0.192111500557545,1
1,0.436452302247805,0.0272088641138306
0.0151863156439603,1,0.618347767136726
0.158600448083835,1,0.926500400577231
1,0.0176826175846328,0.45936196298749
0.0315938914701245,0.114760121213336,1
0.000787192946182551,1,0.109489776797091
0.430705574449229,0.334797010417214,1
0.869141320302443,1,0.348133242120628
0.167334845575703,1,0.143148899472213
0.000199552603638694,0.140579306794829,1
0.795488062954672,1,0.000344110835500992
0.915235781996817,2.85141611680741e-05,1
0.507253667875941,0.470387105306664,1
0.636416481560332,0.0080770835161486,1
0.00366382371569513,0.822767318533847,1
2.33712208649348e-07,0.328955413959963,1
1,0.30476093428849,0.710822703562334
1,0.00847684096352219,0.587711239363364
0.444026896293798,0.066111366340562,1
0.337023323789238,0.137243948239041,1
1,0.972718250295309,0.333023117405768
1,0.603163687553087,0.492701397052802
0.0090470151500945,0.159092549579169,1
0.40375027397273,1,0.588278755789139
0.00267433381135152,0.116809134589616,1
0.00143586574853643,0.592136025078445,1
0.639920814701809,0.000262545242388075,1
0.130252928724464,1,0.409178180309396
0.207949474164583,0.0843825475886684,1
0.0218145221735012,1,0.22618502973769
0.135957912453568,0.888593020771075,1
1,0.141264348494993,0.840749689318826
1,0.0162089555162542,0.130380365113619
0.843996406122853,0.46732474410089,1
0.00879194436053327,0.225324202591419,1
1,0.0173316049700176,0.0911914627742601
1,0.0867581954347061,0.266091326016667
1,0.583715211967056,0.696425291234963
0.489037081768804,1,0.026093799226242
0.972798907841462,1,0.393223186727523
0.0300608127062883,0.551011285417018,1
1,0.478024852714595,0.283882836849632
1,0.381201639750601,0.286747760330792
0.436773840080582,1,0.844277133721575
0.452546377655484,1,0.000517963930940299
0.0099446078587255,0.384939807755864,1
0.00433369934526324,0.503958538187623,1
0.394277590141633,1,0.0974769427097835
0.0158746262025908,0.0230474939780539,1
0.591116715483049,1,0.098261232638168
0.0911067984252579,1,0.244708658724325
0.850995062058703,1,1.43324396056496e-05
1,0.192161333121781,0.567660841043876
0.149136060064794,1,0.886794412395556
0.205313435440814,1,0.169708610178091
0.855044653944407,1,0.50311698675815
0.0127700789360807,1,0.343398240531419
0.204388949487575,0.0144252348571906,1
1,0.703053187089161,0.733586767794209
0.359424451418276,1,0.36282662779684
0.282187870745044,0.216214025163155,1
1,0.169969958448019,0.61636187350741
0.220905362577108,0.293656789190925,1
0.172852269312953,1,0.291397560558597
0.0809826285337024,0.476366488116554,1
0.037949732251541,1,0.11728125862852
1,0.0328596134447323,0.777992827452214
0.38552389713811,1,0.00141488602449023
1,0.221153795186906,0.788804333757282
0.0877196847990909,1,0.0976785482923755
0.896377511367518,1,0.444006004208599
0.000451675323858374,0.542522540442046,1
1,0.35187528136685,0.45107604038313
6.94185682807317e-06,0.0366203709438998,1
0.965877750617914,1,0.271181527694886
0.773214451159224,0.0179906811300806,1
0.0119595336364898,1,0.617032787751678
0.000426115219356012,0.355432470916099,1
0.376503103202319,0.015809145039814,1
0.780204556751347,0.769014788069945,1
0.173508203554082,1,0.360938406914093
0.64583598992502,1,0.25665028649297
0.0249213567067107,1,0.195521331574269
0.0433087062043476,1,0.515872027107048
0.0279714445780051,1,0.04370708149684
0.0162005142410049,0.121937372123894,1
0.0781924543404586,0.804492548088705,1
0.313717740080692,0.904606676360439,1
0.722123868239835,0.352074409221007,1
1,0.0159064925112096,0.448344227336319
0.000113656067981215,1,0.877045746700067
0.00357261682434595,1,0.201936714436901
0.607496733645865,1,0.647158821152287
0.500552980379864,0.0568863626853356,1
0.472341713105788,1,0.125904111975726
0.00244216880558377,0.186097966848532,1
0.356936268414022,0.40985283940631,1
0.711588705296699,1,0.779621406553297
1,0.167891415242151,0.578770693199947
1,0.586036863731324,0.378231141300495
1,0.530238752403072,0.588165946013729
0.634972584479699,1,0.119263556881188
0.216516675798928,0.231128981744315,1
0.0730330025052093,1,0.0381941660864511
0.0720771726763544,1,0.267346093331101
0.000696069613529559,0.0151446263707025,1
1,0.0169679429908698,0.167925488665389
1,0.0120205421598364,0.00616043310272294
0.0309520920858966,0.221380238014923,1
1,0.847554613140062,0.2039951551782
0.0909123875333123,1,0.202394663507304
0.000345123299529317,1,0.42475150350389
0.390530678274784,0.151652574496565,1
0.976182478559529,0.0650915691981296,1
1,0.307330840009894,0.175785005874871
1,0.197589785862222,0.0192465244416972
0.00645858750682029,0.126116938482415,1
1,0.136883364541634,0.000514005269238499
1,0.0389309759867967,0.501531853709239
0.0189950441706634,0.389676739693993,1
0.42518006979567,1,0.300479465749598
0.360659109471281,1,0.57499482718006
1,0.58402141419476,0.121493260716431
0.240669234081635,1,0.510973461866203
1,0.601717065400618,0.63610677080685
0.252781881438744,0.338799702898871,1
0.00421400435476932,0.0312845831262719,1
0.10294282653145,1,0.27960245367283
0.963764774030879,0.814824041643921,1
0.0769797958326011,1,0.307957118769642
0.0801342663194863,0.1467358444494,1
0.0668146036761901,1,0.489194737571051
0.372306521440074,0.174785340817849,1
0.110422857102239,1,0.131552167404027
0.0797154883178103,1,0.42755992087902
1,0.218230354018705,0.0606950298987295
0.037581370227716,0.149906545758002,1
1,0.000960114012696935,0.670237524120873
0.638023437064147,0.0190622297518122,1
0.00762724471953615,1,0.899505977901488
1,0.067373462968091,0.164179809474594
8.22354080234699e-05,0.20397140779711,1
0.0181594407285352,1,0.182509539358045
0.000111947035320935,1,0.418584608672419
0.161551019467349,1,0.000405616846374575
1,0.286725135438465,0.689520061155009
4.82974112641783e-05,1,0.437222824087198
0.2282059859404,0.404877355154626,1
0.0289403063149188,0.0324785411634742,1
1,0.417723799255572,0.768872182443144
1,0.0295279163727132,0.325939181241227
1,0.178195004299957,0.521950803240097
1,0.312451238305326,0.603586778021901
0.16587200916653,1,0.616522833294503
0.0630953153620376,1,0.981409063202717
0.1575346559782,1,0.263211057635463
0.766243372900208,1,0.163295160015817
0.109139938937837,1,0.631771216652573
0.0639785852943951,0.235589506939921,1
0.0884352347113088,0.959311554579591,1
1,0.033932585678017,0.668980855013642
0.0324181916314916,0.163558509225219,1
1,0.0809046479758519,0.721904816249988
0.00118191040428658,1,0.255288199292518
0.408229544199285,1,0.631218048357501
0.302979381835657,0.125096503942433,1
0.103074863719373,0.571401678867194,1
0.710660850680403,1,0.98845056220961
0.965308566442384,0.20653362233762,1
0.0916889364716114,0.517121510031267,1
0.273090401746635,0.709096753903884,1
0.197097905281619,1,0.558841956598145
0.0178271243925174,1,0.308343009339104
0.0487198322308527,1,0.159816639541603
0.144161946417015,1,0.446956924832915
0.826147907650417,0.977332867965016,1
0.0919143377669377,1,0.529748526551039
0.0692975939748612,1,0.706422086026085
0.365009044492186,1,0.00224243488521112
0.0665699472075376,1,0.693622717957064
1,0.482318679342554,0.879715566937971
0.703031364788067,0.617512678501,1
0.072077713766442,1,0.0832032141401263
1,0.0772361681055956,0.0236733611629814
0.468674102738809,1,0.222804696049992
0.00426728399070414,0.908943339258301,1
0.97052225279415,1,0.307575180054477
1,0.317689513833901,0.00222156577626906
1,0.215649333249275,0.00210156858933699
0.481745900311262,1,0.300694397907144
0.906216636329576,0.738525669807672,1
1,0.218142596200877,8.0235083897853e-05
1,0.6142160541833,0.439374816218736
0.66598229956554,0.934854622360861,1
0.119148777633347,0.523362596008223,1
