"real.1","real.2","real.3","real.4","real.5","real.6","real.7","real.8","real.9","real.10"
0.0769993227731716,1,0.592220296427399,0.407774366930661,0.272153719087344,0.103878733394493,0.798038534895215,0.857917168727181,0.0287404907605297,0.220896337070656
0.381670601553569,0.524415783827352,0.500685088165333,0.263153375203832,0.834762496286791,1,0.164042307210814,0.0999923833699997,0.480501965904388,0.170214044602252
0.256942417581764,0.0331892723073614,0.319966418057366,0.762262206881082,0.0467821041643875,0.00339187736478023,1.91894992964306e-05,0.436924126092103,0.218710439162209,1
0.32014379775889,0.224179778198874,0.010628918680442,0.409675260043455,0.0191869334287408,0.125646711339688,0.187461547115714,0.0502975465418883,1,0.1010153153554
1,0.016315786962653,0.214598464010695,0.000752054301360303,0.607841331240736,0.216681767350172,0.111321160145954,0.336805914462538,0.00721822552348888,0.3138782133114
0.251263928714091,0.079784731599089,0.0446507314380126,1,0.114164262247876,0.106200359141527,0.192052518128452,0.0522620598129447,0.14459451623912,0.894124368217764
0.00557916022004138,0.620170228130904,0.468879803822453,1,0.0650365330415883,0.0643256672591489,0.34240565905124,0.00340169884357098,0.0619172528333884,0.560843800909945
0.166117029079072,0.075809370138464,0.536933379665555,0.0593726198407384,0.222588448523592,0.0374211640074324,5.03043528318045e-05,0.169442788648332,0.10003824705445,1
0.157374390282105,0.202943983278274,0.0626151510022973,0.109282009317341,0.19492220571773,0.361791985555183,0.540615796703073,0.0158040691610644,1,0.0355425064668204
0.111602474871922,0.0527586955077591,0.104715578141,0.0418982705197636,0.000562512210882561,1,0.616773060416648,0.022711493841585,0.115790758120257,0.370733993862223
0.0134277963584024,1,0.249736710019212,2.37303297572243e-05,0.0766081766804385,0.0957132475008179,5.07661131797884e-05,0.270179533118308,0.197399268530438,0.314586235627362
0.0503726282762999,1,0.0791670795957014,1.30715075497895e-09,0.370700492890257,0.0660651312076449,0.14860549500573,0.0615873330531342,0.128416771697232,0.311202796049941
0.166592879081296,0.168973234443619,0.636159492614342,1,0.462252394596152,0.253920846114859,0.0210758703542406,0.0975021887437512,0.279655739811329,0.238580652056083
0.3923072025719,0.15553433716873,1,0.67101387932396,0.0220836660890816,0.178925414409754,0.00160142161184258,0.231352720384276,0.185568085758104,0.583985731469005
1,0.155457176138385,0.227947048412836,0.000480181510794264,0.0403531705968503,0.036768987770107,0.201298575520194,0.677486520843457,0.0129790582428307,0.235439852460172
0.261508450951509,1,0.045459611165203,0.67241008608503,0.275676468663281,0.00946378749459979,0.0873755910442154,0.000225109112814179,0.511449217475395,0.113193708078391
0.148389975883416,0.0195652603418001,1,0.0520954345871861,0.132872969562633,0.0712509070107703,0.000600033934995435,0.136395209969891,0.128120570645932,0.863539312659062
0.511102651208205,1,0.0747365665926416,4.78257427097391e-05,0.168032901155331,0.0145494642062522,6.48777844584473e-07,0.18079957251204,0.27426561957995,0.408338550561172
0.0150642405593479,1,0.0686663542184224,2.64111500583813e-11,0.0226153886659629,0.0232614826700684,0.00965249356909626,0.0638474994087468,0.110866537227984,0.109785547820571
0.088590298831376,0.577838913917637,0.621817978525723,0.13587992633636,0.130305937628654,0.170928899418145,1,0.266049059513662,0.264988704656449,0.22068427575824
0.0412781904478444,0.0471634359144426,0.899007258553456,0.474583959121535,0.795739253952034,0.343484822455945,8.4227138641814e-24,0.667528375884604,0.491068739614677,1
0.216680469915607,1,0.184733809955289,7.57416268949087e-06,0.0670390480924824,0.147535409279891,0.0997992635716894,0.0341258479163479,0.0646662276657831,0.224697664967517
0.373546815467281,0.0759836721607851,0.479430565434351,0.587333250263387,0.488908937325416,0.899339371304829,0.0349334260215456,0.126440461989229,0.784887122811568,1
