"slr","theta","v","pmin","lat","long"
236.604398731213,280.891534111697,26.2294513421203,955.893875359857,38.7298445458485,-75.075983526048
117.576198565114,274.027540236556,25.0379405461834,962.908287949098,38.8988873491012,-75.2763694151602
221.503433252014,292.628159358318,25.3420242063468,948.710849301517,38.8571495459235,-75.2362459574904
156.139231945987,254.727836499925,12.578729126351,968.475907374497,38.9114112707525,-75.1314034923432
241.21360799449,332.960402457682,26.4629183042329,956.659796560986,38.9538599756978,-74.8377129826691
126.314070045332,317.255311905477,8.92503928512568,961.414692706551,38.9952537802773,-74.7898960185324
138.777282326468,328.868629021006,24.7020278277481,962.956266880463,38.8910619087111,-75.2672342425871
178.027053976812,277.393179589195,29.4102802219102,944.688233407991,38.7259952650898,-75.0753798380463
153.277798638559,292.655978949699,10.5239293809375,945.937852662758,38.9418288863105,-74.8517601465506
221.159901902649,305.58989742212,22.6726545406831,954.963032942574,38.9698907294192,-74.8160932223308
205.616422523911,276.725414316658,10.6860375418235,945.034830849624,38.8472046107962,-75.2213231644511
137.655597657051,303.508082683014,27.132169681543,953.189866245649,39.0606283145651,-74.7410492756834
250.88731634799,323.110089666721,17.9077724863356,960.401720033414,38.8638941472353,-75.2433813364201
227.893087890209,259.445455410049,14.6149935879605,945.569321895292,38.6941723901401,-75.0699948059157
252.200743698342,297.775162411277,13.8632842932269,951.431344137737,38.8153934802652,-75.1519244088065
199.928606078795,254.992089499096,20.9028621524666,962.351171906648,38.8758071990223,-75.2525571140723
137.389872014634,261.50218116476,29.1667841891875,960.739451648851,38.5898001095513,-75.0574017985269
220.792803204018,309.11422882595,30.3711065986962,956.817168235857,38.7916249450314,-75.0855766149786
103.497171480276,328.770115604971,22.8628404681338,964.448272708623,38.5876747984917,-75.0572394590091
87.33337337734,265.978303896167,24.5550582513027,958.28433699896,38.879431354123,-75.2553485433363
150.665080517735,270.118467841905,28.0035767460824,960.868240342927,38.8217976866349,-75.1829635693918
176.054010713117,306.848155426436,22.4837980183586,944.792324535554,38.935045162277,-74.8723621187715
248.282982258367,268.825519875883,17.1769955188292,962.25969492578,38.8289812130156,-75.2006617199185
106.673054555656,285.701037309254,21.2462804468931,963.811796890054,38.9350679895004,-74.8722918072889
161.711662208366,265.692233063811,19.4369501050911,961.783454485179,38.5906368661719,-75.0574657132493
94.5044862497476,264.95212715903,19.7767117352318,960.576867204779,38.8629226152573,-75.2426330343417
221.837565426573,296.020634029847,28.0929588302854,947.16226218527,38.6688066030042,-75.0657180036848
119.254010849259,311.94735025928,12.0403145249304,956.127001994915,38.691793531541,-75.0695085338082
237.615695719847,272.309664719288,22.2259413416544,966.868519999689,38.6000475923212,-75.0581845410831
130.275152369892,254.850350766239,28.5334277969319,948.54555665048,38.5881435625549,-75.0572752650299
203.054297528656,247.166411196391,13.1765672640339,951.184824930364,38.7278814676573,-75.0756756537922
109.631568639008,314.164019433575,24.3134936716245,945.579166167244,38.7954879020128,-75.0864447889634
111.988073024499,296.328375031097,17.0913871268649,945.698955305343,39.0207571450674,-74.7724534092353
156.349687681819,279.182721095,10.509393513836,944.965859053214,38.6210673989861,-75.0626696594708
240.94244494399,324.878939182509,22.8935709489509,959.332725066377,38.9628889004376,-74.8271710623649
114.822977092923,286.023474284074,21.641152210054,948.488912946774,38.7734647957137,-75.0825806840242
128.550076315329,319.115683833679,26.3939029628667,943.260189759798,38.9211928426399,-74.9546582201475
249.88498046039,277.035244556825,13.9942307855329,958.177463355716,38.6188161738501,-75.0619798163815
122.943537635637,274.309142409608,10.4406740578008,946.477555312912,38.7607540979054,-75.0810780359083
231.480788834098,323.235837543031,25.6658752514864,964.674740406132,38.5652177336124,-75.0556641701093
91.3944060247019,263.871278336102,23.9655465790443,963.674729910234,39.0288553543956,-74.7656977423133
161.233693136328,273.022613810567,30.8800751044485,956.443862378926,38.6027295043987,-75.0583893959496
92.7338526009262,258.785087170155,9.96149832161143,963.785808430414,38.9836868380697,-74.7952978262407
138.63758154931,322.280137254746,9.88098568458343,969.379395985743,38.8478706753481,-75.2223226222989
158.978066211537,268.376914161162,19.359025072623,948.385091444134,38.7661399804991,-75.0817798272804
147.149894589079,334.909194142524,16.2384740973357,956.746555360683,38.9769208768446,-74.8044725738311
162.666354077961,339.74431000389,26.8687296838593,964.316949181535,38.7648654042634,-75.0816404718231
164.839177737659,288.095944696067,23.2716539570712,947.753690460935,38.6997962995341,-75.0711444119807
277.227362695295,305.991556522536,12.2538374675624,947.073971233456,38.9571235107191,-74.8339025703447
