theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9
1.552373405521935,1.221023884977993,1.5690394547529356,0.5244572697157633,1.29863171498054,1.1982301624198668,1.1117750494406606,1.505296012833722,0.051301129103442
1.4351074481384605,1.4125083231040596,1.5668483342984934,1.037857318526375,1.4790116099056663,1.5139274121539035,1.542229997962482,1.5704188340568446,0.18260287049035123
1.5321158799629213,1.4983219338477676,0.9525704580772794,1.5707881383715172,1.3957375000816898,1.3915235545852822,1.0020536318252755,0.2527137917670201,0.8865352554353777
1.2578257475791406,1.5249260821630908,1.2727895686108759,1.549236846690815,1.2013159096605264,1.2222451664477882,1.430876455797761,0.7865119846249681,1.3928080494355954
1.448890639659258,1.398914292487519,1.5705449626664079,0.9113040445815028,0.7064358916734286,1.447809789358091,1.36228568535407,1.5427676044018581,0.9428305796777301
1.0993335015910581,1.5332795237042451,1.4920642834488829,1.0850123340219384,1.5061685712673203,1.2632380957912723,1.1150116604115043,1.007266896600141,0.07955702228916112
0.8397617868068805,1.2285816198573238,0.9812943227001455,1.20668871478316,1.1583545947883562,0.6849588544819926,0.3022131615520019,1.2434437311046629,0.3628899624344233
1.3272857400587206,1.4470555629891557,0.9592725174763379,1.1539880559841416,1.0814872934189765,0.692573428635152,0.82221793671636,1.567610046236437,0.29071395354959945
1.5438706474230188,1.4522476706858845,1.5705856004607401,1.3753496948303325,1.4923894138559892,1.4032412072607328,1.4185295524527506,1.2508761733541538,1.344382216811763
1.172467047574432,0.8777610153594841,1.522612757084713,1.5063181632443312,1.2907543593478963,0.8602783642857038,1.1550732753061268,0.8732671326378976,1.4316582197346843
1.4191293509684177,1.4806580290415374,1.5536062804013477,0.8518370461604458,1.3458461359093241,1.5434329808138056,1.3359862269744787,1.5707963238987248,0.6943504435578867
1.3821583051669721,1.5200012289167828,1.4950786438447252,0.45760619821016973,0.5843136498742223,1.522856098616913,1.374488023695136,0.06404899925074165,1.523230776757645
1.5595237173856757,1.5000937350264993,1.3212461763925238,0.7297941624183708,0.1405774693243824,1.4604543043475455,0.46547793777496305,0.06308492913754804,1.5669385540502694
0.8245083355383641,1.4737206298788685,0.8269600784052566,1.553374229426292,0.530974024348537,1.4906744410958956,0.46743107138029116,0.457026131109248,1.3914141295843663
