theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9
1.500497493249264,1.4210728778164885,0.9786246481504673,0.8222527260120887,1.2597158818334149,1.220216321812697,0.45385951254053297,1.2317164029166314,0.1600512437709274
1.5422950532660193,1.3819068533302201,1.547406652323601,1.166730818829164,1.2320450716287064,1.365356608501578,1.055231405669671,1.0470897283295388,1.1031429585057884
1.4815884314183663,1.5587773514850987,0.8706336689989427,0.5918639747652713,0.6255806108610629,1.229669581662711,0.5760909818475347,1.5016164702250572,0.1964354052783222
1.4243835659412147,1.1982716267788385,1.2766244900951222,0.9659777528564758,1.225354810230881,0.6188613433475674,1.0314231145418975,1.3524289766342872,1.0729066740549837
1.2680302201067317,1.3101218621316846,1.5600144200175192,1.4916904216400757,0.7160739520062854,1.3047365695365627,1.4417966157304587,1.4853120416475856,1.2541742192626066
1.4610493769717983,1.4563044323388108,1.2305470663175768,0.9644213428537315,0.4825772783404511,0.8175330851189984,0.91514133281376,1.5204677206618236,0.5112644013632947
1.2575968840454859,1.337195684133599,1.4778159468552499,1.4793884218872841,1.0791941659080015,0.38823494530676866,1.4450247115108026,1.5338771109445952,1.2554848560635086
1.4274741080289728,1.32992242180232,1.353017224518543,0.5502318882476854,1.142802161772227,1.3455758071280541,1.3549785453062146,1.4620604613409967,0.262240249635408
0.5847058689254144,1.4791776089959905,1.093633934529239,1.3307543946851683,0.8469855567895387,1.403946878187052,0.6598346446204396,1.4997857781040405,0.5063061347262473
1.5678247144577504,1.5345223648444681,1.4886350249208498,0.1825948378177411,1.0493033864896042,1.4583726900115392,0.6338824369336535,0.0559792596540087,0.23321001867178348
1.5472121435365598,1.4902229303615266,1.5339135368947054,0.9028605365621815,1.2573518735538594,1.4898631862214688,1.5057166683802685,1.5590272375062588,0.777798966601735
1.052603941588062,1.4161305629776337,1.3755245384380308,1.2078916802617743,1.27957151252927,0.4289176778051801,1.3964624703074622,0.6039280634734662,1.0889782500654073
1.55004556256689,1.481236716635159,1.4955466234749504,0.8280214292204737,1.230153520289011,0.784609610375074,1.4501959572705156,1.3501869499417378,1.1716969774770847
1.5612577176325018,1.5346440334744764,1.246367680393488,1.2778427752293169,1.0289602470003472,1.5036987237092612,0.10726843084095772,1.188619467608434,0.9150637158601422
1.1470362558511764,1.2801684778863027,1.529548185460895,1.4967090039080122,1.3185915097133933,1.4950200673163136,1.2405052223317055,1.3373483694070183,1.463189315321541
1.4143367778560758,1.1747225579181604,1.4212449981985882,1.3385919933225043,1.470904543527384,0.5784289897639194,1.047849715465895,0.8044804762639387,1.5643452538675042
1.462254822274336,1.3476259897915932,1.3871760850872545,1.0382469545668345,0.7210456233578219,1.159777111278812,1.4824542860686531,1.3585339926241813,0.749820987555608
0.9711277392850793,1.5422225659950028,1.3496840228654614,0.28646688609606746,0.5426841443043123,1.5554690082236835,0.974691576085163,0.24497365977780083,1.4669437160751908
1.3946326315430113,1.4473788664665939,1.5702183328880936,0.8523499671905218,1.1460697721787967,1.541192231737121,1.2571457343597368,1.566371815822067,0.12350226490285536
0.7906038402298131,1.44736979657589,1.4125966753101722,1.4935925621939692,1.102335647614035,0.6525248907415453,1.2873345831538718,0.6835240216144568,0.31447078990046345
1.4285767581260558,0.7546606105190394,1.4449870439723014,1.1380734581119438,1.4646821033653945,0.9471192279843109,1.1489568721947683,1.4981177792117486,0.9483347187926683
1.201381642548486,1.294399721281625,1.3428020370618248,1.5417516334468735,1.3694457486716078,0.936616963928908,1.5698528558419949,0.5122621931353617,0.7649960454610922
1.192962891951219,1.5111497591980225,1.5255149050861843,1.4776947413106052,1.3803755479454678,0.5215622670635406,0.9936347741678824,1.5647231706085576,0.3063348763140225
1.127424943405747,1.5448381707353644,1.5660790693181794,1.489767555909314,1.361180833692455,0.34951229152375174,0.18992941384010797,0.838745704953138,0.8872978116533383
1.2694590470173486,1.5139725651325007,1.409744259022081,1.4313482087789167,1.325692222786678,1.3530128865953253,0.26681436374713663,1.530123880899689,0.8881349718009731
1.569759533630559,1.3778703848754994,1.5683775979447057,1.4429992706543142,1.2324211507026213,1.1707428072199835,1.4177101245905848,1.4614404762978548,1.3421820847391566
1.5345847587877237,1.561596341498096,1.3965368573247408,1.0587376541770075,0.4398177280511598,1.4378978958234963,0.9702182449966044,0.6696589005929614,0.3676896468708979
1.4665305119225678,1.5202087767690557,1.488161003985221,1.3574815971744008,1.4752735836409885,1.563894691864477,0.1481557982665392,0.5700953172183058,0.2577238834207066
