0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
0.029731599074132798,0.023566076542848174,0.021716116853927183,0.01835928605296877,0.030917642661628483,0.04346579943056085,0.051267560971302716,0.05463342624539813,0.04544654000902309,0.059496685172405944,0.04684484512416985,0.08767338239800845,0.1264531367178662,0.1500235279664514,0.13957444479426315,0.1360865970102206,0.14720846769326937,0.18164641175706858,0.19896587591201223,0.24237559209320345,0.3075223799535609,0.30520661976244606,0.39965850603871333,0.4499947151880728,0.6422698679119448,0.7606944274827525,0.7809761221463856,0.7591218580189794,0.8358307156253543,0.923684343287922,1.0,0.9581847340804833,0.8880754855387055,0.8193090200509997,0.779458537538305,0.7187954687442055,0.6442192780254622,0.6129228109032522,0.6264750459014055,0.717689199983629,0.6781031763526956,0.6863801475226963,0.7108401169486468,0.645480445071703,0.6570658582449744,0.6885971357904596,0.6168803711413441
0.15540995823379644,0.24851769495206408,0.3996607365107954,0.40775419321997797,0.34430516085376034,0.3238577424593763,0.2893131149018007,0.28136572623600875,0.3661105667437547,0.4553121125390027,0.5035288524146827,0.5444195503923898,0.5961414467225056,0.8114438709269505,0.9783072832555558,1.0,0.9276768742702391,0.8133351479365465,0.6500883897880002,0.49972857161996137,0.38867798673427323,0.37407438985840635,0.33184520933517603,0.19514019303258645,0.16679554329874924,0.1313257920725978,0.09573062387898872,0.06577895285422149,0.05015476096883088,0.045406681300452834,0.041715377723482376,0.03998919958752897,0.04760412269014684,0.05790345519174292,0.06805705180566314,0.07526997915938295,0.06812038488263199,0.055586109161163015,0.05174541064219858,0.051079982033462354,0.0408532208279042,0.038828402180859256,0.03655660314261169,0.031238782408199817,0.02983774268942961,0.028487260129396348,0.02626260227836683
0.028049827896301668,0.02202749702847677,0.021879731484161724,0.017812872503005818,0.0271418274126725,0.03755825091381802,0.04288366649169639,0.04374959644852175,0.03392585092610857,0.04409520726985581,0.025509799394644015,0.03913330548167267,0.046544856072535126,0.044667381021782145,0.03352159903177481,0.03162220880499001,0.038730470031050596,0.06278422192732543,0.060586571806602506,0.060140738108470274,0.07409986326381778,0.09447608914747564,0.123863960285664,0.10340156721473673,0.11915560484801788,0.14490717846420142,0.17361924871873685,0.19676079354042347,0.2209370625778524,0.31693436602515346,0.29858170141734763,0.2558698296309957,0.31723828362984,0.37166020123041177,0.396609717121609,0.3882747219869699,0.4138874937627472,0.4787037019534693,0.5257416313818326,0.5844611646432715,0.6674473561259531,0.7392826840862616,0.8760810661235511,0.9229466852996405,0.9154521231684815,1.0,0.9061776584435031
0.29912644304786173,0.3038973467296384,0.36205946434649267,0.37574878562591646,0.3034947913001879,0.2990866082914039,0.30038702037286547,0.3004530937635599,0.42602352334513066,0.6404561912619573,0.7106560297841378,0.7165784162486859,0.7227283498476187,0.8369993081769014,0.9222084745834658,0.9991250690875857,0.9753219911512271,0.8541217913921788,0.9449563523506402,1.0,0.7474514265362464,0.6065838228087361,0.44284411142248825,0.4799082068722804,0.4499485685894483,0.3148758114749332,0.20174589041596291,0.1259313876703694,0.09314430365342102,0.07497012072855973,0.06283769897165185,0.05236089166212103,0.04708712455232778,0.04710086758330821,0.04986453522546121,0.04971428102197397,0.032126456923000216,0.02255198877557124,0.021000818716145495,0.019747069732641787,0.01517570790529294,0.013940455813178425,0.011308075917740225,0.007237312646509256,0.006670989825668291,0.006131750191734008,0.004764478207716333
0.0345013481696387,0.03569390015286221,0.04174731403245736,0.04553387821209004,0.05977415305548964,0.07774921153488154,0.09660138435076317,0.11428700607132485,0.125416188433128,0.1634847232406419,0.19829406073863418,0.25148717126933895,0.2903543368040531,0.3450516709012486,0.4013844444460215,0.4617777173539423,0.505251977321745,0.5071469902402012,0.4759787184201398,0.4600627797531994,0.4925476970743998,0.5298026547585022,0.44229370072309004,0.4890546907981879,0.4330624588230477,0.4537369133463917,0.5420881993566534,0.6258277092744652,0.6763455602047496,0.7571775374252168,0.7493002234703678,0.6831524341924607,0.7750475614653052,0.7735327494680677,0.621786297629345,0.5198538722091255,0.5264599400543641,0.6308458995853876,0.7973634698612482,0.9284133083254481,1.0,0.9268756125556726,0.8295359259134757,0.6815050370141814,0.5132654588143085,0.4429483416659817,0.2895678129894143
0.672271244701504,0.6823999162638619,0.7874187939630758,0.8199169127588659,0.8581994085199729,0.9351590209851902,0.9987139200207744,1.0,0.9157637112095445,0.9125910073942498,0.9057863819519052,0.9052587949984469,0.9400580040232146,0.8232125995236372,0.7714914235916774,0.860973830805191,0.8802747567311398,0.6159505767243303,0.5265902142306056,0.4511763838955664,0.2751390736584613,0.22688832032690104,0.1909972418202509,0.15713159595990592,0.1350100886066225,0.12150747648210761,0.10701181781167184,0.08658688654910279,0.0680127268815043,0.09210810846921928,0.08065776019480284,0.07140421168988137,0.07755390390430617,0.08488489031379301,0.10008491757343124,0.10191720867087073,0.10339441762950542,0.10083777875933918,0.09698478016684073,0.09245875644442027,0.07599773299401984,0.06744934880835665,0.062214323673824935,0.042959496695404255,0.04307036658126938,0.04404300492272543,0.037639495075198544
0.5203160165851557,0.5678296870080366,0.8241504418022207,0.9305834596807604,0.8293478600601374,0.955529831855384,0.9991098180189947,0.9416079918372809,0.9812238383047326,1.0,0.9190665036997655,0.8031620719001338,0.7052402778262477,0.6878326076450881,0.6162657673632895,0.524935799740878,0.43816296276435773,0.35864461449606866,0.2945273080917252,0.26072466455437243,0.2522107602331653,0.26097098815487735,0.25978993699193326,0.2073340362445882,0.24779649519936503,0.22818364251362364,0.1924046338445113,0.16792386778779647,0.17693694003460034,0.21642661580531486,0.22558513494691304,0.2293402260517236,0.23837319766452653,0.23030136135911394,0.21861091099096974,0.20382872110530093,0.1556141444847746,0.14160113906937055,0.17672093895245214,0.20097804793417562,0.14585027361848682,0.12700783918940659,0.10898606180573453,0.0875637179387431,0.08283800673346094,0.0884148591735074,0.08067913680880436
0.05414556019446041,0.04918338086783302,0.0618271737319287,0.06584411265736846,0.08471231659035973,0.1095196170394297,0.12139310909686171,0.12436544893747697,0.10840260360469925,0.15045025800222292,0.16288731370776754,0.2454878668235627,0.31670461816492285,0.4707930264289461,0.6093858910812471,0.7134488998013938,0.8182178653155756,0.8194923994011922,0.798307292482742,0.8588498893625033,1.0,0.9501694882009231,0.8964721190688449,0.6593614061267467,0.675680908228891,0.6414492092051299,0.5659902341258964,0.48449310457960276,0.4348149193887055,0.4717696444285731,0.5100770899010888,0.5296022110250114,0.5961734750055082,0.5985631320894695,0.5264983011313497,0.4228689936659165,0.43268315758438325,0.42918361513380066,0.33780775056123796,0.30597424538284845,0.26525623393924286,0.21392549662496374,0.19307261365822714,0.15978246243002137,0.15010526824281978,0.1588508977551796,0.13784656208840695
0.9270207634125444,0.9165887566372041,0.960039419549371,1.0,0.9058412555928399,0.7876453347914901,0.6233188321388368,0.4516893246109938,0.29818942665399645,0.2246368437973847,0.1474090877231897,0.12356473798443102,0.10424240422071876,0.08534053243187432,0.06179003826677144,0.05030142893315322,0.04731957877891107,0.0545155033780961,0.04840936308405037,0.044614170928715335,0.04419041015457837,0.049693171709715135,0.055966021464791266,0.037973866448116254,0.03802502225854667,0.038594872108163945,0.03773705221142185,0.034441635656891935,0.03056269738675988,0.04945098370789729,0.04338438995592703,0.038164868199196914,0.04339489046857428,0.049124085651030464,0.05951008964545025,0.06302546459024706,0.06376428152299247,0.06209118725965086,0.06198466902917184,0.05995260391132231,0.048208002615128,0.04333384896029155,0.03894237453546719,0.025796309267481794,0.02631909530119273,0.027243117552770726,0.02412718959944667
1.0,0.6618259241976636,0.308934154969938,0.21722486511643874,0.2499729183701677,0.22228874604558524,0.2105056565676678,0.1869773178196407,0.11491426474965638,0.0928928193500572,0.05557704406805215,0.06644125941091152,0.06986906134367606,0.05363952107723261,0.034575671331581646,0.029561542564586332,0.03389360500192182,0.051168232460467325,0.04858029309263792,0.04651659451214166,0.05012487914743088,0.058048314939171466,0.06844263611468884,0.046892538089152794,0.0460297606641403,0.050026497154732126,0.05238806503679665,0.05204884407638297,0.04925741914170254,0.08783651806623469,0.08184295590611688,0.07254560652808255,0.08502666448483837,0.09554143087337569,0.11104889663246899,0.1117114501465253,0.11996873500370277,0.11843097220874783,0.11721543780942369,0.11310393169269771,0.09513022263572782,0.08734063311766556,0.07844956106021798,0.05329222516052736,0.056043051528532895,0.05660577036794066,0.047804680957863596
