0,1,2,3,4,5,6,7
0.04761271899743275,0.0597034323797302,0.12486403952439411,0.1850530747196407,0.2310810767150884,0.30946866471144147,0.3361753652450603,1.0
0.20706067121101263,0.4066739983348994,0.7673932179886424,1.0,0.4680183230865074,0.11789965952099009,0.11012638519201422,0.10585176480374028
0.07244763388158262,0.13674483657197775,0.7155454696591286,1.0,0.18544353634628802,0.08143728872691361,0.09819379728322578,0.058348874294787655
0.04163208723736403,0.041705567752988004,0.038123480316611585,0.09514713878788376,0.15357839328071263,1.0,0.377193564373339,0.13529856442174776
1.0,0.2374428909125802,0.10110174015146924,0.07624741141544454,0.04589294764025622,0.1034048541913521,0.1334802039526612,0.13663265474104705
0.010404582671915488,0.019359401368658605,0.041736676376041525,0.6022717581656225,1.0,0.06846345562924143,0.021599232909898864,0.005790387653328811
0.09595542719524512,0.08749144329076498,0.06167307772635497,0.10456454479974708,0.12649530336368242,0.47535926890354946,0.8063146093521966,1.0
0.04861322073767491,0.12177669020830006,0.1867345679663641,0.18899623691840753,0.10183479276744645,0.0638696553672459,0.21927754686340142,1.0
0.5888890244614617,0.5940395957187476,0.9889953930033323,1.0,0.4709789174131626,0.2208016088437501,0.2065697338853585,0.16848119095104042
0.9080031159812595,1.0,0.5442968051631307,0.06187724108360046,0.039794972386682316,0.07300130662473331,0.0803380667653245,0.07365170535582481
0.06193022878908741,0.07099708223829164,0.05326716895757557,0.06971539226736978,0.2960404903189888,0.913456409356383,1.0,0.457658085955941
1.0,0.46553518096396146,0.06216002255798642,0.04558151589436598,0.025607773798199732,0.04233635608249452,0.053125464006936955,0.04235613803370445
1.0,0.13594833090429842,0.06203873892447369,0.0761889855859136,0.046987087451288205,0.10132386058073607,0.1262479977246402,0.12427099417518533
0.014838409894081792,0.017558864972174393,0.018905418476218197,0.11349318410353744,0.29046738239130276,1.0,0.0801480722554136,0.031625832043388175
0.12767944543574344,0.11833665898336027,0.1259709309751502,0.8622247188945746,1.0,0.16876493545312807,0.09817750730411393,0.07173984277410765
0.21696770158863965,0.42904981708361634,0.6899317287307327,1.0,0.8135522089371662,0.4792880654482024,0.6575044021791087,0.3639505730895956
